,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
301,0.008,0,-0.001,-0.001,-0.002,0.001,0.002,-0.002,-0.004,-0.003,0.002,0.004,0.005,-0.002,-0.002,0.001,0,0.002,-0.002,-0.007,0.012,0.01,0.008,0.008,0.007,0.006,0.008,0.004,0.002,-0.001
302,0.01,-0.001,-0.003,-0.002,-0.002,0,0.003,-0.004,-0.004,-0.003,0.001,0.004,0.005,-0.003,-0.004,0,-0.001,0.002,-0.002,-0.008,0.01,0.008,0.006,0.006,0.004,0.004,0.007,0,0,-0.002
303,0.011,-0.001,-0.004,-0.003,-0.002,-0.001,0.003,-0.004,-0.005,-0.005,0.001,0.002,0.005,-0.004,-0.005,-0.001,-0.003,0,-0.003,-0.008,0.009,0.005,0.003,0.004,0.002,0.003,0.004,-0.003,-0.001,-0.004
304,0.01,-0.002,-0.004,-0.004,-0.004,-0.003,0.002,-0.005,-0.005,-0.006,0,0.001,0.003,-0.005,-0.007,-0.002,-0.004,-0.001,-0.004,-0.009,0.007,0.004,0.002,0.002,0,0.002,0.003,-0.006,-0.004,-0.005
305,0.009,-0.002,-0.004,-0.004,-0.004,-0.003,0.002,-0.005,-0.005,-0.007,0,0.002,0.002,-0.005,-0.007,-0.002,-0.004,-0.002,-0.004,-0.009,0.006,0.003,0.001,0.001,-0.001,0.003,0.002,-0.007,-0.004,-0.006
306,0.009,-0.002,-0.004,-0.004,-0.004,-0.002,0,-0.004,-0.005,-0.006,0,0.003,0.001,-0.005,-0.006,-0.002,-0.002,-0.001,-0.004,-0.01,0.006,0.003,0.001,0.001,-0.001,0.003,0.002,-0.006,-0.003,-0.005
307,0.008,-0.002,-0.004,-0.003,-0.004,-0.002,-0.002,-0.005,-0.005,-0.006,0,0.003,0.001,-0.005,-0.005,-0.002,-0.002,0,-0.004,-0.01,0.005,0.002,0.001,0.002,-0.001,0.003,0.002,-0.005,-0.003,-0.005
308,0.007,-0.002,-0.005,-0.003,-0.004,-0.002,0,-0.004,-0.005,-0.006,0.001,0.002,0.002,-0.005,-0.005,-0.001,-0.002,0,-0.003,-0.009,0.006,0.002,0.001,0.002,0,0.003,0.002,-0.004,-0.003,-0.005
309,0.007,-0.001,-0.005,-0.003,-0.004,-0.002,0.001,-0.003,-0.005,-0.006,0,0.001,0.004,-0.004,-0.004,-0.001,-0.003,-0.001,-0.003,-0.009,0.005,0.002,0,0.001,-0.001,0.002,0.002,-0.005,-0.004,-0.005
310,0.007,-0.002,-0.005,-0.004,-0.004,-0.004,0.001,-0.003,-0.006,-0.005,-0.001,0.001,0.006,-0.004,-0.005,-0.003,-0.004,-0.002,-0.004,-0.009,0.004,0.002,-0.001,0.001,-0.001,0.001,0.001,-0.004,-0.004,-0.005
311,0.006,-0.002,-0.005,-0.005,-0.005,-0.005,0.001,-0.005,-0.006,-0.005,-0.002,0,0.004,-0.005,-0.005,-0.004,-0.004,-0.003,-0.005,-0.009,0.003,0.002,-0.002,0.001,-0.002,0,0.001,-0.004,-0.004,-0.006
312,0.006,-0.003,-0.005,-0.005,-0.005,-0.005,-0.001,-0.005,-0.006,-0.005,-0.002,0,0.003,-0.006,-0.006,-0.004,-0.004,-0.003,-0.005,-0.011,0.002,0.001,-0.002,0.001,-0.003,0,0.001,-0.005,-0.004,-0.007
313,0.008,-0.003,-0.004,-0.005,-0.005,-0.005,-0.001,-0.005,-0.006,-0.005,-0.001,0.001,0.002,-0.006,-0.007,-0.003,-0.002,-0.002,-0.005,-0.012,0.003,0.002,-0.001,0.001,-0.003,0.001,0.001,-0.004,-0.004,-0.007
314,0.008,-0.002,-0.003,-0.004,-0.005,-0.004,0,-0.003,-0.006,-0.005,-0.001,0.001,0.001,-0.005,-0.005,-0.002,-0.001,-0.001,-0.004,-0.012,0.004,0.003,0,0.002,-0.002,0.002,0.002,-0.005,-0.004,-0.006
315,0.007,-0.002,-0.003,-0.004,-0.006,-0.002,0,-0.004,-0.005,-0.006,-0.001,0.002,0.001,-0.005,-0.006,-0.002,-0.001,-0.001,-0.004,-0.011,0.005,0.003,0,0,-0.002,0.002,0.002,-0.005,-0.005,-0.006
316,0.006,-0.003,-0.004,-0.004,-0.006,-0.002,0.001,-0.005,-0.005,-0.007,-0.001,0.001,0.001,-0.005,-0.006,-0.002,-0.002,-0.001,-0.004,-0.01,0.005,0.003,0,0,-0.003,0.001,0.002,-0.005,-0.005,-0.005
317,0.006,-0.003,-0.004,-0.004,-0.005,-0.002,0.001,-0.006,-0.005,-0.007,0,0.002,0.003,-0.005,-0.006,-0.002,-0.003,-0.001,-0.004,-0.01,0.005,0.002,-0.001,-0.001,-0.003,0.001,0.002,-0.007,-0.005,-0.006
318,0.006,-0.004,-0.006,-0.005,-0.005,-0.003,0.002,-0.007,-0.006,-0.008,-0.001,0.001,0.004,-0.006,-0.008,-0.003,-0.005,-0.002,-0.006,-0.01,0.003,0.001,-0.001,-0.002,-0.003,0,0.001,-0.007,-0.007,-0.007
319,0.004,-0.004,-0.007,-0.006,-0.006,-0.003,0,-0.007,-0.008,-0.009,-0.003,0,0,-0.007,-0.008,-0.004,-0.006,-0.003,-0.006,-0.011,0.002,0.001,-0.002,-0.003,-0.005,0,0,-0.008,-0.007,-0.009
320,0.004,-0.004,-0.007,-0.006,-0.007,-0.004,-0.001,-0.007,-0.008,-0.009,-0.003,-0.001,-0.003,-0.008,-0.008,-0.004,-0.006,-0.004,-0.006,-0.011,0.001,0,-0.002,-0.003,-0.005,-0.001,-0.001,-0.007,-0.007,-0.008
321,0.004,-0.004,-0.007,-0.007,-0.008,-0.005,-0.004,-0.007,-0.008,-0.009,-0.003,-0.001,-0.004,-0.008,-0.008,-0.004,-0.006,-0.005,-0.006,-0.013,0.001,-0.001,-0.003,-0.003,-0.006,-0.002,-0.001,-0.007,-0.007,-0.008
322,0.007,-0.004,-0.007,-0.005,-0.007,-0.006,-0.005,-0.007,-0.007,-0.009,-0.003,0,0,-0.007,-0.007,-0.003,-0.004,-0.005,-0.006,-0.013,0.002,-0.001,-0.003,-0.002,-0.005,-0.002,-0.001,-0.005,-0.006,-0.006
323,0.008,-0.004,-0.006,-0.005,-0.006,-0.005,-0.004,-0.006,-0.007,-0.008,-0.003,0,0.004,-0.006,-0.006,-0.003,-0.003,-0.005,-0.005,-0.012,0.002,-0.001,-0.002,-0.001,-0.003,-0.001,0,-0.003,-0.006,-0.006
324,0.008,-0.004,-0.006,-0.005,-0.006,-0.004,-0.002,-0.007,-0.007,-0.008,-0.004,0.001,0.003,-0.006,-0.006,-0.003,-0.003,-0.004,-0.006,-0.013,0.002,0,-0.002,-0.002,-0.004,-0.002,-0.001,-0.002,-0.007,-0.008
325,0.007,-0.004,-0.006,-0.005,-0.006,-0.004,-0.001,-0.007,-0.007,-0.008,-0.003,0.001,0.002,-0.006,-0.006,-0.004,-0.004,-0.004,-0.006,-0.012,0.002,0,-0.002,-0.002,-0.004,-0.001,0,-0.003,-0.007,-0.008
326,0.006,-0.005,-0.007,-0.006,-0.006,-0.005,-0.001,-0.007,-0.008,-0.009,-0.004,-0.001,0,-0.007,-0.007,-0.004,-0.006,-0.004,-0.007,-0.012,0.001,-0.002,-0.003,-0.003,-0.006,-0.002,0,-0.008,-0.008,-0.01
327,0.006,-0.004,-0.007,-0.005,-0.007,-0.005,-0.001,-0.007,-0.007,-0.008,-0.004,-0.001,0,-0.007,-0.008,-0.004,-0.006,-0.004,-0.007,-0.012,0.001,-0.002,-0.002,-0.002,-0.005,-0.001,-0.001,-0.01,-0.007,-0.009
328,0.007,-0.003,-0.006,-0.004,-0.007,-0.004,0,-0.006,-0.007,-0.006,-0.003,0,0.001,-0.007,-0.007,-0.003,-0.004,-0.003,-0.006,-0.01,0.002,-0.001,-0.001,0,-0.004,-0.001,-0.001,-0.009,-0.006,-0.008
329,0.005,-0.003,-0.006,-0.006,-0.008,-0.004,0,-0.007,-0.007,-0.007,-0.003,-0.001,0.002,-0.008,-0.008,-0.004,-0.004,-0.003,-0.006,-0.011,0.001,0,-0.002,-0.001,-0.005,-0.002,-0.001,-0.006,-0.006,-0.008
330,0.002,-0.005,-0.007,-0.007,-0.009,-0.006,0,-0.008,-0.008,-0.008,-0.004,-0.001,0,-0.008,-0.007,-0.004,-0.006,-0.005,-0.007,-0.011,0.001,0,-0.004,-0.002,-0.006,-0.002,-0.002,-0.005,-0.007,-0.008
331,0.003,-0.006,-0.007,-0.008,-0.008,-0.006,-0.002,-0.008,-0.009,-0.008,-0.005,-0.001,-0.001,-0.008,-0.007,-0.005,-0.007,-0.005,-0.007,-0.011,0,-0.001,-0.005,-0.003,-0.006,-0.003,-0.002,-0.004,-0.008,-0.009
332,0.005,-0.006,-0.007,-0.007,-0.007,-0.006,-0.002,-0.007,-0.009,-0.008,-0.005,-0.001,-0.002,-0.007,-0.007,-0.005,-0.007,-0.005,-0.006,-0.009,0.001,-0.001,-0.004,-0.003,-0.005,-0.003,-0.002,-0.002,-0.007,-0.009
333,0.006,-0.005,-0.006,-0.006,-0.006,-0.005,-0.001,-0.006,-0.008,-0.007,-0.003,0,-0.001,-0.006,-0.006,-0.003,-0.005,-0.004,-0.005,-0.008,0.002,0,-0.002,-0.002,-0.004,-0.001,-0.001,-0.003,-0.006,-0.007
334,0.006,-0.005,-0.006,-0.005,-0.006,-0.004,0,-0.006,-0.007,-0.007,-0.002,0,0.001,-0.006,-0.006,-0.002,-0.003,-0.003,-0.005,-0.01,0.002,0,-0.002,-0.002,-0.004,-0.001,0,-0.006,-0.006,-0.007
335,0.003,-0.006,-0.008,-0.007,-0.008,-0.005,-0.002,-0.008,-0.008,-0.009,-0.003,-0.001,0.001,-0.008,-0.007,-0.004,-0.004,-0.005,-0.007,-0.014,0,-0.002,-0.003,-0.003,-0.006,-0.002,-0.002,-0.008,-0.008,-0.008
336,0.004,-0.006,-0.008,-0.008,-0.009,-0.006,-0.004,-0.009,-0.008,-0.01,-0.004,-0.001,0.002,-0.009,-0.008,-0.006,-0.005,-0.005,-0.007,-0.016,-0.002,-0.003,-0.005,-0.004,-0.007,-0.003,-0.003,-0.009,-0.009,-0.01
337,0.005,-0.006,-0.008,-0.007,-0.008,-0.006,-0.002,-0.008,-0.009,-0.011,-0.004,0,0.001,-0.009,-0.009,-0.006,-0.006,-0.005,-0.007,-0.014,-0.002,-0.003,-0.005,-0.004,-0.007,-0.003,-0.003,-0.009,-0.008,-0.01
338,0.005,-0.006,-0.007,-0.007,-0.008,-0.006,-0.001,-0.008,-0.008,-0.011,-0.004,0,0.002,-0.008,-0.008,-0.006,-0.006,-0.004,-0.006,-0.013,-0.001,-0.002,-0.004,-0.003,-0.007,-0.002,-0.002,-0.007,-0.008,-0.009
339,0.003,-0.006,-0.007,-0.008,-0.009,-0.007,-0.001,-0.009,-0.009,-0.011,-0.004,-0.002,-0.002,-0.009,-0.009,-0.006,-0.007,-0.005,-0.008,-0.013,-0.002,-0.003,-0.005,-0.004,-0.007,-0.003,-0.002,-0.006,-0.009,-0.01
340,0.003,-0.007,-0.008,-0.009,-0.009,-0.007,-0.002,-0.009,-0.01,-0.012,-0.005,-0.003,-0.001,-0.01,-0.011,-0.006,-0.008,-0.006,-0.009,-0.015,-0.003,-0.004,-0.006,-0.005,-0.007,-0.004,-0.003,-0.004,-0.011,-0.01
341,0.005,-0.006,-0.007,-0.009,-0.008,-0.007,-0.003,-0.009,-0.008,-0.011,-0.005,-0.003,-0.002,-0.009,-0.01,-0.005,-0.007,-0.006,-0.008,-0.016,-0.002,-0.004,-0.005,-0.005,-0.007,-0.004,-0.003,-0.005,-0.01,-0.01
342,0.007,-0.005,-0.006,-0.006,-0.008,-0.005,-0.003,-0.008,-0.007,-0.009,-0.004,-0.001,-0.001,-0.007,-0.009,-0.004,-0.005,-0.004,-0.007,-0.014,-0.001,-0.002,-0.005,-0.003,-0.006,-0.004,-0.002,-0.003,-0.008,-0.009
343,0.006,-0.006,-0.007,-0.006,-0.008,-0.006,-0.002,-0.008,-0.008,-0.008,-0.004,-0.002,0.002,-0.007,-0.009,-0.004,-0.005,-0.004,-0.006,-0.013,-0.001,-0.001,-0.005,-0.003,-0.006,-0.004,-0.002,-0.003,-0.007,-0.008
344,0.004,-0.007,-0.008,-0.007,-0.009,-0.007,-0.003,-0.009,-0.009,-0.009,-0.005,-0.003,0.001,-0.008,-0.009,-0.005,-0.006,-0.005,-0.008,-0.011,-0.001,-0.003,-0.006,-0.004,-0.007,-0.005,-0.003,-0.004,-0.009,-0.011
345,0.004,-0.007,-0.008,-0.007,-0.009,-0.006,-0.002,-0.009,-0.009,-0.01,-0.005,-0.003,0.001,-0.009,-0.008,-0.005,-0.007,-0.004,-0.008,-0.01,-0.001,-0.002,-0.005,-0.005,-0.007,-0.004,-0.003,-0.006,-0.009,-0.01
346,0.003,-0.004,-0.007,-0.008,-0.008,-0.005,-0.002,-0.009,-0.008,-0.011,-0.004,-0.002,0,-0.009,-0.008,-0.005,-0.007,-0.004,-0.007,-0.01,-0.001,-0.001,-0.004,-0.005,-0.007,-0.003,-0.002,-0.005,-0.009,-0.01
347,0.002,-0.004,-0.007,-0.007,-0.007,-0.005,-0.003,-0.008,-0.009,-0.01,-0.003,-0.001,-0.001,-0.008,-0.007,-0.004,-0.005,-0.004,-0.007,-0.011,0,-0.001,-0.004,-0.004,-0.008,-0.003,-0.002,-0.005,-0.009,-0.009
348,0.003,-0.005,-0.009,-0.008,-0.008,-0.007,-0.005,-0.009,-0.01,-0.011,-0.004,-0.002,-0.001,-0.009,-0.008,-0.005,-0.006,-0.006,-0.007,-0.013,-0.002,-0.003,-0.005,-0.004,-0.008,-0.004,-0.004,-0.005,-0.01,-0.009
349,0.003,-0.007,-0.009,-0.008,-0.009,-0.007,-0.005,-0.009,-0.01,-0.011,-0.005,-0.002,-0.002,-0.01,-0.008,-0.006,-0.006,-0.007,-0.007,-0.014,-0.002,-0.005,-0.006,-0.005,-0.009,-0.004,-0.004,-0.005,-0.01,-0.01
350,0.004,-0.006,-0.008,-0.008,-0.009,-0.006,-0.003,-0.009,-0.009,-0.01,-0.005,-0.001,-0.002,-0.01,-0.008,-0.006,-0.006,-0.005,-0.007,-0.014,-0.002,-0.005,-0.005,-0.005,-0.009,-0.003,-0.004,-0.006,-0.009,-0.01
351,0.005,-0.005,-0.006,-0.007,-0.009,-0.005,-0.001,-0.007,-0.008,-0.009,-0.004,0,0.001,-0.008,-0.008,-0.004,-0.005,-0.004,-0.006,-0.013,-0.001,-0.004,-0.004,-0.004,-0.008,-0.003,-0.003,-0.004,-0.008,-0.009
352,0.007,-0.004,-0.006,-0.005,-0.007,-0.004,-0.001,-0.006,-0.007,-0.007,-0.002,0.001,0.006,-0.006,-0.007,-0.003,-0.004,-0.002,-0.005,-0.011,0.001,-0.002,-0.003,-0.001,-0.005,-0.002,-0.001,-0.004,-0.007,-0.009
353,0.007,-0.003,-0.006,-0.005,-0.006,-0.005,-0.002,-0.005,-0.007,-0.007,-0.003,-0.001,0.006,-0.006,-0.006,-0.003,-0.005,-0.003,-0.005,-0.01,0,-0.002,-0.003,-0.001,-0.004,-0.002,-0.002,-0.004,-0.007,-0.008
354,0.006,-0.003,-0.006,-0.004,-0.007,-0.005,-0.003,-0.006,-0.008,-0.007,-0.003,-0.002,0.006,-0.006,-0.006,-0.004,-0.005,-0.005,-0.004,-0.01,0,-0.002,-0.003,-0.002,-0.004,-0.002,-0.001,-0.004,-0.007,-0.007
355,0.005,-0.005,-0.008,-0.007,-0.009,-0.006,-0.004,-0.008,-0.009,-0.009,-0.004,-0.002,0.003,-0.008,-0.009,-0.005,-0.007,-0.006,-0.006,-0.011,-0.001,-0.003,-0.004,-0.005,-0.006,-0.003,-0.003,-0.005,-0.009,-0.009
356,0.005,-0.006,-0.009,-0.008,-0.01,-0.007,-0.004,-0.01,-0.009,-0.011,-0.005,-0.003,0.001,-0.01,-0.011,-0.006,-0.008,-0.007,-0.008,-0.014,-0.002,-0.004,-0.006,-0.006,-0.009,-0.004,-0.004,-0.005,-0.01,-0.011
357,0.006,-0.007,-0.009,-0.009,-0.01,-0.007,-0.004,-0.011,-0.01,-0.011,-0.005,-0.003,0.002,-0.01,-0.011,-0.006,-0.009,-0.006,-0.008,-0.014,-0.002,-0.004,-0.007,-0.007,-0.009,-0.005,-0.004,-0.005,-0.01,-0.012
358,0.004,-0.007,-0.009,-0.008,-0.01,-0.007,-0.003,-0.01,-0.01,-0.011,-0.005,-0.003,0,-0.009,-0.009,-0.006,-0.008,-0.005,-0.007,-0.013,-0.002,-0.005,-0.006,-0.007,-0.009,-0.004,-0.004,-0.005,-0.009,-0.012
359,0.005,-0.006,-0.008,-0.007,-0.009,-0.007,-0.003,-0.008,-0.009,-0.01,-0.004,-0.002,-0.001,-0.008,-0.007,-0.006,-0.007,-0.004,-0.006,-0.012,-0.002,-0.004,-0.005,-0.006,-0.008,-0.004,-0.003,-0.007,-0.008,-0.011
360,0.004,-0.005,-0.008,-0.007,-0.009,-0.006,-0.003,-0.008,-0.008,-0.01,-0.004,-0.002,-0.003,-0.008,-0.007,-0.005,-0.005,-0.004,-0.006,-0.011,-0.001,-0.004,-0.005,-0.004,-0.008,-0.004,-0.003,-0.008,-0.008,-0.01
361,0.004,-0.005,-0.007,-0.006,-0.008,-0.004,-0.003,-0.007,-0.008,-0.009,-0.004,-0.002,-0.002,-0.007,-0.006,-0.004,-0.004,-0.003,-0.006,-0.01,0,-0.003,-0.003,-0.004,-0.006,-0.003,-0.001,-0.009,-0.007,-0.009
362,0.003,-0.004,-0.007,-0.005,-0.008,-0.004,-0.003,-0.007,-0.008,-0.009,-0.004,-0.002,0.001,-0.007,-0.007,-0.004,-0.004,-0.003,-0.006,-0.009,0,-0.002,-0.004,-0.004,-0.006,-0.003,-0.001,-0.007,-0.008,-0.009
363,0.002,-0.005,-0.007,-0.007,-0.008,-0.005,-0.003,-0.007,-0.008,-0.01,-0.004,-0.003,-0.002,-0.007,-0.007,-0.005,-0.005,-0.003,-0.006,-0.012,-0.001,-0.003,-0.005,-0.005,-0.007,-0.004,-0.001,-0.007,-0.009,-0.009
364,0.003,-0.005,-0.007,-0.007,-0.007,-0.006,-0.002,-0.007,-0.007,-0.01,-0.003,-0.002,-0.003,-0.007,-0.007,-0.004,-0.004,-0.004,-0.006,-0.013,-0.001,-0.003,-0.005,-0.005,-0.007,-0.004,-0.001,-0.007,-0.009,-0.009
365,0.004,-0.005,-0.007,-0.007,-0.008,-0.006,-0.002,-0.007,-0.008,-0.01,-0.004,-0.002,-0.004,-0.007,-0.006,-0.004,-0.003,-0.005,-0.007,-0.013,-0.002,-0.003,-0.005,-0.005,-0.007,-0.004,-0.002,-0.009,-0.01,-0.009
366,0.004,-0.005,-0.007,-0.006,-0.008,-0.006,-0.002,-0.007,-0.008,-0.009,-0.004,-0.002,-0.004,-0.007,-0.006,-0.004,-0.004,-0.006,-0.006,-0.012,-0.003,-0.003,-0.006,-0.004,-0.007,-0.003,-0.003,-0.01,-0.009,-0.009
367,0.004,-0.006,-0.007,-0.006,-0.008,-0.005,-0.002,-0.007,-0.008,-0.009,-0.004,-0.002,-0.003,-0.007,-0.007,-0.005,-0.005,-0.005,-0.006,-0.011,-0.003,-0.003,-0.006,-0.005,-0.007,-0.004,-0.002,-0.007,-0.01,-0.009
368,0.003,-0.006,-0.007,-0.007,-0.007,-0.006,-0.002,-0.007,-0.008,-0.008,-0.004,-0.002,-0.002,-0.008,-0.008,-0.005,-0.007,-0.005,-0.006,-0.011,-0.003,-0.003,-0.006,-0.005,-0.007,-0.004,-0.003,-0.006,-0.01,-0.009
369,0.004,-0.005,-0.008,-0.006,-0.006,-0.007,-0.001,-0.007,-0.008,-0.008,-0.003,-0.001,0.001,-0.008,-0.008,-0.005,-0.007,-0.004,-0.006,-0.01,-0.002,-0.004,-0.006,-0.005,-0.006,-0.004,-0.003,-0.003,-0.008,-0.008
370,0.004,-0.005,-0.008,-0.005,-0.005,-0.007,-0.002,-0.007,-0.007,-0.007,-0.004,-0.002,0.003,-0.007,-0.007,-0.005,-0.006,-0.004,-0.006,-0.01,-0.003,-0.004,-0.006,-0.005,-0.005,-0.004,-0.003,-0.005,-0.008,-0.008
371,0.006,-0.005,-0.007,-0.006,-0.006,-0.006,-0.002,-0.007,-0.008,-0.008,-0.005,-0.002,0.002,-0.007,-0.007,-0.005,-0.005,-0.004,-0.006,-0.012,-0.003,-0.004,-0.006,-0.005,-0.006,-0.003,-0.003,-0.005,-0.008,-0.009
372,0.008,-0.004,-0.005,-0.005,-0.006,-0.005,-0.002,-0.006,-0.007,-0.008,-0.004,-0.001,0.003,-0.006,-0.007,-0.003,-0.003,-0.004,-0.006,-0.013,-0.001,-0.003,-0.005,-0.004,-0.006,-0.002,-0.002,-0.004,-0.007,-0.009
373,0.009,-0.004,-0.006,-0.005,-0.006,-0.004,-0.003,-0.006,-0.007,-0.008,-0.003,0,0.003,-0.007,-0.007,-0.003,-0.003,-0.004,-0.006,-0.013,-0.001,-0.003,-0.004,-0.004,-0.006,-0.003,-0.003,-0.006,-0.008,-0.008
374,0.008,-0.003,-0.006,-0.005,-0.006,-0.004,-0.002,-0.006,-0.006,-0.007,-0.002,0.001,0.003,-0.006,-0.005,-0.003,-0.003,-0.003,-0.004,-0.011,0,-0.003,-0.004,-0.003,-0.005,-0.002,-0.002,-0.004,-0.007,-0.007
375,0.006,-0.004,-0.007,-0.007,-0.007,-0.005,-0.003,-0.007,-0.006,-0.008,-0.003,0,0.004,-0.007,-0.005,-0.005,-0.005,-0.004,-0.005,-0.012,-0.002,-0.003,-0.005,-0.004,-0.007,-0.003,-0.002,-0.005,-0.008,-0.008
376,0.005,-0.005,-0.007,-0.007,-0.008,-0.005,-0.003,-0.008,-0.007,-0.009,-0.004,-0.001,0.001,-0.008,-0.006,-0.005,-0.005,-0.004,-0.006,-0.014,-0.002,-0.004,-0.005,-0.005,-0.008,-0.003,-0.002,-0.004,-0.009,-0.01
377,0.004,-0.005,-0.008,-0.006,-0.006,-0.005,-0.004,-0.007,-0.008,-0.009,-0.005,-0.003,-0.002,-0.007,-0.007,-0.005,-0.004,-0.004,-0.007,-0.012,-0.002,-0.003,-0.005,-0.005,-0.007,-0.004,-0.002,-0.006,-0.008,-0.01
378,0.003,-0.005,-0.007,-0.006,-0.004,-0.005,-0.003,-0.006,-0.007,-0.007,-0.004,-0.003,-0.002,-0.006,-0.006,-0.004,-0.003,-0.003,-0.006,-0.012,-0.001,-0.003,-0.005,-0.004,-0.007,-0.004,-0.003,-0.008,-0.008,-0.009
379,0.003,-0.005,-0.007,-0.005,-0.004,-0.006,-0.002,-0.006,-0.008,-0.007,-0.003,-0.003,-0.002,-0.005,-0.006,-0.004,-0.004,-0.004,-0.005,-0.01,-0.001,-0.003,-0.006,-0.003,-0.006,-0.004,-0.004,-0.007,-0.007,-0.007
380,0.001,-0.005,-0.007,-0.005,-0.006,-0.008,-0.001,-0.007,-0.008,-0.007,-0.004,-0.002,0,-0.007,-0.007,-0.005,-0.007,-0.005,-0.006,-0.011,-0.002,-0.004,-0.006,-0.004,-0.007,-0.005,-0.004,-0.007,-0.008,-0.008
381,0.001,-0.005,-0.007,-0.005,-0.008,-0.008,-0.001,-0.007,-0.007,-0.008,-0.004,-0.001,0.001,-0.008,-0.007,-0.006,-0.007,-0.005,-0.006,-0.011,-0.003,-0.004,-0.006,-0.004,-0.007,-0.004,-0.004,-0.008,-0.008,-0.008
382,0.001,-0.005,-0.006,-0.006,-0.008,-0.007,-0.001,-0.007,-0.007,-0.009,-0.004,0,0.001,-0.007,-0.007,-0.005,-0.005,-0.005,-0.006,-0.01,-0.003,-0.004,-0.006,-0.005,-0.006,-0.004,-0.003,-0.009,-0.009,-0.009
383,0.003,-0.005,-0.007,-0.007,-0.007,-0.006,-0.002,-0.007,-0.007,-0.008,-0.004,-0.001,0.004,-0.006,-0.008,-0.005,-0.005,-0.005,-0.007,-0.012,-0.003,-0.004,-0.006,-0.005,-0.007,-0.004,-0.003,-0.008,-0.008,-0.009
384,0.006,-0.005,-0.006,-0.006,-0.007,-0.006,-0.003,-0.007,-0.008,-0.008,-0.003,-0.001,0.005,-0.005,-0.008,-0.005,-0.004,-0.005,-0.006,-0.012,-0.002,-0.003,-0.006,-0.004,-0.007,-0.003,-0.003,-0.006,-0.008,-0.009
385,0.007,-0.003,-0.006,-0.005,-0.006,-0.005,-0.002,-0.006,-0.007,-0.007,-0.002,-0.001,0.004,-0.006,-0.008,-0.004,-0.004,-0.004,-0.005,-0.011,-0.001,-0.003,-0.005,-0.003,-0.006,-0.002,-0.002,-0.004,-0.007,-0.008
386,0.007,-0.003,-0.007,-0.006,-0.007,-0.006,-0.003,-0.006,-0.008,-0.009,-0.003,-0.001,0,-0.007,-0.008,-0.004,-0.006,-0.004,-0.006,-0.01,-0.002,-0.003,-0.005,-0.003,-0.007,-0.003,-0.003,-0.005,-0.008,-0.008
387,0.007,-0.003,-0.006,-0.005,-0.006,-0.006,-0.002,-0.006,-0.007,-0.008,-0.003,-0.001,-0.001,-0.006,-0.006,-0.004,-0.005,-0.005,-0.005,-0.009,-0.002,-0.003,-0.005,-0.003,-0.005,-0.003,-0.003,-0.005,-0.007,-0.007
388,0.008,-0.004,-0.006,-0.005,-0.006,-0.005,-0.002,-0.005,-0.008,-0.007,-0.003,-0.001,0,-0.006,-0.005,-0.004,-0.005,-0.004,-0.005,-0.009,-0.002,-0.002,-0.005,-0.002,-0.006,-0.003,-0.003,-0.007,-0.006,-0.008
389,0.009,-0.004,-0.006,-0.004,-0.006,-0.005,-0.001,-0.004,-0.006,-0.006,-0.002,0,0.002,-0.006,-0.004,-0.003,-0.004,-0.003,-0.004,-0.009,-0.001,-0.001,-0.005,-0.002,-0.005,-0.002,-0.002,-0.006,-0.005,-0.007
390,0.009,-0.004,-0.006,-0.004,-0.006,-0.005,-0.001,-0.004,-0.006,-0.006,-0.002,0,0.003,-0.005,-0.004,-0.003,-0.003,-0.003,-0.003,-0.009,-0.001,-0.002,-0.004,-0.002,-0.004,-0.002,-0.001,-0.005,-0.005,-0.007
391,0.007,-0.005,-0.007,-0.004,-0.006,-0.005,-0.001,-0.005,-0.008,-0.007,-0.003,-0.001,0.003,-0.005,-0.005,-0.005,-0.005,-0.004,-0.004,-0.009,-0.002,-0.002,-0.005,-0.004,-0.005,-0.003,-0.002,-0.004,-0.006,-0.007
392,0.006,-0.005,-0.007,-0.005,-0.006,-0.006,-0.001,-0.005,-0.008,-0.007,-0.003,-0.002,0.004,-0.005,-0.005,-0.005,-0.006,-0.005,-0.004,-0.009,-0.002,-0.003,-0.006,-0.004,-0.005,-0.004,-0.003,-0.004,-0.007,-0.007
393,0.006,-0.006,-0.007,-0.005,-0.006,-0.006,-0.002,-0.005,-0.009,-0.008,-0.004,-0.003,0.005,-0.006,-0.006,-0.005,-0.007,-0.005,-0.006,-0.009,-0.002,-0.003,-0.006,-0.004,-0.007,-0.004,-0.003,-0.006,-0.008,-0.008
394,0.007,-0.005,-0.007,-0.005,-0.006,-0.006,-0.004,-0.005,-0.009,-0.009,-0.004,-0.002,0.007,-0.007,-0.006,-0.005,-0.006,-0.004,-0.006,-0.011,-0.002,-0.003,-0.006,-0.004,-0.007,-0.004,-0.003,-0.006,-0.007,-0.008
395,0.007,-0.005,-0.007,-0.005,-0.006,-0.006,-0.005,-0.006,-0.008,-0.008,-0.004,-0.002,0.007,-0.007,-0.006,-0.005,-0.004,-0.004,-0.006,-0.012,-0.003,-0.002,-0.006,-0.004,-0.007,-0.004,-0.003,-0.004,-0.007,-0.008
