,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
488,-0.001,-0.008,-0.01,-0.011,-0.01,-0.01,-0.003,-0.011,-0.012,-0.013,-0.008,-0.004,-0.003,-0.012,-0.013,-0.01,-0.011,-0.009,-0.012,-0.015,-0.007,-0.007,-0.01,-0.01,-0.011,-0.008,-0.007,-0.005,-0.013,-0.014
489,-0.002,-0.01,-0.012,-0.014,-0.013,-0.012,-0.007,-0.013,-0.013,-0.015,-0.01,-0.007,-0.006,-0.015,-0.016,-0.012,-0.013,-0.012,-0.014,-0.017,-0.009,-0.009,-0.012,-0.012,-0.014,-0.011,-0.009,-0.009,-0.014,-0.017
490,-0.005,-0.01,-0.013,-0.015,-0.014,-0.012,-0.006,-0.014,-0.014,-0.017,-0.01,-0.007,-0.01,-0.016,-0.016,-0.012,-0.012,-0.012,-0.015,-0.02,-0.01,-0.01,-0.012,-0.013,-0.016,-0.011,-0.01,-0.014,-0.016,-0.018
491,-0.007,-0.009,-0.012,-0.014,-0.014,-0.011,-0.003,-0.014,-0.012,-0.018,-0.008,-0.006,-0.01,-0.016,-0.014,-0.011,-0.01,-0.011,-0.014,-0.02,-0.009,-0.01,-0.011,-0.013,-0.016,-0.01,-0.008,-0.013,-0.016,-0.018
492,-0.009,-0.009,-0.012,-0.014,-0.015,-0.011,-0.001,-0.014,-0.013,-0.018,-0.008,-0.005,-0.01,-0.016,-0.014,-0.01,-0.012,-0.01,-0.014,-0.02,-0.008,-0.01,-0.01,-0.013,-0.016,-0.01,-0.008,-0.014,-0.017,-0.017
493,-0.008,-0.01,-0.013,-0.016,-0.016,-0.012,-0.005,-0.017,-0.014,-0.02,-0.009,-0.006,-0.012,-0.019,-0.017,-0.011,-0.014,-0.011,-0.016,-0.022,-0.009,-0.011,-0.012,-0.015,-0.017,-0.012,-0.01,-0.018,-0.019,-0.019
494,-0.009,-0.011,-0.014,-0.017,-0.017,-0.013,-0.007,-0.018,-0.014,-0.021,-0.01,-0.007,-0.015,-0.02,-0.018,-0.012,-0.014,-0.013,-0.018,-0.023,-0.01,-0.012,-0.013,-0.016,-0.019,-0.012,-0.011,-0.02,-0.02,-0.02
495,-0.009,-0.011,-0.013,-0.016,-0.016,-0.012,-0.006,-0.017,-0.013,-0.02,-0.009,-0.006,-0.014,-0.019,-0.017,-0.011,-0.011,-0.012,-0.018,-0.023,-0.009,-0.011,-0.012,-0.015,-0.019,-0.012,-0.011,-0.02,-0.019,-0.02
496,-0.012,-0.012,-0.015,-0.015,-0.016,-0.013,-0.006,-0.016,-0.014,-0.019,-0.011,-0.007,-0.014,-0.019,-0.017,-0.013,-0.01,-0.013,-0.017,-0.024,-0.01,-0.012,-0.014,-0.014,-0.018,-0.013,-0.012,-0.02,-0.019,-0.02
497,-0.014,-0.012,-0.015,-0.015,-0.016,-0.014,-0.005,-0.014,-0.015,-0.018,-0.011,-0.008,-0.012,-0.017,-0.015,-0.013,-0.01,-0.012,-0.015,-0.022,-0.01,-0.012,-0.014,-0.013,-0.015,-0.012,-0.011,-0.017,-0.017,-0.018
498,-0.011,-0.011,-0.014,-0.013,-0.016,-0.013,-0.005,-0.013,-0.013,-0.017,-0.01,-0.008,-0.011,-0.014,-0.011,-0.012,-0.01,-0.012,-0.013,-0.02,-0.009,-0.011,-0.013,-0.012,-0.013,-0.011,-0.01,-0.012,-0.016,-0.016
499,-0.01,-0.01,-0.012,-0.013,-0.016,-0.012,-0.007,-0.012,-0.013,-0.016,-0.009,-0.007,-0.012,-0.013,-0.01,-0.012,-0.011,-0.011,-0.012,-0.02,-0.009,-0.01,-0.012,-0.012,-0.013,-0.01,-0.009,-0.011,-0.015,-0.016
500,-0.009,-0.01,-0.012,-0.014,-0.015,-0.012,-0.008,-0.013,-0.012,-0.016,-0.009,-0.007,-0.013,-0.014,-0.013,-0.012,-0.012,-0.011,-0.013,-0.022,-0.009,-0.009,-0.012,-0.013,-0.014,-0.01,-0.01,-0.017,-0.015,-0.016
501,-0.008,-0.011,-0.015,-0.016,-0.018,-0.013,-0.01,-0.015,-0.014,-0.017,-0.011,-0.009,-0.019,-0.017,-0.018,-0.014,-0.014,-0.012,-0.016,-0.023,-0.011,-0.011,-0.013,-0.015,-0.016,-0.012,-0.011,-0.024,-0.018,-0.019
502,-0.008,-0.012,-0.016,-0.016,-0.02,-0.014,-0.01,-0.016,-0.015,-0.019,-0.011,-0.01,-0.021,-0.018,-0.02,-0.013,-0.016,-0.013,-0.017,-0.021,-0.011,-0.012,-0.013,-0.016,-0.017,-0.012,-0.011,-0.025,-0.019,-0.02
503,-0.01,-0.011,-0.015,-0.015,-0.019,-0.013,-0.009,-0.016,-0.014,-0.018,-0.011,-0.008,-0.02,-0.016,-0.017,-0.013,-0.018,-0.012,-0.016,-0.017,-0.011,-0.011,-0.013,-0.014,-0.016,-0.013,-0.01,-0.02,-0.019,-0.019
504,-0.013,-0.011,-0.015,-0.015,-0.019,-0.014,-0.008,-0.016,-0.014,-0.018,-0.011,-0.008,-0.021,-0.016,-0.014,-0.012,-0.019,-0.013,-0.016,-0.017,-0.011,-0.012,-0.013,-0.014,-0.016,-0.013,-0.01,-0.019,-0.018,-0.018
505,-0.012,-0.012,-0.015,-0.016,-0.019,-0.015,-0.009,-0.017,-0.014,-0.019,-0.012,-0.008,-0.027,-0.017,-0.014,-0.013,-0.018,-0.014,-0.017,-0.018,-0.011,-0.012,-0.014,-0.015,-0.017,-0.014,-0.011,-0.022,-0.019,-0.019
506,-0.009,-0.013,-0.015,-0.017,-0.02,-0.015,-0.01,-0.018,-0.015,-0.02,-0.012,-0.009,-0.026,-0.02,-0.016,-0.013,-0.016,-0.014,-0.018,-0.018,-0.012,-0.013,-0.014,-0.017,-0.018,-0.014,-0.011,-0.022,-0.02,-0.02
507,-0.006,-0.011,-0.014,-0.016,-0.02,-0.014,-0.009,-0.016,-0.015,-0.019,-0.011,-0.009,-0.018,-0.019,-0.016,-0.012,-0.014,-0.013,-0.016,-0.017,-0.01,-0.011,-0.013,-0.015,-0.017,-0.012,-0.01,-0.015,-0.017,-0.018
508,-0.006,-0.009,-0.012,-0.013,-0.018,-0.011,-0.006,-0.014,-0.013,-0.016,-0.01,-0.007,-0.012,-0.017,-0.015,-0.011,-0.012,-0.011,-0.014,-0.015,-0.008,-0.009,-0.011,-0.012,-0.015,-0.011,-0.008,-0.01,-0.014,-0.017
509,-0.006,-0.009,-0.011,-0.013,-0.018,-0.01,-0.004,-0.013,-0.012,-0.016,-0.01,-0.007,-0.007,-0.016,-0.016,-0.011,-0.011,-0.01,-0.014,-0.016,-0.008,-0.009,-0.01,-0.012,-0.014,-0.01,-0.007,-0.008,-0.014,-0.017
510,-0.007,-0.01,-0.012,-0.015,-0.02,-0.011,-0.006,-0.015,-0.012,-0.018,-0.01,-0.008,-0.009,-0.017,-0.018,-0.012,-0.012,-0.011,-0.014,-0.018,-0.009,-0.01,-0.01,-0.013,-0.015,-0.012,-0.008,-0.009,-0.016,-0.019
511,-0.007,-0.01,-0.012,-0.016,-0.019,-0.012,-0.007,-0.016,-0.013,-0.019,-0.01,-0.008,-0.011,-0.018,-0.018,-0.011,-0.012,-0.012,-0.014,-0.018,-0.01,-0.011,-0.011,-0.014,-0.016,-0.012,-0.009,-0.013,-0.018,-0.019
512,-0.007,-0.011,-0.014,-0.016,-0.02,-0.013,-0.008,-0.018,-0.014,-0.02,-0.011,-0.009,-0.017,-0.019,-0.018,-0.012,-0.014,-0.013,-0.016,-0.02,-0.011,-0.012,-0.013,-0.015,-0.018,-0.012,-0.011,-0.018,-0.019,-0.02
513,-0.009,-0.012,-0.014,-0.017,-0.021,-0.014,-0.007,-0.019,-0.015,-0.021,-0.012,-0.009,-0.018,-0.02,-0.019,-0.012,-0.014,-0.013,-0.018,-0.021,-0.012,-0.012,-0.013,-0.016,-0.021,-0.012,-0.011,-0.02,-0.02,-0.022
514,-0.01,-0.013,-0.015,-0.018,-0.021,-0.015,-0.007,-0.019,-0.015,-0.021,-0.013,-0.009,-0.013,-0.021,-0.019,-0.013,-0.016,-0.012,-0.018,-0.022,-0.011,-0.012,-0.013,-0.017,-0.021,-0.013,-0.011,-0.019,-0.021,-0.022
515,-0.009,-0.011,-0.014,-0.019,-0.02,-0.014,-0.004,-0.018,-0.013,-0.02,-0.011,-0.009,-0.012,-0.02,-0.02,-0.013,-0.017,-0.012,-0.018,-0.022,-0.011,-0.011,-0.012,-0.016,-0.02,-0.012,-0.01,-0.018,-0.02,-0.021
516,-0.007,-0.01,-0.014,-0.019,-0.019,-0.014,-0.003,-0.018,-0.014,-0.02,-0.011,-0.008,-0.014,-0.019,-0.021,-0.013,-0.018,-0.012,-0.018,-0.022,-0.011,-0.011,-0.013,-0.016,-0.019,-0.013,-0.01,-0.018,-0.02,-0.02
517,-0.008,-0.011,-0.014,-0.018,-0.02,-0.014,-0.003,-0.017,-0.015,-0.02,-0.012,-0.008,-0.016,-0.019,-0.02,-0.013,-0.018,-0.013,-0.018,-0.021,-0.011,-0.012,-0.014,-0.016,-0.019,-0.013,-0.011,-0.018,-0.02,-0.02
518,-0.009,-0.012,-0.014,-0.017,-0.02,-0.015,-0.005,-0.016,-0.015,-0.019,-0.012,-0.007,-0.018,-0.018,-0.019,-0.013,-0.015,-0.012,-0.016,-0.02,-0.011,-0.012,-0.013,-0.015,-0.019,-0.013,-0.011,-0.017,-0.018,-0.019
519,-0.014,-0.012,-0.015,-0.017,-0.02,-0.015,-0.007,-0.017,-0.015,-0.019,-0.012,-0.007,-0.019,-0.018,-0.018,-0.014,-0.014,-0.013,-0.017,-0.02,-0.011,-0.012,-0.014,-0.015,-0.018,-0.014,-0.012,-0.017,-0.019,-0.02
520,-0.016,-0.013,-0.015,-0.018,-0.021,-0.015,-0.009,-0.018,-0.015,-0.02,-0.012,-0.008,-0.021,-0.019,-0.019,-0.015,-0.013,-0.013,-0.018,-0.019,-0.012,-0.012,-0.014,-0.015,-0.018,-0.014,-0.012,-0.017,-0.02,-0.021
521,-0.016,-0.012,-0.016,-0.018,-0.022,-0.015,-0.009,-0.018,-0.016,-0.021,-0.013,-0.009,-0.021,-0.02,-0.018,-0.015,-0.013,-0.014,-0.018,-0.021,-0.012,-0.012,-0.015,-0.016,-0.018,-0.014,-0.013,-0.018,-0.021,-0.021
522,-0.016,-0.013,-0.016,-0.018,-0.021,-0.016,-0.009,-0.017,-0.016,-0.021,-0.014,-0.011,-0.019,-0.02,-0.017,-0.016,-0.014,-0.015,-0.019,-0.021,-0.013,-0.013,-0.016,-0.017,-0.018,-0.016,-0.014,-0.021,-0.021,-0.02
523,-0.012,-0.013,-0.016,-0.016,-0.018,-0.016,-0.009,-0.016,-0.015,-0.019,-0.014,-0.011,-0.017,-0.018,-0.016,-0.016,-0.014,-0.014,-0.017,-0.021,-0.012,-0.014,-0.016,-0.016,-0.017,-0.015,-0.013,-0.019,-0.019,-0.019
524,-0.009,-0.013,-0.016,-0.016,-0.018,-0.014,-0.008,-0.015,-0.014,-0.018,-0.013,-0.01,-0.016,-0.018,-0.016,-0.014,-0.013,-0.013,-0.016,-0.021,-0.012,-0.013,-0.015,-0.015,-0.017,-0.014,-0.011,-0.016,-0.019,-0.019
525,-0.009,-0.012,-0.015,-0.015,-0.018,-0.012,-0.007,-0.014,-0.013,-0.018,-0.011,-0.009,-0.015,-0.018,-0.016,-0.012,-0.011,-0.011,-0.014,-0.019,-0.01,-0.011,-0.013,-0.014,-0.017,-0.012,-0.01,-0.01,-0.019,-0.019
526,-0.01,-0.011,-0.014,-0.015,-0.018,-0.012,-0.008,-0.015,-0.013,-0.018,-0.01,-0.009,-0.015,-0.017,-0.017,-0.011,-0.012,-0.011,-0.015,-0.018,-0.01,-0.01,-0.013,-0.014,-0.017,-0.011,-0.009,-0.011,-0.018,-0.019
527,-0.011,-0.01,-0.013,-0.014,-0.017,-0.012,-0.007,-0.014,-0.013,-0.018,-0.01,-0.008,-0.014,-0.016,-0.016,-0.012,-0.014,-0.012,-0.014,-0.016,-0.01,-0.01,-0.012,-0.013,-0.015,-0.011,-0.009,-0.01,-0.017,-0.017
528,-0.011,-0.007,-0.012,-0.012,-0.015,-0.011,-0.005,-0.011,-0.012,-0.016,-0.008,-0.007,-0.013,-0.014,-0.013,-0.011,-0.013,-0.01,-0.012,-0.015,-0.008,-0.009,-0.011,-0.011,-0.012,-0.011,-0.008,-0.009,-0.015,-0.015
529,-0.011,-0.007,-0.011,-0.013,-0.016,-0.011,-0.004,-0.012,-0.011,-0.016,-0.008,-0.006,-0.014,-0.014,-0.013,-0.011,-0.011,-0.01,-0.014,-0.016,-0.008,-0.008,-0.01,-0.011,-0.013,-0.011,-0.008,-0.008,-0.015,-0.016
530,-0.012,-0.01,-0.013,-0.017,-0.021,-0.014,-0.007,-0.016,-0.014,-0.02,-0.011,-0.009,-0.015,-0.017,-0.016,-0.014,-0.013,-0.013,-0.018,-0.019,-0.011,-0.011,-0.013,-0.016,-0.017,-0.014,-0.011,-0.01,-0.019,-0.02
531,-0.015,-0.013,-0.016,-0.02,-0.023,-0.015,-0.01,-0.019,-0.016,-0.022,-0.013,-0.011,-0.015,-0.02,-0.019,-0.016,-0.016,-0.015,-0.021,-0.022,-0.013,-0.014,-0.016,-0.019,-0.02,-0.016,-0.014,-0.015,-0.023,-0.022
532,-0.017,-0.014,-0.018,-0.02,-0.022,-0.016,-0.01,-0.019,-0.017,-0.022,-0.014,-0.012,-0.013,-0.021,-0.019,-0.017,-0.017,-0.016,-0.021,-0.022,-0.013,-0.015,-0.017,-0.019,-0.02,-0.016,-0.014,-0.017,-0.023,-0.021
533,-0.016,-0.012,-0.018,-0.018,-0.02,-0.015,-0.008,-0.017,-0.016,-0.021,-0.013,-0.011,-0.012,-0.019,-0.016,-0.015,-0.015,-0.014,-0.018,-0.02,-0.012,-0.013,-0.016,-0.018,-0.017,-0.015,-0.012,-0.017,-0.021,-0.02
534,-0.016,-0.014,-0.018,-0.019,-0.021,-0.017,-0.008,-0.018,-0.017,-0.022,-0.014,-0.011,-0.015,-0.02,-0.017,-0.017,-0.017,-0.016,-0.019,-0.021,-0.014,-0.014,-0.017,-0.019,-0.019,-0.016,-0.013,-0.014,-0.022,-0.022
535,-0.015,-0.015,-0.018,-0.02,-0.023,-0.017,-0.008,-0.019,-0.018,-0.023,-0.014,-0.011,-0.018,-0.022,-0.018,-0.016,-0.019,-0.016,-0.021,-0.022,-0.015,-0.015,-0.017,-0.02,-0.021,-0.017,-0.014,-0.011,-0.023,-0.023
536,-0.014,-0.015,-0.017,-0.02,-0.024,-0.017,-0.008,-0.02,-0.017,-0.023,-0.014,-0.012,-0.017,-0.022,-0.02,-0.016,-0.019,-0.015,-0.021,-0.023,-0.014,-0.014,-0.017,-0.02,-0.022,-0.016,-0.014,-0.012,-0.023,-0.023
537,-0.013,-0.014,-0.016,-0.018,-0.022,-0.016,-0.009,-0.018,-0.016,-0.021,-0.014,-0.011,-0.012,-0.019,-0.02,-0.015,-0.017,-0.014,-0.019,-0.021,-0.014,-0.014,-0.015,-0.017,-0.02,-0.016,-0.014,-0.013,-0.02,-0.021
538,-0.013,-0.014,-0.017,-0.017,-0.021,-0.017,-0.01,-0.016,-0.017,-0.02,-0.015,-0.013,-0.01,-0.017,-0.018,-0.016,-0.018,-0.014,-0.017,-0.018,-0.014,-0.014,-0.015,-0.015,-0.017,-0.017,-0.014,-0.014,-0.018,-0.019
539,-0.014,-0.014,-0.017,-0.015,-0.02,-0.017,-0.009,-0.016,-0.016,-0.019,-0.015,-0.013,-0.009,-0.017,-0.017,-0.016,-0.018,-0.014,-0.016,-0.016,-0.014,-0.014,-0.016,-0.014,-0.015,-0.017,-0.014,-0.011,-0.017,-0.017
540,-0.014,-0.012,-0.014,-0.013,-0.02,-0.014,-0.006,-0.014,-0.014,-0.018,-0.012,-0.01,-0.011,-0.017,-0.015,-0.013,-0.016,-0.012,-0.015,-0.015,-0.011,-0.011,-0.013,-0.014,-0.013,-0.014,-0.011,-0.008,-0.016,-0.016
541,-0.014,-0.01,-0.013,-0.013,-0.02,-0.013,-0.004,-0.014,-0.013,-0.018,-0.009,-0.008,-0.009,-0.016,-0.014,-0.012,-0.014,-0.011,-0.015,-0.015,-0.01,-0.01,-0.012,-0.013,-0.014,-0.012,-0.009,-0.007,-0.016,-0.017
542,-0.014,-0.011,-0.014,-0.013,-0.02,-0.013,-0.007,-0.014,-0.014,-0.018,-0.01,-0.01,-0.01,-0.016,-0.014,-0.014,-0.015,-0.012,-0.015,-0.015,-0.012,-0.011,-0.013,-0.014,-0.016,-0.013,-0.009,-0.006,-0.017,-0.018
543,-0.014,-0.013,-0.016,-0.016,-0.021,-0.015,-0.01,-0.016,-0.016,-0.02,-0.012,-0.014,-0.009,-0.017,-0.015,-0.016,-0.015,-0.014,-0.018,-0.018,-0.013,-0.013,-0.014,-0.016,-0.018,-0.016,-0.011,-0.01,-0.019,-0.019
544,-0.011,-0.014,-0.018,-0.018,-0.022,-0.017,-0.013,-0.018,-0.017,-0.022,-0.015,-0.014,-0.011,-0.02,-0.016,-0.017,-0.016,-0.017,-0.019,-0.022,-0.015,-0.015,-0.016,-0.019,-0.018,-0.018,-0.014,-0.01,-0.022,-0.021
545,-0.01,-0.015,-0.018,-0.017,-0.02,-0.018,-0.014,-0.018,-0.018,-0.021,-0.016,-0.013,-0.012,-0.019,-0.016,-0.017,-0.016,-0.017,-0.017,-0.022,-0.015,-0.015,-0.017,-0.018,-0.017,-0.017,-0.015,-0.011,-0.021,-0.021
546,-0.011,-0.015,-0.017,-0.015,-0.019,-0.017,-0.012,-0.016,-0.017,-0.018,-0.015,-0.013,-0.009,-0.017,-0.015,-0.016,-0.017,-0.017,-0.015,-0.02,-0.014,-0.015,-0.017,-0.015,-0.016,-0.016,-0.014,-0.007,-0.02,-0.019
547,-0.014,-0.015,-0.016,-0.016,-0.021,-0.016,-0.01,-0.015,-0.016,-0.018,-0.015,-0.012,-0.011,-0.016,-0.016,-0.016,-0.017,-0.015,-0.015,-0.019,-0.014,-0.014,-0.017,-0.015,-0.017,-0.015,-0.013,-0.006,-0.019,-0.019
548,-0.015,-0.014,-0.016,-0.019,-0.024,-0.016,-0.009,-0.017,-0.017,-0.021,-0.014,-0.013,-0.014,-0.019,-0.017,-0.015,-0.015,-0.014,-0.017,-0.018,-0.014,-0.014,-0.016,-0.016,-0.019,-0.015,-0.012,-0.012,-0.02,-0.021
549,-0.012,-0.013,-0.017,-0.019,-0.023,-0.015,-0.009,-0.018,-0.017,-0.023,-0.013,-0.013,-0.015,-0.02,-0.018,-0.015,-0.015,-0.015,-0.018,-0.018,-0.013,-0.014,-0.016,-0.018,-0.019,-0.014,-0.012,-0.014,-0.022,-0.021
550,-0.009,-0.013,-0.017,-0.018,-0.022,-0.015,-0.011,-0.018,-0.017,-0.023,-0.013,-0.013,-0.008,-0.02,-0.019,-0.016,-0.016,-0.016,-0.017,-0.018,-0.013,-0.016,-0.016,-0.018,-0.018,-0.015,-0.013,-0.014,-0.022,-0.019
551,-0.007,-0.013,-0.017,-0.017,-0.019,-0.016,-0.011,-0.017,-0.016,-0.022,-0.013,-0.012,-0.003,-0.02,-0.019,-0.015,-0.017,-0.017,-0.017,-0.019,-0.013,-0.016,-0.016,-0.017,-0.017,-0.015,-0.013,-0.007,-0.021,-0.019
552,-0.005,-0.014,-0.017,-0.018,-0.021,-0.017,-0.012,-0.019,-0.017,-0.023,-0.015,-0.012,-0.003,-0.021,-0.021,-0.015,-0.015,-0.016,-0.019,-0.021,-0.014,-0.016,-0.016,-0.018,-0.021,-0.015,-0.014,-0.003,-0.022,-0.022
553,-0.006,-0.014,-0.017,-0.02,-0.024,-0.016,-0.012,-0.02,-0.017,-0.024,-0.016,-0.011,-0.009,-0.022,-0.021,-0.015,-0.014,-0.015,-0.02,-0.022,-0.013,-0.015,-0.016,-0.02,-0.022,-0.015,-0.013,-0.006,-0.023,-0.024
554,-0.011,-0.015,-0.019,-0.021,-0.026,-0.016,-0.011,-0.021,-0.017,-0.025,-0.017,-0.012,-0.013,-0.023,-0.022,-0.016,-0.017,-0.016,-0.022,-0.023,-0.013,-0.016,-0.015,-0.021,-0.023,-0.016,-0.014,-0.013,-0.025,-0.024
555,-0.014,-0.016,-0.02,-0.021,-0.027,-0.018,-0.012,-0.022,-0.019,-0.025,-0.017,-0.014,-0.013,-0.024,-0.023,-0.016,-0.021,-0.018,-0.023,-0.023,-0.015,-0.017,-0.017,-0.021,-0.023,-0.017,-0.016,-0.017,-0.025,-0.024
556,-0.012,-0.018,-0.021,-0.022,-0.026,-0.019,-0.012,-0.023,-0.02,-0.024,-0.017,-0.016,-0.014,-0.024,-0.023,-0.017,-0.023,-0.018,-0.023,-0.023,-0.016,-0.017,-0.018,-0.022,-0.023,-0.018,-0.016,-0.015,-0.025,-0.024
557,-0.011,-0.017,-0.021,-0.021,-0.027,-0.02,-0.014,-0.022,-0.02,-0.024,-0.018,-0.016,-0.012,-0.023,-0.023,-0.018,-0.023,-0.018,-0.022,-0.021,-0.016,-0.018,-0.019,-0.022,-0.022,-0.017,-0.015,-0.009,-0.024,-0.024
558,-0.013,-0.016,-0.019,-0.019,-0.023,-0.019,-0.012,-0.02,-0.018,-0.022,-0.016,-0.014,-0.011,-0.02,-0.02,-0.016,-0.021,-0.017,-0.018,-0.018,-0.014,-0.016,-0.017,-0.019,-0.019,-0.016,-0.014,-0.006,-0.022,-0.021
559,-0.016,-0.016,-0.018,-0.018,-0.022,-0.019,-0.013,-0.018,-0.018,-0.021,-0.015,-0.013,-0.014,-0.019,-0.018,-0.016,-0.02,-0.016,-0.018,-0.018,-0.015,-0.015,-0.017,-0.018,-0.019,-0.016,-0.015,-0.012,-0.021,-0.02
560,-0.015,-0.015,-0.016,-0.017,-0.024,-0.017,-0.012,-0.017,-0.018,-0.021,-0.014,-0.013,-0.016,-0.018,-0.017,-0.016,-0.018,-0.016,-0.018,-0.018,-0.013,-0.014,-0.015,-0.018,-0.018,-0.016,-0.013,-0.013,-0.021,-0.02
561,-0.015,-0.014,-0.016,-0.019,-0.028,-0.015,-0.011,-0.019,-0.017,-0.022,-0.014,-0.014,-0.017,-0.02,-0.019,-0.016,-0.016,-0.015,-0.019,-0.018,-0.013,-0.015,-0.016,-0.02,-0.019,-0.016,-0.012,-0.01,-0.022,-0.022
562,-0.016,-0.014,-0.018,-0.019,-0.028,-0.015,-0.011,-0.021,-0.017,-0.023,-0.014,-0.016,-0.016,-0.021,-0.021,-0.016,-0.017,-0.016,-0.02,-0.018,-0.013,-0.016,-0.016,-0.021,-0.02,-0.016,-0.013,-0.009,-0.022,-0.023
563,-0.015,-0.015,-0.02,-0.018,-0.025,-0.016,-0.013,-0.021,-0.017,-0.023,-0.015,-0.017,-0.017,-0.021,-0.021,-0.017,-0.019,-0.016,-0.02,-0.018,-0.013,-0.016,-0.017,-0.02,-0.02,-0.017,-0.015,-0.016,-0.022,-0.022
564,-0.017,-0.016,-0.02,-0.017,-0.023,-0.018,-0.015,-0.019,-0.018,-0.023,-0.016,-0.017,-0.019,-0.019,-0.019,-0.018,-0.02,-0.017,-0.018,-0.019,-0.014,-0.016,-0.018,-0.018,-0.019,-0.019,-0.016,-0.019,-0.022,-0.022
565,-0.015,-0.014,-0.017,-0.017,-0.022,-0.017,-0.013,-0.017,-0.017,-0.021,-0.015,-0.017,-0.015,-0.018,-0.017,-0.017,-0.018,-0.016,-0.017,-0.018,-0.014,-0.014,-0.016,-0.016,-0.018,-0.018,-0.013,-0.014,-0.022,-0.02
566,-0.011,-0.014,-0.016,-0.016,-0.022,-0.016,-0.011,-0.017,-0.016,-0.02,-0.015,-0.016,-0.009,-0.018,-0.016,-0.016,-0.017,-0.015,-0.016,-0.015,-0.014,-0.014,-0.015,-0.017,-0.017,-0.017,-0.012,-0.007,-0.021,-0.019
567,-0.009,-0.014,-0.018,-0.017,-0.022,-0.016,-0.012,-0.017,-0.017,-0.02,-0.015,-0.013,-0.002,-0.019,-0.017,-0.017,-0.018,-0.016,-0.016,-0.014,-0.014,-0.015,-0.015,-0.017,-0.017,-0.016,-0.013,-0.003,-0.019,-0.02
568,-0.011,-0.015,-0.019,-0.017,-0.022,-0.017,-0.012,-0.018,-0.019,-0.02,-0.017,-0.013,-0.006,-0.019,-0.018,-0.017,-0.021,-0.018,-0.018,-0.013,-0.014,-0.016,-0.017,-0.017,-0.018,-0.018,-0.015,-0.006,-0.02,-0.02
569,-0.015,-0.015,-0.019,-0.017,-0.021,-0.018,-0.012,-0.018,-0.02,-0.021,-0.016,-0.014,-0.01,-0.019,-0.018,-0.017,-0.02,-0.019,-0.018,-0.015,-0.015,-0.017,-0.018,-0.016,-0.018,-0.018,-0.015,-0.01,-0.02,-0.02
570,-0.014,-0.015,-0.017,-0.016,-0.02,-0.018,-0.011,-0.017,-0.019,-0.02,-0.015,-0.015,-0.015,-0.018,-0.016,-0.015,-0.018,-0.017,-0.017,-0.015,-0.015,-0.016,-0.018,-0.015,-0.018,-0.017,-0.015,-0.013,-0.019,-0.019
571,-0.011,-0.013,-0.017,-0.015,-0.021,-0.017,-0.013,-0.016,-0.016,-0.02,-0.014,-0.014,-0.015,-0.018,-0.015,-0.014,-0.016,-0.015,-0.016,-0.018,-0.015,-0.015,-0.017,-0.016,-0.017,-0.015,-0.014,-0.012,-0.018,-0.019
572,-0.007,-0.013,-0.017,-0.014,-0.02,-0.016,-0.014,-0.014,-0.015,-0.018,-0.013,-0.014,-0.009,-0.017,-0.013,-0.014,-0.017,-0.014,-0.015,-0.018,-0.014,-0.014,-0.016,-0.015,-0.016,-0.015,-0.013,-0.005,-0.016,-0.018
573,-0.007,-0.015,-0.018,-0.016,-0.022,-0.018,-0.014,-0.015,-0.017,-0.019,-0.015,-0.015,-0.004,-0.016,-0.015,-0.018,-0.021,-0.016,-0.016,-0.018,-0.015,-0.016,-0.018,-0.016,-0.017,-0.017,-0.015,-0.001,-0.019,-0.019
574,-0.008,-0.015,-0.016,-0.015,-0.021,-0.018,-0.012,-0.014,-0.016,-0.017,-0.015,-0.014,0,-0.014,-0.014,-0.019,-0.02,-0.015,-0.014,-0.018,-0.015,-0.015,-0.017,-0.014,-0.016,-0.017,-0.012,0.001,-0.019,-0.018
575,-0.009,-0.014,-0.015,-0.015,-0.022,-0.017,-0.009,-0.014,-0.016,-0.017,-0.013,-0.013,-0.003,-0.015,-0.015,-0.017,-0.018,-0.014,-0.016,-0.019,-0.014,-0.014,-0.016,-0.015,-0.016,-0.015,-0.012,-0.004,-0.02,-0.018
576,-0.008,-0.015,-0.016,-0.016,-0.022,-0.017,-0.011,-0.017,-0.017,-0.02,-0.014,-0.013,-0.008,-0.018,-0.015,-0.017,-0.017,-0.015,-0.018,-0.02,-0.015,-0.015,-0.017,-0.017,-0.018,-0.015,-0.012,-0.008,-0.021,-0.021
577,-0.008,-0.015,-0.018,-0.017,-0.024,-0.019,-0.013,-0.018,-0.02,-0.021,-0.015,-0.014,-0.008,-0.019,-0.017,-0.019,-0.019,-0.017,-0.018,-0.017,-0.016,-0.016,-0.018,-0.019,-0.02,-0.017,-0.015,-0.007,-0.02,-0.021
578,-0.009,-0.016,-0.019,-0.017,-0.024,-0.02,-0.013,-0.018,-0.02,-0.022,-0.017,-0.016,-0.008,-0.019,-0.017,-0.019,-0.021,-0.018,-0.017,-0.015,-0.016,-0.017,-0.019,-0.018,-0.02,-0.018,-0.016,-0.011,-0.02,-0.021
