,0,1,2,3,4,5,6,7
588,-0.015,-0.008,-0.008,-0.018,-0.018,-0.008,-0.011,-0.008
589,-0.015,-0.011,-0.011,-0.019,-0.019,-0.012,-0.014,-0.013
590,-0.013,-0.012,-0.012,-0.018,-0.018,-0.013,-0.015,-0.014
591,-0.011,-0.01,-0.01,-0.015,-0.016,-0.013,-0.014,-0.012
592,-0.011,-0.01,-0.01,-0.014,-0.016,-0.013,-0.014,-0.011
593,-0.017,-0.014,-0.012,-0.018,-0.02,-0.015,-0.016,-0.014
594,-0.02,-0.016,-0.013,-0.021,-0.02,-0.015,-0.016,-0.015
595,-0.018,-0.013,-0.01,-0.02,-0.017,-0.011,-0.013,-0.013
596,-0.013,-0.008,-0.006,-0.018,-0.015,-0.009,-0.011,-0.01
597,-0.016,-0.008,-0.009,-0.02,-0.02,-0.011,-0.015,-0.013
598,-0.021,-0.011,-0.013,-0.022,-0.025,-0.014,-0.019,-0.016
599,-0.023,-0.013,-0.014,-0.021,-0.024,-0.015,-0.02,-0.016
600,-0.023,-0.013,-0.014,-0.02,-0.022,-0.014,-0.017,-0.015
601,-0.023,-0.013,-0.015,-0.02,-0.02,-0.015,-0.015,-0.015
602,-0.022,-0.013,-0.015,-0.02,-0.02,-0.015,-0.015,-0.016
603,-0.019,-0.011,-0.012,-0.019,-0.019,-0.014,-0.014,-0.014
604,-0.015,-0.008,-0.008,-0.019,-0.018,-0.01,-0.013,-0.01
605,-0.013,-0.007,-0.008,-0.019,-0.017,-0.009,-0.013,-0.008
606,-0.015,-0.008,-0.009,-0.019,-0.016,-0.01,-0.014,-0.008
607,-0.018,-0.008,-0.009,-0.017,-0.017,-0.01,-0.011,-0.008
608,-0.016,-0.005,-0.006,-0.014,-0.015,-0.008,-0.007,-0.005
609,-0.011,-0.004,-0.004,-0.012,-0.013,-0.007,-0.005,-0.004
610,-0.006,-0.004,-0.005,-0.013,-0.011,-0.006,-0.006,-0.005
611,-0.01,-0.008,-0.008,-0.016,-0.015,-0.008,-0.01,-0.008
612,-0.016,-0.011,-0.01,-0.019,-0.019,-0.01,-0.012,-0.01
613,-0.018,-0.009,-0.008,-0.017,-0.018,-0.008,-0.011,-0.009
614,-0.013,-0.003,-0.002,-0.012,-0.013,-0.004,-0.006,-0.005
615,-0.007,0,0.001,-0.008,-0.008,-0.002,-0.003,-0.003
616,-0.004,0.001,0.003,-0.007,-0.007,-0.001,-0.001,0.001
617,-0.003,0.002,0.003,-0.007,-0.008,0,-0.002,0.001
618,-0.003,0.002,0.002,-0.005,-0.006,0.001,-0.002,0.001
619,-0.006,0.001,0.001,-0.003,-0.003,0.001,-0.003,0
620,-0.005,0.002,0.003,-0.001,-0.002,0.002,-0.001,0.001
621,-0.003,0.005,0.005,-0.001,-0.003,0.003,0.002,0.004
622,0.001,0.008,0.007,-0.001,-0.003,0.005,0.003,0.005
623,0.002,0.008,0.007,0,-0.002,0.005,0.001,0.005
624,0,0.005,0.005,-0.004,-0.004,0.002,-0.003,0.003
625,-0.002,0.003,0.003,-0.007,-0.007,0,-0.003,0.001
626,-0.001,0.001,0.002,-0.01,-0.01,-0.002,-0.003,-0.001
627,-0.001,-0.002,0,-0.009,-0.01,-0.003,-0.006,-0.003
628,-0.003,-0.004,-0.002,-0.008,-0.009,-0.005,-0.006,-0.003
629,-0.007,-0.003,-0.002,-0.009,-0.01,-0.005,-0.005,-0.003
630,-0.009,-0.003,-0.003,-0.01,-0.009,-0.004,-0.006,-0.003
631,-0.008,-0.002,-0.002,-0.01,-0.007,-0.004,-0.005,-0.004
632,-0.005,-0.001,0,-0.007,-0.005,-0.003,-0.002,-0.003
633,-0.003,0.001,0.001,-0.007,-0.004,-0.002,-0.001,-0.001
634,-0.003,0.001,0.001,-0.007,-0.006,0,-0.003,0
635,-0.004,0.001,0.001,-0.007,-0.007,0,-0.002,0.001
636,-0.004,0.001,0.002,-0.004,-0.005,0.001,0.001,0.002
637,-0.003,0,0.002,-0.001,-0.004,0.001,0.002,0.002
638,-0.005,0,0.003,-0.001,-0.002,0,0.001,0.001
639,-0.006,0,0.003,-0.002,-0.001,0.001,0.002,0.003
640,-0.006,0.002,0.005,-0.004,-0.004,0.003,0.003,0.006
641,-0.007,0.003,0.004,-0.006,-0.007,0.003,0.001,0.005
642,-0.006,0.004,0.005,-0.007,-0.008,0.003,-0.001,0.003
643,-0.005,0.004,0.004,-0.008,-0.008,0.003,-0.003,0.003
644,-0.007,0.002,0.003,-0.01,-0.01,0.003,-0.003,0.004
645,-0.008,-0.001,0,-0.012,-0.011,0,-0.002,0.002
646,-0.006,-0.003,-0.002,-0.01,-0.01,-0.002,-0.004,-0.001
647,-0.003,-0.003,-0.003,-0.007,-0.006,-0.001,-0.004,-0.001
648,0,0,-0.001,-0.005,-0.003,0.001,-0.002,0.001
649,0.001,0.004,0.003,-0.003,0,0.003,0.001,0.005
650,0,0.004,0.005,-0.002,0,0.004,0.002,0.005
651,-0.003,0.003,0.005,-0.004,-0.003,0.004,0,0.003
652,-0.004,0.003,0.005,-0.006,-0.004,0.004,-0.002,0.004
653,-0.001,0.005,0.006,-0.006,-0.001,0.005,-0.001,0.007
654,0.001,0.006,0.006,-0.002,0,0.006,0.001,0.007
655,-0.001,0.006,0.006,0,-0.002,0.006,0.003,0.007
656,-0.004,0.005,0.005,-0.001,-0.004,0.005,0.004,0.005
657,-0.004,0.002,0.002,-0.004,-0.006,0.002,0.002,0.003
658,0.001,0,0.002,-0.003,-0.002,0,0,0.001
659,0.007,0.003,0.006,0.004,0.006,0.004,0.003,0.005
660,0.007,0.007,0.009,0.007,0.009,0.007,0.004,0.007
661,0.003,0.007,0.008,0.003,0.006,0.006,0.002,0.006
662,-0.004,0.005,0.003,-0.005,-0.004,0.003,-0.001,0.003
663,-0.007,0.004,0.001,-0.007,-0.007,0.003,-0.001,0.003
664,-0.01,0.002,-0.001,-0.007,-0.01,0.002,-0.004,0
665,-0.012,-0.001,-0.002,-0.007,-0.009,0,-0.005,-0.001
666,-0.014,-0.003,-0.003,-0.009,-0.01,-0.004,-0.006,-0.002
667,-0.012,-0.003,-0.002,-0.011,-0.01,-0.004,-0.005,-0.002
668,-0.01,-0.004,-0.003,-0.013,-0.012,-0.004,-0.006,-0.003
669,-0.007,-0.004,-0.003,-0.012,-0.01,-0.002,-0.005,-0.002
670,-0.007,-0.002,0,-0.008,-0.007,0,-0.003,0.002
671,-0.006,-0.002,0.002,-0.006,-0.004,0.001,-0.001,0.003
672,-0.005,-0.001,0.003,-0.004,-0.002,0.003,-0.001,0.004
673,0.001,0.003,0.006,-0.001,0.003,0.006,0.001,0.007
674,0.005,0.004,0.007,-0.001,0.004,0.007,0.002,0.009
675,0.006,0.006,0.006,-0.001,0.005,0.006,0.003,0.008
676,0.005,0.005,0.006,0,0.003,0.005,0.003,0.006
677,0.005,0.005,0.005,0.001,0.001,0.004,0.002,0.005
678,0.003,0.002,0.002,-0.001,-0.002,0,-0.002,0
679,0.001,0.002,0.002,-0.002,-0.001,0,-0.003,0
680,0.001,0.006,0.006,-0.001,0.002,0.004,0,0.004
681,0.001,0.008,0.01,0,0.002,0.007,0.005,0.008
682,0.002,0.006,0.008,0.001,-0.001,0.006,0.003,0.006
683,0.003,0.003,0.005,-0.001,-0.002,0.004,0,0.004
684,0.003,0.003,0.004,-0.004,-0.002,0.004,0,0.005
685,0.003,0.007,0.006,-0.002,0.001,0.006,0.004,0.008
686,0.001,0.008,0.009,0.001,0.002,0.007,0.007,0.009
687,0,0.008,0.009,0.003,0.002,0.007,0.006,0.009
688,-0.001,0.006,0.006,0,0.001,0.005,0.004,0.007
689,-0.003,0.007,0.006,-0.003,-0.001,0.006,0.005,0.008
690,-0.007,0.005,0.005,-0.008,-0.005,0.004,0.004,0.006
691,-0.002,0.008,0.009,-0.004,0,0.007,0.006,0.008
692,0,0.007,0.009,-0.002,0.002,0.009,0.004,0.007
693,-0.002,0.007,0.008,-0.004,-0.001,0.01,0.003,0.007
694,-0.007,0.005,0.005,-0.008,-0.005,0.005,-0.001,0.005
695,-0.009,0.003,0.004,-0.01,-0.006,0,-0.001,0.003
696,-0.006,0.004,0.004,-0.006,-0.005,0,0,0.004
697,-0.006,0.003,0.003,-0.004,-0.004,0.001,0.001,0.003
698,-0.003,0.001,0.003,-0.001,-0.003,0.001,0,0.004
699,-0.004,-0.002,0.001,-0.002,-0.004,-0.001,-0.002,0.001
700,-0.005,-0.001,0.001,-0.003,-0.006,-0.001,-0.002,0.001
701,-0.006,0.001,0.001,-0.005,-0.007,0,-0.001,0.002
702,-0.008,0.003,0.003,-0.008,-0.007,0.003,0.001,0.004
703,-0.01,0.003,0.003,-0.008,-0.009,0.002,0.001,0.003
704,-0.01,0.002,0.003,-0.009,-0.009,0.001,0.001,0.002
705,-0.003,0.004,0.005,-0.002,-0.003,0.003,0.002,0.004
706,0.001,0.007,0.008,0.005,0.002,0.008,0.005,0.007
707,0.001,0.011,0.011,0.007,0.002,0.01,0.007,0.011
708,0,0.013,0.013,0.006,0.003,0.011,0.008,0.012
709,0.001,0.011,0.009,0.003,0.002,0.007,0.006,0.01
710,0.002,0.004,0.004,0.001,-0.001,0.004,0.002,0.005
711,-0.001,0,0,-0.002,-0.005,0.001,0.001,0.001
712,-0.003,0,0,-0.002,-0.004,0.001,-0.001,-0.001
713,-0.004,0.002,0.001,-0.002,-0.003,0.001,-0.001,0.001
714,-0.007,0.001,0.001,-0.004,-0.006,0,-0.003,0
715,-0.008,0,0.001,-0.008,-0.01,0,-0.003,0.001
716,-0.006,0.001,0.002,-0.008,-0.011,0.002,-0.002,0.002
717,-0.002,0.006,0.006,-0.005,-0.006,0.005,0.001,0.005
718,0.001,0.007,0.007,-0.001,-0.003,0.005,0,0.005
719,0.002,0.005,0.004,-0.002,-0.002,0.002,-0.001,0.003
720,0.001,0,0.001,-0.003,-0.003,-0.001,-0.005,-0.002
721,-0.001,0.001,0,-0.006,-0.003,-0.002,-0.005,-0.002
722,-0.003,0.002,0,-0.009,-0.006,-0.001,-0.005,-0.001
723,-0.004,0,-0.001,-0.013,-0.009,-0.001,-0.005,-0.001
724,-0.007,-0.002,-0.001,-0.014,-0.011,-0.004,-0.005,-0.003
725,-0.01,-0.001,-0.001,-0.014,-0.01,-0.003,-0.004,-0.003
726,-0.012,0.001,-0.001,-0.012,-0.008,0,-0.002,-0.001
727,-0.013,0,-0.002,-0.009,-0.008,0,-0.003,-0.001
728,-0.015,-0.004,-0.004,-0.012,-0.012,-0.004,-0.007,-0.003
729,-0.016,-0.008,-0.007,-0.017,-0.016,-0.008,-0.009,-0.006
730,-0.016,-0.009,-0.007,-0.018,-0.016,-0.009,-0.01,-0.006
731,-0.014,-0.008,-0.006,-0.013,-0.012,-0.008,-0.009,-0.004
732,-0.014,-0.008,-0.008,-0.011,-0.009,-0.008,-0.01,-0.005
733,-0.015,-0.006,-0.007,-0.011,-0.01,-0.008,-0.009,-0.006
734,-0.014,-0.004,-0.005,-0.011,-0.011,-0.005,-0.008,-0.005
735,-0.013,-0.003,-0.004,-0.01,-0.013,-0.003,-0.008,-0.006
736,-0.014,-0.007,-0.007,-0.011,-0.016,-0.006,-0.009,-0.008
737,-0.014,-0.007,-0.007,-0.01,-0.014,-0.007,-0.009,-0.008
738,-0.014,-0.01,-0.006,-0.01,-0.012,-0.009,-0.011,-0.008
739,-0.012,-0.009,-0.006,-0.009,-0.012,-0.009,-0.01,-0.007
740,-0.014,-0.008,-0.006,-0.011,-0.015,-0.009,-0.009,-0.008
741,-0.019,-0.008,-0.009,-0.016,-0.02,-0.01,-0.011,-0.01
742,-0.02,-0.01,-0.01,-0.019,-0.02,-0.01,-0.013,-0.012
743,-0.015,-0.009,-0.009,-0.017,-0.016,-0.01,-0.012,-0.01
744,-0.012,-0.008,-0.008,-0.017,-0.016,-0.01,-0.011,-0.008
745,-0.013,-0.01,-0.01,-0.018,-0.018,-0.011,-0.011,-0.007
746,-0.017,-0.016,-0.014,-0.023,-0.022,-0.015,-0.012,-0.013
747,-0.019,-0.019,-0.016,-0.025,-0.023,-0.016,-0.014,-0.017
748,-0.015,-0.014,-0.011,-0.019,-0.018,-0.013,-0.013,-0.013
749,-0.005,-0.005,-0.004,-0.006,-0.005,-0.005,-0.005,-0.004
750,0,0,0,0,0,0,0,0
