333,0.009,-0.002,-0.002,-0.005,-0.003,-0.001,-0.005,-0.002
334,0.009,0.0,-0.001,-0.004,-0.002,0.0,-0.004,-0.001
335,0.009,-0.001,-0.002,-0.005,-0.003,-0.001,-0.005,-0.002
336,0.008,-0.003,-0.004,-0.007,-0.005,-0.003,-0.007,-0.004
337,0.007,-0.005,-0.005,-0.009,-0.006,-0.005,-0.008,-0.006
338,0.007,-0.005,-0.005,-0.009,-0.006,-0.005,-0.008,-0.006
339,0.005,-0.005,-0.005,-0.008,-0.007,-0.006,-0.008,-0.007
340,0.005,-0.003,-0.005,-0.007,-0.006,-0.005,-0.007,-0.006
341,0.005,-0.004,-0.005,-0.007,-0.007,-0.005,-0.007,-0.006
342,0.007,-0.004,-0.005,-0.008,-0.006,-0.005,-0.008,-0.005
343,0.008,-0.003,-0.004,-0.007,-0.005,-0.004,-0.007,-0.004
344,0.008,-0.002,-0.002,-0.006,-0.003,-0.002,-0.005,-0.003
345,0.008,0.0,-0.001,-0.004,-0.002,0.0,-0.004,-0.001
346,0.005,-0.002,-0.003,-0.006,-0.003,-0.001,-0.005,-0.002
347,0.006,-0.004,-0.003,-0.007,-0.004,-0.003,-0.006,-0.003
348,0.007,-0.003,-0.002,-0.006,-0.003,-0.002,-0.006,-0.004
349,0.007,-0.001,-0.002,-0.005,-0.003,-0.002,-0.006,-0.003
350,0.006,0.0,-0.002,-0.004,-0.002,-0.002,-0.005,-0.003
351,0.003,-0.001,-0.001,-0.004,-0.002,-0.001,-0.004,-0.002
352,0.005,-0.001,-0.001,-0.004,-0.002,-0.001,-0.004,-0.001
353,0.006,-0.001,-0.001,-0.003,-0.002,-0.002,-0.005,-0.002
354,0.006,-0.002,-0.002,-0.005,-0.003,-0.002,-0.006,-0.003
355,0.003,-0.004,-0.005,-0.007,-0.005,-0.004,-0.007,-0.006
356,0.004,-0.004,-0.005,-0.007,-0.005,-0.003,-0.007,-0.006
357,0.008,-0.002,-0.003,-0.006,-0.003,-0.002,-0.006,-0.003
358,0.01,-0.001,-0.001,-0.004,-0.001,0.0,-0.004,-0.002
359,0.009,-0.002,-0.001,-0.004,-0.001,0.0,-0.004,-0.001
360,0.006,-0.003,-0.003,-0.006,-0.003,-0.002,-0.006,-0.002
361,0.005,-0.004,-0.003,-0.007,-0.004,-0.003,-0.006,-0.004
362,0.005,-0.004,-0.003,-0.007,-0.003,-0.002,-0.006,-0.004
363,0.006,-0.005,-0.005,-0.008,-0.004,-0.003,-0.007,-0.005
364,0.005,-0.005,-0.006,-0.008,-0.005,-0.004,-0.008,-0.006
365,0.006,-0.003,-0.004,-0.007,-0.004,-0.003,-0.006,-0.004
366,0.008,-0.001,-0.001,-0.004,-0.002,-0.001,-0.004,-0.001
367,0.009,0.001,0.001,-0.001,0.0,0.001,-0.003,0.001
368,0.008,0.001,0.0,-0.002,0.0,0.001,-0.003,0.001
369,0.007,0.0,-0.001,-0.003,-0.001,0.0,-0.004,-0.001
370,0.008,-0.001,-0.002,-0.004,-0.002,-0.001,-0.004,-0.002
371,0.01,0.0,-0.001,-0.003,-0.001,0.0,-0.003,-0.001
372,0.009,0.0,0.0,-0.003,-0.002,0.001,-0.003,-0.001
373,0.009,0.0,0.001,-0.003,-0.002,0.002,-0.002,-0.001
374,0.008,0.0,0.001,-0.003,-0.001,0.002,-0.003,-0.001
375,0.007,0.0,0.0,-0.004,-0.001,0.0,-0.003,0.0
376,0.009,0.001,0.0,-0.004,0.0,0.0,-0.003,0.0
377,0.012,0.001,0.0,-0.004,-0.001,0.0,-0.003,0.0
378,0.011,0.001,0.0,-0.004,-0.001,0.0,-0.003,0.0
379,0.011,0.001,0.0,-0.003,0.0,0.0,-0.003,0.0
380,0.008,0.001,0.001,-0.002,0.0,0.001,-0.001,0.001
381,0.008,0.001,0.001,-0.002,0.0,0.001,-0.001,0.0
382,0.008,0.001,0.0,-0.003,-0.001,0.0,-0.001,0.0
383,0.004,-0.001,-0.002,-0.004,-0.002,-0.001,-0.004,-0.002
384,0.003,-0.001,-0.002,-0.005,-0.003,-0.001,-0.005,-0.002
385,0.003,0.0,-0.002,-0.003,-0.002,0.0,-0.004,0.0
386,0.006,0.001,-0.002,-0.002,-0.001,0.0,-0.004,0.0
387,0.006,0.001,-0.002,-0.003,-0.001,0.0,-0.004,-0.001
388,0.006,-0.001,-0.002,-0.004,-0.001,-0.001,-0.004,-0.002
389,0.006,-0.001,-0.001,-0.004,-0.002,-0.001,-0.004,-0.002
390,0.006,-0.001,0.0,-0.003,-0.001,0.0,-0.003,0.0
391,0.007,0.0,0.001,-0.002,0.0,0.001,-0.003,0.0
392,0.005,0.001,0.0,-0.002,0.0,0.001,-0.003,0.0
393,0.005,0.0,-0.001,-0.003,-0.001,0.0,-0.003,-0.001
394,0.006,-0.001,-0.003,-0.004,-0.003,-0.002,-0.005,-0.002
395,0.007,-0.001,-0.003,-0.005,-0.003,-0.002,-0.005,-0.002
396,0.011,-0.002,-0.003,-0.005,-0.003,-0.002,-0.005,-0.003
397,0.012,-0.001,-0.001,-0.004,-0.002,-0.001,-0.003,-0.001
398,0.011,0.001,0.0,-0.002,0.0,0.001,-0.002,0.001
399,0.008,0.0,-0.001,-0.003,0.0,0.001,-0.003,0.0
400,0.006,0.0,-0.001,-0.004,-0.001,0.0,-0.004,-0.001
401,0.006,-0.002,-0.002,-0.004,-0.002,-0.001,-0.005,-0.003
402,0.007,-0.002,-0.002,-0.005,-0.003,-0.002,-0.005,-0.003
403,0.009,-0.001,-0.001,-0.004,-0.002,-0.002,-0.004,-0.002
404,0.01,0.001,-0.001,-0.003,-0.001,0.0,-0.003,-0.001
405,0.011,0.002,0.001,-0.001,0.001,0.002,-0.001,0.002
406,0.01,0.002,0.002,0.0,0.001,0.002,0.0,0.002
407,0.01,0.002,0.001,-0.001,0.0,0.001,0.0,0.002
408,0.01,0.001,0.0,-0.002,0.0,0.001,0.0,0.001
409,0.011,0.002,0.0,-0.001,0.0,0.002,0.0,0.001
410,0.016,0.002,0.002,-0.001,0.001,0.003,0.0,0.002
411,0.018,0.003,0.004,0.0,0.003,0.004,0.001,0.004
412,0.019,0.004,0.004,0.0,0.003,0.004,0.0,0.003
413,0.017,0.003,0.003,-0.001,0.002,0.003,0.0,0.002
414,0.015,0.004,0.003,0.0,0.002,0.004,0.001,0.003
415,0.016,0.004,0.003,0.001,0.004,0.005,0.002,0.005
416,0.015,0.004,0.003,0.003,0.004,0.005,0.002,0.005
417,0.014,0.004,0.003,0.002,0.002,0.003,0.001,0.003
418,0.012,0.001,0.002,-0.001,0.0,0.001,-0.001,0.001
419,0.009,0.0,0.001,-0.002,-0.001,0.0,-0.003,-0.001
420,0.01,0.0,0.001,-0.002,-0.001,0.0,-0.002,-0.001
421,0.012,0.0,0.0,-0.002,-0.001,0.001,-0.002,-0.001
422,0.011,0.001,0.001,-0.001,0.0,0.002,-0.001,0.0
423,0.008,0.001,0.001,-0.001,0.0,0.001,-0.001,0.0
424,0.004,0.0,0.001,-0.002,0.0,0.001,-0.002,0.0
425,0.006,0.001,0.002,-0.001,0.0,0.001,-0.002,0.0
426,0.01,0.0,0.0,-0.003,-0.001,0.0,-0.003,-0.001
427,0.012,0.0,-0.001,-0.004,-0.002,-0.001,-0.004,-0.002
428,0.01,-0.001,-0.001,-0.004,-0.002,-0.001,-0.004,-0.002
429,0.008,0.0,-0.001,-0.003,-0.002,0.0,-0.003,-0.001
430,0.008,0.0,-0.001,-0.003,-0.001,0.001,-0.003,0.0
431,0.01,0.0,-0.002,-0.004,-0.002,-0.001,-0.004,-0.001
432,0.012,0.0,-0.001,-0.004,-0.002,0.0,-0.003,-0.001
433,0.011,0.002,0.0,-0.002,0.0,0.002,-0.001,0.001
434,0.009,0.002,0.001,-0.001,0.002,0.002,0.0,0.001
435,0.008,0.001,0.001,-0.002,0.0,0.001,-0.001,0.0
436,0.01,0.001,0.001,-0.002,0.0,0.001,-0.002,0.001
437,0.013,0.003,0.004,0.001,0.001,0.003,0.0,0.003
438,0.017,0.005,0.005,0.003,0.004,0.005,0.003,0.005
439,0.018,0.005,0.003,0.003,0.003,0.005,0.002,0.004
440,0.016,0.002,0.001,0.0,0.001,0.003,0.0,0.001
441,0.013,-0.001,-0.002,-0.003,-0.002,-0.001,-0.004,-0.002
442,0.01,-0.002,-0.002,-0.005,-0.004,-0.002,-0.005,-0.003
443,0.01,-0.002,-0.002,-0.005,-0.004,-0.003,-0.005,-0.003
444,0.009,-0.001,-0.001,-0.003,-0.002,-0.001,-0.003,-0.001
445,0.007,0.001,0.001,-0.001,0.0,0.002,-0.001,0.001
446,0.007,0.0,0.001,-0.001,0.0,0.002,-0.001,0.001
447,0.009,0.0,0.001,-0.002,0.0,0.002,-0.001,0.001
448,0.011,-0.001,0.0,-0.002,-0.001,0.001,-0.002,0.0
449,0.01,0.0,0.001,-0.002,0.0,0.002,-0.001,0.0
450,0.007,0.001,0.001,-0.002,0.0,0.001,-0.001,0.0
451,0.005,0.0,0.001,-0.003,-0.001,0.0,-0.002,-0.001
452,0.006,-0.001,0.0,-0.002,-0.001,0.0,-0.003,-0.001
453,0.006,0.0,-0.001,-0.002,-0.001,0.0,-0.003,0.0
454,0.005,0.0,-0.001,-0.001,-0.001,0.0,-0.003,0.0
455,0.006,-0.001,-0.001,-0.003,-0.001,-0.001,-0.003,-0.002
456,0.011,-0.002,-0.002,-0.004,-0.003,-0.002,-0.005,-0.003
457,0.016,-0.003,-0.002,-0.005,-0.003,-0.002,-0.005,-0.003
458,0.017,-0.002,-0.002,-0.005,-0.003,-0.002,-0.004,-0.002
459,0.015,0.0,0.0,-0.003,-0.002,-0.001,-0.003,-0.001
460,0.01,-0.002,-0.001,-0.004,-0.003,-0.002,-0.004,-0.003
461,0.01,-0.003,-0.002,-0.005,-0.004,-0.003,-0.006,-0.004
462,0.013,-0.004,-0.003,-0.006,-0.005,-0.004,-0.007,-0.005
463,0.017,-0.002,-0.002,-0.004,-0.003,-0.001,-0.005,-0.002
464,0.019,0.001,0.001,-0.002,-0.001,0.002,-0.002,0.001
465,0.016,0.001,0.002,-0.002,0.0,0.002,-0.002,0.001
466,0.01,0.001,0.0,-0.002,-0.001,0.0,-0.002,-0.001
467,0.007,-0.001,-0.001,-0.004,-0.002,0.0,-0.003,-0.002
468,0.005,-0.001,-0.001,-0.004,-0.002,0.0,-0.003,-0.002
469,0.007,-0.001,0.0,-0.004,-0.002,-0.001,-0.003,-0.001
470,0.01,-0.001,0.0,-0.004,-0.003,-0.002,-0.003,-0.001
471,0.011,0.0,-0.001,-0.002,-0.002,-0.001,-0.002,0.0
472,0.011,0.003,0.002,0.0,0.002,0.003,0.0,0.002
473,0.005,0.004,0.003,0.001,0.003,0.004,0.001,0.002
474,0.0,0.002,0.001,0.0,0.001,0.003,-0.001,0.001
475,-0.001,-0.001,-0.001,-0.003,-0.002,0.0,-0.004,-0.002
476,0.005,-0.002,-0.001,-0.004,-0.003,-0.001,-0.004,-0.003
477,0.007,-0.003,0.0,-0.004,-0.003,-0.001,-0.004,-0.002
478,0.003,-0.004,-0.002,-0.005,-0.005,-0.003,-0.005,-0.003
479,-0.002,-0.002,-0.002,-0.004,-0.004,-0.002,-0.004,-0.002
480,-0.003,0.0,0.0,-0.003,-0.002,0.0,-0.003,0.0
481,0.002,0.002,0.002,-0.001,0.0,0.002,-0.001,0.001
482,0.007,0.002,0.002,0.0,0.001,0.003,0.0,0.002
483,0.013,-0.001,0.0,-0.002,-0.001,0.0,-0.003,-0.001
484,0.011,-0.005,-0.004,-0.007,-0.005,-0.004,-0.007,-0.005
485,0.008,-0.008,-0.007,-0.011,-0.009,-0.008,-0.01,-0.008
486,0.005,-0.008,-0.005,-0.01,-0.008,-0.007,-0.01,-0.008
487,0.006,-0.005,-0.002,-0.006,-0.005,-0.004,-0.006,-0.005
488,0.005,-0.003,-0.001,-0.004,-0.003,-0.002,-0.004,-0.003
489,0.004,-0.005,-0.005,-0.007,-0.006,-0.005,-0.007,-0.005
490,0.008,-0.007,-0.007,-0.009,-0.008,-0.006,-0.009,-0.007
491,0.011,-0.008,-0.008,-0.01,-0.009,-0.007,-0.01,-0.009
492,0.005,-0.009,-0.009,-0.012,-0.011,-0.009,-0.012,-0.011
493,-0.005,-0.01,-0.009,-0.012,-0.011,-0.009,-0.012,-0.011
494,-0.011,-0.009,-0.008,-0.011,-0.009,-0.007,-0.011,-0.009
495,-0.007,-0.006,-0.005,-0.008,-0.006,-0.004,-0.007,-0.005
496,-0.002,-0.007,-0.005,-0.009,-0.007,-0.006,-0.008,-0.006
497,0.0,-0.008,-0.007,-0.011,-0.01,-0.008,-0.011,-0.008
498,0.0,-0.008,-0.008,-0.011,-0.011,-0.008,-0.012,-0.01
499,-0.002,-0.009,-0.008,-0.011,-0.011,-0.008,-0.012,-0.011
500,-0.005,-0.009,-0.009,-0.012,-0.011,-0.008,-0.012,-0.01
501,-0.005,-0.008,-0.009,-0.01,-0.009,-0.007,-0.01,-0.008
502,-0.003,-0.009,-0.009,-0.01,-0.008,-0.007,-0.009,-0.006
503,0.0,-0.008,-0.008,-0.009,-0.007,-0.006,-0.008,-0.006
504,0.004,-0.007,-0.006,-0.009,-0.007,-0.006,-0.009,-0.006
505,0.003,-0.008,-0.006,-0.01,-0.008,-0.006,-0.009,-0.008
506,-0.003,-0.01,-0.007,-0.012,-0.01,-0.008,-0.012,-0.01
507,-0.009,-0.012,-0.01,-0.014,-0.013,-0.011,-0.014,-0.011
508,-0.012,-0.013,-0.012,-0.015,-0.014,-0.012,-0.015,-0.012
509,-0.012,-0.01,-0.011,-0.013,-0.012,-0.01,-0.014,-0.012
510,-0.009,-0.006,-0.007,-0.009,-0.008,-0.006,-0.01,-0.009
511,-0.004,-0.005,-0.006,-0.008,-0.007,-0.006,-0.009,-0.008
512,-0.001,-0.007,-0.008,-0.009,-0.009,-0.007,-0.01,-0.008
513,-0.005,-0.011,-0.012,-0.013,-0.013,-0.011,-0.013,-0.011
514,-0.008,-0.013,-0.012,-0.016,-0.015,-0.013,-0.015,-0.014
515,-0.007,-0.014,-0.011,-0.016,-0.015,-0.014,-0.016,-0.015
516,-0.003,-0.014,-0.012,-0.016,-0.015,-0.014,-0.017,-0.015
517,0.0,-0.012,-0.011,-0.014,-0.012,-0.011,-0.015,-0.012
518,-0.005,-0.012,-0.012,-0.015,-0.013,-0.012,-0.014,-0.012
519,-0.011,-0.014,-0.014,-0.016,-0.015,-0.013,-0.016,-0.013
520,-0.014,-0.016,-0.015,-0.019,-0.017,-0.017,-0.018,-0.016
521,-0.013,-0.016,-0.016,-0.019,-0.018,-0.017,-0.019,-0.017
522,-0.009,-0.015,-0.014,-0.017,-0.016,-0.015,-0.017,-0.016
523,-0.01,-0.013,-0.012,-0.015,-0.014,-0.013,-0.015,-0.014
524,-0.009,-0.01,-0.009,-0.012,-0.011,-0.01,-0.012,-0.011
525,-0.007,-0.01,-0.007,-0.011,-0.01,-0.009,-0.011,-0.009
526,-0.009,-0.012,-0.01,-0.014,-0.013,-0.012,-0.014,-0.012
527,-0.009,-0.015,-0.013,-0.018,-0.016,-0.015,-0.018,-0.016
528,-0.006,-0.015,-0.014,-0.018,-0.017,-0.016,-0.019,-0.017
529,-0.004,-0.017,-0.016,-0.02,-0.019,-0.018,-0.02,-0.019
530,-0.008,-0.02,-0.018,-0.022,-0.021,-0.02,-0.022,-0.021
531,-0.012,-0.022,-0.02,-0.024,-0.023,-0.021,-0.023,-0.022
532,-0.009,-0.019,-0.017,-0.021,-0.019,-0.017,-0.02,-0.019
533,-0.006,-0.015,-0.013,-0.017,-0.015,-0.013,-0.016,-0.015
534,-0.007,-0.014,-0.014,-0.016,-0.014,-0.013,-0.016,-0.013
535,-0.011,-0.016,-0.015,-0.018,-0.016,-0.015,-0.018,-0.016
536,-0.012,-0.016,-0.014,-0.019,-0.017,-0.016,-0.018,-0.017
537,-0.012,-0.016,-0.015,-0.02,-0.017,-0.016,-0.019,-0.018
538,-0.015,-0.016,-0.015,-0.02,-0.018,-0.017,-0.019,-0.019
539,-0.019,-0.019,-0.019,-0.022,-0.02,-0.019,-0.021,-0.02
540,-0.02,-0.02,-0.019,-0.022,-0.02,-0.018,-0.02,-0.019
541,-0.017,-0.018,-0.016,-0.019,-0.017,-0.015,-0.016,-0.016
542,-0.016,-0.016,-0.014,-0.018,-0.015,-0.014,-0.016,-0.015
543,-0.019,-0.018,-0.018,-0.021,-0.019,-0.017,-0.02,-0.019
544,-0.022,-0.02,-0.021,-0.022,-0.022,-0.02,-0.023,-0.022
545,-0.025,-0.02,-0.022,-0.023,-0.022,-0.021,-0.024,-0.022
546,-0.025,-0.018,-0.019,-0.022,-0.02,-0.019,-0.022,-0.021
547,-0.025,-0.019,-0.019,-0.022,-0.02,-0.019,-0.022,-0.021
548,-0.023,-0.02,-0.022,-0.024,-0.023,-0.021,-0.024,-0.023
549,-0.021,-0.022,-0.022,-0.025,-0.024,-0.022,-0.024,-0.023
550,-0.018,-0.022,-0.022,-0.025,-0.023,-0.021,-0.024,-0.023
551,-0.011,-0.019,-0.018,-0.022,-0.02,-0.018,-0.02,-0.02
552,-0.01,-0.018,-0.017,-0.02,-0.019,-0.017,-0.019,-0.019
553,-0.016,-0.02,-0.02,-0.023,-0.021,-0.02,-0.022,-0.021
554,-0.023,-0.023,-0.022,-0.025,-0.024,-0.023,-0.025,-0.024
555,-0.022,-0.021,-0.02,-0.024,-0.023,-0.021,-0.023,-0.022
556,-0.011,-0.016,-0.016,-0.02,-0.019,-0.017,-0.02,-0.019
