,0,1,2,3,4
802,0.004,-0.003,0.001,-0.007,0.002
803,0.001,-0.01,-0.002,-0.001,0.009
804,0.01,-0.012,-0.001,0.007,0.011
805,0.021,-0.001,-0.003,0.002,0.014
806,0.022,0.01,0.011,-0.004,0.017
807,0.018,0.02,0.021,-0.002,0.008
808,0.014,0.022,0.023,0.007,0.001
809,0.016,0.021,0.011,-0.001,-0.01
810,0.006,0.004,0,-0.018,-0.015
811,-0.012,-0.008,-0.01,-0.023,-0.009
812,-0.023,-0.014,-0.008,-0.013,-0.002
813,-0.007,-0.005,-0.004,-0.007,0.004
814,-0.005,0.005,-0.004,-0.019,-0.018
815,-0.009,0.014,-0.002,-0.026,-0.025
816,-0.003,0.015,0.01,-0.021,-0.014
817,0.021,0.015,0.013,-0.011,0.009
818,0.026,0.013,0.019,0.001,0.012
819,0.011,0.025,0.013,0.007,0.008
820,0.003,0.034,0.011,0.006,0.009
821,0.005,0.038,0.006,0.003,0.009
822,0.006,0.014,-0.002,0.002,0.008
823,0.006,-0.001,-0.01,0.001,0.008
824,0.012,-0.006,-0.009,0.002,0.007
825,0.012,-0.006,-0.003,-0.001,-0.001
826,0.008,-0.01,-0.007,-0.006,-0.004
827,0.024,0.001,0,0.003,0.008
828,0.036,0.006,0.009,0.016,0.022
829,0.028,0.002,0,0.014,0.016
830,0.003,0,-0.017,-0.009,-0.001
831,-0.01,0.012,-0.023,-0.018,-0.012
832,-0.011,0.012,-0.006,-0.01,-0.008
833,-0.007,0,0.003,0.001,-0.001
834,-0.003,0.002,-0.001,0.01,0.008
835,-0.01,0.005,-0.008,0.006,0.01
836,-0.011,0.007,-0.002,0.001,0.005
837,-0.001,-0.002,0.01,-0.014,-0.002
838,-0.003,0.003,0.004,-0.008,0.006
839,-0.011,0.011,-0.009,-0.007,-0.002
840,-0.023,0.025,-0.001,-0.013,-0.009
