,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
407,-0.001,0.014,0.007,0.006,0.008,0.007,0.015,0.015,0.006,0.01,0.003,0.007,0.006,0.005,0.01,0.007,0.007,0.012
408,0.001,0.016,0.007,0.005,0.009,0.008,0.016,0.016,0.007,0.012,0.004,0.01,0.007,0.005,0.01,0.008,0.007,0.012
409,0.001,0.014,0.005,0.004,0.008,0.009,0.016,0.018,0.008,0.011,0.003,0.009,0.006,0.004,0.008,0.006,0.006,0.012
410,-0.003,0.009,0.001,0.002,0.005,0.004,0.014,0.016,0.004,0.007,-0.002,0.006,0.002,0.002,0.005,0,0.002,0.011
411,-0.005,0.006,0,0.002,0.005,0.002,0.011,0.013,0.001,0.005,-0.004,0.003,0,0.001,0.003,0,-0.001,0.01
412,-0.003,0.009,0.001,0.003,0.007,0.004,0.011,0.013,0.002,0.006,-0.001,0.004,0.003,0.003,0.003,0.003,0,0.01
413,0,0.011,0.002,0.005,0.009,0.007,0.013,0.013,0.004,0.008,0.005,0.008,0.006,0.005,0.005,0.006,0.004,0.01
414,0.001,0.014,0.004,0.006,0.008,0.009,0.015,0.013,0.006,0.011,0.005,0.009,0.007,0.005,0.007,0.005,0.005,0.011
415,-0.003,0.011,0.001,0.005,0.006,0.008,0.015,0.013,0.005,0.009,0.002,0.007,0.005,0.003,0.008,0.002,0.005,0.009
416,-0.003,0.011,0.002,0.004,0.005,0.007,0.014,0.01,0.005,0.008,-0.002,0.004,0.004,0.002,0.009,0.002,0.004,0.008
417,-0.003,0.013,0.002,0.003,0.006,0.005,0.015,0.012,0.006,0.008,-0.001,0.002,0.005,0.003,0.007,0.002,0.004,0.007
418,-0.003,0.013,0.002,0.002,0.006,0.006,0.016,0.013,0.006,0.009,0,0.004,0.005,0.002,0.007,0.003,0.004,0.009
419,-0.001,0.012,0.004,0.001,0.007,0.006,0.018,0.015,0.007,0.011,0.001,0.007,0.005,0.004,0.008,0.004,0.006,0.014
420,-0.003,0.01,0.001,0.001,0.007,0.006,0.017,0.014,0.008,0.011,0,0.008,0.005,0.005,0.009,0.003,0.008,0.012
421,-0.005,0.009,0,0.001,0.006,0.004,0.016,0.009,0.009,0.01,-0.001,0.006,0.006,0.005,0.007,0.002,0.004,0.008
422,-0.005,0.008,0,0.002,0.006,0.004,0.015,0.008,0.008,0.01,-0.001,0.005,0.007,0.004,0.008,0.002,0.003,0.006
423,-0.003,0.009,0.002,0.003,0.006,0.008,0.016,0.012,0.007,0.01,0,0.004,0.007,0.003,0.009,0.003,0.005,0.007
424,-0.002,0.011,0.002,0.004,0.006,0.007,0.016,0.015,0.006,0.008,0,0.003,0.006,0.004,0.008,0.004,0.005,0.012
425,-0.004,0.011,-0.002,0.004,0.005,0.005,0.014,0.013,0.005,0.007,-0.003,0.002,0.004,0.003,0.007,0.002,0.003,0.012
426,-0.008,0.011,-0.005,0.003,0.003,0.003,0.014,0.012,0.004,0.007,-0.005,0.003,0.002,0.001,0.006,-0.001,0.002,0.012
427,-0.007,0.01,-0.003,0.002,0.003,0.004,0.015,0.015,0.005,0.009,-0.004,0.006,0.001,0.001,0.008,-0.002,0.005,0.013
428,-0.003,0.011,0.002,0.003,0.005,0.003,0.014,0.015,0.005,0.009,0,0.005,0.003,0.003,0.006,-0.001,0.003,0.012
429,-0.001,0.009,0.005,0.002,0.005,0.002,0.013,0.013,0.003,0.008,0.001,0.002,0.004,0.004,0.004,0,0,0.011
430,-0.003,0.006,0.004,0,0.005,0.002,0.012,0.011,0.003,0.008,0.001,0.001,0.003,0.003,0.003,-0.001,-0.001,0.008
431,-0.006,0.004,-0.001,0.001,0.005,0.006,0.015,0.01,0.005,0.011,-0.003,0.002,0.004,0.002,0.006,-0.002,0.001,0.008
432,-0.007,0.005,-0.002,0.002,0.005,0.008,0.017,0.008,0.007,0.012,-0.005,0.001,0.005,0.001,0.006,-0.003,0.002,0.004
433,-0.005,0.007,-0.002,0.003,0.006,0.006,0.013,0.007,0.005,0.009,-0.003,0,0.005,0.002,0.006,-0.002,0.001,0.005
434,-0.001,0.01,0,0.004,0.005,0.005,0.01,0.01,0.001,0.005,-0.001,0.002,0.002,0.001,0.006,0.001,0.002,0.006
435,0,0.009,0.001,0.002,0.004,0.002,0.008,0.013,-0.001,0.003,0.001,0.004,0,0.001,0.003,0.002,0.001,0.009
436,-0.001,0.004,0.002,0.001,0.003,0.002,0.008,0.012,-0.001,0.003,0,0.004,0,0,0.001,0.001,0.001,0.009
437,-0.003,0.002,0.002,0,0.002,0.002,0.011,0.012,0,0.004,-0.001,0.002,0,-0.001,0.003,0,0,0.008
438,-0.001,0.003,0.004,0.002,0.004,0.002,0.012,0.013,0.001,0.006,0.003,0.001,0.002,0.001,0.005,0,0.001,0.009
439,0.001,0.008,0.005,0.004,0.008,0.005,0.014,0.015,0.003,0.009,0.005,0.003,0.006,0.005,0.007,0.002,0.003,0.01
440,-0.001,0.009,0.003,0.005,0.007,0.004,0.014,0.014,0.006,0.011,0.002,0.004,0.008,0.006,0.008,0.002,0.004,0.008
441,-0.005,0.006,-0.001,0.004,0.005,0.001,0.011,0.009,0.004,0.009,-0.005,0.001,0.006,0.004,0.004,-0.002,0.001,0.005
442,-0.008,0.004,-0.003,0.001,0.002,-0.003,0.008,0.008,-0.001,0.005,-0.007,-0.001,0.001,0,0.001,-0.002,-0.001,0.005
443,-0.006,0.004,-0.001,-0.001,0.004,-0.004,0.009,0.01,-0.002,0.004,-0.002,0,0,0.001,0,0,-0.001,0.008
444,-0.003,0.008,0.002,0.001,0.007,0.002,0.014,0.015,0.003,0.008,0.003,0.003,0.004,0.004,0.005,0.002,0.002,0.013
445,-0.002,0.009,0.003,0.003,0.009,0.004,0.016,0.015,0.008,0.011,0.003,0.005,0.007,0.006,0.006,0.001,0.002,0.01
446,-0.003,0.007,0.001,0.003,0.008,0.002,0.013,0.009,0.007,0.009,0,0.001,0.006,0.004,0.003,-0.002,-0.001,0.005
447,-0.006,0.002,-0.001,-0.003,0.004,-0.004,0.009,0.005,0.001,0.003,-0.004,-0.002,0.001,-0.001,0,-0.004,-0.005,0.001
448,-0.006,0.001,-0.002,-0.005,0.002,-0.005,0.008,0.002,-0.003,0,-0.003,-0.001,-0.002,-0.004,-0.002,-0.004,-0.005,0.001
449,-0.003,0.005,0.001,-0.004,0.003,-0.001,0.01,0.007,-0.001,0.002,-0.001,0.001,0,-0.002,0.001,0,-0.001,0.004
450,-0.002,0.008,0.003,-0.003,0.004,0.004,0.011,0.013,0.001,0.004,0.002,0.002,0.002,0,0.003,0.002,0.003,0.007
451,-0.003,0.007,0.004,-0.003,0.006,0.004,0.012,0.015,0.003,0.006,0.002,0.002,0.003,0.002,0.005,0.004,0.004,0.011
452,-0.005,0.006,0.002,0,0.007,0.001,0.012,0.013,0.004,0.006,0.001,0.002,0.004,0.003,0.004,0.002,0,0.01
453,-0.007,0.004,0,0.003,0.007,-0.002,0.011,0.008,0.005,0.007,-0.001,0,0.004,0.003,0.001,0,-0.003,0.005
454,-0.005,0.002,0.001,0.003,0.006,-0.002,0.012,0.005,0.006,0.007,-0.002,-0.001,0.004,0.003,0.001,0,-0.005,0.001
455,-0.006,-0.002,0.001,-0.003,0.002,-0.001,0.01,0.006,0.003,0.005,-0.003,-0.002,0,0,0.001,-0.003,-0.005,0.004
456,-0.006,-0.001,0,-0.003,0.002,-0.001,0.01,0.006,0.001,0.004,-0.002,-0.003,-0.001,-0.002,0.003,-0.005,-0.005,0.004
457,-0.01,0.003,-0.003,0.001,0.004,0.001,0.009,0.005,0.001,0.004,-0.004,-0.004,-0.001,-0.001,0.003,-0.008,-0.005,0.002
458,-0.014,0.002,-0.009,0.002,0.003,-0.001,0.009,0,0.002,0.007,-0.008,-0.008,0.001,-0.002,0,-0.01,-0.006,-0.004
459,-0.015,0.001,-0.011,0.001,0.003,-0.001,0.009,-0.002,0.004,0.009,-0.011,-0.007,0.003,-0.002,0,-0.009,-0.007,-0.006
460,-0.015,-0.001,-0.012,-0.002,0,-0.005,0.009,-0.002,0.004,0.008,-0.011,-0.008,0.002,-0.002,-0.004,-0.007,-0.01,-0.005
461,-0.009,0,-0.007,-0.003,0,-0.008,0.007,0.002,0,0.006,-0.007,-0.008,0.001,-0.003,-0.005,-0.004,-0.012,-0.001
462,-0.006,-0.001,-0.002,-0.003,0.002,-0.008,0.007,0.006,0,0.005,-0.002,-0.008,0.001,-0.001,-0.005,-0.001,-0.011,0.003
463,-0.004,0.001,0,-0.001,0.004,-0.005,0.007,0.01,0.001,0.006,-0.001,-0.004,0.003,0.001,-0.002,0.001,-0.006,0.007
464,-0.006,0.004,0,0.002,0.005,-0.003,0.008,0.011,0.001,0.007,-0.002,0.001,0.004,0.002,-0.001,0,-0.001,0.007
465,-0.004,0.004,0.004,0.003,0.003,-0.001,0.01,0.012,0,0.005,-0.001,0.004,0.003,0.002,0.001,0.003,0.002,0.006
466,-0.003,0.003,0.005,0.001,0.002,0.001,0.01,0.011,-0.002,0.003,0.002,0.006,-0.001,0,0.004,0.002,0.003,0.007
467,-0.001,0.003,0.008,0,0.004,0.006,0.013,0.013,0.002,0.006,0.006,0.008,-0.001,0,0.008,0.004,0.005,0.01
468,0,0.005,0.007,-0.001,0.004,0.007,0.014,0.013,0.004,0.008,0.006,0.008,0.002,0.002,0.01,0.002,0.004,0.013
469,-0.003,0.004,0.003,-0.001,0.003,0.002,0.012,0.011,0.004,0.009,0.003,0.005,0.003,0.001,0.007,0.002,0,0.013
470,-0.007,0.002,0,0.001,0.002,0.001,0.01,0.007,0.003,0.009,-0.001,0,0.003,0.001,0.005,-0.001,-0.002,0.009
471,-0.01,0.001,-0.004,0.002,0.002,0,0.007,0.003,0.001,0.005,-0.004,-0.003,0.001,0.001,0.003,-0.003,-0.003,0.005
472,-0.009,0.002,-0.005,0.002,0.004,0.003,0.008,0.003,0.001,0.004,-0.006,-0.002,0.001,0.003,0.004,-0.004,-0.002,0.002
473,-0.009,0.002,-0.007,0.001,0.004,0.001,0.01,0.001,0.001,0.004,-0.009,-0.003,0.002,0.003,0.002,-0.007,-0.005,0.001
474,-0.01,-0.001,-0.006,-0.001,0.003,-0.002,0.011,0.002,0.001,0.006,-0.01,-0.003,0.001,0.002,0,-0.007,-0.008,0.003
475,-0.011,0,-0.006,-0.003,0.002,-0.005,0.009,0.002,0.001,0.006,-0.006,-0.004,0.002,0.001,-0.001,-0.006,-0.009,0.002
476,-0.011,-0.001,-0.004,-0.004,0.002,-0.008,0.01,0.002,0.002,0.006,-0.005,-0.005,0.003,0.002,-0.003,-0.005,-0.011,0.002
477,-0.013,-0.002,-0.006,-0.003,0.001,-0.008,0.009,0.001,0.003,0.007,-0.007,-0.008,0.003,0.001,-0.004,-0.006,-0.012,0
478,-0.014,-0.003,-0.006,0,0,-0.006,0.009,0.001,0.004,0.008,-0.01,-0.01,0.003,0.001,-0.003,-0.007,-0.01,-0.001
479,-0.01,-0.002,-0.004,0.001,-0.001,-0.004,0.01,0.002,0.003,0.007,-0.008,-0.008,0.002,0.002,-0.002,-0.003,-0.008,0.002
480,-0.005,-0.002,-0.001,0.001,0.001,-0.006,0.008,0.005,0.002,0.004,-0.003,-0.007,0.001,0.003,-0.004,0.001,-0.009,0.002
481,-0.005,-0.003,0.001,-0.001,0.003,-0.008,0.008,0,0.002,0.006,-0.001,-0.009,0.004,0.005,-0.007,-0.001,-0.013,-0.001
482,-0.009,-0.003,-0.003,-0.003,0.004,-0.008,0.008,-0.006,0.002,0.008,-0.003,-0.011,0.005,0.004,-0.008,-0.006,-0.016,-0.007
483,-0.013,-0.001,-0.006,-0.002,0.003,-0.005,0.009,-0.006,0.002,0.007,-0.007,-0.011,0.004,0.001,-0.006,-0.011,-0.015,-0.008
484,-0.015,-0.004,-0.008,-0.003,0,-0.004,0.007,-0.002,-0.001,0.003,-0.01,-0.009,0,-0.002,-0.005,-0.012,-0.013,-0.003
485,-0.014,-0.01,-0.008,-0.003,-0.003,-0.008,0.002,0.004,-0.006,-0.002,-0.01,-0.008,-0.006,-0.006,-0.006,-0.011,-0.012,0.002
486,-0.015,-0.013,-0.008,-0.004,-0.003,-0.011,0.003,0.005,-0.005,-0.002,-0.01,-0.008,-0.008,-0.008,-0.008,-0.01,-0.011,0.002
487,-0.016,-0.011,-0.01,-0.005,-0.002,-0.011,0.006,0.004,-0.003,0,-0.012,-0.01,-0.007,-0.007,-0.009,-0.011,-0.012,0
488,-0.017,-0.01,-0.015,-0.007,-0.003,-0.012,0.006,-0.001,-0.003,0,-0.015,-0.014,-0.004,-0.007,-0.01,-0.013,-0.015,-0.007
489,-0.02,-0.014,-0.019,-0.01,-0.005,-0.014,0.001,-0.008,-0.006,-0.004,-0.02,-0.019,-0.006,-0.008,-0.013,-0.017,-0.018,-0.012
490,-0.021,-0.015,-0.018,-0.012,-0.006,-0.013,0,-0.01,-0.008,-0.005,-0.019,-0.018,-0.007,-0.008,-0.014,-0.018,-0.017,-0.013
491,-0.02,-0.012,-0.015,-0.011,-0.003,-0.013,0.001,-0.008,-0.007,-0.004,-0.016,-0.015,-0.006,-0.006,-0.012,-0.016,-0.016,-0.009
492,-0.018,-0.009,-0.011,-0.01,-0.002,-0.014,0.003,-0.003,-0.006,-0.003,-0.012,-0.012,-0.004,-0.002,-0.011,-0.012,-0.014,-0.006
493,-0.016,-0.011,-0.01,-0.008,-0.003,-0.015,0.003,-0.002,-0.006,-0.003,-0.011,-0.009,-0.004,-0.002,-0.011,-0.012,-0.015,-0.005
494,-0.014,-0.013,-0.009,-0.008,-0.004,-0.013,0.002,-0.001,-0.006,-0.003,-0.011,-0.008,-0.006,-0.004,-0.007,-0.011,-0.014,-0.004
495,-0.01,-0.011,-0.005,-0.009,-0.004,-0.009,0.002,0.001,-0.005,-0.001,-0.007,-0.006,-0.005,-0.004,-0.004,-0.008,-0.009,-0.001
496,-0.01,-0.01,-0.004,-0.01,-0.004,-0.009,0.001,0.001,-0.005,-0.001,-0.006,-0.006,-0.005,-0.004,-0.003,-0.007,-0.006,-0.001
497,-0.013,-0.009,-0.007,-0.011,-0.005,-0.013,0,0,-0.005,-0.002,-0.01,-0.01,-0.007,-0.005,-0.009,-0.008,-0.01,-0.003
498,-0.017,-0.011,-0.012,-0.012,-0.005,-0.016,0,-0.001,-0.005,-0.003,-0.014,-0.013,-0.007,-0.005,-0.013,-0.01,-0.015,-0.005
499,-0.016,-0.016,-0.011,-0.013,-0.004,-0.017,0.001,-0.001,-0.005,-0.004,-0.014,-0.016,-0.006,-0.005,-0.014,-0.012,-0.019,-0.004
500,-0.017,-0.018,-0.011,-0.013,-0.003,-0.019,0,-0.004,-0.006,-0.004,-0.014,-0.019,-0.005,-0.005,-0.015,-0.014,-0.022,-0.006
501,-0.015,-0.017,-0.009,-0.009,-0.003,-0.019,0,-0.006,-0.007,-0.004,-0.012,-0.016,-0.004,-0.005,-0.015,-0.014,-0.021,-0.008
502,-0.011,-0.014,-0.006,-0.009,-0.002,-0.014,0.001,-0.002,-0.006,-0.002,-0.01,-0.011,-0.004,-0.004,-0.01,-0.009,-0.016,-0.003
503,-0.009,-0.011,-0.005,-0.008,-0.001,-0.008,0.006,0.005,-0.003,0.001,-0.006,-0.006,-0.002,-0.001,-0.003,-0.005,-0.008,0.003
504,-0.012,-0.015,-0.009,-0.01,-0.002,-0.008,0.008,0.005,-0.002,0.001,-0.01,-0.008,-0.003,-0.001,0,-0.008,-0.008,0.002
505,-0.016,-0.017,-0.016,-0.009,-0.002,-0.01,0.009,0,-0.001,0.001,-0.015,-0.011,-0.003,0,-0.003,-0.013,-0.011,-0.003
506,-0.019,-0.02,-0.017,-0.009,-0.002,-0.012,0.005,-0.003,-0.004,-0.002,-0.018,-0.011,-0.005,-0.003,-0.009,-0.015,-0.016,-0.008
507,-0.017,-0.023,-0.015,-0.012,-0.004,-0.013,0.001,-0.003,-0.007,-0.005,-0.016,-0.012,-0.008,-0.006,-0.011,-0.015,-0.017,-0.006
508,-0.019,-0.023,-0.016,-0.014,-0.005,-0.014,0.001,-0.004,-0.006,-0.004,-0.016,-0.014,-0.008,-0.007,-0.011,-0.016,-0.016,-0.005
509,-0.02,-0.019,-0.015,-0.014,-0.005,-0.013,0.004,-0.001,-0.002,0,-0.016,-0.013,-0.006,-0.006,-0.009,-0.017,-0.014,-0.003
510,-0.021,-0.015,-0.018,-0.012,-0.004,-0.012,0.005,-0.001,-0.001,0.001,-0.018,-0.011,-0.005,-0.004,-0.009,-0.017,-0.012,-0.003
511,-0.023,-0.016,-0.019,-0.01,-0.004,-0.012,0.004,0.001,-0.003,0,-0.02,-0.01,-0.004,-0.005,-0.008,-0.016,-0.011,-0.003
512,-0.021,-0.019,-0.017,-0.01,-0.004,-0.013,0.004,-0.001,-0.003,0,-0.017,-0.013,-0.004,-0.006,-0.01,-0.016,-0.015,-0.003
513,-0.018,-0.024,-0.013,-0.014,-0.004,-0.016,0.003,-0.003,-0.003,0,-0.013,-0.015,-0.004,-0.007,-0.013,-0.012,-0.018,-0.003
514,-0.014,-0.023,-0.007,-0.015,-0.005,-0.019,0.003,-0.002,-0.004,-0.001,-0.009,-0.015,-0.005,-0.007,-0.015,-0.009,-0.02,-0.004
515,-0.012,-0.022,-0.006,-0.015,-0.005,-0.022,0,-0.003,-0.007,-0.003,-0.009,-0.016,-0.005,-0.006,-0.017,-0.008,-0.021,-0.005
516,-0.014,-0.02,-0.007,-0.012,-0.004,-0.021,0.001,-0.002,-0.007,-0.002,-0.011,-0.016,-0.004,-0.003,-0.016,-0.01,-0.02,-0.006
517,-0.016,-0.022,-0.008,-0.014,-0.004,-0.021,0.002,-0.004,-0.007,-0.003,-0.013,-0.017,-0.005,-0.005,-0.015,-0.011,-0.019,-0.006
518,-0.016,-0.026,-0.011,-0.018,-0.006,-0.021,0,-0.006,-0.008,-0.007,-0.015,-0.016,-0.009,-0.008,-0.017,-0.012,-0.019,-0.006
519,-0.018,-0.028,-0.015,-0.021,-0.008,-0.025,-0.003,-0.01,-0.009,-0.008,-0.018,-0.018,-0.009,-0.01,-0.019,-0.015,-0.022,-0.008
520,-0.021,-0.025,-0.017,-0.016,-0.008,-0.025,-0.003,-0.011,-0.008,-0.006,-0.018,-0.02,-0.007,-0.008,-0.017,-0.016,-0.022,-0.009
521,-0.022,-0.025,-0.017,-0.012,-0.009,-0.027,-0.006,-0.009,-0.01,-0.007,-0.019,-0.023,-0.007,-0.008,-0.02,-0.017,-0.022,-0.01
522,-0.02,-0.025,-0.015,-0.011,-0.007,-0.025,-0.006,-0.006,-0.012,-0.008,-0.017,-0.025,-0.009,-0.01,-0.02,-0.016,-0.022,-0.01
523,-0.017,-0.024,-0.013,-0.014,-0.007,-0.022,-0.005,-0.005,-0.011,-0.008,-0.016,-0.022,-0.01,-0.011,-0.019,-0.015,-0.021,-0.009
524,-0.014,-0.019,-0.011,-0.014,-0.005,-0.02,-0.003,-0.004,-0.009,-0.007,-0.013,-0.021,-0.008,-0.009,-0.018,-0.011,-0.022,-0.006
525,-0.016,-0.017,-0.01,-0.013,-0.005,-0.021,-0.004,-0.005,-0.009,-0.008,-0.01,-0.017,-0.007,-0.007,-0.017,-0.01,-0.019,-0.005
526,-0.017,-0.017,-0.011,-0.013,-0.006,-0.023,-0.005,-0.004,-0.011,-0.009,-0.012,-0.018,-0.009,-0.009,-0.018,-0.012,-0.021,-0.004
527,-0.02,-0.016,-0.013,-0.011,-0.006,-0.022,-0.003,-0.003,-0.01,-0.008,-0.014,-0.018,-0.009,-0.01,-0.015,-0.015,-0.02,-0.004
528,-0.019,-0.016,-0.014,-0.011,-0.006,-0.019,-0.001,-0.002,-0.008,-0.007,-0.016,-0.019,-0.007,-0.01,-0.014,-0.017,-0.021,-0.005
529,-0.024,-0.024,-0.019,-0.016,-0.009,-0.025,-0.007,-0.007,-0.013,-0.011,-0.022,-0.023,-0.01,-0.013,-0.019,-0.022,-0.026,-0.011
530,-0.028,-0.033,-0.022,-0.021,-0.014,-0.033,-0.014,-0.013,-0.017,-0.016,-0.027,-0.03,-0.014,-0.015,-0.027,-0.025,-0.033,-0.015
531,-0.027,-0.035,-0.021,-0.022,-0.014,-0.035,-0.016,-0.013,-0.018,-0.016,-0.026,-0.033,-0.017,-0.015,-0.03,-0.024,-0.034,-0.016
532,-0.023,-0.029,-0.016,-0.02,-0.011,-0.03,-0.013,-0.006,-0.016,-0.013,-0.021,-0.029,-0.015,-0.013,-0.023,-0.02,-0.027,-0.011
533,-0.02,-0.028,-0.014,-0.019,-0.011,-0.025,-0.009,-0.003,-0.016,-0.013,-0.02,-0.024,-0.014,-0.014,-0.019,-0.019,-0.021,-0.007
534,-0.024,-0.033,-0.018,-0.022,-0.015,-0.027,-0.009,-0.005,-0.017,-0.017,-0.023,-0.023,-0.017,-0.018,-0.021,-0.02,-0.022,-0.008
535,-0.024,-0.033,-0.021,-0.02,-0.015,-0.028,-0.008,-0.007,-0.015,-0.015,-0.025,-0.022,-0.017,-0.016,-0.023,-0.02,-0.023,-0.009
536,-0.02,-0.028,-0.018,-0.016,-0.01,-0.024,-0.004,-0.006,-0.01,-0.01,-0.023,-0.021,-0.012,-0.012,-0.02,-0.018,-0.024,-0.009
537,-0.019,-0.026,-0.018,-0.015,-0.008,-0.022,-0.002,-0.006,-0.008,-0.007,-0.019,-0.02,-0.009,-0.009,-0.016,-0.016,-0.023,-0.008
538,-0.019,-0.026,-0.017,-0.016,-0.009,-0.025,-0.005,-0.008,-0.01,-0.009,-0.016,-0.022,-0.011,-0.01,-0.018,-0.016,-0.025,-0.009
539,-0.022,-0.03,-0.018,-0.018,-0.011,-0.028,-0.009,-0.01,-0.013,-0.011,-0.018,-0.025,-0.014,-0.013,-0.022,-0.019,-0.027,-0.011
540,-0.02,-0.027,-0.016,-0.015,-0.009,-0.026,-0.007,-0.005,-0.012,-0.01,-0.018,-0.024,-0.013,-0.012,-0.019,-0.019,-0.023,-0.008
541,-0.02,-0.026,-0.017,-0.015,-0.007,-0.024,-0.008,-0.002,-0.013,-0.011,-0.019,-0.023,-0.012,-0.012,-0.019,-0.018,-0.023,-0.006
542,-0.022,-0.031,-0.021,-0.021,-0.011,-0.03,-0.013,-0.01,-0.016,-0.014,-0.023,-0.027,-0.015,-0.014,-0.025,-0.02,-0.03,-0.011
543,-0.022,-0.033,-0.022,-0.026,-0.012,-0.033,-0.013,-0.012,-0.017,-0.015,-0.023,-0.028,-0.016,-0.013,-0.026,-0.02,-0.031,-0.011
544,-0.022,-0.034,-0.02,-0.026,-0.012,-0.03,-0.009,-0.009,-0.016,-0.013,-0.021,-0.026,-0.014,-0.013,-0.022,-0.019,-0.031,-0.01
545,-0.02,-0.033,-0.019,-0.023,-0.011,-0.027,-0.008,-0.005,-0.016,-0.013,-0.02,-0.021,-0.013,-0.014,-0.021,-0.018,-0.028,-0.008
546,-0.022,-0.034,-0.02,-0.025,-0.013,-0.028,-0.01,-0.007,-0.017,-0.014,-0.023,-0.023,-0.014,-0.017,-0.025,-0.023,-0.029,-0.011
547,-0.023,-0.034,-0.02,-0.024,-0.014,-0.029,-0.011,-0.007,-0.018,-0.014,-0.023,-0.025,-0.015,-0.016,-0.026,-0.024,-0.028,-0.013
548,-0.021,-0.031,-0.017,-0.018,-0.012,-0.029,-0.009,-0.006,-0.016,-0.012,-0.018,-0.025,-0.014,-0.013,-0.024,-0.021,-0.025,-0.009
549,-0.024,-0.03,-0.02,-0.016,-0.012,-0.032,-0.01,-0.009,-0.016,-0.014,-0.02,-0.027,-0.013,-0.012,-0.025,-0.021,-0.027,-0.01
550,-0.029,-0.032,-0.025,-0.019,-0.014,-0.036,-0.01,-0.012,-0.015,-0.015,-0.025,-0.03,-0.015,-0.015,-0.027,-0.024,-0.029,-0.015
551,-0.028,-0.031,-0.025,-0.021,-0.012,-0.036,-0.013,-0.011,-0.014,-0.013,-0.028,-0.031,-0.015,-0.015,-0.029,-0.024,-0.03,-0.011
552,-0.025,-0.031,-0.021,-0.021,-0.012,-0.033,-0.015,-0.006,-0.016,-0.013,-0.026,-0.029,-0.016,-0.016,-0.028,-0.022,-0.029,-0.008
553,-0.023,-0.028,-0.019,-0.022,-0.012,-0.03,-0.014,-0.004,-0.018,-0.016,-0.022,-0.026,-0.018,-0.015,-0.028,-0.02,-0.027,-0.007
554,-0.024,-0.031,-0.02,-0.027,-0.015,-0.032,-0.011,-0.008,-0.018,-0.017,-0.023,-0.027,-0.02,-0.016,-0.028,-0.022,-0.029,-0.013
555,-0.024,-0.031,-0.021,-0.025,-0.014,-0.031,-0.008,-0.011,-0.015,-0.015,-0.022,-0.028,-0.018,-0.016,-0.027,-0.024,-0.027,-0.016
556,-0.023,-0.031,-0.017,-0.022,-0.012,-0.031,-0.009,-0.01,-0.014,-0.013,-0.022,-0.026,-0.015,-0.015,-0.025,-0.022,-0.028,-0.013
557,-0.024,-0.03,-0.017,-0.02,-0.01,-0.028,-0.01,-0.007,-0.013,-0.012,-0.021,-0.023,-0.013,-0.014,-0.025,-0.021,-0.027,-0.01
558,-0.026,-0.029,-0.018,-0.02,-0.01,-0.028,-0.009,-0.009,-0.013,-0.011,-0.021,-0.024,-0.014,-0.015,-0.023,-0.021,-0.03,-0.009
559,-0.026,-0.031,-0.022,-0.018,-0.011,-0.03,-0.006,-0.012,-0.012,-0.01,-0.021,-0.025,-0.013,-0.012,-0.021,-0.02,-0.029,-0.008
560,-0.027,-0.032,-0.022,-0.017,-0.013,-0.033,-0.009,-0.011,-0.015,-0.011,-0.022,-0.028,-0.012,-0.011,-0.023,-0.02,-0.029,-0.007
561,-0.026,-0.028,-0.02,-0.019,-0.012,-0.032,-0.011,-0.009,-0.017,-0.014,-0.023,-0.027,-0.012,-0.01,-0.025,-0.019,-0.029,-0.008
562,-0.024,-0.028,-0.02,-0.021,-0.012,-0.032,-0.013,-0.01,-0.017,-0.017,-0.023,-0.026,-0.014,-0.011,-0.026,-0.018,-0.028,-0.008
563,-0.021,-0.027,-0.021,-0.02,-0.012,-0.03,-0.012,-0.008,-0.015,-0.016,-0.022,-0.028,-0.015,-0.011,-0.026,-0.018,-0.029,-0.008
564,-0.017,-0.027,-0.017,-0.015,-0.01,-0.027,-0.01,-0.004,-0.012,-0.011,-0.018,-0.025,-0.013,-0.01,-0.024,-0.013,-0.026,-0.004
565,-0.015,-0.027,-0.015,-0.015,-0.009,-0.024,-0.009,0.001,-0.012,-0.01,-0.017,-0.023,-0.013,-0.011,-0.021,-0.013,-0.024,0
566,-0.016,-0.026,-0.015,-0.018,-0.01,-0.026,-0.009,0.001,-0.014,-0.011,-0.021,-0.023,-0.015,-0.015,-0.023,-0.016,-0.027,-0.003
567,-0.021,-0.031,-0.015,-0.021,-0.012,-0.028,-0.01,-0.005,-0.017,-0.012,-0.027,-0.026,-0.018,-0.018,-0.024,-0.023,-0.029,-0.01
568,-0.026,-0.035,-0.019,-0.024,-0.015,-0.032,-0.011,-0.008,-0.019,-0.015,-0.029,-0.029,-0.021,-0.019,-0.026,-0.026,-0.031,-0.015
569,-0.025,-0.032,-0.02,-0.022,-0.016,-0.032,-0.012,-0.008,-0.02,-0.017,-0.026,-0.028,-0.021,-0.018,-0.027,-0.024,-0.03,-0.013
570,-0.019,-0.024,-0.017,-0.022,-0.015,-0.031,-0.012,-0.003,-0.02,-0.02,-0.019,-0.023,-0.019,-0.016,-0.025,-0.021,-0.027,-0.01
571,-0.014,-0.021,-0.012,-0.021,-0.01,-0.029,-0.01,0,-0.018,-0.017,-0.014,-0.021,-0.013,-0.012,-0.024,-0.016,-0.025,-0.006
