,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
572,-0.016,-0.026,-0.01,-0.021,-0.01,-0.032,-0.011,-0.004,-0.016,-0.016,-0.015,-0.024,-0.013,-0.012,-0.024,-0.016,-0.03,-0.006
573,-0.02,-0.029,-0.015,-0.019,-0.011,-0.034,-0.009,-0.005,-0.015,-0.013,-0.017,-0.025,-0.014,-0.013,-0.023,-0.016,-0.03,-0.003
574,-0.019,-0.029,-0.014,-0.017,-0.01,-0.03,-0.005,-0.001,-0.01,-0.008,-0.016,-0.021,-0.012,-0.011,-0.02,-0.014,-0.023,-0.001
575,-0.018,-0.025,-0.011,-0.015,-0.008,-0.026,-0.005,0.001,-0.008,-0.005,-0.014,-0.018,-0.01,-0.006,-0.018,-0.013,-0.019,-0.003
576,-0.02,-0.025,-0.014,-0.017,-0.008,-0.029,-0.01,-0.005,-0.009,-0.007,-0.014,-0.022,-0.008,-0.004,-0.02,-0.014,-0.022,-0.007
577,-0.021,-0.03,-0.02,-0.023,-0.013,-0.034,-0.016,-0.011,-0.017,-0.017,-0.02,-0.031,-0.014,-0.011,-0.023,-0.019,-0.029,-0.014
578,-0.019,-0.031,-0.02,-0.028,-0.016,-0.033,-0.018,-0.01,-0.022,-0.021,-0.019,-0.028,-0.018,-0.015,-0.024,-0.016,-0.028,-0.011
579,-0.015,-0.031,-0.012,-0.027,-0.014,-0.029,-0.013,-0.004,-0.018,-0.019,-0.019,-0.022,-0.018,-0.016,-0.021,-0.015,-0.026,-0.008
580,-0.017,-0.033,-0.012,-0.024,-0.012,-0.025,-0.007,-0.001,-0.011,-0.011,-0.018,-0.018,-0.014,-0.014,-0.018,-0.02,-0.024,-0.007
581,-0.023,-0.035,-0.019,-0.019,-0.009,-0.025,-0.002,-0.002,-0.009,-0.009,-0.02,-0.021,-0.011,-0.011,-0.016,-0.023,-0.024,-0.007
582,-0.026,-0.029,-0.022,-0.016,-0.01,-0.026,-0.003,-0.002,-0.01,-0.01,-0.02,-0.022,-0.012,-0.011,-0.02,-0.022,-0.026,-0.008
583,-0.024,-0.025,-0.02,-0.018,-0.011,-0.029,-0.005,-0.003,-0.016,-0.014,-0.019,-0.022,-0.014,-0.012,-0.022,-0.015,-0.025,-0.005
584,-0.019,-0.022,-0.016,-0.017,-0.01,-0.024,-0.004,-0.001,-0.013,-0.011,-0.017,-0.02,-0.011,-0.01,-0.016,-0.01,-0.021,-0.004
585,-0.019,-0.026,-0.017,-0.017,-0.009,-0.022,-0.006,-0.004,-0.01,-0.009,-0.017,-0.021,-0.012,-0.011,-0.013,-0.013,-0.017,-0.008
586,-0.018,-0.027,-0.017,-0.015,-0.008,-0.023,-0.007,-0.006,-0.011,-0.01,-0.017,-0.022,-0.014,-0.013,-0.016,-0.016,-0.018,-0.01
587,-0.019,-0.03,-0.017,-0.017,-0.009,-0.025,-0.008,-0.01,-0.012,-0.012,-0.019,-0.021,-0.014,-0.014,-0.021,-0.019,-0.023,-0.009
588,-0.016,-0.029,-0.016,-0.018,-0.008,-0.024,-0.008,-0.012,-0.011,-0.013,-0.018,-0.021,-0.012,-0.012,-0.02,-0.017,-0.021,-0.008
589,-0.016,-0.022,-0.019,-0.016,-0.006,-0.02,-0.005,-0.008,-0.011,-0.011,-0.02,-0.018,-0.011,-0.01,-0.015,-0.018,-0.019,-0.007
590,-0.017,-0.018,-0.019,-0.013,-0.006,-0.02,-0.006,-0.008,-0.013,-0.013,-0.023,-0.017,-0.012,-0.011,-0.014,-0.017,-0.019,-0.005
591,-0.016,-0.018,-0.017,-0.013,-0.007,-0.021,-0.005,-0.007,-0.014,-0.013,-0.021,-0.017,-0.012,-0.013,-0.016,-0.015,-0.02,-0.002
592,-0.018,-0.024,-0.015,-0.015,-0.006,-0.022,-0.004,-0.006,-0.011,-0.011,-0.017,-0.015,-0.009,-0.01,-0.016,-0.014,-0.019,-0.002
593,-0.018,-0.027,-0.013,-0.014,-0.006,-0.02,-0.006,-0.007,-0.014,-0.01,-0.01,-0.011,-0.009,-0.009,-0.015,-0.017,-0.018,-0.002
594,-0.016,-0.021,-0.014,-0.01,-0.007,-0.019,-0.008,-0.005,-0.018,-0.01,-0.01,-0.012,-0.009,-0.008,-0.014,-0.019,-0.018,-0.003
595,-0.011,-0.016,-0.011,-0.009,-0.006,-0.017,-0.006,-0.002,-0.017,-0.011,-0.014,-0.011,-0.008,-0.009,-0.015,-0.017,-0.016,-0.003
596,-0.005,-0.012,-0.007,-0.009,-0.003,-0.013,0.003,0.006,-0.007,-0.004,-0.012,-0.007,-0.004,-0.005,-0.01,-0.009,-0.012,0.004
597,-0.008,-0.015,-0.004,-0.01,-0.002,-0.009,0.009,0.01,0.002,0.003,-0.01,-0.003,-0.001,-0.004,-0.005,-0.007,-0.01,0.007
598,-0.011,-0.022,-0.008,-0.011,-0.003,-0.009,0.009,0.006,0.004,0.007,-0.009,-0.003,-0.002,-0.004,-0.007,-0.007,-0.013,0.007
599,-0.015,-0.028,-0.014,-0.009,-0.004,-0.015,0.006,-0.001,0,0.003,-0.013,-0.005,-0.007,-0.006,-0.012,-0.015,-0.019,-0.002
600,-0.021,-0.028,-0.022,-0.01,-0.007,-0.019,-0.001,-0.008,-0.006,-0.004,-0.022,-0.012,-0.013,-0.011,-0.016,-0.024,-0.023,-0.01
601,-0.021,-0.014,-0.023,-0.006,-0.007,-0.016,0.002,-0.009,-0.007,-0.004,-0.028,-0.013,-0.011,-0.009,-0.011,-0.02,-0.019,-0.009
602,-0.018,-0.006,-0.018,-0.006,-0.005,-0.011,0.004,-0.006,-0.004,-0.001,-0.022,-0.014,-0.005,-0.007,-0.007,-0.011,-0.013,-0.004
603,-0.011,-0.005,-0.012,-0.005,-0.002,-0.011,0.006,-0.002,-0.003,0.002,-0.013,-0.01,-0.003,-0.005,-0.005,-0.002,-0.01,0
604,-0.008,-0.008,-0.011,-0.004,0,-0.016,0.003,-0.001,-0.007,-0.003,-0.008,-0.01,-0.005,-0.004,-0.006,-0.002,-0.015,-0.003
605,-0.015,-0.01,-0.015,-0.002,-0.001,-0.021,0.001,-0.005,-0.01,-0.005,-0.014,-0.014,-0.005,-0.003,-0.011,-0.008,-0.021,-0.008
606,-0.012,-0.007,-0.013,0,-0.001,-0.011,0.004,-0.001,-0.004,-0.002,-0.015,-0.01,0,0.002,-0.008,-0.009,-0.015,-0.005
607,-0.005,-0.004,-0.004,0.002,0,-0.001,0.012,0.011,0.003,0.005,-0.006,-0.002,0.003,0.004,0.001,-0.004,-0.002,0.006
608,-0.002,0,0.002,0.006,0.001,0.005,0.017,0.019,0.006,0.012,0.001,0.002,0.003,0.003,0.009,0.001,0.004,0.013
609,-0.004,0.004,0.003,0.006,0.002,0.007,0.017,0.018,0.008,0.014,0.005,0.006,0.003,0.001,0.012,0.001,0.003,0.013
610,-0.004,0.002,0.003,-0.001,0,0.003,0.011,0.015,0.004,0.009,0.004,0.007,0.001,-0.002,0.008,0.002,0.001,0.012
611,0,-0.004,0.003,-0.005,-0.001,-0.002,0.005,0.014,0,0.003,0.007,0.003,-0.003,-0.003,0.003,0.005,-0.001,0.016
612,-0.003,-0.004,0.001,-0.005,0,-0.005,0.004,0.017,-0.002,0.001,0.008,-0.002,-0.005,-0.004,-0.002,0.005,-0.003,0.018
613,-0.012,-0.003,-0.003,-0.003,0,-0.003,0.008,0.016,0.001,0.004,0.002,-0.007,-0.006,-0.006,0.001,-0.001,-0.003,0.012
614,-0.013,0.002,-0.002,0.001,0.002,-0.001,0.01,0.014,0.003,0.007,-0.002,-0.007,-0.004,-0.005,0.002,-0.006,-0.004,0.003
615,-0.011,0.005,-0.005,0.004,0.001,-0.001,0.011,0.007,0.006,0.008,-0.008,-0.007,-0.002,-0.003,0.001,-0.008,-0.008,0.001
616,-0.012,0.005,-0.006,0.001,0.003,-0.002,0.014,0.001,0.008,0.009,-0.009,-0.003,0.003,-0.001,0,-0.009,-0.008,0.003
617,-0.009,0.002,-0.005,-0.004,0.006,-0.004,0.015,0.002,0.009,0.011,-0.007,0.002,0.005,-0.001,-0.003,-0.006,-0.006,0.006
618,-0.003,0.007,-0.002,-0.002,0.007,-0.005,0.012,0.007,0.006,0.007,-0.005,0.005,0.003,0,-0.001,-0.003,-0.008,0.008
619,0.004,0.013,0.003,0.001,0.008,0.004,0.01,0.016,0.001,0.003,0.001,0.006,0.002,0.001,0.004,0.003,-0.004,0.014
620,0.003,0.013,0.003,0.003,0.005,0.009,0.009,0.018,0,0,0.003,0.005,0,0,0.009,0.004,-0.003,0.017
621,0.001,0.013,0.004,0.002,0.004,0.012,0.01,0.024,0.002,0.005,0.005,0.006,0.001,-0.001,0.011,0.006,0.005,0.023
622,0.004,0.013,0.009,0.004,0.004,0.008,0.011,0.027,0.003,0.008,0.009,0.008,0.001,0,0.009,0.011,0.01,0.028
623,0.002,0.011,0.004,0.001,0.001,0.002,0.008,0.023,-0.001,0.005,0.005,0.008,-0.004,-0.003,0.008,0.007,0.01,0.027
624,-0.004,0.009,-0.005,-0.001,-0.002,-0.001,0.004,0.014,-0.005,0.002,-0.001,0.003,-0.008,-0.008,0.003,0.001,0.001,0.017
625,-0.002,0.009,-0.006,0,-0.005,-0.002,0.004,0.013,-0.005,0,-0.005,0.005,-0.007,-0.012,0.002,-0.002,-0.005,0.015
626,0.002,0.009,0.001,0.004,0.001,0.003,0.005,0.023,-0.002,0.001,0.002,0.01,-0.004,-0.008,0.006,0.004,0.001,0.017
627,0.007,0.005,0.004,0.006,0.006,0.007,0.006,0.029,0,0.002,0.005,0.015,-0.001,-0.001,0.011,0.007,0.008,0.02
628,0.007,0.007,0.002,0.008,0.007,0.013,0.009,0.029,0.005,0.006,0.007,0.019,0.001,0.003,0.016,0.009,0.015,0.02
629,0.007,0.006,0.004,0.006,0.004,0.01,0.011,0.022,0.006,0.008,0.007,0.018,0.002,0.001,0.013,0.007,0.014,0.019
630,0.003,0.005,0.006,0.003,0.002,0.004,0.014,0.014,0.005,0.009,0.006,0.012,0.003,0.002,0.006,0.005,0.005,0.012
631,-0.004,0.001,0.004,-0.002,0.001,-0.003,0.011,0.005,0.002,0.006,0.003,0,0.002,0.003,0.001,0.002,-0.009,0.001
632,-0.007,0.002,-0.001,0,0.003,-0.003,0.012,0.001,0.003,0.006,0.001,-0.004,0.006,0.005,0,0.001,-0.011,-0.001
633,-0.006,0.006,-0.002,0.009,0.009,0.006,0.018,0.003,0.009,0.01,-0.003,0,0.012,0.009,0.008,-0.002,-0.003,-0.001
634,-0.008,0.01,-0.007,0.015,0.011,0.01,0.022,0.004,0.014,0.014,-0.007,0.004,0.013,0.01,0.014,-0.004,0.003,0.001
635,-0.009,0.01,-0.009,0.012,0.009,0.007,0.018,0.005,0.011,0.013,-0.008,0.002,0.009,0.007,0.011,-0.004,0.002,0.006
636,-0.008,0.01,-0.006,0.008,0.005,-0.001,0.009,0.007,0.004,0.007,-0.007,-0.007,0.004,0.003,0.004,-0.001,-0.004,0.011
637,-0.007,0.007,-0.008,0.006,0.004,-0.006,0.008,0.006,0.003,0.006,-0.006,-0.014,0.005,0.002,-0.001,-0.003,-0.008,0.008
638,-0.002,0.002,-0.009,0.005,0.006,-0.007,0.013,0.002,0.006,0.009,-0.008,-0.011,0.005,0.002,-0.003,-0.004,-0.009,0
639,0.004,0,-0.008,0.002,0.004,-0.006,0.015,-0.003,0.009,0.012,-0.007,-0.003,0.003,0,-0.002,0,-0.01,-0.005
640,0.008,0.001,0.004,0,0.001,-0.004,0.014,-0.002,0.006,0.009,0.002,0.003,0.001,-0.002,0.002,0.01,-0.008,-0.004
641,0.007,0.006,0.017,0.001,0,-0.003,0.013,0.001,0.005,0.007,0.012,0.001,0.002,0,0.006,0.013,-0.002,0.001
642,0.006,0.004,0.019,0.003,0.003,0.003,0.016,0.009,0.007,0.007,0.015,0.005,0.004,0.004,0.01,0.012,0.003,0.007
643,0.008,0.009,0.02,0.004,0.008,0.013,0.02,0.023,0.009,0.01,0.021,0.009,0.008,0.009,0.012,0.012,0.013,0.021
644,0.01,0.011,0.015,0.007,0.012,0.021,0.021,0.034,0.013,0.015,0.021,0.017,0.01,0.01,0.016,0.02,0.019,0.032
645,0.01,0.013,0.011,0.009,0.015,0.019,0.027,0.03,0.021,0.021,0.02,0.018,0.013,0.011,0.021,0.021,0.018,0.034
646,0.005,0.011,0.009,0.012,0.014,0.016,0.029,0.02,0.022,0.024,0.018,0.014,0.013,0.009,0.025,0.014,0.012,0.026
647,0.005,0.014,0.011,0.011,0.013,0.015,0.029,0.014,0.019,0.022,0.015,0.014,0.012,0.008,0.024,0.009,0.011,0.021
648,0.004,0.018,0.012,0.008,0.012,0.017,0.024,0.021,0.012,0.011,0.013,0.016,0.008,0.007,0.02,0.009,0.016,0.024
649,0.001,0.017,0.008,0.006,0.01,0.019,0.021,0.029,0.01,0.007,0.006,0.021,0.005,0.005,0.014,0.009,0.022,0.026
650,-0.002,0.014,0.005,0.004,0.01,0.014,0.022,0.029,0.01,0.007,0.006,0.02,0.007,0.006,0.012,0.007,0.021,0.027
651,-0.006,0.005,0,-0.001,0.006,0.002,0.017,0.011,0.007,0.003,0,0.007,0.003,0.004,0.005,0.002,0.009,0.01
652,-0.01,-0.001,-0.012,-0.002,0.002,-0.005,0.012,-0.003,0.003,0.001,-0.004,-0.005,-0.002,0.002,0.001,-0.005,-0.007,-0.004
653,-0.014,0.003,-0.019,0.001,0,-0.005,0.007,-0.006,0,0.002,-0.009,-0.007,-0.002,0,-0.002,-0.009,-0.013,-0.011
654,-0.013,0.012,-0.015,0.005,0.002,0.003,0.012,0,0.004,0.007,-0.01,0.002,0.001,0,0.004,-0.004,-0.004,-0.003
655,-0.013,0.012,-0.008,0.007,0.003,0.006,0.016,0,0.007,0.006,-0.009,0.002,0.003,-0.001,0.005,-0.002,0,0.005
656,-0.015,0.003,-0.011,0.002,0.002,0.002,0.015,-0.005,0.007,0.006,-0.009,-0.007,0.001,-0.002,-0.002,-0.004,-0.008,0.002
657,-0.018,-0.001,-0.017,-0.003,0.003,-0.004,0.011,-0.007,0.004,0.008,-0.008,-0.015,0.002,0,-0.008,-0.013,-0.017,-0.006
658,-0.013,0.001,-0.008,-0.004,0.006,-0.006,0.009,0.001,0.004,0.011,-0.002,-0.01,0.006,0.004,-0.007,-0.011,-0.017,-0.005
659,-0.009,0.003,0.002,-0.003,0.007,-0.003,0.007,0.008,0.003,0.006,-0.002,-0.002,0.005,0.004,-0.001,-0.007,-0.008,0.002
660,-0.005,0.003,0.005,0.004,0.008,0.001,0.011,0.012,0.004,0.006,0,0.003,0.003,0.003,0.003,-0.001,-0.003,0.009
661,-0.004,0.01,0.001,0.011,0.01,0.003,0.016,0.012,0.008,0.01,0.003,0.007,0.004,0.004,0.007,0.006,0.002,0.016
662,0.002,0.019,0.008,0.017,0.014,0.001,0.018,0.011,0.011,0.015,0.009,0.007,0.009,0.007,0.007,0.012,0,0.015
663,0.004,0.026,0.013,0.018,0.016,-0.006,0.014,0.009,0.007,0.013,0.011,0.004,0.011,0.01,0.002,0.01,-0.003,0.011
664,0.007,0.026,0.018,0.011,0.017,-0.007,0.012,0.01,0.001,0.008,0.012,-0.001,0.011,0.013,0.002,0.009,-0.004,0.008
665,0.007,0.021,0.015,0.005,0.015,-0.005,0.011,0.014,0.002,0.008,0.013,-0.005,0.011,0.014,0.003,0.011,-0.002,0.01
666,0.001,0.015,0.009,0,0.01,-0.004,0.01,0.013,0.004,0.009,0.01,-0.004,0.009,0.009,0.004,0.012,-0.004,0.011
667,-0.005,0.01,0,0.002,0.008,-0.004,0.015,0.009,0.006,0.015,0.008,0.004,0.009,0.005,0.003,0.007,-0.001,0.015
668,-0.009,0.008,-0.004,0.005,0.009,0,0.019,0.002,0.008,0.017,0.008,0.008,0.009,0.005,0.005,0.002,0.005,0.016
669,-0.007,0.012,-0.001,0.01,0.011,0.002,0.019,0,0.013,0.016,0.006,0.003,0.01,0.007,0.009,0.001,0.011,0.015
670,-0.008,0.018,0.001,0.011,0.01,0.005,0.02,-0.004,0.014,0.012,-0.001,0,0.009,0.007,0.009,-0.003,0.007,0.01
671,-0.007,0.016,0.004,0.011,0.008,0.005,0.018,-0.001,0.01,0.009,-0.005,-0.001,0.009,0.005,0.01,-0.006,0.001,0.004
672,-0.005,0.006,0.007,0.008,0.008,0.002,0.015,0.006,0.004,0.007,-0.003,0.005,0.006,0.003,0.009,-0.002,0,0.004
673,0,0.001,0.007,0.004,0.007,-0.003,0.01,0.011,0,0.004,0.006,0.009,0.001,0.002,0.006,0.006,-0.002,0.007
674,-0.01,0.001,-0.003,0.004,0.005,-0.009,0.008,0.011,0.002,0.005,0.004,0.004,0,0,-0.001,0.004,-0.006,0.009
675,-0.026,0.002,-0.015,0.008,0.002,-0.009,0.013,0.003,0.007,0.01,-0.008,-0.006,0.004,0,-0.003,-0.007,-0.011,0.003
676,-0.033,-0.001,-0.014,0.013,0.002,-0.001,0.018,0.001,0.011,0.017,-0.015,-0.003,0.008,0.001,0.003,-0.012,-0.008,0.004
677,-0.022,-0.001,-0.007,0.011,0.005,0.007,0.021,0.004,0.013,0.018,-0.007,0.003,0.011,0.005,0.011,-0.01,-0.005,0.008
678,-0.007,0.003,-0.001,0.005,0.007,0.013,0.018,0.01,0.013,0.014,0.004,0.007,0.009,0.007,0.015,-0.004,0.001,0.012
679,-0.003,0.006,0,0.003,0.009,0.015,0.02,0.013,0.016,0.014,0.004,0.006,0.011,0.007,0.015,0,0.008,0.013
680,-0.003,0.004,-0.002,0.004,0.009,0.012,0.019,0.008,0.018,0.015,0.001,0.002,0.011,0.004,0.012,0.003,0.006,0.009
681,-0.006,0.002,-0.002,0.009,0.009,0.001,0.019,0.004,0.014,0.014,-0.002,-0.002,0.011,0.004,0.007,0.002,-0.002,0.004
682,-0.001,0.006,0,0.01,0.013,-0.003,0.019,0.002,0.012,0.013,0.003,-0.003,0.011,0.008,0.004,0.002,-0.008,-0.002
683,0.001,0.007,0.006,0.011,0.015,0.004,0.021,0.002,0.013,0.017,0.007,0.003,0.013,0.011,0.003,0.001,-0.003,-0.001
684,0.007,0.012,0.01,0.012,0.018,0.011,0.025,0.008,0.017,0.023,0.011,0.008,0.014,0.014,0.007,0.007,0.003,0.004
685,0.01,0.014,0.009,0.011,0.016,0.014,0.026,0.016,0.016,0.022,0.013,0.01,0.012,0.012,0.01,0.009,0.006,0.014
686,0.008,0.018,0.008,0.01,0.014,0.013,0.028,0.024,0.016,0.02,0.009,0.014,0.009,0.011,0.011,0.008,0.01,0.019
687,0.006,0.021,0.013,0.007,0.012,0.018,0.026,0.026,0.015,0.019,0.01,0.019,0.007,0.006,0.013,0.008,0.016,0.019
688,0.009,0.018,0.015,0.007,0.009,0.02,0.022,0.022,0.015,0.015,0.009,0.02,0.006,0.003,0.016,0.01,0.016,0.017
689,0.006,0.013,0.015,0.007,0.007,0.014,0.018,0.016,0.015,0.014,0.01,0.014,0.007,0.003,0.012,0.003,0.008,0.013
690,0.006,0.008,0.015,0.007,0.007,0.004,0.013,0.014,0.011,0.01,0.014,0.003,0.006,0.003,0.006,0.002,0.003,0.017
691,0.008,0.007,0.014,0.004,0.006,-0.005,0.005,0.014,-0.002,0.004,0.012,0,0.002,0.002,0.005,0.007,-0.003,0.018
692,0.012,0.008,0.015,0.003,0.009,-0.004,-0.001,0.015,-0.01,-0.001,0.017,0.005,0,0.001,0.002,0.014,-0.003,0.019
693,0.01,0.006,0.014,0.002,0.01,-0.002,-0.003,0.016,-0.011,-0.005,0.014,0.008,-0.002,0.002,0,0.014,-0.004,0.018
694,0.008,0.006,0.009,0.001,0.01,0.001,0.002,0.018,-0.005,-0.002,0.013,0.007,0.001,0.003,-0.005,0.012,0,0.016
695,0.001,0.005,-0.002,0.003,0.008,-0.002,0.007,0.012,-0.001,0.002,0.006,0.002,0.004,0.006,-0.004,0.007,0.001,0.01
696,-0.005,0.008,-0.007,0.01,0.012,-0.003,0.012,0.004,0.005,0.008,0.003,-0.002,0.01,0.011,-0.003,0.004,-0.002,0.003
697,-0.005,0.01,-0.005,0.015,0.013,-0.004,0.015,-0.003,0.011,0.014,0,-0.006,0.012,0.012,-0.001,0.002,-0.007,0.003
698,-0.006,0.013,-0.007,0.015,0.01,-0.004,0.014,-0.009,0.012,0.017,-0.005,-0.011,0.01,0.009,-0.003,-0.003,-0.012,-0.001
699,-0.011,0.016,-0.01,0.013,0.007,-0.003,0.012,-0.007,0.008,0.014,-0.005,-0.01,0.009,0.007,-0.004,-0.007,-0.011,0
700,-0.006,0.014,-0.013,0.008,0.007,-0.002,0.009,-0.003,0.003,0.009,-0.002,-0.004,0.011,0.006,0.002,0,-0.008,0.004
701,0.002,0.013,-0.01,0.005,0.011,0.004,0.013,0.008,0.007,0.012,0.001,0.001,0.015,0.01,0.009,0.01,-0.002,0.013
702,0.005,0.012,-0.006,0.005,0.014,0.007,0.022,0.01,0.015,0.019,0.004,0.007,0.016,0.013,0.012,0.012,0.003,0.017
703,-0.002,0.008,-0.006,0.005,0.013,0.008,0.027,0.011,0.017,0.02,-0.002,0.005,0.014,0.013,0.007,0.007,0.004,0.017
704,-0.006,0.003,-0.006,0.004,0.011,0.007,0.027,0.012,0.018,0.018,-0.008,0.004,0.011,0.01,0.005,0.003,-0.001,0.014
705,-0.005,0.001,-0.006,0.004,0.009,0.006,0.026,0.01,0.017,0.016,-0.012,0.002,0.008,0.008,0.003,-0.006,-0.005,0.009
706,-0.008,-0.002,-0.006,-0.001,0.003,0.002,0.018,0.01,0.01,0.01,-0.007,0,0.004,0.003,0,-0.008,-0.007,0.005
707,-0.007,0.001,-0.004,-0.003,0.003,-0.001,0.011,0.006,0.001,0.006,-0.005,-0.007,0.001,0,-0.005,-0.008,-0.006,0.004
708,-0.004,0.009,-0.001,-0.001,0.006,0,0.011,0.005,0.002,0.006,-0.005,-0.008,0.003,0.001,-0.001,-0.003,-0.005,0.005
709,-0.001,0.015,0.003,0.008,0.007,0.004,0.016,0,0.01,0.013,-0.002,-0.006,0.008,0.002,0.005,-0.001,-0.002,0.004
710,-0.004,0.009,0.003,0.009,0.005,0.006,0.018,0.003,0.014,0.016,0.001,-0.004,0.008,0,0.009,0.001,0.002,0.006
711,-0.001,-0.001,0.003,0.002,0.002,0.005,0.017,0.009,0.009,0.011,0.004,0.001,0.002,-0.001,0.005,0.002,0.004,0.012
712,0.007,-0.003,0.004,-0.001,0.004,0.005,0.017,0.015,0.007,0.008,0.008,0.006,-0.001,0.002,0.004,0.007,0.003,0.016
713,0.01,0.005,0.01,0.005,0.008,0.001,0.015,0.013,0.006,0.009,0.012,0.005,0.005,0.007,0.005,0.012,0.006,0.016
714,0.007,0.009,0.011,0.011,0.009,-0.006,0.013,0.006,0.006,0.01,0.009,0.001,0.01,0.008,0.006,0.015,-0.002,0.015
715,0.004,0.006,0.007,0.01,0.006,-0.008,0.009,0.003,0.004,0.008,0.008,-0.002,0.01,0.004,0.004,0.017,-0.007,0.011
716,0.002,0.003,0.002,0.006,0.003,-0.002,0.006,0.01,0.002,0.006,0.01,-0.006,0.004,0.001,0.002,0.013,-0.013,0.009
717,-0.003,0.004,-0.006,0.002,0.002,-0.001,0.001,0.012,0,0.002,0.003,-0.01,-0.004,-0.002,0.001,0.007,-0.009,0.006
718,-0.014,0.004,-0.008,0.002,0.003,-0.003,0.002,0.011,0.001,0.001,-0.011,-0.007,-0.004,-0.003,-0.002,-0.003,-0.011,0.003
719,-0.011,0.004,0,0.006,0.007,0,0.011,0.011,0.005,0.006,-0.01,-0.001,0.001,0.001,0.002,-0.003,-0.004,0.002
720,-0.009,0.002,0.002,0.002,0.006,0.006,0.018,0.012,0.009,0.009,-0.004,0.002,0.001,0.003,0.003,-0.001,0.003,0.005
721,-0.012,0.001,-0.004,-0.004,-0.001,0.005,0.015,0.007,0.005,0.003,-0.007,0,-0.004,0,0,0,-0.001,0.003
722,-0.017,-0.002,-0.012,-0.005,-0.008,-0.001,0.007,0.007,-0.001,-0.001,-0.014,-0.008,-0.009,-0.007,-0.004,-0.003,-0.004,0.004
723,-0.012,0.001,-0.014,0,-0.007,-0.003,0.006,0.006,-0.003,0.002,-0.01,-0.006,-0.007,-0.008,0,-0.005,0.002,0.009
724,-0.011,-0.001,-0.018,0.002,-0.003,0,0.01,0.006,-0.003,0.006,-0.009,-0.001,-0.004,-0.006,0.003,-0.006,0,0.01
725,-0.012,-0.002,-0.019,0.003,0.003,-0.001,0.011,0,0,0.005,-0.006,-0.001,0.002,-0.002,0.001,-0.009,-0.012,-0.001
726,-0.011,-0.001,-0.007,0.006,0.009,-0.008,0.016,0.001,0.007,0.006,-0.003,-0.009,0.005,0.004,0,-0.007,-0.013,-0.007
727,-0.007,0.003,0.003,0.007,0.013,-0.01,0.017,0.001,0.013,0.01,-0.002,-0.01,0.007,0.008,0.006,-0.005,-0.006,-0.004
728,-0.008,0.005,0.005,0.007,0.012,-0.006,0.019,0.005,0.014,0.014,-0.004,-0.004,0.008,0.008,0.013,-0.001,-0.002,0.001
729,-0.011,0.005,0,0.007,0.009,-0.005,0.014,0,0.011,0.011,-0.002,0.005,0.005,0.005,0.009,-0.004,-0.005,0.009
730,-0.011,0.006,0,0.005,0.005,-0.005,0.009,-0.001,0.006,0.004,0.004,0.002,-0.002,-0.001,-0.001,-0.005,-0.005,0.011
731,-0.003,0.006,0.004,0,0.004,-0.004,0.007,0.002,0.003,0.001,0.01,0.002,-0.001,0.001,-0.006,0.003,-0.004,0.013
732,0.002,0.002,0.005,-0.007,0.005,-0.002,0.012,0.009,0.007,0.005,0.009,-0.002,0.003,0.004,-0.003,0.008,-0.002,0.005
733,0.005,0.001,0.002,-0.012,0.008,-0.005,0.013,0.009,0.008,0.008,0.003,-0.002,0.008,0.005,0,0.003,-0.002,0.002
734,0,-0.002,-0.001,-0.012,0.006,-0.011,0.005,0.009,-0.001,0.004,-0.003,-0.011,0.006,0.001,-0.005,-0.006,-0.01,-0.002
735,-0.003,0.001,0.003,-0.004,0.003,-0.008,0,0.009,-0.01,-0.003,-0.001,-0.011,0,-0.002,-0.004,-0.005,-0.013,0.007
736,-0.007,0.005,0.001,0.003,0.002,-0.008,-0.003,0.017,-0.011,-0.005,0.001,-0.004,-0.005,-0.002,0.001,-0.002,-0.009,0.012
737,-0.004,0.004,-0.004,0.008,0.006,-0.007,0.003,0.014,-0.005,-0.003,0,0.005,-0.004,0.001,0.005,0.002,0.005,0.013
738,-0.003,0.002,-0.006,0.007,0.008,-0.001,0.011,0.01,0.002,0.002,-0.005,0.004,0.002,0.006,0.008,0.006,0.009,0.01
739,-0.002,0,-0.002,0.001,0.007,0.004,0.014,0.003,0.005,0.006,-0.004,-0.001,0.001,0.004,0.01,0.004,0.002,0.006
740,-0.01,-0.004,-0.003,-0.004,0.003,-0.003,0.003,0,-0.001,0.001,-0.002,-0.012,-0.002,-0.005,0.004,-0.003,-0.016,-0.003
741,-0.009,-0.006,-0.005,0,0.003,-0.012,-0.003,-0.005,-0.002,0,-0.006,-0.019,-0.002,-0.009,-0.008,-0.012,-0.02,-0.01
742,-0.012,-0.004,-0.011,0.004,0.003,-0.016,-0.001,-0.004,0.002,0.001,-0.009,-0.015,-0.002,-0.006,-0.011,-0.01,-0.015,-0.007
743,-0.017,-0.005,-0.008,0.002,0.003,-0.019,0.002,-0.004,0.005,0.004,-0.009,-0.016,0,0,-0.008,-0.006,-0.008,0
744,-0.013,-0.007,-0.004,0.002,0.001,-0.012,0.004,-0.003,0.002,0.002,-0.004,-0.01,0.005,0.001,-0.005,-0.004,-0.014,0.003
