239,0.223,0.013,0.014,0.004,0.058,0.069,0.276,-0.003,0.079,0.136,0.045,0.061,0.054,0.088,0.086,0.087,0.164,0.255,0.279,0.212,0.214,0.227,0.159,0.076,0.267,0.289,0.017,0.11,0.108,0.159,0.303,0.182,0.274,0.164,0.272,0.21,0.147,0.15,0.16,0.155,0.169,0.192,0.163,0.141,0.496,0.19,0.37,0.476,0.39
240,0.218,0.012,-0.075,0.03,0.086,0.102,0.192,-0.025,0.08,0.263,0.054,0.055,0.062,0.081,0.098,0.064,0.186,0.245,0.3,0.229,0.23,0.12,0.198,0.094,0.271,0.383,0.14,0.138,0.153,0.115,0.307,0.189,0.275,0.163,0.276,0.24,0.15,0.152,0.157,0.158,0.097,0.136,0.118,0.102,0.532,0.155,0.333,0.41,0.381
241,0.178,-0.011,0.01,0.05,0.07,0.13,0.174,0.125,0.06,0.326,0.059,0.05,0.059,0.089,0.099,0.063,0.292,0.223,0.283,0.218,0.245,0.104,0.294,0.099,0.278,0.227,0.087,0.167,0.18,0.149,0.316,0.197,0.28,0.167,0.282,0.156,0.153,0.155,0.159,0.163,0.112,0.133,0.121,0.06,0.359,0.168,0.284,0.272,0.264
242,0.134,0.004,0.097,0.063,0.022,0.054,0.309,0.144,0.049,0.275,0.067,0.057,0.066,0.085,0.082,0.063,0.38,0.165,0.253,0.222,0.248,0.07,0.262,0.092,0.286,0.119,0.094,0.256,0.161,0.175,0.323,0.206,0.288,0.171,0.289,0.097,0.156,0.162,0.161,0.167,-0.04,0.181,0.126,0.075,0.59,0.201,0.326,0.379,0.5
243,-0.11,0.017,0.056,0.048,-0.002,0.17,0.221,0.126,0.076,0.267,0.062,0.07,0.042,0.079,0.075,0.086,0.366,0.212,0.24,0.22,0.227,0.105,0.154,0.087,0.293,0.174,0.223,0.251,0.183,0.193,0.332,0.216,0.296,0.178,0.297,0.172,0.159,0.165,0.167,0.169,-0.078,0.237,0.194,0.108,0.71,0.218,0.277,0.408,0.682
244,-0.014,0.042,0.215,0.081,-0.003,0.172,0.203,0.236,0.083,0.107,0.039,0.087,0.049,0.07,0.071,0.115,0.26,0.279,0.252,0.208,0.181,0.066,0.127,0.118,0.298,0.133,0.198,0.208,0.164,0.203,0.337,0.221,0.302,0.181,0.302,0.234,0.162,0.168,0.171,0.173,-0.056,0.275,0.196,0.136,0.711,0.241,0.291,0.396,0.714
245,-0.024,0.078,0.252,0.075,0.026,0.077,0.187,0.239,0.084,0.007,0.05,0.089,0.05,0.065,0.072,0.12,0.18,0.236,0.216,0.169,0.162,0.117,0.058,0.139,0.301,0.348,0.158,0.143,0.143,0.172,0.339,0.225,0.305,0.182,0.305,0.248,0.164,0.168,0.172,0.176,0.065,0.26,0.188,0.092,0.553,0.238,0.28,0.24,0.497
246,0.102,0.087,0.328,0.047,0.051,0.044,0.226,0.201,0.05,0.044,0.063,0.095,0.059,0.072,0.084,0.096,0.187,0.241,0.21,0.149,0.168,0.198,0.112,0.135,0.305,0.325,0.037,0.073,0.137,0.16,0.344,0.227,0.309,0.184,0.309,0.157,0.166,0.17,0.174,0.177,0.202,0.228,0.175,0.08,0.399,0.247,0.273,0.198,0.312
247,0.208,0.091,0.256,0.043,0.042,0.002,0.293,0.114,0.029,0.067,0.074,0.086,0.064,0.08,0.088,0.061,0.178,0.222,0.227,0.175,0.182,0.255,0.097,0.145,0.309,0.193,0.08,0.137,0.099,0.146,0.351,0.232,0.313,0.185,0.315,0.106,0.169,0.174,0.177,0.179,0.364,0.226,0.144,0.046,0.462,0.298,0.31,0.218,0.578
248,0.132,0.047,0.064,0.052,0.041,0.152,0.111,0.079,0.039,0.148,0.071,0.069,0.071,0.094,0.095,0.063,0.18,0.169,0.192,0.178,0.169,0.379,0.13,0.135,0.316,0.157,0.26,0.202,0.142,0.149,0.361,0.242,0.319,0.19,0.322,0.137,0.173,0.179,0.179,0.182,0.448,0.192,0.169,0.082,0.552,0.273,0.308,0.215,0.733
249,0.036,0.013,0.088,0.074,0.03,0.118,0.127,0.13,0.044,0.102,0.067,0.058,0.071,0.091,0.086,0.092,0.135,0.171,0.156,0.16,0.18,0.323,0.118,0.139,0.319,0.13,0.336,0.219,0.156,0.179,0.363,0.247,0.325,0.194,0.326,0.151,0.176,0.18,0.182,0.186,0.235,0.184,0.146,0.111,0.494,0.253,0.308,0.22,0.612
250,-0.046,0.01,0.057,0.066,0.0,-0.027,0.235,-0.034,0.043,0.151,0.047,0.065,0.085,0.091,0.06,0.092,0.122,0.141,0.125,0.11,0.171,0.151,0.093,0.131,0.316,0.209,0.338,0.191,0.161,0.2,0.36,0.246,0.323,0.197,0.327,0.214,0.175,0.18,0.182,0.187,0.118,0.168,0.14,0.146,0.446,0.203,0.307,0.344,0.545
251,-0.01,0.003,0.033,0.056,-0.006,0.005,0.272,-0.02,0.049,0.194,0.053,0.07,0.078,0.08,0.07,0.068,0.093,0.129,0.137,0.118,0.171,0.067,0.093,0.152,0.316,0.169,0.233,0.17,0.152,0.213,0.358,0.243,0.319,0.197,0.326,0.246,0.174,0.18,0.182,0.186,0.093,0.211,0.181,0.155,0.444,0.251,0.368,0.385,0.573
252,0.117,0.003,-0.05,0.047,-0.01,0.068,0.14,0.053,0.077,0.066,0.057,0.089,0.067,0.071,0.089,0.045,0.127,0.136,0.155,0.118,0.16,0.048,0.164,0.198,0.318,0.053,0.243,0.17,0.188,0.242,0.365,0.246,0.319,0.197,0.331,0.228,0.176,0.181,0.184,0.187,0.116,0.292,0.21,0.148,0.661,0.333,0.393,0.387,0.841
253,0.141,-0.001,-0.079,0.04,-0.002,0.089,-0.048,0.141,0.096,0.152,0.077,0.086,0.065,0.068,0.102,0.042,0.165,0.15,0.145,0.128,0.115,0.185,0.283,0.207,0.33,0.071,0.208,0.203,0.228,0.278,0.373,0.258,0.325,0.198,0.337,0.236,0.181,0.185,0.189,0.191,0.258,0.35,0.286,0.157,0.818,0.35,0.441,0.431,1.009
254,0.163,0.016,0.002,0.053,0.025,0.163,-0.017,0.132,0.081,0.284,0.105,0.104,0.063,0.088,0.083,0.056,0.171,0.217,0.146,0.121,0.096,0.342,0.328,0.223,0.336,0.264,0.399,0.326,0.315,0.329,0.376,0.266,0.336,0.199,0.343,0.247,0.186,0.187,0.193,0.196,0.372,0.411,0.324,0.155,0.764,0.389,0.489,0.428,1.031
255,0.157,0.033,0.12,0.066,0.034,0.22,0.2,0.136,0.096,0.56,0.094,0.12,0.095,0.123,0.05,0.071,0.181,0.212,0.155,0.107,0.116,0.46,0.356,0.213,0.331,0.374,0.526,0.404,0.406,0.446,0.368,0.261,0.337,0.199,0.338,0.183,0.185,0.185,0.19,0.194,0.484,0.444,0.388,0.178,0.593,0.404,0.587,0.466,0.919
256,0.088,0.022,0.195,0.09,0.059,0.238,0.333,0.212,0.11,0.706,0.095,0.109,0.092,0.103,0.064,0.065,0.133,0.149,0.132,0.116,0.127,0.506,0.446,0.274,0.321,0.423,0.701,0.496,0.532,0.657,0.354,0.25,0.325,0.195,0.33,0.258,0.178,0.181,0.183,0.187,0.47,0.529,0.468,0.17,0.685,0.506,0.694,0.482,0.836
257,0.051,0.04,0.204,0.078,0.048,0.2,0.448,0.308,0.105,0.874,0.105,0.106,0.079,0.078,0.071,0.075,0.124,0.099,0.139,0.104,0.13,0.643,0.618,0.432,0.315,0.674,0.943,0.698,0.789,0.946,0.35,0.244,0.316,0.192,0.326,0.38,0.175,0.18,0.181,0.187,0.514,0.692,0.557,0.166,1.026,0.606,0.732,0.553,1.006
258,0.003,0.033,0.123,0.067,0.059,0.08,0.329,0.295,0.099,1.125,0.107,0.086,0.076,0.055,0.081,0.082,0.111,0.13,0.151,0.125,0.131,0.797,0.889,0.7,0.327,0.912,1.233,1.044,1.081,1.239,0.361,0.258,0.324,0.197,0.336,0.555,0.18,0.187,0.188,0.194,0.562,0.897,0.729,0.2,1.357,0.766,0.953,0.792,1.172
259,-0.033,0.061,0.018,0.044,0.063,0.136,0.318,0.274,0.092,1.495,0.09,0.112,0.056,0.078,0.071,0.06,0.151,0.185,0.157,0.144,0.135,1.184,1.245,1.143,0.35,1.347,1.599,1.523,1.407,1.49,0.387,0.283,0.348,0.206,0.358,0.772,0.191,0.198,0.199,0.207,0.945,1.13,0.983,0.357,1.554,1.009,1.252,1.064,1.386
260,-0.057,0.085,0.016,0.05,0.05,0.155,0.433,0.245,0.141,1.919,0.087,0.132,0.064,0.104,0.076,0.066,0.178,0.166,0.146,0.162,0.149,1.587,1.595,1.508,0.366,1.731,1.754,1.772,1.613,1.6,0.403,0.296,0.366,0.213,0.373,0.782,0.2,0.205,0.206,0.212,1.331,1.372,1.252,0.618,1.542,1.275,1.479,1.312,1.587
261,-0.003,0.045,0.079,0.069,0.062,0.248,0.32,0.243,0.175,2.072,0.092,0.159,0.067,0.099,0.097,0.075,0.178,0.152,0.142,0.157,0.161,1.742,1.789,1.668,0.36,1.863,1.774,1.736,1.684,1.559,0.396,0.289,0.36,0.211,0.367,1.079,0.197,0.201,0.201,0.207,1.48,1.558,1.424,0.877,1.573,1.447,1.553,1.492,1.768
262,0.061,0.03,0.125,0.061,0.045,0.453,0.639,0.184,0.228,2.096,0.126,0.172,0.085,0.098,0.104,0.08,0.187,0.097,0.143,0.155,0.15,1.728,1.783,1.62,0.335,1.874,1.653,1.55,1.613,1.39,0.367,0.266,0.336,0.2,0.343,1.331,0.184,0.188,0.188,0.195,1.537,1.608,1.441,1.097,1.584,1.464,1.445,1.563,1.773
263,0.213,-0.01,0.151,0.056,0.06,0.665,0.663,0.221,0.306,1.939,0.137,0.251,0.104,0.108,0.105,0.09,0.152,0.141,0.162,0.185,0.165,1.66,1.689,1.452,0.307,1.617,1.483,1.356,1.432,1.178,0.336,0.242,0.309,0.187,0.317,1.49,0.17,0.176,0.177,0.181,1.44,1.49,1.346,1.274,1.55,1.402,1.39,1.567,1.611
264,0.29,0.021,0.193,0.045,0.064,1.015,0.87,0.428,0.518,1.808,0.125,0.441,0.122,0.119,0.103,0.099,0.153,0.183,0.18,0.193,0.179,1.649,1.57,1.346,0.289,1.39,1.299,1.235,1.269,1.031,0.315,0.224,0.289,0.176,0.299,1.569,0.161,0.168,0.168,0.171,1.514,1.267,1.214,1.396,1.409,1.26,1.313,1.455,1.321
265,0.395,0.093,0.267,0.146,0.141,1.26,1.106,0.864,0.833,1.72,0.118,0.768,0.139,0.14,0.103,0.122,0.156,0.199,0.193,0.21,0.189,1.554,1.477,1.275,0.285,1.37,1.199,1.135,1.144,0.923,0.31,0.217,0.282,0.172,0.292,1.462,0.158,0.165,0.166,0.166,1.479,1.059,1.034,1.438,1.143,1.086,1.146,1.311,1.172
266,0.744,0.253,0.436,0.298,0.296,1.476,1.271,1.272,1.154,1.585,0.113,1.127,0.148,0.144,0.115,0.154,0.21,0.249,0.239,0.219,0.202,1.428,1.408,1.224,0.283,1.373,1.119,1.062,1.076,0.851,0.307,0.21,0.278,0.169,0.287,1.367,0.154,0.16,0.161,0.164,1.366,0.917,0.89,1.386,0.948,0.914,0.978,1.149,0.968
267,1.174,0.513,0.652,0.522,0.513,1.619,1.631,1.55,1.437,1.503,0.153,1.38,0.161,0.133,0.151,0.177,0.274,0.305,0.306,0.31,0.273,1.293,1.37,1.199,0.264,1.36,1.078,1.035,1.038,0.803,0.29,0.194,0.262,0.16,0.271,1.232,0.146,0.148,0.149,0.155,1.198,0.798,0.771,1.29,0.818,0.787,0.839,0.996,0.827
268,1.468,0.807,0.909,0.791,0.777,1.618,1.719,1.601,1.567,1.448,0.204,1.495,0.187,0.155,0.196,0.208,0.418,0.387,0.395,0.443,0.413,1.289,1.381,1.189,0.235,1.371,1.056,1.019,1.02,0.777,0.262,0.167,0.237,0.144,0.243,1.104,0.132,0.133,0.136,0.141,1.104,0.711,0.686,1.185,0.723,0.691,0.727,0.879,0.737
269,1.535,1.044,1.157,1.011,0.98,1.62,1.667,1.558,1.557,1.432,0.225,1.451,0.203,0.169,0.205,0.233,0.547,0.534,0.486,0.521,0.536,1.285,1.388,1.193,0.21,1.345,1.048,1.024,1.021,0.767,0.235,0.141,0.213,0.129,0.216,1.031,0.118,0.121,0.123,0.127,1.014,0.648,0.627,1.098,0.654,0.619,0.652,0.787,0.662
270,1.524,1.184,1.306,1.181,1.153,1.571,1.635,1.513,1.507,1.463,0.266,1.405,0.241,0.253,0.228,0.29,0.698,0.7,0.612,0.666,0.672,1.318,1.384,1.216,0.191,1.347,1.061,1.035,1.035,0.769,0.216,0.123,0.194,0.118,0.196,1.001,0.107,0.112,0.114,0.118,0.972,0.613,0.594,1.052,0.611,0.578,0.611,0.74,0.623
271,1.718,1.278,1.518,1.27,1.227,1.567,1.567,1.41,1.484,1.502,0.475,1.384,0.419,0.462,0.429,0.499,0.919,0.957,0.889,0.905,0.9,1.362,1.416,1.249,0.17,1.397,1.081,1.057,1.071,0.78,0.192,0.1,0.173,0.107,0.173,1.006,0.094,0.099,0.104,0.107,0.968,0.605,0.585,1.051,0.588,0.557,0.586,0.712,0.605
272,1.854,1.312,1.567,1.289,1.229,1.59,1.543,1.437,1.514,1.519,0.849,1.398,0.773,0.814,0.801,0.854,1.117,1.204,1.202,1.194,1.173,1.412,1.437,1.281,0.131,1.453,1.115,1.083,1.09,0.791,0.151,0.062,0.136,0.087,0.135,1.011,0.075,0.076,0.083,0.085,0.98,0.606,0.584,1.051,0.569,0.538,0.568,0.687,0.583
273,1.752,1.3,1.408,1.245,1.195,1.612,1.562,1.4,1.522,1.487,1.212,1.417,1.183,1.188,1.183,1.225,1.259,1.26,1.356,1.345,1.324,1.436,1.456,1.302,0.092,1.507,1.136,1.106,1.113,0.805,0.105,0.02,0.099,0.065,0.094,1.026,0.053,0.053,0.062,0.061,0.989,0.608,0.584,1.057,0.551,0.517,0.546,0.659,0.56
274,1.683,1.243,1.132,1.191,1.136,1.582,1.525,1.374,1.484,1.528,1.377,1.396,1.403,1.388,1.369,1.421,1.174,1.195,1.268,1.244,1.245,1.463,1.464,1.317,0.065,1.51,1.158,1.116,1.13,0.816,0.076,-0.009,0.073,0.051,0.067,1.013,0.039,0.038,0.047,0.046,0.983,0.605,0.582,1.053,0.534,0.498,0.526,0.63,0.538
275,1.635,1.196,1.25,1.177,1.154,1.508,1.497,1.33,1.42,1.556,1.308,1.348,1.381,1.363,1.308,1.398,0.99,0.988,1.032,1.034,1.029,1.471,1.463,1.341,0.049,1.507,1.19,1.13,1.148,0.833,0.062,-0.023,0.06,0.042,0.053,0.991,0.032,0.03,0.039,0.039,0.972,0.597,0.576,1.046,0.508,0.476,0.507,0.6,0.512
276,1.697,1.272,1.549,1.237,1.238,1.409,1.432,1.258,1.368,1.635,1.148,1.284,1.222,1.204,1.161,1.231,0.81,0.813,0.841,0.853,0.849,1.463,1.494,1.362,0.043,1.498,1.209,1.152,1.169,0.851,0.054,-0.03,0.052,0.037,0.045,0.969,0.028,0.027,0.036,0.036,0.96,0.588,0.566,1.035,0.482,0.453,0.482,0.57,0.493
277,1.662,1.336,1.643,1.323,1.332,1.348,1.366,1.245,1.333,1.65,0.986,1.228,1.051,1.033,1.002,1.047,0.684,0.681,0.709,0.718,0.713,1.49,1.521,1.385,0.037,1.491,1.23,1.17,1.186,0.867,0.051,-0.032,0.046,0.034,0.039,0.954,0.025,0.024,0.033,0.034,0.955,0.579,0.558,1.022,0.462,0.436,0.464,0.547,0.476
278,1.523,1.323,1.606,1.359,1.35,1.359,1.343,1.229,1.328,1.63,0.856,1.209,0.922,0.896,0.87,0.912,0.59,0.583,0.613,0.617,0.614,1.503,1.511,1.394,0.034,1.478,1.253,1.198,1.206,0.886,0.047,-0.033,0.042,0.033,0.036,0.971,0.024,0.023,0.032,0.032,0.955,0.584,0.56,1.026,0.46,0.432,0.46,0.543,0.474
279,1.547,1.275,1.324,1.34,1.257,1.42,1.344,1.226,1.359,1.67,0.763,1.225,0.819,0.795,0.774,0.814,0.525,0.518,0.545,0.546,0.544,1.552,1.486,1.408,0.031,1.498,1.274,1.217,1.23,0.903,0.046,-0.033,0.041,0.034,0.034,1.001,0.024,0.022,0.031,0.031,0.954,0.601,0.576,1.045,0.476,0.448,0.474,0.562,0.487
280,1.493,1.187,1.263,1.237,1.148,1.489,1.379,1.268,1.402,1.585,0.695,1.282,0.743,0.722,0.703,0.743,0.48,0.473,0.495,0.496,0.495,1.535,1.512,1.416,0.028,1.473,1.293,1.234,1.239,0.92,0.043,-0.036,0.04,0.033,0.032,1.042,0.023,0.021,0.03,0.03,0.976,0.622,0.599,1.084,0.5,0.473,0.498,0.591,0.505
281,1.516,1.143,1.318,1.125,1.112,1.552,1.431,1.313,1.432,1.575,0.643,1.341,0.688,0.667,0.651,0.69,0.446,0.44,0.458,0.459,0.458,1.506,1.578,1.412,0.027,1.494,1.305,1.24,1.239,0.926,0.039,-0.041,0.038,0.031,0.03,1.064,0.021,0.02,0.026,0.029,1.019,0.638,0.616,1.111,0.521,0.492,0.52,0.616,0.523
282,1.516,1.156,1.363,1.133,1.13,1.55,1.471,1.345,1.457,1.548,0.604,1.362,0.646,0.627,0.609,0.648,0.419,0.414,0.431,0.431,0.429,1.509,1.635,1.409,0.026,1.53,1.276,1.234,1.226,0.918,0.037,-0.045,0.035,0.03,0.029,1.054,0.019,0.018,0.022,0.028,1.036,0.638,0.618,1.108,0.52,0.491,0.517,0.614,0.522
283,1.516,1.237,1.468,1.244,1.234,1.449,1.43,1.298,1.401,1.579,0.573,1.298,0.612,0.597,0.577,0.616,0.396,0.393,0.41,0.41,0.407,1.481,1.619,1.383,0.026,1.554,1.256,1.215,1.203,0.902,0.035,-0.045,0.035,0.029,0.028,1.009,0.019,0.018,0.022,0.027,1.004,0.615,0.594,1.067,0.488,0.459,0.485,0.58,0.491
284,1.631,1.353,1.511,1.371,1.334,1.273,1.274,1.146,1.249,1.589,0.548,1.14,0.585,0.57,0.553,0.588,0.38,0.376,0.392,0.393,0.39,1.495,1.546,1.359,0.026,1.559,1.22,1.185,1.176,0.878,0.035,-0.042,0.034,0.029,0.028,0.941,0.018,0.019,0.023,0.027,0.925,0.573,0.551,0.99,0.435,0.408,0.432,0.519,0.443
285,1.631,1.389,1.473,1.41,1.351,1.044,1.07,0.964,1.055,1.583,0.526,0.954,0.56,0.546,0.531,0.563,0.365,0.36,0.374,0.376,0.374,1.481,1.487,1.329,0.025,1.515,1.181,1.149,1.153,0.856,0.033,-0.041,0.032,0.026,0.027,0.863,0.017,0.019,0.022,0.025,0.838,0.525,0.503,0.913,0.377,0.353,0.374,0.451,0.386
286,1.554,1.337,1.471,1.364,1.315,0.89,0.901,0.808,0.871,1.549,0.502,0.8,0.535,0.52,0.508,0.538,0.348,0.345,0.357,0.359,0.357,1.454,1.487,1.31,0.023,1.484,1.171,1.116,1.14,0.835,0.034,-0.04,0.029,0.024,0.026,0.797,0.017,0.017,0.021,0.024,0.782,0.486,0.465,0.849,0.334,0.31,0.332,0.398,0.345
287,1.405,1.263,1.422,1.325,1.238,0.804,0.825,0.735,0.796,1.551,0.472,0.725,0.503,0.489,0.478,0.507,0.329,0.325,0.336,0.337,0.336,1.409,1.46,1.289,0.021,1.43,1.142,1.092,1.115,0.814,0.034,-0.041,0.027,0.024,0.024,0.765,0.016,0.015,0.02,0.023,0.747,0.464,0.444,0.812,0.31,0.29,0.312,0.37,0.324
288,1.418,1.258,1.404,1.313,1.227,0.829,0.851,0.763,0.823,1.52,0.434,0.75,0.464,0.45,0.44,0.468,0.303,0.299,0.311,0.31,0.31,1.349,1.428,1.26,0.021,1.41,1.133,1.064,1.084,0.793,0.033,-0.042,0.027,0.024,0.023,0.76,0.016,0.014,0.021,0.025,0.744,0.461,0.44,0.807,0.311,0.293,0.316,0.374,0.327
