289,1.508,1.255,1.392,1.298,1.228,0.98,0.996,0.892,0.955,1.425,0.391,0.877,0.417,0.404,0.395,0.422,0.274,0.27,0.281,0.279,0.279,1.318,1.367,1.217,0.019,1.374,1.097,1.034,1.047,0.77,0.03,-0.045,0.027,0.023,0.022,0.786,0.015,0.012,0.022,0.025,0.77,0.474,0.456,0.834,0.34,0.322,0.346,0.409,0.356
290,1.564,1.269,1.383,1.29,1.236,1.126,1.122,1.02,1.088,1.384,0.347,1.002,0.368,0.356,0.35,0.374,0.243,0.24,0.25,0.247,0.247,1.27,1.307,1.161,0.017,1.329,1.043,0.99,0.999,0.738,0.026,-0.047,0.027,0.022,0.02,0.804,0.014,0.01,0.021,0.024,0.79,0.487,0.471,0.851,0.37,0.352,0.374,0.442,0.383
291,1.499,1.234,1.345,1.239,1.201,1.107,1.089,0.995,1.065,1.292,0.306,0.981,0.322,0.312,0.307,0.329,0.215,0.212,0.219,0.217,0.217,1.201,1.238,1.09,0.016,1.25,0.967,0.926,0.933,0.693,0.023,-0.047,0.026,0.022,0.019,0.767,0.013,0.011,0.021,0.022,0.753,0.47,0.455,0.808,0.361,0.341,0.364,0.429,0.371
292,1.227,1.066,1.177,1.086,1.039,0.869,0.857,0.779,0.841,1.213,0.27,0.77,0.282,0.273,0.27,0.289,0.19,0.188,0.193,0.191,0.191,1.093,1.137,0.992,0.015,1.121,0.871,0.839,0.844,0.632,0.021,-0.046,0.023,0.023,0.018,0.66,0.012,0.013,0.02,0.021,0.65,0.412,0.397,0.692,0.301,0.281,0.305,0.353,0.31
293,0.866,0.788,0.901,0.816,0.761,0.528,0.539,0.482,0.523,1.074,0.238,0.475,0.248,0.24,0.239,0.257,0.167,0.166,0.172,0.169,0.17,0.966,1.009,0.868,0.014,0.984,0.768,0.733,0.737,0.558,0.021,-0.046,0.022,0.023,0.017,0.52,0.012,0.015,0.019,0.022,0.508,0.331,0.317,0.542,0.217,0.196,0.221,0.253,0.226
294,0.517,0.46,0.539,0.488,0.448,0.272,0.299,0.252,0.274,0.916,0.209,0.248,0.218,0.21,0.211,0.227,0.147,0.146,0.151,0.149,0.149,0.828,0.866,0.732,0.012,0.845,0.658,0.622,0.627,0.479,0.021,-0.046,0.021,0.021,0.016,0.396,0.012,0.014,0.018,0.021,0.382,0.259,0.248,0.415,0.15,0.129,0.153,0.171,0.159
295,0.267,0.242,0.28,0.255,0.23,0.139,0.164,0.131,0.142,0.775,0.178,0.128,0.186,0.179,0.181,0.195,0.126,0.126,0.13,0.129,0.129,0.692,0.72,0.601,0.012,0.707,0.546,0.515,0.519,0.403,0.021,-0.046,0.023,0.02,0.015,0.308,0.012,0.012,0.017,0.02,0.292,0.206,0.199,0.321,0.109,0.091,0.113,0.123,0.119
296,0.144,0.136,0.161,0.143,0.128,0.079,0.101,0.076,0.083,0.639,0.146,0.074,0.152,0.146,0.149,0.161,0.103,0.105,0.107,0.107,0.107,0.562,0.585,0.482,0.012,0.581,0.443,0.417,0.42,0.33,0.018,-0.048,0.023,0.02,0.013,0.245,0.011,0.01,0.017,0.02,0.227,0.168,0.162,0.252,0.084,0.069,0.09,0.093,0.094
297,0.087,0.085,0.102,0.09,0.082,0.05,0.071,0.05,0.054,0.519,0.118,0.049,0.119,0.117,0.121,0.128,0.083,0.085,0.088,0.085,0.087,0.449,0.465,0.379,0.012,0.465,0.353,0.329,0.333,0.267,0.015,-0.051,0.02,0.019,0.011,0.194,0.011,0.009,0.016,0.02,0.177,0.137,0.133,0.197,0.067,0.055,0.075,0.072,0.078
298,0.054,0.058,0.069,0.06,0.054,0.032,0.055,0.036,0.038,0.413,0.095,0.036,0.094,0.093,0.099,0.104,0.068,0.069,0.072,0.069,0.071,0.354,0.363,0.293,0.009,0.364,0.277,0.254,0.26,0.214,0.014,-0.053,0.018,0.016,0.01,0.153,0.01,0.009,0.013,0.02,0.137,0.11,0.108,0.152,0.053,0.044,0.063,0.055,0.063
299,0.035,0.042,0.052,0.045,0.039,0.023,0.046,0.026,0.028,0.33,0.08,0.028,0.08,0.078,0.084,0.089,0.06,0.06,0.063,0.061,0.062,0.278,0.286,0.227,0.009,0.287,0.22,0.199,0.205,0.172,0.013,-0.053,0.016,0.015,0.011,0.122,0.011,0.01,0.012,0.021,0.108,0.089,0.09,0.12,0.045,0.038,0.055,0.045,0.055
300,0.025,0.033,0.041,0.035,0.029,0.017,0.04,0.02,0.023,0.263,0.07,0.023,0.071,0.068,0.074,0.08,0.054,0.055,0.057,0.055,0.056,0.218,0.225,0.176,0.009,0.225,0.173,0.156,0.161,0.138,0.011,-0.051,0.016,0.016,0.012,0.097,0.012,0.011,0.014,0.02,0.085,0.073,0.075,0.094,0.039,0.033,0.047,0.039,0.048
301,0.019,0.026,0.034,0.027,0.023,0.013,0.036,0.018,0.019,0.213,0.063,0.019,0.063,0.061,0.067,0.074,0.049,0.051,0.052,0.049,0.051,0.173,0.179,0.137,0.009,0.179,0.138,0.123,0.127,0.11,0.01,-0.05,0.016,0.017,0.011,0.08,0.012,0.011,0.016,0.02,0.068,0.06,0.062,0.074,0.036,0.029,0.043,0.034,0.043
302,0.016,0.022,0.028,0.021,0.019,0.01,0.032,0.016,0.016,0.176,0.059,0.016,0.058,0.056,0.063,0.069,0.045,0.047,0.049,0.044,0.047,0.14,0.144,0.109,0.008,0.142,0.111,0.1,0.102,0.089,0.012,-0.048,0.015,0.017,0.011,0.067,0.012,0.011,0.015,0.018,0.053,0.049,0.053,0.059,0.032,0.025,0.04,0.029,0.04
303,0.011,0.02,0.023,0.018,0.016,0.008,0.028,0.012,0.014,0.149,0.056,0.015,0.054,0.053,0.061,0.066,0.043,0.046,0.047,0.042,0.044,0.113,0.117,0.089,0.004,0.118,0.091,0.081,0.084,0.073,0.014,-0.046,0.014,0.017,0.01,0.058,0.01,0.009,0.012,0.018,0.043,0.041,0.045,0.049,0.027,0.022,0.038,0.023,0.037
304,0.006,0.018,0.02,0.017,0.014,0.007,0.027,0.009,0.013,0.132,0.054,0.014,0.052,0.052,0.06,0.064,0.043,0.045,0.046,0.041,0.043,0.095,0.099,0.076,0.004,0.101,0.078,0.069,0.072,0.063,0.015,-0.045,0.015,0.018,0.011,0.052,0.01,0.007,0.012,0.018,0.038,0.035,0.039,0.042,0.026,0.022,0.037,0.019,0.035
305,0.003,0.016,0.017,0.016,0.011,0.006,0.026,0.008,0.013,0.118,0.052,0.014,0.05,0.051,0.059,0.061,0.041,0.043,0.045,0.041,0.043,0.083,0.086,0.067,0.005,0.09,0.069,0.059,0.062,0.054,0.016,-0.044,0.016,0.016,0.011,0.048,0.01,0.008,0.015,0.022,0.035,0.031,0.035,0.036,0.026,0.021,0.035,0.018,0.034
306,0.001,0.013,0.015,0.014,0.009,0.006,0.025,0.009,0.012,0.11,0.05,0.013,0.049,0.05,0.056,0.059,0.038,0.04,0.043,0.04,0.042,0.075,0.077,0.06,0.007,0.08,0.063,0.052,0.055,0.047,0.015,-0.044,0.016,0.016,0.01,0.045,0.01,0.007,0.017,0.022,0.031,0.028,0.032,0.031,0.027,0.02,0.034,0.017,0.034
307,0.001,0.012,0.013,0.012,0.008,0.007,0.025,0.008,0.01,0.102,0.048,0.011,0.046,0.048,0.054,0.057,0.036,0.038,0.042,0.039,0.041,0.067,0.07,0.054,0.007,0.072,0.057,0.045,0.05,0.042,0.015,-0.046,0.013,0.015,0.009,0.041,0.008,0.006,0.014,0.019,0.025,0.025,0.029,0.027,0.024,0.018,0.031,0.015,0.032
308,0.002,0.012,0.014,0.012,0.009,0.006,0.024,0.007,0.008,0.095,0.048,0.011,0.045,0.047,0.054,0.057,0.036,0.038,0.041,0.038,0.04,0.06,0.066,0.05,0.007,0.065,0.052,0.042,0.047,0.039,0.013,-0.046,0.011,0.013,0.008,0.036,0.007,0.006,0.01,0.017,0.021,0.022,0.027,0.025,0.022,0.017,0.028,0.013,0.03
309,0.003,0.012,0.013,0.011,0.009,0.004,0.023,0.008,0.009,0.091,0.047,0.011,0.045,0.046,0.054,0.057,0.037,0.038,0.041,0.038,0.04,0.057,0.063,0.048,0.005,0.063,0.048,0.041,0.045,0.038,0.013,-0.045,0.01,0.014,0.009,0.033,0.008,0.006,0.008,0.015,0.02,0.019,0.026,0.024,0.021,0.018,0.027,0.011,0.027
310,0.003,0.012,0.013,0.012,0.01,0.003,0.022,0.009,0.009,0.088,0.048,0.012,0.045,0.046,0.055,0.056,0.039,0.039,0.041,0.038,0.041,0.056,0.062,0.048,0.005,0.065,0.046,0.042,0.045,0.038,0.014,-0.046,0.012,0.013,0.01,0.034,0.009,0.006,0.007,0.016,0.021,0.018,0.026,0.024,0.022,0.019,0.028,0.012,0.028
311,0.002,0.011,0.012,0.011,0.009,0.002,0.021,0.008,0.009,0.088,0.047,0.012,0.044,0.045,0.053,0.055,0.039,0.039,0.041,0.038,0.04,0.056,0.062,0.047,0.004,0.063,0.046,0.042,0.045,0.036,0.012,-0.046,0.013,0.013,0.01,0.033,0.009,0.007,0.008,0.014,0.022,0.016,0.025,0.024,0.02,0.019,0.027,0.013,0.028
312,0.002,0.011,0.013,0.01,0.009,0.004,0.022,0.007,0.009,0.09,0.045,0.011,0.044,0.046,0.052,0.054,0.038,0.039,0.04,0.038,0.04,0.055,0.061,0.048,0.006,0.063,0.046,0.042,0.046,0.035,0.011,-0.044,0.013,0.011,0.01,0.036,0.008,0.007,0.009,0.015,0.022,0.017,0.024,0.023,0.019,0.017,0.027,0.013,0.029
313,0.004,0.011,0.013,0.01,0.009,0.005,0.024,0.007,0.009,0.092,0.044,0.01,0.043,0.045,0.051,0.053,0.038,0.039,0.039,0.037,0.039,0.055,0.062,0.047,0.008,0.061,0.045,0.041,0.045,0.034,0.009,-0.042,0.012,0.012,0.009,0.034,0.007,0.007,0.011,0.017,0.022,0.016,0.023,0.022,0.02,0.016,0.027,0.014,0.03
314,0.005,0.011,0.013,0.011,0.01,0.005,0.024,0.009,0.01,0.094,0.044,0.01,0.043,0.044,0.051,0.054,0.037,0.038,0.039,0.036,0.039,0.057,0.062,0.048,0.01,0.064,0.046,0.041,0.045,0.035,0.009,-0.04,0.011,0.014,0.009,0.035,0.008,0.008,0.013,0.018,0.023,0.017,0.023,0.022,0.023,0.016,0.03,0.015,0.032
315,0.005,0.011,0.012,0.011,0.01,0.006,0.023,0.009,0.009,0.092,0.044,0.01,0.043,0.043,0.051,0.054,0.036,0.036,0.039,0.036,0.038,0.056,0.061,0.049,0.009,0.065,0.047,0.039,0.042,0.035,0.008,-0.038,0.012,0.016,0.008,0.034,0.008,0.009,0.014,0.019,0.024,0.017,0.023,0.021,0.024,0.016,0.03,0.015,0.032
316,0.002,0.01,0.01,0.01,0.008,0.005,0.02,0.01,0.008,0.089,0.042,0.01,0.04,0.042,0.049,0.052,0.034,0.034,0.037,0.034,0.036,0.053,0.059,0.047,0.006,0.064,0.048,0.038,0.04,0.033,0.01,-0.038,0.012,0.014,0.007,0.032,0.007,0.008,0.011,0.016,0.022,0.016,0.022,0.02,0.023,0.016,0.028,0.012,0.029
317,-0.001,0.009,0.009,0.01,0.006,0.004,0.019,0.009,0.006,0.086,0.04,0.009,0.038,0.041,0.047,0.05,0.032,0.032,0.035,0.032,0.036,0.05,0.057,0.045,0.007,0.063,0.047,0.036,0.039,0.032,0.013,-0.037,0.012,0.011,0.006,0.032,0.005,0.008,0.007,0.015,0.019,0.016,0.021,0.019,0.024,0.014,0.026,0.01,0.026
318,-0.003,0.008,0.008,0.009,0.006,0.004,0.018,0.009,0.004,0.086,0.038,0.008,0.037,0.04,0.046,0.048,0.031,0.031,0.034,0.03,0.034,0.051,0.057,0.043,0.006,0.062,0.045,0.036,0.039,0.031,0.016,-0.039,0.011,0.009,0.006,0.031,0.004,0.007,0.007,0.015,0.016,0.015,0.02,0.018,0.023,0.013,0.024,0.009,0.025
319,-0.004,0.007,0.008,0.008,0.006,0.002,0.017,0.006,0.004,0.085,0.038,0.007,0.037,0.039,0.045,0.048,0.03,0.03,0.034,0.03,0.033,0.05,0.057,0.044,0.004,0.062,0.042,0.036,0.039,0.032,0.013,-0.041,0.009,0.008,0.006,0.029,0.005,0.005,0.005,0.013,0.015,0.014,0.02,0.018,0.021,0.015,0.022,0.009,0.024
320,-0.004,0.008,0.009,0.008,0.006,0.0,0.017,0.004,0.005,0.082,0.039,0.008,0.037,0.04,0.045,0.05,0.031,0.031,0.035,0.033,0.034,0.051,0.057,0.046,0.004,0.062,0.042,0.038,0.04,0.032,0.009,-0.04,0.01,0.011,0.008,0.029,0.006,0.005,0.008,0.014,0.017,0.015,0.021,0.021,0.021,0.016,0.022,0.01,0.022
321,-0.002,0.008,0.008,0.009,0.007,-0.001,0.017,0.004,0.007,0.08,0.04,0.009,0.037,0.04,0.046,0.051,0.032,0.032,0.036,0.034,0.035,0.05,0.057,0.049,0.005,0.064,0.043,0.039,0.042,0.032,0.008,-0.038,0.009,0.011,0.008,0.032,0.007,0.005,0.009,0.013,0.02,0.016,0.022,0.023,0.02,0.018,0.023,0.012,0.023
322,-0.002,0.008,0.007,0.01,0.007,-0.001,0.014,0.004,0.007,0.079,0.04,0.009,0.036,0.039,0.046,0.05,0.032,0.033,0.035,0.032,0.036,0.05,0.058,0.049,0.006,0.062,0.044,0.039,0.043,0.032,0.009,-0.036,0.009,0.012,0.007,0.034,0.007,0.007,0.008,0.013,0.021,0.016,0.021,0.022,0.02,0.017,0.024,0.013,0.024
323,-0.003,0.007,0.007,0.01,0.007,0.0,0.015,0.005,0.007,0.08,0.038,0.009,0.036,0.039,0.045,0.047,0.032,0.032,0.034,0.03,0.033,0.051,0.059,0.047,0.005,0.061,0.043,0.038,0.042,0.03,0.009,-0.036,0.01,0.013,0.005,0.032,0.006,0.006,0.008,0.012,0.022,0.015,0.019,0.02,0.02,0.015,0.024,0.012,0.025
324,-0.005,0.006,0.007,0.008,0.006,-0.001,0.015,0.004,0.006,0.082,0.036,0.008,0.035,0.037,0.043,0.044,0.029,0.029,0.031,0.029,0.031,0.048,0.058,0.045,0.003,0.059,0.041,0.036,0.04,0.029,0.008,-0.038,0.009,0.01,0.004,0.028,0.005,0.004,0.005,0.012,0.02,0.013,0.017,0.017,0.02,0.014,0.021,0.009,0.024
325,-0.002,0.007,0.008,0.008,0.007,-0.002,0.018,0.005,0.007,0.084,0.036,0.008,0.035,0.036,0.042,0.044,0.028,0.029,0.031,0.03,0.031,0.048,0.057,0.045,0.004,0.061,0.043,0.037,0.039,0.03,0.009,-0.04,0.012,0.012,0.005,0.028,0.005,0.005,0.009,0.015,0.02,0.014,0.018,0.017,0.022,0.013,0.022,0.01,0.026
326,0.002,0.006,0.008,0.008,0.007,0.001,0.019,0.009,0.007,0.085,0.036,0.009,0.034,0.035,0.041,0.044,0.029,0.029,0.031,0.029,0.031,0.049,0.056,0.045,0.008,0.065,0.044,0.038,0.039,0.03,0.011,-0.038,0.013,0.012,0.006,0.029,0.006,0.008,0.012,0.018,0.02,0.015,0.019,0.018,0.024,0.014,0.022,0.011,0.029
327,0.004,0.004,0.007,0.007,0.007,0.002,0.017,0.009,0.004,0.086,0.034,0.008,0.032,0.033,0.04,0.042,0.027,0.027,0.03,0.026,0.03,0.048,0.055,0.044,0.009,0.064,0.044,0.037,0.038,0.03,0.013,-0.036,0.013,0.012,0.005,0.031,0.006,0.01,0.013,0.019,0.021,0.013,0.018,0.018,0.025,0.012,0.022,0.011,0.029
328,0.001,0.004,0.005,0.007,0.005,0.002,0.019,0.008,0.004,0.086,0.031,0.008,0.03,0.032,0.039,0.04,0.026,0.025,0.029,0.025,0.029,0.047,0.055,0.043,0.007,0.062,0.042,0.035,0.037,0.029,0.011,-0.035,0.01,0.011,0.005,0.03,0.005,0.01,0.01,0.017,0.02,0.011,0.018,0.019,0.025,0.012,0.022,0.01,0.027
329,-0.001,0.003,0.003,0.006,0.004,0.001,0.016,0.007,0.004,0.083,0.029,0.007,0.029,0.03,0.037,0.039,0.024,0.023,0.027,0.025,0.027,0.044,0.053,0.043,0.003,0.058,0.039,0.032,0.036,0.028,0.007,-0.034,0.008,0.009,0.005,0.029,0.004,0.007,0.006,0.014,0.019,0.011,0.018,0.017,0.021,0.012,0.021,0.009,0.022
330,-0.001,0.004,0.001,0.005,0.003,0.0,0.014,0.004,0.004,0.08,0.028,0.007,0.028,0.029,0.035,0.038,0.023,0.023,0.027,0.024,0.026,0.043,0.052,0.042,-0.001,0.057,0.037,0.032,0.036,0.027,0.003,-0.035,0.008,0.01,0.005,0.028,0.004,0.004,0.005,0.013,0.016,0.012,0.017,0.016,0.019,0.013,0.022,0.008,0.021
331,-0.003,0.003,0.002,0.004,0.002,-0.002,0.012,0.004,0.005,0.075,0.028,0.006,0.026,0.027,0.034,0.037,0.021,0.023,0.027,0.022,0.026,0.042,0.051,0.041,-0.002,0.056,0.037,0.032,0.036,0.027,0.004,-0.035,0.007,0.009,0.005,0.026,0.004,0.002,0.004,0.009,0.013,0.012,0.018,0.016,0.019,0.013,0.021,0.006,0.019
332,-0.005,0.005,0.004,0.006,0.004,-0.003,0.012,0.004,0.005,0.074,0.028,0.007,0.026,0.027,0.035,0.037,0.021,0.023,0.028,0.023,0.026,0.043,0.052,0.041,-0.001,0.052,0.039,0.033,0.036,0.028,0.009,-0.036,0.006,0.009,0.005,0.026,0.005,0.003,0.005,0.007,0.013,0.013,0.018,0.018,0.02,0.014,0.021,0.006,0.02
333,-0.005,0.008,0.008,0.009,0.006,-0.003,0.017,0.006,0.007,0.075,0.028,0.008,0.027,0.028,0.036,0.039,0.023,0.025,0.029,0.024,0.027,0.045,0.054,0.043,0.002,0.053,0.042,0.034,0.037,0.029,0.012,-0.036,0.009,0.01,0.007,0.029,0.006,0.006,0.007,0.009,0.015,0.014,0.019,0.019,0.02,0.015,0.024,0.008,0.025
334,-0.002,0.009,0.01,0.01,0.007,0.0,0.018,0.009,0.008,0.078,0.028,0.009,0.027,0.029,0.035,0.038,0.026,0.025,0.028,0.025,0.027,0.048,0.053,0.044,0.003,0.056,0.043,0.035,0.039,0.028,0.011,-0.035,0.011,0.012,0.008,0.031,0.007,0.008,0.009,0.012,0.017,0.014,0.02,0.02,0.019,0.016,0.024,0.011,0.027
335,0.0,0.007,0.007,0.007,0.006,0.0,0.017,0.006,0.005,0.079,0.026,0.008,0.025,0.026,0.033,0.035,0.025,0.022,0.025,0.022,0.023,0.045,0.052,0.041,0.002,0.056,0.041,0.033,0.037,0.025,0.006,-0.035,0.01,0.011,0.006,0.031,0.005,0.006,0.01,0.015,0.016,0.011,0.018,0.017,0.018,0.014,0.022,0.01,0.026
336,-0.001,0.005,0.005,0.005,0.004,0.0,0.013,0.004,0.003,0.077,0.024,0.006,0.022,0.023,0.03,0.031,0.021,0.02,0.022,0.02,0.021,0.041,0.049,0.038,0.003,0.055,0.037,0.032,0.035,0.023,0.003,-0.034,0.007,0.009,0.003,0.029,0.003,0.005,0.008,0.014,0.014,0.01,0.016,0.013,0.017,0.013,0.02,0.008,0.023
337,-0.001,0.004,0.005,0.004,0.004,0.0,0.011,0.004,0.003,0.077,0.024,0.007,0.022,0.023,0.03,0.03,0.02,0.02,0.022,0.02,0.021,0.039,0.049,0.037,0.004,0.053,0.036,0.032,0.033,0.024,0.006,-0.032,0.005,0.012,0.003,0.026,0.004,0.005,0.008,0.014,0.015,0.011,0.016,0.013,0.02,0.013,0.02,0.007,0.024
338,0.0,0.005,0.009,0.006,0.004,0.001,0.011,0.005,0.007,0.074,0.023,0.008,0.022,0.023,0.03,0.03,0.019,0.02,0.023,0.02,0.023,0.04,0.049,0.038,0.006,0.051,0.036,0.031,0.034,0.025,0.008,-0.031,0.005,0.011,0.005,0.026,0.006,0.005,0.006,0.015,0.016,0.013,0.018,0.015,0.022,0.014,0.021,0.006,0.026
339,0.001,0.004,0.008,0.007,0.005,0.0,0.013,0.007,0.009,0.071,0.022,0.009,0.021,0.024,0.03,0.031,0.019,0.02,0.024,0.02,0.024,0.04,0.047,0.038,0.006,0.048,0.036,0.03,0.034,0.025,0.008,-0.031,0.006,0.008,0.008,0.025,0.006,0.005,0.003,0.015,0.016,0.014,0.018,0.016,0.022,0.014,0.021,0.006,0.023
340,-0.002,0.004,0.004,0.006,0.005,-0.003,0.01,0.006,0.006,0.067,0.019,0.008,0.019,0.021,0.028,0.029,0.019,0.019,0.022,0.019,0.022,0.038,0.044,0.036,0.003,0.042,0.035,0.028,0.032,0.024,0.006,-0.032,0.006,0.006,0.006,0.025,0.005,0.002,0.003,0.012,0.015,0.012,0.016,0.015,0.018,0.013,0.022,0.005,0.02
341,-0.005,0.003,0.002,0.006,0.004,-0.004,0.009,0.005,0.005,0.067,0.018,0.006,0.016,0.019,0.025,0.028,0.018,0.019,0.019,0.017,0.019,0.036,0.043,0.033,0.001,0.041,0.033,0.026,0.03,0.022,0.005,-0.033,0.006,0.006,0.004,0.025,0.003,0.0,0.002,0.01,0.012,0.01,0.014,0.013,0.014,0.012,0.021,0.006,0.018
342,-0.007,0.003,0.003,0.006,0.004,-0.003,0.01,0.005,0.003,0.069,0.017,0.006,0.014,0.017,0.023,0.026,0.017,0.018,0.017,0.016,0.017,0.035,0.044,0.032,0.001,0.044,0.033,0.025,0.03,0.021,0.006,-0.031,0.008,0.009,0.004,0.025,0.003,0.0,0.005,0.009,0.012,0.009,0.014,0.012,0.016,0.012,0.02,0.007,0.018
343,-0.003,0.005,0.005,0.006,0.005,-0.002,0.012,0.007,0.004,0.069,0.018,0.007,0.013,0.016,0.023,0.026,0.016,0.017,0.018,0.016,0.018,0.034,0.044,0.033,0.001,0.045,0.031,0.025,0.029,0.021,0.008,-0.03,0.007,0.01,0.004,0.024,0.005,0.002,0.006,0.01,0.012,0.01,0.015,0.013,0.019,0.012,0.018,0.007,0.02
344,-0.001,0.006,0.004,0.006,0.005,-0.003,0.013,0.006,0.005,0.066,0.018,0.008,0.014,0.015,0.024,0.025,0.017,0.017,0.019,0.015,0.019,0.033,0.043,0.032,0.003,0.044,0.03,0.026,0.028,0.022,0.009,-0.032,0.006,0.01,0.005,0.024,0.005,0.004,0.005,0.009,0.013,0.011,0.016,0.013,0.019,0.013,0.018,0.009,0.021
345,-0.006,0.005,0.003,0.005,0.004,-0.004,0.011,0.002,0.005,0.06,0.016,0.006,0.013,0.014,0.022,0.023,0.015,0.015,0.017,0.013,0.018,0.032,0.039,0.031,0.001,0.039,0.027,0.025,0.026,0.021,0.009,-0.034,0.004,0.009,0.004,0.023,0.005,0.001,0.002,0.007,0.01,0.009,0.015,0.012,0.014,0.013,0.017,0.007,0.018
346,-0.006,0.004,0.001,0.004,0.003,-0.005,0.01,0.001,0.003,0.056,0.014,0.004,0.011,0.013,0.02,0.023,0.013,0.014,0.016,0.012,0.016,0.03,0.037,0.029,-0.001,0.035,0.026,0.022,0.025,0.019,0.008,-0.034,0.003,0.007,0.004,0.02,0.003,0.0,0.001,0.006,0.006,0.007,0.012,0.009,0.011,0.011,0.015,0.002,0.015
347,-0.005,0.002,0.0,0.004,0.003,-0.002,0.01,0.003,0.003,0.057,0.012,0.003,0.01,0.012,0.018,0.021,0.012,0.012,0.014,0.012,0.014,0.028,0.036,0.027,-0.001,0.034,0.024,0.019,0.024,0.017,0.006,-0.032,0.003,0.008,0.003,0.02,0.002,0.004,0.001,0.008,0.008,0.004,0.011,0.007,0.012,0.01,0.013,0.0,0.013
348,0.0,0.002,0.004,0.006,0.005,0.001,0.01,0.008,0.004,0.062,0.013,0.006,0.011,0.013,0.02,0.021,0.013,0.013,0.015,0.013,0.015,0.027,0.037,0.028,0.003,0.038,0.027,0.019,0.025,0.018,0.009,-0.029,0.005,0.01,0.005,0.022,0.004,0.008,0.004,0.012,0.011,0.006,0.012,0.009,0.018,0.01,0.015,0.004,0.016
349,0.001,0.002,0.005,0.008,0.005,0.001,0.01,0.01,0.006,0.063,0.014,0.006,0.011,0.013,0.021,0.02,0.013,0.013,0.016,0.013,0.015,0.028,0.035,0.028,0.005,0.04,0.029,0.018,0.024,0.019,0.013,-0.027,0.006,0.012,0.005,0.022,0.005,0.009,0.006,0.012,0.012,0.008,0.013,0.01,0.021,0.011,0.017,0.008,0.018
350,0.0,0.002,0.005,0.008,0.005,-0.001,0.01,0.009,0.005,0.06,0.013,0.007,0.011,0.013,0.02,0.019,0.012,0.012,0.016,0.013,0.016,0.026,0.033,0.027,0.005,0.039,0.027,0.019,0.023,0.019,0.012,-0.025,0.008,0.012,0.005,0.02,0.006,0.007,0.005,0.012,0.008,0.008,0.014,0.011,0.018,0.012,0.017,0.008,0.017
351,-0.003,0.004,0.005,0.007,0.004,-0.003,0.01,0.006,0.004,0.056,0.013,0.008,0.01,0.012,0.019,0.019,0.012,0.012,0.016,0.012,0.016,0.025,0.032,0.027,0.002,0.036,0.024,0.019,0.023,0.019,0.009,-0.027,0.008,0.009,0.006,0.019,0.005,0.002,0.005,0.012,0.005,0.009,0.014,0.011,0.017,0.013,0.017,0.005,0.019
352,-0.005,0.004,0.004,0.006,0.004,-0.004,0.011,0.002,0.004,0.054,0.011,0.007,0.008,0.01,0.017,0.018,0.012,0.012,0.014,0.011,0.013,0.026,0.033,0.024,-0.002,0.034,0.022,0.018,0.022,0.017,0.004,-0.03,0.007,0.009,0.004,0.019,0.004,-0.001,0.004,0.013,0.006,0.008,0.014,0.01,0.015,0.013,0.018,0.004,0.019
353,-0.005,0.005,0.007,0.006,0.005,-0.004,0.012,0.002,0.005,0.052,0.01,0.007,0.008,0.009,0.018,0.018,0.014,0.014,0.014,0.011,0.013,0.025,0.033,0.023,-0.002,0.034,0.023,0.019,0.022,0.016,0.004,-0.032,0.006,0.009,0.004,0.021,0.004,0.001,0.004,0.012,0.007,0.009,0.014,0.01,0.014,0.013,0.02,0.006,0.019
354,-0.005,0.003,0.005,0.005,0.005,-0.003,0.011,0.0,0.004,0.049,0.01,0.006,0.007,0.007,0.017,0.017,0.012,0.013,0.013,0.01,0.012,0.023,0.029,0.021,-0.003,0.031,0.022,0.017,0.02,0.014,0.004,-0.033,0.003,0.006,0.003,0.02,0.004,0.003,0.003,0.011,0.007,0.009,0.012,0.008,0.015,0.011,0.018,0.005,0.017
355,-0.003,0.002,0.004,0.005,0.005,-0.002,0.012,0.001,0.004,0.049,0.01,0.006,0.007,0.008,0.017,0.015,0.011,0.012,0.014,0.01,0.012,0.019,0.028,0.02,0.0,0.031,0.02,0.016,0.019,0.014,0.005,-0.031,0.004,0.006,0.004,0.017,0.005,0.006,0.003,0.011,0.007,0.008,0.011,0.007,0.017,0.01,0.016,0.004,0.016
356,-0.005,0.003,0.002,0.005,0.003,-0.001,0.013,0.003,0.002,0.049,0.01,0.005,0.006,0.007,0.016,0.014,0.008,0.011,0.013,0.01,0.012,0.016,0.025,0.019,0.001,0.028,0.019,0.014,0.018,0.014,0.007,-0.031,0.004,0.005,0.004,0.015,0.005,0.005,0.002,0.01,0.005,0.006,0.01,0.006,0.019,0.009,0.015,0.003,0.015
357,-0.005,0.003,0.001,0.005,0.004,-0.001,0.012,0.004,0.002,0.048,0.009,0.005,0.006,0.007,0.015,0.015,0.007,0.01,0.011,0.01,0.011,0.015,0.024,0.018,0.002,0.026,0.017,0.012,0.017,0.012,0.007,-0.031,0.005,0.005,0.003,0.014,0.005,0.002,0.002,0.011,0.004,0.004,0.011,0.006,0.018,0.01,0.016,0.004,0.014
358,-0.002,0.004,0.002,0.005,0.004,0.0,0.012,0.004,0.002,0.047,0.008,0.006,0.005,0.006,0.014,0.015,0.007,0.009,0.012,0.01,0.011,0.015,0.023,0.018,0.003,0.027,0.018,0.012,0.017,0.012,0.007,-0.032,0.006,0.005,0.003,0.015,0.005,0.004,0.001,0.011,0.004,0.003,0.011,0.005,0.016,0.013,0.018,0.003,0.015
