,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
615,-0.004,-0.006,-0.001,-0.001,0,0,0.005,0.002,0.003,0.001,0,-0.005,0.003,0.001,0.003,-0.004,-0.004,-0.005,-0.002,-0.002,0.006,0.004,-0.005,0.001,0.001,0.001,0,-0.002,0.002,-0.003,-0.013,-0.004,-0.003,-0.002,0.002,0.001,-0.006,-0.001,-0.004,-0.003,0.001,-0.002,-0.003,-0.002,-0.004,0.017,0.001,0.008,0.001,0.006,0.002,0.002,0.001,0.004,0.002,-0.001,0
616,-0.004,-0.002,0.005,0.001,0,-0.001,0.006,0.005,0.005,0.002,0,-0.004,0.006,0.005,0.008,-0.003,0,-0.001,-0.001,0,0.011,0.011,-0.003,0.007,0.006,0.006,0.006,0.002,0.008,0.001,-0.004,0.001,-0.001,0.001,0.012,0.007,-0.003,0.005,0.002,0.002,0.008,0.001,0,0.004,0.001,0.025,0.008,0.014,0.007,0.013,0.008,0.009,0.008,0.011,0.009,0.008,0.006
617,0,0.004,0.01,0.007,0.005,0.001,0.009,0.009,0.009,0.005,0.002,-0.001,0.008,0.01,0.012,0,0.003,0.002,0.003,0.003,0.015,0.017,0.002,0.012,0.011,0.011,0.011,0.006,0.012,0.006,0.005,0.007,0.002,0.006,0.018,0.012,0.002,0.009,0.006,0.008,0.014,0.008,0.004,0.01,0.007,0.023,0.013,0.018,0.011,0.016,0.013,0.011,0.011,0.017,0.015,0.013,0.012
618,0,0.003,0.006,0.007,0.003,0,0.007,0.007,0.007,0.004,-0.001,-0.002,0.005,0.007,0.009,-0.002,-0.002,-0.002,0.001,0,0.011,0.012,-0.001,0.009,0.008,0.006,0.007,0.002,0.008,0.001,0.001,0.003,-0.003,0.002,0.017,0.007,-0.001,0.005,0.001,0.002,0.009,0.005,0.001,0.005,0.002,0.012,0.007,0.011,0.008,0.008,0.009,0.003,0.004,0.014,0.012,0.009,0.007
619,0,0,-0.001,0.004,0.002,0,0.005,0.004,0.006,0.002,-0.003,-0.002,0.003,0.005,0.006,-0.003,-0.004,-0.006,-0.001,-0.004,0.007,0.002,-0.003,0.005,0.004,0.001,0.002,-0.002,0.004,-0.002,-0.006,-0.001,-0.005,-0.002,0.013,0.003,-0.004,0.002,-0.003,-0.002,0.003,0.003,-0.001,0,-0.002,0.007,0.001,0.006,0.005,0.003,0.004,-0.002,-0.001,0.01,0.008,0.004,0.003
620,0,-0.001,-0.004,0.001,0.004,0.003,0.003,0.003,0.006,0.004,0,0.002,0.004,0.006,0.007,0,-0.002,-0.003,0.002,-0.002,0.007,-0.004,0,0.006,0.005,0.002,0.002,-0.001,0.004,-0.001,-0.007,0,-0.001,0,0.013,0.003,-0.003,0.003,-0.001,0,0.003,0.003,0,0.001,-0.001,0.01,0.001,0.007,0.005,0.005,0.005,0.002,-0.001,0.008,0.005,0.002,0.002
621,-0.001,-0.002,-0.005,-0.001,0.004,0.003,0,0.001,0.004,0,0,0.002,0.003,0.004,0.005,0.001,-0.003,-0.003,0.002,-0.002,0.006,-0.001,-0.001,0.006,0.004,0.001,0.002,-0.001,0.003,-0.002,-0.008,0,-0.001,-0.001,0.011,0.003,-0.003,0.001,0,0.001,0.003,0.002,-0.002,0,0,0.013,0.002,0.006,0.003,0.004,0.003,0.003,0,0.007,0.005,0.002,0.001
622,-0.005,-0.005,-0.007,-0.006,-0.002,-0.003,-0.005,-0.004,-0.002,-0.007,-0.006,-0.005,-0.002,-0.003,0.001,-0.006,-0.01,-0.011,-0.005,-0.007,0.002,-0.004,-0.007,0.001,-0.001,-0.004,-0.001,-0.006,-0.001,-0.007,-0.017,-0.005,-0.008,-0.007,0.007,-0.002,-0.008,-0.006,-0.006,-0.004,0,-0.004,-0.007,-0.005,-0.006,0.012,-0.002,-0.001,-0.001,-0.004,-0.003,-0.005,-0.006,0.005,0.003,-0.001,-0.002
623,-0.006,-0.004,-0.009,-0.004,-0.004,-0.006,-0.005,-0.004,-0.003,-0.009,-0.01,-0.01,-0.007,-0.006,-0.003,-0.012,-0.013,-0.016,-0.009,-0.012,-0.003,-0.008,-0.012,-0.005,-0.005,-0.009,-0.005,-0.01,-0.005,-0.011,-0.021,-0.01,-0.013,-0.01,0.001,-0.006,-0.012,-0.011,-0.01,-0.01,-0.005,-0.008,-0.012,-0.009,-0.01,0.008,-0.006,-0.006,-0.005,-0.009,-0.007,-0.011,-0.012,-0.001,-0.001,-0.005,-0.006
624,-0.001,0.001,-0.006,0.004,-0.002,-0.004,0.001,-0.001,0.002,-0.002,-0.005,-0.007,-0.006,-0.001,-0.004,-0.008,-0.012,-0.014,-0.006,-0.008,-0.003,-0.007,-0.01,-0.006,-0.006,-0.008,-0.006,-0.01,-0.006,-0.011,-0.019,-0.01,-0.01,-0.007,-0.002,-0.007,-0.009,-0.01,-0.01,-0.01,-0.005,-0.006,-0.01,-0.008,-0.009,0.004,-0.006,-0.005,-0.007,-0.007,-0.006,-0.011,-0.012,-0.003,-0.004,-0.007,-0.006
625,0.004,0.006,0.002,0.008,0.002,0.001,0.006,0.004,0.008,0.004,0.002,-0.002,-0.002,0.006,-0.003,-0.001,-0.008,-0.009,-0.002,-0.001,-0.001,0,-0.006,-0.004,-0.003,-0.005,-0.005,-0.008,-0.005,-0.007,-0.011,-0.008,-0.002,-0.001,-0.001,-0.004,-0.002,-0.006,-0.008,-0.008,-0.003,0,-0.006,-0.005,-0.005,0.004,-0.004,0,-0.005,-0.003,-0.002,-0.007,-0.007,-0.002,-0.002,-0.005,-0.004
626,0.006,0.006,0.007,0.006,0.003,0.002,0.007,0.005,0.009,0.007,0.004,0,0.002,0.01,0.001,0.001,-0.005,-0.005,0,0.003,0.002,0.006,-0.003,0.002,0,-0.002,0,-0.005,-0.001,-0.004,-0.004,-0.005,0.002,0.005,0.007,0,0.003,-0.002,-0.005,-0.005,0.001,0.006,0.001,-0.002,-0.002,0.005,0,0.004,0,0.003,0.002,-0.003,-0.002,0.004,0.003,-0.001,0
627,0.003,0.002,0.009,0.003,0.004,0.001,0.005,0.004,0.006,0.005,0.003,0.001,0.006,0.009,0.005,0.002,-0.002,-0.002,0,0.002,0.008,0.007,-0.002,0.007,0.005,0.001,0.005,-0.002,0.005,-0.001,0.004,-0.002,0.003,0.007,0.014,0.006,0.005,0.003,-0.003,-0.002,0.007,0.007,0.003,0,0,0.009,0.005,0.01,0.004,0.008,0.007,0.004,0.003,0.01,0.008,0.006,0.005
628,0.001,0,0.007,0.003,0.006,0.002,0.005,0.005,0.005,0.002,0.003,0.001,0.008,0.007,0.009,0.003,0.001,0,0.002,0.002,0.011,0.009,0,0.01,0.009,0.003,0.008,0,0.009,0.001,0.009,0.001,0.002,0.006,0.018,0.01,0.004,0.007,0,0.001,0.01,0.006,0.001,0.003,0.002,0.009,0.009,0.013,0.008,0.011,0.009,0.009,0.005,0.013,0.01,0.01,0.009
629,0,-0.001,0.006,0.003,0.007,0.004,0.004,0.005,0.006,0.001,0.002,0,0.007,0.004,0.006,0.001,0,0,0.003,0.001,0.009,0.011,-0.001,0.008,0.006,0,0.006,-0.001,0.007,-0.001,0.006,0.001,0,0.001,0.014,0.008,0,0.006,-0.002,-0.001,0.008,0.002,-0.003,0.001,0,0.011,0.006,0.01,0.008,0.007,0.008,0.005,0.002,0.012,0.009,0.006,0.007
630,0.001,0.001,0.005,0.004,0.006,0.006,0.003,0.004,0.006,0.002,0,0,0.005,0.003,0.003,-0.001,-0.002,-0.002,0.003,0,0.006,0.014,0,0.004,0.003,-0.004,0.003,-0.004,0.002,-0.004,0.003,-0.002,0.001,-0.002,0.009,0.003,-0.002,0.002,-0.003,-0.002,0.005,0.001,-0.004,0,-0.001,0.012,0.002,0.005,0.005,0.004,0.006,0.001,0,0.008,0.005,0.003,0.003
631,-0.001,-0.002,0.001,0,0.002,0.002,-0.001,0,0.004,0.001,-0.003,-0.001,0.003,-0.001,0,-0.004,-0.007,-0.007,-0.001,-0.004,0.002,0.009,-0.004,0.001,0,-0.007,-0.002,-0.008,-0.001,-0.008,-0.002,-0.007,-0.001,-0.004,0.003,0,-0.004,-0.004,-0.007,-0.005,0.001,-0.001,-0.006,-0.004,-0.003,0.016,-0.001,0.003,0,0.002,0.003,-0.001,-0.001,0.002,0,0,-0.001
632,-0.003,-0.004,-0.005,-0.003,-0.002,-0.004,-0.003,-0.004,0.001,-0.001,-0.009,-0.003,0.001,-0.001,0,-0.007,-0.01,-0.012,-0.005,-0.008,0.001,0,-0.01,-0.001,-0.001,-0.008,-0.002,-0.012,-0.002,-0.012,-0.007,-0.009,-0.007,-0.006,-0.003,-0.003,-0.008,-0.007,-0.01,-0.009,-0.001,-0.005,-0.008,-0.009,-0.007,0.02,-0.002,0.003,-0.007,0.002,0.001,0,-0.002,-0.001,-0.004,-0.001,-0.004
633,0.001,-0.002,-0.004,0.002,-0.001,-0.005,0.001,-0.001,0.004,0.001,-0.007,-0.005,0.002,0.004,0.003,-0.006,-0.008,-0.01,-0.004,-0.007,0.003,-0.005,-0.01,0.001,0,-0.004,0,-0.01,0.001,-0.01,-0.006,-0.007,-0.008,-0.002,-0.003,-0.001,-0.007,-0.006,-0.008,-0.009,0,-0.001,-0.005,-0.007,-0.007,0.02,-0.001,0.005,-0.009,0.004,0.002,0.003,0,0,-0.002,-0.001,-0.002
634,0.007,0.006,0.001,0.011,0.004,0,0.009,0.005,0.011,0.008,-0.001,-0.002,0.005,0.011,0.006,-0.001,-0.003,-0.004,0.001,-0.001,0.007,-0.002,-0.005,0.005,0.004,0.002,0.005,-0.004,0.005,-0.003,-0.004,-0.001,-0.003,0.004,0.005,0.003,-0.001,0,-0.002,-0.002,0.006,0.006,0.003,0,-0.001,0.017,0.003,0.008,-0.007,0.005,0.006,0.006,0.003,0.008,0.007,0.004,0.003
635,0.01,0.01,0.008,0.016,0.008,0.006,0.014,0.01,0.016,0.012,0.006,0.003,0.007,0.014,0.009,0.005,0.002,0,0.007,0.004,0.011,0.004,0.001,0.008,0.008,0.008,0.008,0.001,0.009,0.002,-0.003,0.003,0.005,0.009,0.016,0.006,0.006,0.006,0.004,0.004,0.011,0.011,0.009,0.006,0.004,0.015,0.007,0.009,-0.003,0.006,0.01,0.008,0.006,0.017,0.016,0.009,0.009
636,0.008,0.008,0.007,0.011,0.004,0.004,0.011,0.01,0.014,0.01,0.007,0.004,0.008,0.012,0.008,0.006,0,-0.001,0.004,0.004,0.01,0.009,0.002,0.008,0.008,0.007,0.008,0.001,0.007,0.001,-0.009,0.002,0.006,0.007,0.016,0.006,0.007,0.006,0.002,0.003,0.009,0.01,0.008,0.005,0.003,0.012,0.007,0.006,-0.003,0.003,0.008,0.001,0.004,0.017,0.016,0.008,0.008
637,0.003,0.003,0.004,0.005,-0.001,-0.001,0.007,0.008,0.01,0.006,0.005,0,0.006,0.009,0.005,0.001,-0.004,-0.005,-0.002,0.001,0.007,0.01,-0.002,0.005,0.004,0.003,0.004,-0.003,0.004,-0.004,-0.01,-0.001,0.001,0.003,0.01,0.004,0.004,0.003,-0.002,-0.001,0.003,0.006,0.003,-0.001,-0.001,0.01,0.003,0.003,-0.005,0.001,0.003,-0.005,-0.001,0.012,0.01,0.003,0.004
638,-0.001,-0.001,0.001,0.001,-0.001,-0.003,0.004,0.003,0.004,0.003,0.002,-0.003,0.003,0.005,0.003,-0.002,-0.006,-0.007,-0.005,0.001,0.005,0.009,-0.006,0.003,0.001,-0.001,0,-0.006,0.001,-0.005,-0.011,-0.003,-0.003,0,0.002,0.001,0,0,-0.004,-0.003,0,0.003,-0.003,-0.003,-0.002,0.008,0,0.002,-0.007,0,-0.001,-0.006,-0.003,0.005,0.003,-0.001,0
639,-0.004,-0.003,-0.001,0,0.002,-0.001,0.003,0,0.002,0.002,0.002,-0.004,0.003,0.003,0.003,-0.002,-0.002,-0.005,-0.002,0.004,0.006,0.009,-0.004,0.004,0.002,0.001,0,-0.004,0.001,-0.002,-0.009,-0.001,-0.002,0.002,0.002,0.002,0.001,0.001,-0.002,-0.001,0.002,0.003,-0.003,-0.001,0,0.017,0.001,0.003,-0.002,0.002,0.002,-0.001,-0.001,0.005,0.001,0.001,0.001
640,-0.002,-0.001,-0.002,0.002,0.003,0.001,0.003,0.001,0.002,0.003,0.002,-0.001,0.005,0.005,0.005,-0.001,0.002,-0.001,0,0.005,0.009,0.008,-0.002,0.006,0.005,0.005,0.004,0,0.004,0.002,-0.007,0.002,0.001,0.004,0.006,0.005,0.002,0.004,0.001,0.003,0.006,0.006,0,0.002,0.003,0.026,0.004,0.004,0.001,0.005,0.006,0,0.002,0.009,0.004,0.005,0.004
641,0.001,0.001,-0.001,0.003,-0.001,-0.001,0.005,0.004,0.006,0.005,0.001,-0.001,0.008,0.007,0.009,-0.002,0.002,0,0.001,0.003,0.01,0.008,-0.001,0.009,0.007,0.006,0.007,0,0.007,0.003,-0.006,0.003,0.001,0.005,0.011,0.008,0.001,0.007,0.002,0.002,0.009,0.006,0.002,0.002,0.002,0.027,0.008,0.006,0.001,0.006,0.006,0,0.005,0.014,0.01,0.007,0.008
642,0,0.001,-0.002,0.002,-0.004,-0.004,0.005,0.004,0.007,0.005,-0.002,-0.004,0.007,0.006,0.006,-0.006,-0.003,-0.005,-0.003,-0.002,0.008,0.004,-0.006,0.007,0.005,0.001,0.006,-0.005,0.006,-0.003,-0.011,-0.002,-0.002,0.002,0.009,0.005,-0.002,0.002,-0.004,-0.004,0.006,0.005,0,-0.001,-0.004,0.018,0.005,0.005,-0.002,0.004,0.004,-0.001,0.003,0.011,0.009,0.005,0.005
643,0.002,0.002,-0.001,0.002,-0.004,-0.006,0.006,0.004,0.008,0.004,-0.002,-0.005,0.005,0.005,0.002,-0.008,-0.008,-0.009,-0.006,-0.004,0.004,-0.001,-0.007,0.002,0.001,-0.002,0.002,-0.009,0.002,-0.007,-0.014,-0.005,-0.004,0.002,0.002,0.001,-0.005,-0.003,-0.007,-0.007,0.002,0.003,-0.002,-0.005,-0.008,0.01,0.002,0.002,-0.006,-0.001,0.002,-0.003,-0.002,0.006,0.004,0.001,0.002
644,0.005,0.004,-0.001,0.005,0,-0.002,0.008,0.006,0.01,0.004,0,-0.002,0.004,0.005,0,-0.006,-0.007,-0.009,-0.003,-0.003,0.003,0.001,-0.004,0,0.001,-0.003,0,-0.007,0.001,-0.006,-0.012,-0.003,-0.002,0.003,0.001,0,-0.004,-0.003,-0.006,-0.005,0.001,0.004,-0.001,-0.005,-0.007,0.01,0,0,-0.007,-0.004,0.002,-0.006,-0.005,0.005,0.003,-0.001,0.001
645,0.006,0.005,-0.002,0.007,0,-0.001,0.009,0.006,0.011,0.004,0.002,0,0.004,0.005,0,-0.004,-0.006,-0.007,0,-0.001,0.002,0.009,-0.004,0,0.001,-0.003,-0.001,-0.005,-0.001,-0.004,-0.011,-0.002,-0.001,0.003,0.001,0,-0.003,-0.002,-0.004,-0.003,0.002,0.004,-0.001,-0.002,-0.004,0.008,-0.001,-0.002,-0.006,-0.004,0.001,-0.007,-0.006,0.007,0.004,0,0.001
646,0.006,0.005,0.003,0.009,0.003,0.002,0.011,0.007,0.011,0.005,0.006,-0.001,0.003,0.007,0.002,-0.001,-0.004,-0.003,0.004,0.004,0.004,0.016,-0.002,0.003,0.002,-0.001,0,-0.003,0.001,-0.003,-0.008,-0.002,0.001,0.003,0.005,0.002,0.003,0.001,-0.003,-0.001,0.004,0.006,0.002,-0.001,0,0.006,0,0.003,0,0.002,0.002,0,-0.001,0.009,0.008,0.003,0.002
647,0.006,0.006,0.008,0.006,0.006,0.004,0.011,0.006,0.01,0.006,0.007,0,0.005,0.008,0.005,0.002,0,0.002,0.006,0.003,0.007,0.017,0.001,0.006,0.004,0.001,0.004,-0.002,0.004,-0.002,-0.004,0,0.004,0.004,0.007,0.005,0.007,0.004,-0.002,0,0.007,0.007,0.003,0.001,0.002,0.005,0.003,0.011,0.005,0.011,0.005,0.008,0.006,0.01,0.009,0.006,0.005
648,0.007,0.006,0.012,0.005,0.009,0.007,0.011,0.007,0.011,0.009,0.007,0.004,0.008,0.009,0.011,0.004,0.006,0.007,0.008,0.003,0.011,0.013,0.005,0.01,0.009,0.005,0.008,0.001,0.01,0.002,0.003,0.004,0.006,0.006,0.01,0.009,0.008,0.007,0.003,0.005,0.011,0.009,0.005,0.005,0.005,0.012,0.007,0.016,0.006,0.015,0.011,0.013,0.011,0.013,0.01,0.009,0.008
649,0.003,0.004,0.008,0.003,0.006,0.004,0.008,0.005,0.009,0.007,0.003,0.002,0.007,0.007,0.009,0.002,0.005,0.004,0.005,0,0.011,0.006,0.001,0.009,0.009,0.005,0.008,0.002,0.008,0.002,0.002,0.004,0.003,0.005,0.007,0.007,0.004,0.005,0.002,0.006,0.009,0.007,0.002,0.005,0.004,0.014,0.006,0.012,0,0.01,0.009,0.009,0.009,0.013,0.008,0.006,0.007
650,0.005,0.005,0.006,0.006,0.006,0.005,0.01,0.008,0.012,0.008,0.004,0.003,0.008,0.009,0.009,0.003,0.003,0.001,0.005,0.004,0.01,0.003,0.001,0.009,0.01,0.006,0.008,0.004,0.008,0.003,-0.004,0.004,0.005,0.006,0.008,0.008,0.005,0.004,0.003,0.007,0.009,0.008,0.003,0.005,0.004,0.016,0.007,0.007,-0.002,0.006,0.01,0.005,0.006,0.012,0.009,0.007,0.007
651,0.009,0.009,0.006,0.012,0.008,0.008,0.013,0.013,0.015,0.012,0.008,0.006,0.011,0.014,0.011,0.005,0.003,0.002,0.006,0.008,0.012,0.007,0.004,0.011,0.011,0.009,0.01,0.005,0.009,0.005,-0.007,0.006,0.007,0.009,0.012,0.011,0.007,0.007,0.004,0.006,0.01,0.012,0.007,0.005,0.005,0.015,0.009,0.008,0.002,0.007,0.012,0.006,0.005,0.013,0.011,0.009,0.008
652,0.011,0.01,0.006,0.013,0.009,0.009,0.015,0.014,0.018,0.015,0.011,0.008,0.013,0.016,0.014,0.008,0.005,0.004,0.009,0.01,0.015,0.011,0.007,0.013,0.011,0.011,0.013,0.006,0.012,0.007,-0.007,0.006,0.009,0.013,0.013,0.013,0.008,0.01,0.006,0.006,0.011,0.014,0.01,0.005,0.006,0.017,0.01,0.012,0.007,0.009,0.014,0.007,0.007,0.015,0.012,0.011,0.01
653,0.008,0.007,0.004,0.009,0.009,0.008,0.013,0.011,0.014,0.013,0.011,0.007,0.014,0.015,0.013,0.01,0.005,0.003,0.01,0.01,0.014,0.011,0.007,0.011,0.01,0.01,0.012,0.006,0.011,0.005,-0.004,0.006,0.008,0.012,0.012,0.011,0.007,0.011,0.006,0.005,0.01,0.011,0.009,0.005,0.005,0.019,0.008,0.015,0.013,0.011,0.013,0.01,0.006,0.015,0.012,0.01,0.009
654,0.007,0.008,0.004,0.009,0.01,0.009,0.013,0.011,0.012,0.011,0.01,0.008,0.016,0.015,0.013,0.008,0.004,0.001,0.012,0.008,0.014,0.009,0.008,0.012,0.011,0.01,0.011,0.005,0.011,0.006,0,0.006,0.008,0.009,0.013,0.011,0.008,0.011,0.005,0.006,0.012,0.01,0.009,0.007,0.006,0.026,0.01,0.017,0.015,0.013,0.013,0.011,0.008,0.017,0.013,0.012,0.01
655,0.008,0.011,0.006,0.012,0.014,0.012,0.015,0.013,0.012,0.012,0.01,0.008,0.017,0.015,0.013,0.006,0.005,0.001,0.013,0.007,0.014,0.007,0.009,0.014,0.013,0.009,0.012,0.004,0.012,0.006,0,0.007,0.009,0.008,0.016,0.012,0.007,0.01,0.005,0.007,0.013,0.012,0.009,0.008,0.006,0.03,0.011,0.015,0.011,0.014,0.014,0.01,0.009,0.018,0.015,0.014,0.012
656,0.006,0.01,0.005,0.011,0.013,0.01,0.014,0.01,0.013,0.011,0.01,0.008,0.012,0.014,0.01,0.005,0.004,0.001,0.01,0.005,0.013,0.009,0.007,0.011,0.011,0.007,0.009,0.002,0.009,0.004,-0.005,0.005,0.007,0.007,0.013,0.01,0.006,0.006,0.004,0.005,0.01,0.011,0.007,0.006,0.006,0.028,0.009,0.01,0.002,0.008,0.012,0.006,0.007,0.015,0.012,0.01,0.009
657,0.002,0.005,0.005,0.007,0.011,0.008,0.011,0.005,0.011,0.008,0.009,0.007,0.005,0.011,0.006,0.004,0,0,0.005,0.004,0.009,0.009,0.005,0.005,0.006,0.003,0.004,0.001,0.005,0.001,-0.01,0.003,0.006,0.005,0.005,0.006,0.004,0.002,0.004,0.002,0.005,0.009,0.004,0.004,0.003,0.02,0.003,0.006,-0.002,0.004,0.007,0.003,0.004,0.006,0.005,0.004,0.003
658,-0.001,0,0.006,0.002,0.009,0.005,0.008,-0.001,0.007,0.005,0.005,0.007,0.001,0.006,0.004,0.003,0,0,0.003,0.002,0.006,0.007,0.003,0.003,0.003,0.004,0.002,0,0.002,0.001,-0.008,0.004,0.004,0.002,0,0.004,0.003,0,0.003,0.001,0.003,0.005,0.001,0.004,0.004,0.012,0,0.008,-0.001,0.007,0.004,0.005,0.003,0.001,0,0.001,0
659,-0.003,-0.002,0.005,0.001,0.009,0.004,0.006,0,0.004,0.003,0.001,0.004,0.003,0.004,0.005,0,0.001,0,0.003,0.002,0.005,0.005,0.001,0.004,0.003,0.005,0.002,0.001,0.001,0.002,-0.004,0.004,0,0,-0.001,0.004,-0.001,0.001,0.002,0.001,0.003,0.002,-0.003,0.004,0.004,0.007,0.001,0.01,0,0.01,0.002,0.005,0.003,0.003,0.002,0.002,0.001
660,-0.002,-0.001,0.002,0.002,0.008,0.004,0.004,0.003,0.004,0.004,0,0.003,0.006,0.005,0.007,-0.001,0.003,0.002,0.004,0.003,0.007,0.004,0.002,0.006,0.005,0.006,0.004,0.001,0.003,0.002,-0.002,0.003,0.001,0,0,0.004,-0.001,0.003,0.002,0.002,0.004,0.001,-0.002,0.004,0.004,0.006,0.002,0.009,-0.002,0.009,0.004,0.003,0.003,0.006,0.004,0.002,0.001
661,0.001,0.002,-0.002,0.003,0.006,0.004,0.003,0.003,0.004,0.006,0,0.003,0.006,0.007,0.005,0.001,0.002,0.001,0.007,0.005,0.007,0.003,0.002,0.005,0.006,0.005,0.004,0.002,0.004,0.002,-0.005,0.002,0.003,0.002,0.002,0.003,0.001,0.005,0.003,0.002,0.004,0.004,0,0.004,0.003,0.007,0.003,0.005,-0.004,0.005,0.007,0.002,0.001,0.007,0.004,0.002,0.002
662,0.003,0.003,-0.007,0.005,0.003,0.002,0.005,0.003,0.007,0.005,0,0.001,0.004,0.007,0.004,0,-0.001,0,0.005,0.003,0.007,0.001,0,0.005,0.006,0.005,0.003,0.002,0.004,0.002,-0.009,0.001,0.003,0.005,0.008,0.003,0.001,0.004,0.003,0.002,0.005,0.007,0.004,0.003,0.004,0.014,0.004,0.005,-0.001,0.004,0.008,0.005,0,0.007,0.003,0.003,0.003
663,0.001,0.002,-0.009,0.004,-0.001,-0.001,0.004,0.002,0.007,0.003,-0.003,-0.002,0.001,0.004,0.003,-0.002,-0.003,-0.003,0.001,0,0.005,0.003,-0.005,0.004,0.004,0.004,0.002,-0.001,0.004,-0.002,-0.012,0,0,0.004,0.011,0.002,-0.001,0.003,0.001,0,0.005,0.007,0.003,0,0.002,0.018,0.003,0.007,0.003,0.005,0.006,0.008,-0.001,0.006,0.003,0.004,0.004
664,0,0.002,-0.005,0.006,-0.001,-0.001,0.005,0.005,0.009,0.003,-0.002,-0.003,0.003,0.004,0.003,-0.004,-0.003,-0.005,-0.002,-0.002,0.006,0.009,-0.006,0.004,0.005,0.003,0.004,-0.004,0.006,-0.004,-0.011,-0.001,0,0.004,0.014,0.004,0,0.004,-0.001,-0.002,0.006,0.007,0.004,0,0,0.018,0.004,0.007,0.003,0.005,0.005,0.005,0.001,0.008,0.006,0.005,0.005
665,0.004,0.005,0.001,0.009,0.001,0,0.007,0.008,0.009,0.006,0,-0.001,0.006,0.005,0.005,-0.003,-0.003,-0.006,-0.001,-0.001,0.008,0.012,-0.004,0.006,0.005,0.002,0.005,-0.005,0.008,-0.004,-0.008,-0.002,0,0.004,0.014,0.006,0.001,0.005,-0.002,-0.003,0.007,0.007,0.005,-0.002,-0.002,0.013,0.006,0.005,0,0.003,0.005,0,0.002,0.009,0.007,0.006,0.007
666,0.006,0.006,0,0.01,0,-0.001,0.006,0.008,0.007,0.003,-0.001,-0.002,0.006,0.003,0.003,-0.007,-0.006,-0.01,-0.004,-0.003,0.006,0.006,-0.005,0.004,0.003,-0.001,0.002,-0.008,0.004,-0.007,-0.01,-0.006,-0.003,0,0.012,0.004,-0.003,0.003,-0.006,-0.006,0.003,0.003,-0.002,-0.006,-0.006,0.011,0.003,-0.001,-0.007,-0.002,0.003,-0.006,-0.002,0.007,0.006,0.003,0.003
667,0.004,0.002,-0.002,0.008,-0.002,-0.004,0.002,0.004,0.002,-0.001,-0.006,-0.005,0.001,-0.001,-0.002,-0.009,-0.009,-0.013,-0.008,-0.008,0,-0.001,-0.008,-0.002,-0.004,-0.007,-0.004,-0.012,-0.002,-0.012,-0.014,-0.01,-0.008,-0.005,0.003,-0.002,-0.008,-0.002,-0.009,-0.01,-0.003,-0.003,-0.008,-0.01,-0.01,0.007,-0.003,-0.003,-0.01,-0.005,-0.002,-0.009,-0.007,0.002,0.001,-0.003,-0.003
668,0.002,0,-0.001,0.004,-0.002,-0.003,0.001,0.001,0.001,-0.002,-0.006,-0.006,-0.003,-0.003,-0.006,-0.008,-0.008,-0.012,-0.008,-0.009,-0.004,0,-0.009,-0.006,-0.008,-0.009,-0.007,-0.013,-0.007,-0.013,-0.014,-0.011,-0.008,-0.008,-0.003,-0.007,-0.009,-0.008,-0.01,-0.012,-0.007,-0.006,-0.01,-0.012,-0.01,0.004,-0.007,-0.003,-0.012,-0.005,-0.006,-0.01,-0.008,-0.001,-0.002,-0.007,-0.008
669,0.006,0.006,0.006,0.008,0.005,0.003,0.007,0.005,0.007,0.003,0.001,0,0,0.002,-0.003,-0.001,-0.003,-0.005,-0.001,-0.003,-0.001,0.007,-0.003,-0.003,-0.004,-0.004,-0.003,-0.007,-0.003,-0.006,-0.007,-0.005,-0.002,-0.003,0.002,-0.002,0,-0.005,-0.004,-0.005,-0.002,-0.002,-0.004,-0.005,-0.005,0.003,-0.002,0.002,-0.007,-0.001,-0.001,-0.004,-0.004,0.003,0.003,-0.002,-0.003
670,0.012,0.012,0.009,0.013,0.011,0.008,0.013,0.01,0.012,0.008,0.008,0.004,0.004,0.008,0.004,0.002,0.002,0,0.005,0.002,0.004,0.011,0.001,0.004,0.004,0.002,0.002,0,0.003,0.002,-0.005,0.002,0.002,0.002,0.009,0.004,0.005,0,0.001,0.001,0.004,0.004,0.002,0.002,0.001,0.007,0.004,0.005,0,0.003,0.007,0.002,0.001,0.009,0.009,0.005,0.003
671,0.012,0.011,0.006,0.013,0.011,0.007,0.013,0.01,0.013,0.009,0.008,0.003,0.005,0.009,0.005,0.001,0.001,0,0.004,0.003,0.006,0.008,0.001,0.006,0.006,0.004,0.003,0.002,0.004,0.003,-0.007,0.002,0.002,0.003,0.01,0.006,0.004,0.002,0.002,0.003,0.006,0.005,0.003,0.004,0.003,0.011,0.004,0.003,0.002,0.001,0.011,0.002,0,0.011,0.011,0.007,0.005
