,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
360,-0.003,0,-0.001,0.001,0.003,0,0.004,0.001,0.004,0.002,-0.001,-0.004,0.002,0.004,0.001,-0.004,-0.005,-0.006,-0.002,-0.002,0.002,-0.002,-0.005,0.002,0.001,0,-0.001,-0.003,0,-0.003,-0.008,-0.003,-0.003,0,0.002,0,-0.003,-0.001,-0.003,-0.003,-0.001,0,-0.003,0,-0.002,0.007,0,0.005,-0.001,0.003,0.005,0.003,-0.001,0.005,0.001,0,0.001
361,-0.002,0,-0.002,0.001,0.002,-0.001,0.003,0,0.004,0.001,-0.002,-0.004,0.001,0.002,0,-0.005,-0.006,-0.007,-0.003,-0.004,0.001,-0.004,-0.007,0.001,0,-0.001,-0.002,-0.005,-0.001,-0.004,-0.011,-0.004,-0.004,-0.002,0.002,0,-0.005,-0.003,-0.004,-0.004,-0.002,0,-0.004,-0.002,-0.004,0.006,-0.001,0.003,-0.004,0.001,0.003,0,-0.002,0.004,0,-0.001,0
362,-0.001,-0.001,-0.003,0,0.001,-0.002,0.003,0,0.003,0,-0.003,-0.004,0,0.001,-0.001,-0.007,-0.006,-0.007,-0.004,-0.005,0,-0.006,-0.007,0,-0.001,-0.002,-0.002,-0.006,-0.001,-0.005,-0.012,-0.004,-0.005,-0.002,0.001,-0.001,-0.005,-0.003,-0.005,-0.005,-0.002,0,-0.004,-0.002,-0.004,0.006,-0.002,0.002,-0.006,0,0.002,-0.001,-0.003,0.003,0,-0.002,-0.001
363,-0.002,-0.001,-0.002,0,0,-0.003,0.002,-0.001,0.004,0.001,-0.002,-0.003,0,0.002,-0.001,-0.007,-0.006,-0.007,-0.003,-0.005,0.001,-0.004,-0.007,0,-0.001,-0.002,-0.002,-0.005,-0.001,-0.006,-0.01,-0.004,-0.004,-0.001,0,-0.001,-0.004,-0.003,-0.005,-0.004,-0.002,0.001,-0.004,-0.002,-0.003,0.007,-0.002,0.002,-0.006,0.001,0.003,-0.001,-0.003,0.003,0.001,-0.001,-0.001
364,-0.003,-0.001,-0.002,-0.001,-0.001,-0.003,0.001,-0.001,0.004,0.001,-0.001,-0.003,0.001,0.002,-0.001,-0.006,-0.006,-0.007,-0.003,-0.004,0.001,-0.002,-0.006,0.001,0,-0.002,-0.001,-0.005,-0.001,-0.005,-0.008,-0.003,-0.004,-0.001,0,0,-0.004,-0.003,-0.004,-0.004,-0.001,0.001,-0.004,-0.002,-0.003,0.008,-0.001,0.003,-0.004,0.002,0.004,0,-0.003,0.004,0.001,0,0
365,-0.002,0,-0.001,-0.001,0.001,-0.002,0.002,0.001,0.005,0.002,-0.001,-0.003,0.003,0.003,0.001,-0.005,-0.006,-0.006,-0.002,-0.003,0.003,0,-0.004,0.003,0.001,-0.001,0.001,-0.004,0,-0.003,-0.006,-0.003,-0.002,0,0.001,0.001,-0.003,-0.001,-0.003,-0.003,0.001,0.002,-0.003,-0.001,-0.002,0.008,0.001,0.005,-0.001,0.003,0.005,0.001,-0.002,0.005,0.002,0.002,0.001
366,-0.001,0.001,0,0,0.003,0,0.003,0.001,0.005,0.002,0,-0.003,0.002,0.003,0.001,-0.004,-0.005,-0.005,-0.001,-0.002,0.003,0,-0.004,0.002,0.001,-0.001,0.001,-0.004,0,-0.003,-0.006,-0.003,-0.002,0,0.001,0,-0.003,-0.002,-0.003,-0.002,0,0.002,-0.003,-0.002,-0.002,0.007,0,0.006,0,0.003,0.005,0.001,0,0.004,0.001,0.001,0.001
367,-0.001,0.001,0,0.001,0.003,0,0.003,0.001,0.005,0.002,-0.001,-0.003,0.002,0.003,0.001,-0.004,-0.005,-0.005,-0.001,-0.003,0.003,0,-0.004,0.002,0.001,-0.001,0,-0.004,0,-0.004,-0.008,-0.003,-0.002,0,0.001,0,-0.003,-0.002,-0.003,-0.003,-0.001,0.002,-0.003,-0.001,-0.002,0.006,0,0.005,0,0.003,0.004,0.001,-0.001,0.003,0,0,0
368,0,0.002,0.001,0.003,0.004,0.001,0.005,0.002,0.006,0.004,0,-0.002,0.002,0.004,0.002,-0.003,-0.003,-0.004,0,-0.003,0.004,0.002,-0.003,0.002,0.002,0,0,-0.002,0.001,-0.004,-0.006,-0.002,-0.002,0.001,0.002,0,-0.002,-0.001,-0.002,-0.003,0,0.002,-0.002,0,-0.001,0.008,0.001,0.004,0,0.003,0.005,0.001,0,0.005,0.001,0.001,0.001
369,0,0.002,0.002,0.003,0.004,0.001,0.005,0.002,0.006,0.004,0.001,-0.002,0.003,0.004,0.003,-0.004,-0.003,-0.005,0,-0.003,0.004,0.002,-0.003,0.002,0.002,0.001,0.001,-0.002,0.001,-0.003,-0.005,-0.001,-0.001,0.001,0.003,0.001,-0.002,0.001,-0.002,-0.003,0.002,0.003,-0.002,0.001,-0.001,0.01,0.002,0.004,-0.001,0.003,0.005,0.002,0,0.007,0.003,0.002,0.002
370,0.001,0.003,0.003,0.003,0.003,0.001,0.006,0.003,0.006,0.004,0.001,-0.001,0.003,0.004,0.003,-0.004,-0.004,-0.005,0,-0.003,0.005,0.002,-0.003,0.004,0.002,0.001,0.002,-0.002,0.002,-0.003,-0.006,-0.002,-0.001,0.001,0.004,0.002,-0.002,0.001,-0.002,-0.002,0.003,0.003,-0.001,0.001,-0.001,0.012,0.003,0.005,-0.001,0.004,0.005,0.002,-0.001,0.008,0.004,0.003,0.003
371,0.001,0.003,0.001,0.002,0.003,0.001,0.005,0.002,0.005,0.003,0.001,-0.001,0.003,0.004,0.003,-0.004,-0.004,-0.005,-0.001,-0.003,0.006,0,-0.004,0.003,0.003,0.001,0.002,-0.002,0.002,-0.002,-0.007,-0.002,-0.002,0.001,0.004,0.003,-0.002,0.001,-0.002,-0.001,0.003,0.003,-0.001,0.001,-0.001,0.013,0.002,0.007,-0.001,0.005,0.005,0.003,0,0.008,0.004,0.003,0.003
372,0.001,0.002,-0.002,0.002,0.002,0,0.004,0.002,0.006,0.003,-0.001,-0.002,0.003,0.005,0.002,-0.004,-0.004,-0.005,-0.002,-0.004,0.005,-0.002,-0.004,0.002,0.002,0.001,0.001,-0.002,0.002,-0.002,-0.009,-0.002,-0.003,0.001,0.003,0.002,-0.003,0,-0.002,-0.001,0.003,0.003,-0.001,0.001,-0.001,0.013,0.002,0.006,-0.002,0.004,0.004,0.002,-0.001,0.006,0.002,0.002,0.002
373,0.001,0.003,-0.001,0.002,0.002,-0.001,0.004,0.002,0.007,0.004,0,-0.003,0.003,0.006,0.002,-0.004,-0.004,-0.006,-0.002,-0.003,0.004,-0.003,-0.004,0.002,0.002,0,0,-0.002,0.002,-0.003,-0.009,-0.002,-0.003,0.001,0.003,0.001,-0.002,-0.001,-0.003,-0.002,0.002,0.002,0,0,-0.001,0.012,0.001,0.003,-0.004,0.001,0.004,0,-0.002,0.005,0.001,0.001,0.001
374,0.002,0.003,0,0.002,0.002,0,0.003,0.002,0.007,0.004,-0.001,-0.003,0.002,0.006,0.002,-0.004,-0.005,-0.006,-0.001,-0.003,0.003,-0.004,-0.004,0.001,0.001,-0.001,0,-0.004,0.001,-0.003,-0.01,-0.003,-0.002,0.001,0.003,0,-0.002,-0.001,-0.003,-0.001,0.001,0.002,0,0,-0.001,0.011,0,0.001,-0.005,-0.001,0.004,-0.002,-0.004,0.004,0.002,0,0.001
375,0.003,0.004,0.002,0.003,0.004,0.002,0.005,0.003,0.008,0.005,0,-0.001,0.003,0.006,0.003,-0.002,-0.004,-0.004,0,-0.002,0.004,-0.001,-0.003,0.003,0.003,0,0.001,-0.002,0.001,-0.002,-0.008,-0.002,0,0.002,0.004,0.001,-0.001,-0.001,-0.001,0,0.002,0.003,0,0,-0.001,0.011,0.001,0.002,-0.004,0,0.004,-0.001,-0.003,0.006,0.003,0.001,0.002
376,0.002,0.004,0.001,0.003,0.005,0.002,0.005,0.003,0.007,0.004,0,-0.001,0.004,0.006,0.004,-0.002,-0.003,-0.002,0.001,-0.001,0.005,0.001,-0.003,0.005,0.004,0.001,0.003,-0.002,0.002,-0.001,-0.007,-0.002,0.001,0.003,0.005,0.002,0,0.001,-0.001,-0.001,0.003,0.004,0,0.001,0,0.011,0.002,0.003,-0.003,0.001,0.006,0.001,-0.001,0.006,0.004,0.002,0.002
377,0.001,0.002,0,0.004,0.003,0,0.006,0.002,0.007,0.004,0.001,-0.001,0.004,0.005,0.003,-0.003,-0.004,-0.004,0.001,-0.001,0.005,0.001,-0.003,0.004,0.003,0.001,0.002,-0.003,0.002,-0.002,-0.008,-0.002,0,0.002,0.004,0.003,-0.002,0.001,-0.002,-0.003,0.002,0.003,-0.001,0,-0.002,0.01,0.001,0.003,-0.003,0.001,0.006,0.001,-0.001,0.005,0.003,0.002,0.001
378,-0.001,0.001,0,0.003,0.003,0,0.005,0.002,0.006,0.004,0.001,-0.001,0.004,0.004,0.002,-0.003,-0.005,-0.005,0,-0.001,0.004,-0.001,-0.003,0.003,0.002,0.001,0.001,-0.003,0.002,-0.003,-0.008,-0.002,-0.001,0,0.004,0.002,-0.001,0,-0.003,-0.004,0.001,0.002,-0.002,-0.001,-0.003,0.009,0.001,0.003,-0.002,0.001,0.005,0,-0.001,0.005,0.003,0.001,0.001
379,0,0.001,0.001,0.003,0.004,0.001,0.004,0.002,0.006,0.004,0.001,-0.001,0.004,0.004,0.002,-0.003,-0.004,-0.005,0,-0.001,0.004,-0.002,-0.004,0.002,0.002,0,0.001,-0.003,0.002,-0.003,-0.009,-0.002,-0.001,0,0.003,0.002,-0.002,0,-0.003,-0.002,0.001,0.002,-0.002,-0.002,-0.002,0.009,0,0.003,-0.002,0.002,0.005,0,0,0.004,0.003,0.001,0.001
380,0.001,0.002,0.002,0.003,0.006,0.003,0.005,0.003,0.007,0.006,0.002,0,0.004,0.006,0.003,-0.001,-0.003,-0.004,0.001,-0.001,0.005,0,-0.003,0.003,0.003,0.001,0.001,-0.001,0.002,-0.002,-0.007,-0.002,0.001,0,0.003,0.002,0,0,-0.002,-0.001,0.002,0.003,-0.001,0,-0.001,0.01,0.001,0.004,-0.001,0.003,0.005,0,0.001,0.005,0.002,0.003,0.002
381,0.002,0.003,0.003,0.004,0.007,0.005,0.007,0.005,0.01,0.007,0.004,0.002,0.007,0.009,0.005,0.001,-0.001,-0.002,0.003,0.001,0.007,0.004,-0.001,0.006,0.005,0.002,0.004,0.001,0.004,0,-0.005,0,0.003,0.004,0.005,0.004,0.002,0.001,0.001,0.001,0.004,0.006,0.002,0.003,0.002,0.011,0.003,0.007,0,0.006,0.007,0.002,0.002,0.007,0.004,0.004,0.004
382,0.001,0.003,0.002,0.003,0.006,0.004,0.006,0.004,0.009,0.006,0.004,0.001,0.006,0.008,0.004,-0.001,-0.003,-0.002,0.002,0,0.005,0.003,-0.002,0.004,0.003,0.001,0.003,0,0.003,-0.002,-0.006,-0.001,0.001,0.003,0.003,0.003,0.001,0.001,-0.001,-0.001,0.003,0.005,0.002,0.002,0.001,0.012,0.003,0.007,-0.001,0.005,0.006,0.002,0.002,0.006,0.003,0.003,0.002
383,-0.001,0.001,0,0.001,0.003,0,0.003,0.001,0.006,0.003,0.001,-0.001,0.003,0.005,0.001,-0.003,-0.006,-0.005,-0.001,-0.003,0.003,0,-0.005,0.002,0.001,-0.001,0.001,-0.004,0.001,-0.004,-0.008,-0.003,-0.002,0,0.002,0.001,-0.001,0,-0.003,-0.003,0.001,0.002,0,-0.001,-0.001,0.011,0.001,0.005,-0.003,0.003,0.004,0,0,0.005,0.002,0.001,0
384,-0.001,0.001,0,0.001,0.002,-0.001,0.002,0,0.005,0.001,-0.001,-0.003,0.002,0.002,0,-0.005,-0.007,-0.006,-0.003,-0.005,0.002,-0.003,-0.006,0.001,0,-0.002,0,-0.005,0,-0.005,-0.01,-0.005,-0.004,-0.002,0.001,0,-0.003,-0.001,-0.005,-0.004,0,0,-0.003,-0.003,-0.003,0.01,0.001,0.003,-0.004,0,0.003,0,-0.002,0.004,0.001,0,-0.001
385,0,0.001,0,0.002,0.002,-0.001,0.003,0.001,0.004,0.001,-0.002,-0.003,0.001,0.002,0,-0.006,-0.007,-0.008,-0.004,-0.005,0.002,-0.002,-0.006,0.001,0,-0.002,0,-0.006,0,-0.005,-0.011,-0.005,-0.004,-0.002,0.002,0,-0.004,-0.002,-0.005,-0.005,0,0,-0.004,-0.003,-0.004,0.009,0,0.002,-0.004,0,0.002,-0.001,-0.003,0.004,0,0,-0.001
386,0.003,0.003,0.002,0.005,0.005,0.002,0.006,0.004,0.007,0.004,0.001,-0.001,0.004,0.004,0.002,-0.003,-0.005,-0.005,-0.001,-0.002,0.004,0,-0.003,0.003,0.002,0.001,0.002,-0.002,0.002,-0.002,-0.009,-0.002,-0.002,0,0.005,0.003,-0.002,0,-0.002,-0.002,0.002,0.003,-0.001,0,-0.001,0.011,0.002,0.003,-0.002,0.002,0.005,0.001,-0.001,0.007,0.003,0.003,0.003
387,0.003,0.004,0.002,0.005,0.006,0.004,0.007,0.005,0.007,0.005,0.001,0,0.004,0.005,0.003,-0.002,-0.003,-0.004,0.001,-0.001,0.005,0,-0.002,0.004,0.003,0.002,0.003,-0.001,0.002,-0.002,-0.008,-0.001,0,0.001,0.004,0.004,-0.001,0,-0.002,-0.001,0.002,0.005,0,0.001,0.001,0.013,0.003,0.004,-0.001,0.003,0.006,0.002,0.001,0.008,0.003,0.004,0.004
388,0.002,0.003,0.002,0.005,0.005,0.003,0.005,0.004,0.007,0.005,0.001,-0.002,0.003,0.004,0.003,-0.003,-0.004,-0.004,0.002,-0.002,0.004,0,-0.003,0.003,0.003,0,0.002,-0.002,0.001,-0.003,-0.007,-0.002,0,0.001,0.003,0.003,-0.002,-0.001,-0.003,-0.002,0.002,0.004,-0.001,0,0,0.013,0.002,0.002,-0.003,0.001,0.005,0,-0.001,0.007,0.003,0.003,0.003
389,0.002,0.004,0.003,0.006,0.005,0.004,0.006,0.004,0.008,0.006,0.002,0,0.004,0.006,0.003,-0.001,-0.003,-0.004,0.002,-0.002,0.004,0,-0.002,0.004,0.003,0.001,0.002,-0.003,0.002,-0.002,-0.005,-0.001,0.001,0.001,0.002,0.003,0,-0.001,-0.002,-0.002,0.002,0.004,0,0,0,0.012,0.002,0.003,-0.004,0.002,0.005,0,-0.002,0.006,0.003,0.003,0.003
390,0.003,0.004,0.004,0.006,0.006,0.004,0.007,0.005,0.009,0.007,0.004,0.002,0.004,0.007,0.003,0.001,-0.002,-0.002,0.002,0,0.005,0.001,-0.001,0.004,0.004,0.002,0.002,-0.002,0.002,0,-0.004,0,0.002,0.003,0.001,0.002,0.002,0,0,-0.002,0.002,0.005,0.001,0.001,0,0.011,0.002,0.004,-0.003,0.003,0.006,0.002,-0.001,0.006,0.003,0.002,0.003
391,0.003,0.004,0.005,0.006,0.007,0.004,0.008,0.004,0.009,0.007,0.004,0.003,0.004,0.008,0.003,0.002,-0.001,-0.002,0.002,0.002,0.005,0.001,0,0.003,0.004,0.002,0.001,-0.001,0.003,0.001,-0.004,0.001,0.002,0.004,0.002,0.002,0.003,0,0.002,0,0.002,0.006,0.002,0.002,0.002,0.011,0.002,0.006,-0.002,0.005,0.007,0.004,0.001,0.006,0.003,0.002,0.003
392,0.003,0.003,0.005,0.005,0.007,0.003,0.008,0.004,0.009,0.006,0.004,0.002,0.004,0.008,0.003,0.001,-0.001,-0.002,0.001,0.002,0.005,0.001,0,0.004,0.004,0.002,0.002,-0.001,0.003,0,-0.005,0.002,0.002,0.004,0.002,0.002,0.003,0,0.002,0.001,0.003,0.006,0.001,0.003,0.002,0.01,0.003,0.007,-0.001,0.005,0.007,0.005,0.002,0.006,0.003,0.003,0.004
393,0.001,0.002,0.002,0.004,0.004,0.001,0.006,0.002,0.007,0.004,0.002,-0.001,0.003,0.005,0.002,-0.001,-0.003,-0.005,0,0,0.004,0.002,-0.002,0.002,0.002,0,0.001,-0.003,0.002,-0.002,-0.005,-0.001,0,0.002,0.003,0.001,0,-0.001,-0.001,-0.002,0.002,0.004,0,0,-0.001,0.006,0.001,0.005,-0.002,0.002,0.005,0.002,0,0.005,0.003,0.001,0.002
394,0.002,0.002,0,0.005,0.002,-0.001,0.005,0.001,0.007,0.004,0.001,-0.001,0.003,0.005,0.002,-0.003,-0.003,-0.005,0,-0.001,0.005,0.002,-0.003,0.003,0.002,0,0.002,-0.004,0.001,-0.004,-0.006,-0.003,-0.002,0.001,0.004,0.001,-0.002,-0.002,-0.003,-0.004,0.002,0.003,-0.001,-0.002,-0.002,0.006,0.001,0.003,-0.003,0,0.004,0,-0.002,0.006,0.003,0.001,0.002
395,0.003,0.002,-0.002,0.005,0.001,-0.001,0.003,0.002,0.007,0.003,0,-0.001,0.003,0.005,0.002,-0.004,-0.004,-0.005,-0.002,-0.003,0.005,0.002,-0.005,0.003,0.002,0,0.002,-0.004,0.001,-0.005,-0.007,-0.004,-0.003,0.001,0.004,0.001,-0.004,-0.002,-0.004,-0.005,0.001,0.002,-0.002,-0.002,-0.002,0.007,0.001,0.002,-0.003,0,0.003,-0.001,-0.003,0.006,0.003,0.001,0.002
396,0.003,0.003,-0.001,0.004,0.001,-0.001,0.003,0.002,0.008,0.003,0,-0.001,0.003,0.004,0.002,-0.005,-0.006,-0.006,-0.002,-0.003,0.004,0,-0.005,0.002,0.002,0,0.001,-0.004,0.001,-0.004,-0.008,-0.004,-0.003,0,0.004,0.001,-0.005,-0.002,-0.004,-0.004,0.001,0.002,-0.003,-0.002,-0.002,0.006,0,0.002,-0.003,0.001,0.002,-0.001,-0.004,0.007,0.003,0.001,0.002
397,0.002,0.003,0.001,0.004,0.002,0,0.004,0.003,0.008,0.003,0.001,-0.001,0.002,0.004,0.002,-0.004,-0.006,-0.006,-0.003,-0.003,0.003,0,-0.004,0.002,0.002,-0.001,0.001,-0.005,0.001,-0.005,-0.008,-0.004,-0.001,-0.001,0.004,0.001,-0.004,-0.002,-0.003,-0.003,0.001,0.002,-0.002,-0.001,-0.002,0.004,0,0.003,-0.003,0.002,0.002,-0.001,-0.003,0.006,0.002,0.001,0.001
398,0.001,0.003,0.002,0.004,0.003,0.001,0.005,0.003,0.007,0.003,0,-0.001,0.002,0.003,0.002,-0.003,-0.006,-0.006,-0.003,-0.002,0.003,0,-0.005,0.002,0.001,-0.001,0,-0.004,0.001,-0.004,-0.009,-0.003,0,-0.001,0.004,0,-0.003,-0.002,-0.003,-0.003,0.001,0.004,-0.001,-0.001,-0.002,0.004,0,0.004,-0.003,0.003,0.003,0,-0.002,0.005,0.001,0.002,0.001
399,0.002,0.003,0.002,0.005,0.004,0.001,0.005,0.002,0.007,0.004,0.001,-0.002,0.002,0.004,0.001,-0.003,-0.006,-0.007,-0.003,-0.002,0.003,0,-0.005,0.001,0,-0.001,-0.001,-0.004,0.001,-0.005,-0.009,-0.004,0,0,0.003,0,-0.002,-0.002,-0.004,-0.003,0.001,0.005,0,-0.002,-0.003,0.006,-0.001,0.004,-0.003,0.002,0.004,0,-0.003,0.004,0.001,0.002,0.001
400,0.001,0.003,0.002,0.004,0.003,0,0.004,0.001,0.006,0.003,0,-0.002,0.001,0.005,0,-0.004,-0.007,-0.008,-0.003,-0.003,0.002,0,-0.006,0.001,-0.001,-0.001,-0.001,-0.005,0.001,-0.006,-0.008,-0.004,-0.001,0,0.002,-0.001,-0.003,-0.003,-0.005,-0.004,0,0.004,0,-0.002,-0.002,0.009,-0.001,0.002,-0.004,0,0.003,-0.002,-0.004,0.003,0,0.001,0
401,0.001,0.003,0.002,0.004,0.003,0.001,0.005,0.002,0.007,0.003,0.001,-0.002,0.001,0.005,0.001,-0.004,-0.007,-0.008,-0.001,-0.002,0.002,0.002,-0.004,0.001,0,-0.002,-0.001,-0.005,0.001,-0.005,-0.007,-0.004,-0.001,0.001,0.002,-0.001,-0.002,-0.002,-0.004,-0.004,0,0.003,0,-0.003,-0.002,0.01,0,0.001,-0.005,0,0.003,-0.002,-0.003,0.004,0,0.002,0
402,0.001,0.003,0.002,0.003,0.003,0.001,0.006,0.003,0.007,0.004,0.002,-0.001,0.003,0.005,0.002,-0.002,-0.005,-0.006,0,-0.001,0.004,0.004,-0.002,0.003,0.002,-0.001,0.001,-0.004,0.002,-0.005,-0.005,-0.003,0,0.001,0.004,0.001,-0.001,-0.001,-0.003,-0.003,0.002,0.004,0,-0.001,-0.002,0.012,0.002,0.002,-0.003,0.001,0.003,-0.001,-0.002,0.005,0.001,0.003,0.002
403,0.002,0.004,0.002,0.004,0.004,0.002,0.007,0.004,0.008,0.005,0.002,0,0.004,0.006,0.004,-0.001,-0.004,-0.005,0.001,0,0.005,0.004,-0.001,0.004,0.003,0,0.001,-0.003,0.002,-0.004,-0.006,-0.002,0,0.001,0.004,0.002,0,0,-0.003,-0.003,0.003,0.004,-0.001,-0.001,-0.002,0.013,0.002,0.001,-0.004,0,0.004,-0.002,-0.002,0.007,0.003,0.003,0.002
404,0.003,0.003,0.002,0.004,0.003,0.001,0.007,0.005,0.008,0.004,0.002,-0.001,0.005,0.006,0.003,-0.001,-0.004,-0.006,0,-0.001,0.005,0.005,-0.003,0.004,0.003,-0.001,0.001,-0.004,0.002,-0.004,-0.005,-0.003,-0.001,0.001,0.003,0.003,-0.001,0,-0.004,-0.003,0.002,0.004,-0.001,-0.001,-0.003,0.013,0.001,0.001,-0.006,-0.001,0.004,-0.003,-0.003,0.006,0.003,0.001,0.002
405,0.002,0.002,0.002,0.004,0.003,0.001,0.006,0.004,0.007,0.004,0.001,-0.001,0.005,0.006,0.003,-0.001,-0.004,-0.005,0,-0.001,0.005,0.006,-0.003,0.004,0.003,0,0.002,-0.004,0.002,-0.003,-0.004,-0.002,0,0.002,0.003,0.002,0.001,0,-0.003,-0.002,0.002,0.004,0,-0.001,-0.002,0.012,0.001,0.003,-0.003,0.002,0.004,-0.001,-0.001,0.005,0.003,0.001,0.001
406,0.001,0.002,0.001,0.003,0.003,0.001,0.005,0.003,0.006,0.003,0.001,-0.002,0.004,0.005,0.002,-0.002,-0.004,-0.004,0.001,-0.001,0.005,0.004,-0.003,0.003,0.002,0,0.001,-0.002,0.002,-0.002,-0.003,-0.002,0,0.002,0.003,0.002,0,-0.001,-0.002,-0.002,0.001,0.004,-0.001,-0.001,-0.001,0.01,0,0.004,-0.002,0.003,0.004,0.001,0,0.004,0.002,0.001,0.001
407,0.002,0.003,0.002,0.005,0.004,0.002,0.006,0.002,0.007,0.005,0.002,0,0.003,0.006,0.001,-0.001,-0.002,-0.002,0.002,0,0.005,0.003,-0.002,0.003,0.003,0.001,0.001,-0.001,0.002,0,-0.003,-0.001,0.001,0.003,0.004,0.001,0,0,0,0,0.001,0.005,0,0.001,0,0.01,0.001,0.005,-0.002,0.004,0.005,0.002,0,0.005,0.002,0.002,0.002
408,0.003,0.005,0.005,0.007,0.007,0.005,0.007,0.004,0.01,0.007,0.005,0.002,0.004,0.007,0.003,0.001,0.001,0,0.004,0.002,0.005,0.003,0.001,0.004,0.004,0.002,0.002,0,0.002,0.001,-0.003,0,0.002,0.004,0.002,0.001,0.001,-0.001,0.001,0.001,0.002,0.006,0.001,0.002,0.001,0.01,0.002,0.005,-0.002,0.003,0.005,0.003,0,0.005,0.001,0.003,0.002
409,0.004,0.006,0.008,0.009,0.01,0.007,0.009,0.006,0.012,0.009,0.007,0.004,0.006,0.009,0.005,0.002,0.002,0.002,0.004,0.003,0.006,0.005,0.002,0.005,0.005,0.003,0.003,0,0.004,0.002,-0.002,0.001,0.004,0.005,0.003,0.003,0.003,0.001,0.001,0.002,0.003,0.007,0.003,0.004,0.002,0.012,0.003,0.007,-0.002,0.005,0.007,0.003,0.002,0.006,0.002,0.004,0.003
410,0.004,0.006,0.008,0.008,0.01,0.007,0.009,0.006,0.012,0.009,0.006,0.004,0.007,0.01,0.006,0.001,0.002,0.002,0.004,0.003,0.008,0.005,0.003,0.006,0.006,0.004,0.005,0.001,0.005,0.002,-0.001,0.001,0.005,0.005,0.004,0.005,0.003,0.001,0.001,0.002,0.005,0.008,0.004,0.004,0.003,0.013,0.005,0.008,0,0.006,0.008,0.004,0.003,0.007,0.004,0.005,0.004
411,0.005,0.005,0.004,0.007,0.008,0.006,0.009,0.006,0.011,0.007,0.004,0.003,0.006,0.008,0.005,0,0,0,0.004,0.001,0.007,0.003,0,0.005,0.005,0.003,0.003,0,0.004,0,-0.002,0,0.003,0.004,0.004,0.004,0.001,0.001,0,0,0.003,0.006,0.003,0.002,0.002,0.01,0.003,0.006,-0.001,0.004,0.007,0.003,0.001,0.007,0.004,0.004,0.003
412,0.006,0.006,0,0.006,0.006,0.004,0.008,0.005,0.009,0.006,0.002,0.001,0.005,0.007,0.003,-0.002,-0.003,-0.004,0.001,-0.002,0.005,-0.001,-0.002,0.004,0.003,0.001,0.002,-0.003,0.002,-0.003,-0.007,-0.002,0,0.002,0.004,0.002,-0.003,0,-0.003,-0.002,0.001,0.004,0,-0.001,-0.001,0.01,0.001,0.002,-0.004,0,0.004,0,-0.001,0.006,0.003,0.002,0.001
413,0.005,0.004,0.001,0.005,0.003,0.002,0.007,0.004,0.009,0.005,0.002,0,0.004,0.005,0.002,-0.002,-0.005,-0.006,0,-0.003,0.004,-0.002,-0.004,0.003,0.002,-0.001,0,-0.004,0.001,-0.005,-0.01,-0.004,-0.002,0.001,0.003,0.001,-0.004,-0.002,-0.004,-0.004,0,0.003,-0.002,-0.003,-0.004,0.01,0,-0.001,-0.007,-0.002,0.003,-0.003,-0.003,0.006,0.003,0.001,0
414,0.003,0.003,0.001,0.004,0.002,0,0.005,0.003,0.008,0.004,0,-0.002,0.003,0.005,0.001,-0.004,-0.006,-0.007,-0.002,-0.004,0.003,-0.003,-0.005,0.001,0.001,-0.002,-0.001,-0.005,-0.001,-0.006,-0.011,-0.005,-0.002,0,-0.001,-0.001,-0.004,-0.003,-0.006,-0.005,0,0.003,-0.002,-0.004,-0.005,0.011,-0.001,-0.001,-0.009,-0.002,0.002,-0.005,-0.003,0.004,0.002,0,-0.001
415,0.001,0.001,0.002,0.004,0.002,-0.001,0.004,0.002,0.007,0.002,0,-0.003,0.002,0.004,-0.001,-0.006,-0.007,-0.008,-0.003,-0.004,0.001,-0.003,-0.006,0,-0.001,-0.003,-0.002,-0.007,-0.002,-0.006,-0.01,-0.006,-0.002,-0.001,-0.003,-0.003,-0.004,-0.005,-0.006,-0.006,-0.002,0.002,-0.002,-0.005,-0.005,0.01,-0.002,-0.002,-0.009,-0.003,0.001,-0.008,-0.005,0.002,0,-0.002,-0.002
416,0.001,0.002,0.002,0.005,0.002,0,0.005,0.003,0.007,0.003,0.001,-0.002,0.002,0.004,-0.001,-0.004,-0.006,-0.007,-0.002,-0.002,0.001,-0.001,-0.005,0,-0.001,-0.002,-0.002,-0.006,-0.001,-0.005,-0.008,-0.005,-0.001,-0.001,-0.004,-0.003,-0.003,-0.004,-0.006,-0.005,-0.002,0.002,-0.002,-0.004,-0.004,0.008,-0.002,0,-0.008,-0.003,0.002,-0.005,-0.005,0.002,-0.001,-0.002,-0.002
417,0.002,0.003,0.001,0.005,0.004,0.002,0.005,0.003,0.007,0.003,0.002,-0.001,0.003,0.005,0,-0.003,-0.005,-0.006,-0.001,-0.001,0.003,0,-0.003,0.002,0.001,-0.001,-0.001,-0.005,0,-0.003,-0.007,-0.003,0,0,0.001,-0.001,-0.002,-0.003,-0.004,-0.003,0,0.002,-0.001,-0.002,-0.003,0.012,-0.001,0.001,-0.005,-0.001,0.003,-0.003,-0.004,0.004,0.001,0,0
