,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
400,-0.004,0.008,0.008,0.018,0.015,0.006,0.006,0.01,0.007,0.01,0.011,0.01,0.007,0.004,0.005
401,-0.005,0.007,0.008,0.015,0.018,0.005,0.004,0.01,0.007,0.007,0.008,0.007,0.007,0.006,0.002
402,-0.007,0.006,0.009,0.016,0.02,0.004,0.003,0.009,0.006,0.006,0.007,0.003,0.007,0.009,0
403,-0.006,0.008,0.01,0.019,0.019,0.005,0.004,0.008,0.007,0.008,0.01,0.005,0.009,0.008,0.002
404,-0.004,0.011,0.01,0.021,0.016,0.009,0.008,0.009,0.008,0.011,0.014,0.008,0.011,0.005,0.006
405,-0.004,0.011,0.008,0.02,0.013,0.008,0.009,0.008,0.008,0.012,0.015,0.008,0.009,0.002,0.004
406,-0.006,0.009,0.006,0.015,0.011,0.004,0.006,0.008,0.006,0.009,0.013,0.005,0.007,0.001,0
407,-0.006,0.009,0.006,0.015,0.014,0.005,0.004,0.009,0.006,0.009,0.012,0.003,0.006,0.003,-0.001
408,-0.003,0.01,0.006,0.016,0.014,0.006,0.004,0.008,0.007,0.01,0.011,0.004,0.008,0.004,0.003
409,-0.003,0.011,0.006,0.018,0.012,0.008,0.005,0.007,0.007,0.012,0.011,0.006,0.011,0.001,0.007
410,-0.002,0.011,0.006,0.02,0.011,0.009,0.006,0.006,0.008,0.012,0.012,0.008,0.012,-0.001,0.008
411,-0.004,0.01,0.006,0.021,0.011,0.007,0.005,0.005,0.007,0.012,0.012,0.01,0.013,-0.002,0.008
412,-0.004,0.011,0.005,0.023,0.011,0.008,0.007,0.005,0.01,0.012,0.012,0.011,0.012,-0.002,0.008
413,-0.004,0.009,0.004,0.021,0.011,0.007,0.006,0.004,0.008,0.01,0.011,0.009,0.01,0,0.007
414,-0.006,0.007,0.004,0.018,0.012,0.005,0.004,0.005,0.007,0.006,0.008,0.005,0.01,0.002,0.004
415,-0.008,0.005,0.006,0.016,0.014,0.002,0.002,0.006,0.004,0.002,0.005,0.001,0.006,0.004,0.002
416,-0.009,0.005,0.007,0.016,0.016,0.002,0.002,0.006,0.002,0.003,0.005,0.003,0.004,0.004,0
417,-0.009,0.007,0.005,0.017,0.014,0.004,0.005,0.004,0.004,0.005,0.008,0.005,0.004,0.002,0
418,-0.007,0.008,0.004,0.019,0.015,0.006,0.005,0.003,0.006,0.009,0.01,0.007,0.007,0.002,0.001
419,-0.003,0.011,0.006,0.024,0.017,0.01,0.007,0.004,0.008,0.011,0.013,0.009,0.012,0.005,0.005
420,-0.003,0.011,0.007,0.023,0.016,0.008,0.006,0.005,0.007,0.01,0.011,0.008,0.009,0.004,0.005
421,-0.004,0.009,0.007,0.018,0.014,0.006,0.005,0.007,0.005,0.008,0.008,0.007,0.005,0.003,0.004
422,-0.006,0.007,0.006,0.015,0.013,0.005,0.005,0.007,0.005,0.006,0.007,0.005,0.003,0.001,0.003
423,-0.006,0.008,0.006,0.016,0.013,0.005,0.006,0.008,0.007,0.007,0.011,0.007,0.005,0.002,0.003
424,-0.005,0.009,0.006,0.019,0.013,0.008,0.007,0.007,0.009,0.01,0.014,0.009,0.008,0.005,0.005
425,-0.006,0.01,0.006,0.018,0.013,0.008,0.007,0.008,0.009,0.011,0.014,0.008,0.008,0.005,0.004
426,-0.006,0.011,0.007,0.017,0.015,0.008,0.008,0.011,0.009,0.012,0.014,0.009,0.007,0.006,0.006
427,-0.005,0.011,0.008,0.016,0.015,0.009,0.008,0.012,0.01,0.012,0.015,0.009,0.006,0.006,0.006
428,-0.004,0.011,0.007,0.014,0.015,0.008,0.008,0.012,0.009,0.01,0.012,0.008,0.004,0.005,0.006
429,-0.005,0.008,0.006,0.014,0.015,0.006,0.006,0.01,0.007,0.008,0.009,0.005,0.004,0.004,0.004
430,-0.009,0.006,0.005,0.013,0.015,0.003,0.002,0.008,0.006,0.006,0.007,0.002,0.004,0.002,0.001
431,-0.01,0.004,0.006,0.016,0.017,0.002,0.002,0.008,0.006,0.006,0.008,0.004,0.006,0.004,0.002
432,-0.008,0.007,0.006,0.018,0.017,0.003,0.003,0.007,0.007,0.009,0.011,0.006,0.007,0.004,0.004
433,-0.004,0.01,0.007,0.021,0.018,0.006,0.007,0.008,0.009,0.014,0.014,0.008,0.009,0.004,0.009
434,-0.002,0.012,0.007,0.02,0.016,0.008,0.008,0.007,0.01,0.014,0.014,0.008,0.01,0.002,0.009
435,-0.004,0.009,0.006,0.017,0.012,0.007,0.006,0.006,0.008,0.01,0.011,0.006,0.009,-0.001,0.006
436,-0.006,0.007,0.006,0.014,0.011,0.004,0.002,0.007,0.007,0.007,0.009,0.006,0.007,0,0.004
437,-0.008,0.007,0.007,0.014,0.012,0.003,0.001,0.007,0.006,0.005,0.008,0.005,0.008,0.002,0.003
438,-0.008,0.009,0.008,0.015,0.015,0.003,0.003,0.009,0.006,0.007,0.009,0.005,0.008,0.005,0.005
439,-0.009,0.01,0.007,0.015,0.015,0.003,0.005,0.009,0.006,0.006,0.009,0.004,0.006,0.006,0.005
440,-0.008,0.011,0.007,0.016,0.016,0.005,0.006,0.01,0.008,0.008,0.012,0.006,0.006,0.006,0.005
441,-0.005,0.013,0.006,0.017,0.015,0.007,0.007,0.009,0.01,0.01,0.015,0.009,0.011,0.004,0.007
442,-0.002,0.015,0.006,0.02,0.014,0.01,0.009,0.007,0.013,0.012,0.017,0.012,0.014,0.001,0.007
443,0,0.015,0.005,0.021,0.014,0.01,0.009,0.005,0.012,0.012,0.015,0.011,0.013,0.001,0.008
444,-0.001,0.012,0.005,0.02,0.016,0.007,0.007,0.006,0.009,0.01,0.011,0.006,0.011,0.003,0.007
445,-0.004,0.009,0.006,0.017,0.018,0.005,0.005,0.007,0.006,0.008,0.009,0.005,0.008,0.006,0.004
446,-0.007,0.008,0.006,0.013,0.017,0.005,0.005,0.008,0.005,0.006,0.007,0.005,0.005,0.006,0.001
447,-0.007,0.009,0.006,0.011,0.015,0.008,0.006,0.008,0.006,0.007,0.008,0.006,0.003,0.005,0.001
448,-0.005,0.01,0.005,0.013,0.014,0.01,0.006,0.006,0.008,0.009,0.009,0.007,0.003,0.005,0.002
449,-0.003,0.011,0.004,0.015,0.014,0.009,0.007,0.007,0.009,0.011,0.011,0.007,0.006,0.005,0.004
450,-0.004,0.011,0.007,0.016,0.018,0.008,0.007,0.01,0.01,0.013,0.012,0.008,0.007,0.006,0.005
451,-0.006,0.011,0.01,0.015,0.019,0.007,0.006,0.012,0.01,0.012,0.011,0.007,0.007,0.004,0.005
452,-0.007,0.01,0.009,0.011,0.018,0.007,0.005,0.012,0.009,0.009,0.01,0.006,0.003,0.003,0.005
453,-0.004,0.011,0.007,0.013,0.017,0.008,0.007,0.01,0.01,0.008,0.01,0.008,0.005,0.004,0.006
454,-0.001,0.012,0.006,0.016,0.016,0.009,0.008,0.007,0.01,0.009,0.012,0.009,0.009,0.003,0.007
455,-0.001,0.011,0.006,0.019,0.015,0.007,0.006,0.004,0.009,0.01,0.012,0.008,0.013,0.002,0.007
456,-0.004,0.01,0.005,0.013,0.013,0.006,0.004,0.005,0.007,0.009,0.01,0.007,0.008,0,0.005
457,-0.01,0.006,0.001,0.002,0.009,0.002,-0.001,0.004,0.001,0.003,0.006,0.002,-0.003,-0.002,0.001
458,-0.014,0.004,0.001,-0.001,0.009,-0.001,-0.001,0.005,-0.002,0,0.004,0.001,-0.007,-0.001,-0.001
459,-0.013,0.002,0.001,0,0.009,0,0.001,0.006,-0.001,-0.001,0.002,0,-0.006,-0.001,-0.001
460,-0.01,0.003,0.003,0.004,0.011,0.001,0.002,0.007,0.001,0,0.003,0.001,-0.003,0,0
461,-0.007,0.007,0.007,0.008,0.015,0.005,0.005,0.009,0.005,0.004,0.005,0.004,-0.002,0.002,0.002
462,-0.002,0.011,0.011,0.011,0.02,0.009,0.008,0.011,0.008,0.007,0.01,0.008,0.002,0.005,0.005
463,-0.001,0.012,0.01,0.012,0.02,0.01,0.01,0.01,0.01,0.011,0.013,0.011,0.004,0.005,0.006
464,-0.001,0.01,0.006,0.009,0.016,0.009,0.01,0.008,0.01,0.01,0.013,0.01,0.004,0,0.007
465,-0.002,0.01,0.004,0.008,0.011,0.008,0.006,0.006,0.009,0.009,0.011,0.007,0.001,-0.004,0.005
466,-0.002,0.013,0.003,0.01,0.01,0.01,0.006,0.007,0.01,0.012,0.011,0.008,0.005,-0.002,0.005
467,-0.001,0.015,0.004,0.013,0.013,0.012,0.007,0.008,0.01,0.013,0.015,0.01,0.011,0.002,0.008
468,-0.004,0.011,0.003,0.015,0.014,0.008,0.005,0.006,0.009,0.011,0.014,0.01,0.011,0.004,0.006
469,-0.005,0.008,0.002,0.018,0.012,0.004,0.003,0.004,0.006,0.008,0.011,0.007,0.01,0.003,0.005
470,-0.003,0.011,0.002,0.02,0.01,0.005,0.005,0.003,0.008,0.008,0.01,0.006,0.009,0,0.006
471,-0.001,0.013,0.003,0.017,0.01,0.008,0.008,0.006,0.012,0.008,0.012,0.008,0.01,-0.001,0.009
472,-0.002,0.013,0.006,0.013,0.013,0.008,0.007,0.008,0.01,0.008,0.011,0.006,0.008,0,0.006
473,-0.01,0.003,0.004,0.011,0.014,-0.001,-0.002,0.007,0.002,0,0.003,-0.001,0.001,0.001,-0.005
474,-0.017,-0.004,0.001,0.01,0.015,-0.007,-0.009,0.005,-0.005,-0.005,-0.004,-0.006,-0.002,0.002,-0.012
475,-0.018,-0.005,-0.002,0.007,0.012,-0.007,-0.007,0.002,-0.005,-0.005,-0.006,-0.006,-0.002,0,-0.01
476,-0.012,0,0,0.006,0.012,-0.002,-0.002,0.003,0.001,-0.001,0,-0.002,-0.001,-0.002,-0.004
477,-0.007,0.005,0.002,0.006,0.01,0.001,0.003,0.003,0.003,0.002,0.003,0.001,-0.001,-0.004,-0.001
478,-0.006,0.008,0.003,0.005,0.008,0.003,0.002,0.002,0.004,0.004,0.005,0.002,-0.002,-0.007,0
479,-0.006,0.01,0.004,0.006,0.008,0.007,0.004,0.002,0.006,0.008,0.008,0.004,-0.001,-0.007,0.002
480,-0.005,0.009,0.004,0.01,0.007,0.009,0.004,0,0.006,0.008,0.01,0.003,0.003,-0.005,0.003
481,-0.005,0.007,0.005,0.011,0.007,0.007,0.002,0.002,0.003,0.005,0.008,0.001,0.003,-0.002,0
482,-0.01,0.003,0.005,0.008,0.008,0.003,0,0.005,0.001,0.002,0.005,-0.002,0,0.002,-0.003
483,-0.013,0.003,0.003,0.003,0.01,0,-0.001,0.008,0,0.001,0.003,-0.002,-0.002,0.001,-0.004
484,-0.013,0.003,0,0,0.007,-0.001,0,0.007,0.001,0,0.003,0,-0.005,-0.003,-0.003
485,-0.011,0.003,-0.003,0,0.004,-0.001,-0.001,0.001,0,0.001,0.003,0.001,-0.007,-0.009,-0.002
486,-0.009,0.004,-0.002,0,0.007,-0.001,-0.001,0.001,0,0.001,0.003,0.001,-0.006,-0.007,-0.003
487,-0.009,0.004,0.001,0.002,0.013,0.001,-0.002,0.004,0,0.001,0.002,0,-0.005,-0.001,-0.005
488,-0.01,0.004,0.003,0.004,0.015,0.002,-0.003,0.007,0,0.002,0.002,-0.001,-0.003,0.002,-0.005
489,-0.012,0.001,0.002,0.002,0.011,0,-0.005,0.006,-0.001,-0.001,0.001,-0.003,-0.003,-0.001,-0.005
490,-0.013,-0.002,-0.001,-0.002,0.007,-0.005,-0.008,0.003,-0.005,-0.005,-0.001,-0.006,-0.006,-0.006,-0.008
491,-0.014,-0.005,-0.001,-0.006,0.007,-0.009,-0.01,0.002,-0.009,-0.008,-0.004,-0.01,-0.011,-0.005,-0.011
492,-0.014,-0.006,-0.003,-0.007,0.007,-0.008,-0.01,0,-0.01,-0.009,-0.006,-0.01,-0.011,-0.005,-0.012
493,-0.014,-0.004,-0.004,-0.006,0.007,-0.006,-0.007,-0.001,-0.007,-0.006,-0.002,-0.007,-0.008,-0.007,-0.01
494,-0.011,0,-0.003,-0.001,0.006,-0.003,-0.004,-0.001,-0.003,-0.002,0.001,-0.002,-0.003,-0.009,-0.006
495,-0.01,0,-0.005,0.002,0.004,-0.002,-0.005,-0.003,-0.002,-0.002,0.001,0,-0.003,-0.012,-0.005
496,-0.011,-0.002,-0.006,0.003,0.004,-0.004,-0.008,-0.004,-0.005,-0.003,-0.001,-0.003,-0.005,-0.011,-0.006
497,-0.014,-0.006,-0.007,0,0.003,-0.007,-0.011,-0.005,-0.008,-0.007,-0.005,-0.008,-0.009,-0.011,-0.008
498,-0.015,-0.006,-0.007,-0.003,0.001,-0.01,-0.01,-0.004,-0.01,-0.01,-0.007,-0.011,-0.009,-0.012,-0.009
499,-0.014,-0.005,-0.005,-0.004,0,-0.01,-0.01,-0.003,-0.008,-0.009,-0.007,-0.011,-0.009,-0.011,-0.01
500,-0.012,-0.003,-0.002,-0.003,0.003,-0.007,-0.007,-0.002,-0.005,-0.006,-0.004,-0.009,-0.005,-0.009,-0.01
501,-0.01,-0.002,-0.001,-0.003,0.006,-0.006,-0.008,-0.003,-0.005,-0.007,-0.002,-0.007,-0.005,-0.006,-0.012
502,-0.01,-0.003,-0.001,-0.002,0.008,-0.004,-0.006,-0.004,-0.005,-0.007,0,-0.006,-0.005,-0.005,-0.011
503,-0.009,-0.001,-0.003,0.001,0.005,-0.004,-0.004,-0.005,-0.004,-0.005,0,-0.004,-0.002,-0.007,-0.008
504,-0.01,-0.001,-0.004,0.002,0.001,-0.003,-0.004,-0.006,-0.001,-0.003,0,-0.005,-0.002,-0.01,-0.007
505,-0.014,-0.003,-0.005,0,-0.002,-0.005,-0.006,-0.006,-0.001,-0.003,-0.002,-0.006,-0.005,-0.014,-0.009
506,-0.018,-0.007,-0.007,-0.006,-0.006,-0.009,-0.009,-0.007,-0.004,-0.006,-0.004,-0.008,-0.009,-0.017,-0.012
507,-0.019,-0.007,-0.006,-0.008,-0.006,-0.009,-0.01,-0.004,-0.005,-0.006,-0.005,-0.007,-0.011,-0.018,-0.012
508,-0.016,-0.006,-0.003,-0.007,-0.005,-0.007,-0.008,-0.002,-0.006,-0.005,-0.004,-0.008,-0.008,-0.015,-0.01
509,-0.015,-0.005,-0.001,-0.008,-0.003,-0.006,-0.006,-0.004,-0.006,-0.004,-0.004,-0.009,-0.007,-0.014,-0.01
510,-0.017,-0.007,-0.004,-0.01,-0.003,-0.007,-0.008,-0.009,-0.007,-0.005,-0.006,-0.011,-0.008,-0.016,-0.011
511,-0.02,-0.008,-0.008,-0.011,-0.003,-0.01,-0.01,-0.011,-0.01,-0.007,-0.006,-0.011,-0.008,-0.015,-0.013
512,-0.018,-0.007,-0.008,-0.008,-0.003,-0.011,-0.009,-0.006,-0.009,-0.007,-0.005,-0.01,-0.009,-0.013,-0.014
513,-0.014,-0.004,-0.007,-0.005,0,-0.011,-0.008,-0.002,-0.008,-0.009,-0.005,-0.009,-0.008,-0.009,-0.012
514,-0.012,-0.003,-0.006,-0.005,0.001,-0.012,-0.009,-0.002,-0.009,-0.009,-0.007,-0.01,-0.01,-0.011,-0.013
515,-0.014,-0.005,-0.007,-0.008,0,-0.011,-0.011,-0.005,-0.01,-0.011,-0.008,-0.012,-0.012,-0.015,-0.014
516,-0.015,-0.007,-0.009,-0.011,-0.001,-0.009,-0.011,-0.006,-0.011,-0.011,-0.007,-0.011,-0.013,-0.014,-0.015
517,-0.012,-0.004,-0.008,-0.008,-0.004,-0.003,-0.006,-0.005,-0.006,-0.005,-0.002,-0.007,-0.008,-0.014,-0.01
518,-0.01,-0.002,-0.007,-0.005,-0.002,-0.002,-0.002,-0.004,-0.003,-0.002,0,-0.005,-0.005,-0.011,-0.007
519,-0.013,-0.005,-0.009,-0.006,-0.001,-0.007,-0.008,-0.004,-0.007,-0.005,-0.004,-0.008,-0.008,-0.01,-0.01
520,-0.018,-0.01,-0.011,-0.008,0.001,-0.013,-0.014,-0.005,-0.012,-0.011,-0.009,-0.014,-0.013,-0.011,-0.015
521,-0.02,-0.011,-0.012,-0.008,0.001,-0.013,-0.015,-0.007,-0.012,-0.012,-0.01,-0.015,-0.013,-0.013,-0.017
522,-0.016,-0.007,-0.008,-0.005,0.004,-0.008,-0.009,-0.006,-0.005,-0.007,-0.007,-0.01,-0.006,-0.013,-0.011
523,-0.012,-0.004,-0.005,-0.005,0.005,-0.006,-0.003,-0.005,0,-0.004,-0.006,-0.006,-0.003,-0.011,-0.007
524,-0.013,-0.004,-0.004,-0.007,0.005,-0.007,-0.003,-0.005,-0.001,-0.003,-0.005,-0.004,-0.003,-0.009,-0.005
525,-0.015,-0.003,-0.005,-0.008,0.004,-0.009,-0.007,-0.006,-0.004,-0.005,-0.006,-0.005,-0.004,-0.009,-0.008
526,-0.015,-0.003,-0.006,-0.004,0.002,-0.009,-0.008,-0.008,-0.006,-0.005,-0.005,-0.006,-0.002,-0.009,-0.011
527,-0.013,-0.002,-0.006,-0.003,0.002,-0.004,-0.006,-0.007,-0.005,-0.004,-0.003,-0.005,-0.003,-0.009,-0.011
528,-0.012,-0.001,-0.007,-0.005,0.001,-0.001,-0.002,-0.006,-0.003,-0.002,-0.002,-0.004,-0.006,-0.012,-0.009
529,-0.016,-0.006,-0.011,-0.007,-0.001,-0.005,-0.006,-0.007,-0.005,-0.006,-0.006,-0.007,-0.01,-0.016,-0.01
530,-0.019,-0.01,-0.012,-0.01,-0.004,-0.01,-0.012,-0.01,-0.01,-0.01,-0.01,-0.013,-0.012,-0.02,-0.014
531,-0.021,-0.013,-0.013,-0.011,-0.006,-0.013,-0.016,-0.012,-0.014,-0.013,-0.014,-0.016,-0.012,-0.022,-0.018
532,-0.02,-0.011,-0.012,-0.013,-0.007,-0.01,-0.014,-0.012,-0.011,-0.011,-0.01,-0.013,-0.012,-0.024,-0.017
533,-0.02,-0.009,-0.012,-0.013,-0.007,-0.009,-0.01,-0.011,-0.007,-0.009,-0.006,-0.008,-0.012,-0.025,-0.016
534,-0.02,-0.008,-0.012,-0.013,-0.007,-0.01,-0.01,-0.01,-0.006,-0.007,-0.006,-0.007,-0.01,-0.023,-0.016
535,-0.018,-0.006,-0.009,-0.011,-0.002,-0.008,-0.009,-0.009,-0.007,-0.006,-0.005,-0.006,-0.006,-0.019,-0.015
536,-0.017,-0.006,-0.008,-0.011,-0.001,-0.007,-0.008,-0.009,-0.008,-0.005,-0.007,-0.007,-0.005,-0.017,-0.015
537,-0.017,-0.007,-0.01,-0.01,-0.005,-0.008,-0.009,-0.011,-0.01,-0.005,-0.008,-0.009,-0.007,-0.019,-0.015
538,-0.016,-0.007,-0.011,-0.007,-0.008,-0.008,-0.009,-0.013,-0.01,-0.006,-0.008,-0.009,-0.008,-0.022,-0.016
539,-0.016,-0.007,-0.011,-0.005,-0.006,-0.007,-0.009,-0.013,-0.011,-0.007,-0.008,-0.011,-0.009,-0.02,-0.017
540,-0.014,-0.006,-0.007,-0.003,-0.001,-0.006,-0.009,-0.01,-0.01,-0.007,-0.007,-0.011,-0.009,-0.017,-0.016
541,-0.016,-0.008,-0.008,-0.008,-0.002,-0.009,-0.01,-0.01,-0.011,-0.009,-0.009,-0.012,-0.011,-0.017,-0.017
542,-0.019,-0.01,-0.01,-0.012,-0.006,-0.011,-0.012,-0.012,-0.013,-0.01,-0.011,-0.013,-0.014,-0.021,-0.019
543,-0.022,-0.013,-0.013,-0.01,-0.008,-0.012,-0.014,-0.013,-0.014,-0.01,-0.013,-0.013,-0.012,-0.022,-0.021
544,-0.023,-0.016,-0.015,-0.012,-0.007,-0.015,-0.016,-0.014,-0.016,-0.014,-0.016,-0.017,-0.013,-0.022,-0.023
545,-0.024,-0.016,-0.014,-0.011,-0.007,-0.014,-0.015,-0.014,-0.014,-0.014,-0.015,-0.018,-0.011,-0.021,-0.02
546,-0.024,-0.015,-0.012,-0.011,-0.006,-0.014,-0.015,-0.012,-0.013,-0.014,-0.015,-0.017,-0.011,-0.019,-0.017
547,-0.025,-0.017,-0.012,-0.012,-0.007,-0.016,-0.017,-0.013,-0.015,-0.016,-0.016,-0.018,-0.014,-0.019,-0.02
548,-0.026,-0.019,-0.014,-0.015,-0.008,-0.018,-0.018,-0.015,-0.018,-0.019,-0.02,-0.019,-0.015,-0.02,-0.024
549,-0.024,-0.018,-0.016,-0.021,-0.01,-0.018,-0.017,-0.016,-0.02,-0.02,-0.02,-0.02,-0.018,-0.023,-0.025
550,-0.019,-0.014,-0.014,-0.019,-0.01,-0.013,-0.014,-0.015,-0.015,-0.015,-0.017,-0.015,-0.014,-0.022,-0.021
551,-0.018,-0.01,-0.011,-0.02,-0.008,-0.009,-0.013,-0.01,-0.01,-0.01,-0.012,-0.011,-0.013,-0.02,-0.015
552,-0.02,-0.011,-0.011,-0.017,-0.006,-0.01,-0.012,-0.008,-0.009,-0.009,-0.009,-0.011,-0.01,-0.017,-0.015
553,-0.022,-0.014,-0.012,-0.011,-0.004,-0.013,-0.013,-0.009,-0.012,-0.011,-0.011,-0.012,-0.009,-0.015,-0.016
554,-0.022,-0.014,-0.014,-0.008,-0.004,-0.013,-0.016,-0.012,-0.014,-0.012,-0.013,-0.013,-0.009,-0.018,-0.017
555,-0.02,-0.011,-0.013,-0.009,-0.005,-0.011,-0.016,-0.012,-0.013,-0.01,-0.014,-0.012,-0.009,-0.022,-0.015
556,-0.02,-0.009,-0.012,-0.012,-0.007,-0.01,-0.013,-0.011,-0.01,-0.011,-0.014,-0.01,-0.006,-0.022,-0.014
557,-0.018,-0.008,-0.009,-0.008,-0.008,-0.011,-0.01,-0.011,-0.008,-0.011,-0.012,-0.011,-0.004,-0.018,-0.015
558,-0.02,-0.012,-0.012,-0.01,-0.01,-0.013,-0.014,-0.015,-0.012,-0.012,-0.015,-0.016,-0.008,-0.02,-0.017
559,-0.021,-0.013,-0.015,-0.01,-0.012,-0.012,-0.016,-0.017,-0.013,-0.012,-0.011,-0.015,-0.01,-0.023,-0.017
560,-0.018,-0.011,-0.015,-0.006,-0.01,-0.007,-0.014,-0.017,-0.012,-0.007,-0.006,-0.008,-0.005,-0.024,-0.014
561,-0.016,-0.008,-0.016,-0.002,-0.008,-0.005,-0.011,-0.016,-0.009,-0.006,-0.003,-0.004,-0.002,-0.025,-0.013
562,-0.015,-0.007,-0.015,-0.003,-0.007,-0.004,-0.009,-0.014,-0.008,-0.004,-0.004,-0.004,-0.003,-0.024,-0.013
563,-0.018,-0.01,-0.015,-0.01,-0.008,-0.007,-0.011,-0.014,-0.01,-0.008,-0.008,-0.009,-0.008,-0.024,-0.015
564,-0.017,-0.01,-0.011,-0.013,-0.004,-0.01,-0.012,-0.012,-0.009,-0.01,-0.011,-0.01,-0.01,-0.019,-0.017
565,-0.018,-0.011,-0.011,-0.014,0,-0.014,-0.013,-0.011,-0.013,-0.013,-0.014,-0.014,-0.013,-0.016,-0.022
566,-0.021,-0.013,-0.012,-0.011,0,-0.015,-0.015,-0.011,-0.016,-0.013,-0.017,-0.017,-0.015,-0.016,-0.026
567,-0.025,-0.014,-0.015,-0.01,-0.005,-0.015,-0.016,-0.014,-0.018,-0.011,-0.019,-0.019,-0.016,-0.019,-0.025
568,-0.026,-0.013,-0.015,-0.012,-0.009,-0.013,-0.017,-0.016,-0.015,-0.011,-0.017,-0.017,-0.014,-0.023,-0.018
569,-0.024,-0.013,-0.015,-0.014,-0.009,-0.013,-0.018,-0.019,-0.013,-0.013,-0.017,-0.014,-0.013,-0.024,-0.018
570,-0.023,-0.014,-0.014,-0.013,-0.007,-0.014,-0.015,-0.018,-0.013,-0.014,-0.015,-0.013,-0.013,-0.024,-0.017
571,-0.019,-0.012,-0.011,-0.014,-0.006,-0.012,-0.012,-0.014,-0.013,-0.012,-0.013,-0.013,-0.011,-0.023,-0.016
572,-0.019,-0.01,-0.01,-0.013,-0.005,-0.01,-0.007,-0.01,-0.012,-0.006,-0.008,-0.011,-0.01,-0.022,-0.013
573,-0.017,-0.008,-0.01,-0.013,-0.006,-0.009,-0.006,-0.011,-0.008,-0.004,-0.005,-0.009,-0.008,-0.024,-0.012
574,-0.021,-0.011,-0.012,-0.013,-0.007,-0.011,-0.013,-0.013,-0.011,-0.008,-0.01,-0.011,-0.009,-0.026,-0.016
575,-0.024,-0.013,-0.015,-0.016,-0.01,-0.015,-0.017,-0.015,-0.014,-0.014,-0.013,-0.014,-0.013,-0.025,-0.02
576,-0.026,-0.013,-0.016,-0.017,-0.01,-0.014,-0.019,-0.016,-0.016,-0.017,-0.013,-0.016,-0.017,-0.024,-0.022
577,-0.026,-0.012,-0.015,-0.017,-0.008,-0.011,-0.017,-0.014,-0.013,-0.013,-0.012,-0.015,-0.014,-0.023,-0.019
578,-0.024,-0.011,-0.012,-0.014,-0.005,-0.011,-0.016,-0.013,-0.012,-0.01,-0.01,-0.015,-0.01,-0.021,-0.016
579,-0.02,-0.009,-0.01,-0.012,-0.001,-0.01,-0.014,-0.009,-0.011,-0.008,-0.011,-0.012,-0.006,-0.016,-0.014
580,-0.016,-0.007,-0.009,-0.01,-0.001,-0.01,-0.012,-0.009,-0.009,-0.011,-0.012,-0.011,-0.008,-0.015,-0.014
581,-0.016,-0.009,-0.009,-0.007,0.001,-0.011,-0.015,-0.008,-0.01,-0.011,-0.014,-0.016,-0.011,-0.015,-0.014
582,-0.017,-0.01,-0.008,-0.004,0.003,-0.011,-0.016,-0.01,-0.013,-0.009,-0.012,-0.016,-0.006,-0.016,-0.018
583,-0.017,-0.01,-0.009,-0.008,0.001,-0.01,-0.015,-0.011,-0.013,-0.009,-0.005,-0.012,-0.006,-0.015,-0.017
584,-0.017,-0.007,-0.01,-0.011,-0.002,-0.007,-0.009,-0.011,-0.009,-0.005,-0.001,-0.007,-0.002,-0.017,-0.013
585,-0.015,-0.004,-0.008,-0.005,-0.001,-0.003,-0.004,-0.005,-0.004,-0.003,0.001,-0.002,0.002,-0.014,-0.008
586,-0.014,-0.004,-0.006,0.002,0,-0.002,-0.003,-0.004,-0.003,-0.003,-0.002,-0.002,0.006,-0.012,-0.008
587,-0.011,-0.004,-0.005,0.003,0.003,-0.003,-0.004,-0.006,-0.003,-0.005,-0.005,-0.003,0.004,-0.011,-0.011
588,-0.009,-0.001,-0.004,-0.004,0.005,-0.004,-0.005,-0.007,-0.003,-0.003,-0.006,-0.004,0.002,-0.012,-0.011
589,-0.007,0.003,-0.003,-0.006,0.007,0.001,-0.003,-0.005,-0.002,0.004,-0.003,-0.003,0.002,-0.013,-0.006
590,-0.009,0,-0.006,-0.009,0.002,0.001,-0.006,-0.007,-0.005,0.004,-0.002,-0.005,-0.003,-0.012,-0.007
591,-0.014,-0.008,-0.007,-0.011,-0.003,-0.001,-0.01,-0.007,-0.008,-0.004,-0.005,-0.009,-0.011,-0.011,-0.01
592,-0.022,-0.017,-0.01,-0.014,-0.006,-0.01,-0.018,-0.009,-0.016,-0.014,-0.012,-0.016,-0.015,-0.012,-0.016
593,-0.025,-0.017,-0.012,-0.01,-0.008,-0.015,-0.017,-0.011,-0.016,-0.016,-0.013,-0.016,-0.014,-0.018,-0.02
594,-0.022,-0.013,-0.012,-0.009,-0.009,-0.013,-0.013,-0.012,-0.015,-0.013,-0.014,-0.015,-0.011,-0.024,-0.02
595,-0.016,-0.007,-0.007,-0.007,-0.004,-0.005,-0.006,-0.009,-0.008,-0.007,-0.009,-0.008,-0.004,-0.022,-0.013
596,-0.009,0.001,0,0.001,0.004,0.008,0.003,-0.001,0.003,0.002,0.001,0.004,0.007,-0.013,-0.002
597,-0.008,0.003,-0.002,0.009,0.004,0.007,0.003,-0.002,0.004,0.003,0.001,0.004,0.011,-0.007,-0.001
598,-0.01,-0.002,-0.006,0.011,0.002,-0.004,-0.001,-0.007,0,-0.004,-0.004,-0.004,0.008,-0.006,-0.005
