,0,1,2,3,4
302,0.007,0.006,0.006,0.005,0.005
303,0.006,0.006,0.005,0.006,0.005
304,0.005,0.005,0.004,0.005,0.005
305,0.004,0.004,0.002,0.003,0.003
306,0.003,0.003,0.001,0.002,0.002
307,0.004,0.003,0.001,0.003,0.002
308,0.006,0.004,0.003,0.005,0.003
309,0.006,0.004,0.003,0.005,0.003
310,0.004,0.004,0.002,0.004,0.002
311,0.003,0.002,0.001,0.003,0.002
312,0.003,0.002,0.001,0.002,0.002
313,0.003,0.002,0.002,0.002,0.002
314,0.003,0.002,0.001,0.002,0.002
315,0.002,0.001,0,0.002,0.001
316,0.001,0,-0.001,0.001,-0.001
317,0.002,0.002,0.001,0.002,0
318,0.003,0.003,0.002,0.003,0.001
319,0.004,0.004,0.002,0.003,0.002
320,0.003,0.003,0.002,0.003,0.002
321,0.002,0.002,0,0.002,0.002
322,0.002,0.002,0.001,0.002,0.002
323,0.002,0.001,0,0.002,0.001
324,0.001,0,0,0.001,0
325,0.001,0,-0.001,0.001,-0.001
326,0.002,0.001,0,0.001,-0.002
327,0.002,0.001,0,0.001,-0.001
328,0.001,0.001,-0.001,0.001,-0.001
329,0,0,-0.002,0,-0.002
330,-0.001,-0.001,-0.003,-0.002,-0.002
331,-0.001,-0.001,-0.003,-0.002,-0.002
332,0,-0.001,-0.002,0,-0.001
333,0.001,0,-0.001,0.001,0
334,0.002,0,-0.001,0.001,0
335,0.001,0,-0.002,0,-0.002
336,0,-0.001,-0.003,0,-0.002
337,-0.002,-0.003,-0.004,-0.001,-0.003
338,-0.002,-0.003,-0.004,-0.002,-0.003
339,-0.002,-0.004,-0.004,-0.003,-0.002
340,-0.002,-0.003,-0.004,-0.003,-0.003
341,-0.002,-0.003,-0.004,-0.002,-0.002
342,-0.002,-0.002,-0.003,-0.001,-0.002
343,-0.001,-0.001,-0.002,0,-0.002
344,0,-0.001,-0.002,0,-0.002
345,0,-0.001,-0.002,0,-0.003
346,-0.001,-0.002,-0.003,-0.001,-0.004
347,-0.002,-0.003,-0.004,-0.002,-0.004
348,-0.003,-0.003,-0.004,-0.003,-0.004
349,-0.003,-0.003,-0.004,-0.003,-0.004
350,-0.001,-0.001,-0.002,-0.002,-0.003
351,0.001,0,-0.001,0,-0.002
352,0.001,0.001,-0.001,0,-0.001
353,0,0,-0.002,-0.001,-0.003
354,-0.001,-0.001,-0.003,-0.002,-0.005
355,-0.002,-0.002,-0.004,-0.002,-0.005
356,-0.001,-0.001,-0.003,-0.001,-0.003
357,0,0,-0.001,0.001,0
358,0.001,0.001,0,0.001,0
359,0.002,0.001,0,0.002,0.001
360,0,0,-0.001,0.001,-0.001
361,-0.001,0,-0.002,0,-0.002
362,-0.001,-0.001,-0.002,0,-0.002
363,-0.001,-0.002,-0.003,-0.001,-0.002
364,-0.001,-0.002,-0.003,-0.001,-0.002
365,-0.001,-0.002,-0.003,-0.002,-0.003
366,-0.001,-0.001,-0.003,-0.002,-0.003
367,-0.001,-0.001,-0.003,-0.001,-0.003
368,0,0,-0.002,0,-0.002
369,0.001,0.001,-0.001,0.001,-0.002
370,0.001,0.001,-0.001,0.001,-0.001
371,0.002,0.001,0,0.001,-0.001
372,0.002,0.001,0.001,0.002,0
373,0.002,0.001,0,0.002,0.001
374,0.002,0.001,0,0.002,0
375,0.001,0,-0.002,0.001,-0.001
376,0.001,0.001,-0.002,0.001,-0.001
377,0.001,0.001,-0.001,0.001,0
378,0,0.001,-0.001,0.001,0
379,0,0,-0.001,0.001,-0.001
380,0,0,-0.001,0.001,-0.001
381,0,0.001,-0.001,0.001,-0.001
382,0.001,0.001,-0.001,0.001,0
383,0.002,0.002,0,0.001,0
384,0.003,0.002,0,0.002,0
385,0.003,0.003,0.001,0.002,-0.001
386,0.003,0.003,0.001,0.003,0
387,0.003,0.002,0,0.003,0
388,0.002,0.002,0,0.002,0.001
389,0.002,0.002,0.001,0.002,0.002
390,0.003,0.003,0.001,0.003,0.001
391,0.003,0.003,0,0.002,0.001
392,0.003,0.002,0,0.002,0
393,0.002,0.001,-0.001,0.001,-0.001
394,0.001,0,-0.001,0.001,-0.001
395,0.001,0,-0.002,0.001,-0.002
396,0.001,0.001,0,0.002,-0.001
397,0.003,0.002,0.001,0.004,0
398,0.004,0.003,0.002,0.004,0.001
399,0.003,0.002,0.001,0.003,0
400,0.002,0.002,0,0.002,0
401,0.001,0.001,-0.001,0.001,-0.001
402,0.001,0,-0.002,0,-0.002
403,0.001,0,-0.002,0,-0.002
404,0.002,0.001,-0.001,0.002,0
405,0.003,0.003,0,0.003,0.002
406,0.003,0.003,0,0.003,0.002
407,0.003,0.003,0.001,0.003,0.002
408,0.003,0.003,0.001,0.003,0.002
409,0.004,0.004,0.003,0.004,0.005
410,0.004,0.002,0.001,0.003,0.004
411,0.003,0.001,0,0.003,0.003
412,0.003,0.002,0,0.003,0.002
413,0.003,0.002,0,0.003,0.002
414,0.004,0.003,0.002,0.004,0.003
415,0.005,0.004,0.002,0.005,0.004
416,0.005,0.005,0.002,0.005,0.004
417,0.004,0.004,0.002,0.004,0.001
418,0.004,0.003,0.001,0.003,0
419,0.003,0.002,0,0.003,-0.001
420,0.003,0.002,0,0.003,0.001
421,0.002,0.002,0,0.002,0.001
422,0.002,0.002,0,0.002,0
423,0.002,0.002,0,0.002,0
424,0.001,0.001,-0.001,0.001,-0.001
425,0,0.001,-0.002,0,0
426,-0.001,-0.001,-0.004,-0.001,-0.001
427,-0.003,-0.003,-0.005,-0.003,-0.003
428,-0.002,-0.003,-0.005,-0.002,-0.003
429,-0.001,-0.002,-0.003,-0.001,-0.002
430,0.002,0.001,-0.001,0.002,0
431,0.003,0.002,0.001,0.004,0.002
432,0.003,0.002,0.002,0.003,0.003
433,0.004,0.003,0.003,0.005,0.005
434,0.004,0.003,0.003,0.004,0.004
435,0.004,0.004,0.002,0.004,0.003
436,0.004,0.004,0.002,0.004,0.002
437,0.003,0.003,0.001,0.003,0.002
438,0.002,0.002,0.001,0.003,0.002
439,0,0,0,0.001,0.001
440,0,0,-0.001,0,0
441,-0.001,0,-0.002,0,-0.001
442,-0.001,0,-0.002,-0.001,-0.002
443,0,0.001,-0.002,0.001,-0.002
444,0.002,0.002,0,0.002,-0.001
445,0.004,0.003,0.002,0.004,0
446,0.004,0.003,0.002,0.004,0.001
447,0.001,0.001,-0.001,0.002,0
448,0,-0.001,-0.002,0.001,-0.001
449,0,-0.001,-0.001,0.001,0
450,0.002,0.001,0,0.002,0.002
451,0.003,0.003,0.001,0.003,0.003
452,0.003,0.002,0,0.002,0.002
453,0.002,0.001,0,0.002,0
454,0,0,-0.001,0.001,-0.002
455,0,-0.001,-0.001,0,-0.003
456,-0.002,-0.002,-0.002,-0.001,-0.002
457,-0.001,-0.001,-0.002,0,0
458,-0.001,0,-0.003,0,0.002
459,-0.001,0,-0.003,0,0.002
460,-0.002,-0.001,-0.003,-0.001,0
461,-0.003,-0.002,-0.004,-0.002,-0.003
462,-0.002,-0.002,-0.003,-0.001,-0.004
463,-0.001,-0.001,-0.002,0,-0.002
464,-0.001,-0.002,-0.003,-0.001,-0.001
465,-0.001,-0.002,-0.004,-0.001,-0.002
466,0,-0.002,-0.003,-0.001,-0.002
467,0.001,-0.001,-0.002,0,-0.003
468,0.001,0,-0.001,0,-0.003
469,0.001,0,-0.001,0,-0.001
470,0,0.001,-0.001,0.001,0
471,0.001,0.001,-0.001,0.002,0.002
472,0.003,0.003,0.001,0.004,0.001
473,0.003,0.003,0,0.003,-0.001
474,0.002,0.001,-0.002,0.001,-0.003
475,0,-0.001,-0.004,-0.001,-0.004
476,-0.001,-0.002,-0.004,-0.001,-0.004
477,0.001,0,-0.001,0.001,-0.002
478,0.001,0.001,-0.001,0.002,-0.001
479,0,-0.001,-0.002,0,-0.002
480,-0.001,-0.003,-0.005,-0.002,-0.005
481,-0.002,-0.004,-0.006,-0.003,-0.006
482,-0.002,-0.002,-0.004,-0.002,-0.004
483,-0.002,-0.002,-0.004,-0.002,-0.002
484,-0.006,-0.005,-0.007,-0.005,-0.005
485,-0.008,-0.008,-0.01,-0.007,-0.007
486,-0.006,-0.007,-0.008,-0.007,-0.006
487,-0.004,-0.004,-0.006,-0.004,-0.004
488,-0.004,-0.004,-0.006,-0.004,-0.003
489,-0.006,-0.006,-0.007,-0.005,-0.004
490,-0.006,-0.006,-0.008,-0.006,-0.004
491,-0.007,-0.007,-0.009,-0.007,-0.006
492,-0.01,-0.01,-0.012,-0.01,-0.009
493,-0.011,-0.011,-0.013,-0.011,-0.011
494,-0.01,-0.01,-0.012,-0.009,-0.009
495,-0.006,-0.006,-0.008,-0.005,-0.004
496,-0.005,-0.004,-0.007,-0.004,-0.001
497,-0.005,-0.004,-0.006,-0.004,-0.001
498,-0.006,-0.004,-0.006,-0.004,-0.003
499,-0.007,-0.007,-0.008,-0.006,-0.007
500,-0.009,-0.01,-0.01,-0.008,-0.011
501,-0.009,-0.009,-0.01,-0.008,-0.011
502,-0.008,-0.007,-0.008,-0.005,-0.008
503,-0.006,-0.006,-0.007,-0.005,-0.007
504,-0.008,-0.008,-0.01,-0.008,-0.01
505,-0.01,-0.01,-0.013,-0.01,-0.012
506,-0.01,-0.01,-0.013,-0.01,-0.011
507,-0.009,-0.008,-0.011,-0.007,-0.009
508,-0.008,-0.008,-0.009,-0.006,-0.008
509,-0.01,-0.01,-0.011,-0.009,-0.011
510,-0.012,-0.011,-0.013,-0.011,-0.014
511,-0.011,-0.011,-0.014,-0.011,-0.014
512,-0.009,-0.01,-0.011,-0.008,-0.013
513,-0.01,-0.011,-0.012,-0.009,-0.014
514,-0.013,-0.013,-0.015,-0.012,-0.015
515,-0.016,-0.015,-0.017,-0.015,-0.015
516,-0.014,-0.014,-0.016,-0.013,-0.013
517,-0.011,-0.011,-0.013,-0.01,-0.012
518,-0.01,-0.01,-0.011,-0.008,-0.011
519,-0.011,-0.011,-0.013,-0.01,-0.012
520,-0.013,-0.013,-0.016,-0.012,-0.015
521,-0.013,-0.014,-0.017,-0.014,-0.016
522,-0.015,-0.016,-0.018,-0.016,-0.018
523,-0.015,-0.016,-0.018,-0.017,-0.019
524,-0.015,-0.015,-0.017,-0.015,-0.019
525,-0.012,-0.011,-0.014,-0.011,-0.016
526,-0.011,-0.011,-0.013,-0.01,-0.013
527,-0.013,-0.013,-0.015,-0.012,-0.013
528,-0.016,-0.017,-0.018,-0.016,-0.017
529,-0.02,-0.021,-0.023,-0.02,-0.021
530,-0.022,-0.021,-0.024,-0.022,-0.023
531,-0.021,-0.02,-0.022,-0.021,-0.022
532,-0.017,-0.016,-0.018,-0.017,-0.018
533,-0.014,-0.013,-0.015,-0.013,-0.016
534,-0.013,-0.013,-0.014,-0.012,-0.016
535,-0.015,-0.015,-0.017,-0.015,-0.019
536,-0.017,-0.018,-0.019,-0.018,-0.022
537,-0.019,-0.02,-0.021,-0.019,-0.025
538,-0.019,-0.02,-0.02,-0.018,-0.024
539,-0.018,-0.018,-0.019,-0.017,-0.022
540,-0.014,-0.015,-0.016,-0.013,-0.018
541,-0.013,-0.014,-0.016,-0.013,-0.017
542,-0.017,-0.017,-0.02,-0.018,-0.02
543,-0.021,-0.021,-0.023,-0.021,-0.025
544,-0.024,-0.024,-0.025,-0.024,-0.027
545,-0.024,-0.024,-0.025,-0.023,-0.026
546,-0.024,-0.023,-0.024,-0.022,-0.025
547,-0.023,-0.023,-0.024,-0.022,-0.025
548,-0.024,-0.023,-0.024,-0.022,-0.026
549,-0.024,-0.024,-0.024,-0.022,-0.027
550,-0.023,-0.024,-0.025,-0.022,-0.026
551,-0.022,-0.022,-0.024,-0.02,-0.025
552,-0.021,-0.021,-0.023,-0.02,-0.024
553,-0.021,-0.021,-0.022,-0.02,-0.023
554,-0.019,-0.02,-0.02,-0.019,-0.022
555,-0.018,-0.018,-0.019,-0.017,-0.02
556,-0.017,-0.017,-0.019,-0.016,-0.02
557,-0.018,-0.018,-0.019,-0.017,-0.021
558,-0.021,-0.02,-0.021,-0.02,-0.022
559,-0.021,-0.021,-0.021,-0.02,-0.023
560,-0.019,-0.02,-0.019,-0.019,-0.022
561,-0.018,-0.018,-0.019,-0.017,-0.021
562,-0.016,-0.016,-0.017,-0.015,-0.019
563,-0.017,-0.016,-0.017,-0.015,-0.019
564,-0.017,-0.017,-0.018,-0.015,-0.019
565,-0.018,-0.018,-0.019,-0.016,-0.019
566,-0.019,-0.018,-0.021,-0.017,-0.02
567,-0.02,-0.018,-0.021,-0.018,-0.021
568,-0.023,-0.021,-0.025,-0.021,-0.025
569,-0.023,-0.022,-0.025,-0.022,-0.026
570,-0.022,-0.022,-0.024,-0.021,-0.025
571,-0.019,-0.019,-0.021,-0.018,-0.022
572,-0.016,-0.017,-0.02,-0.016,-0.02
573,-0.016,-0.017,-0.018,-0.016,-0.02
574,-0.017,-0.017,-0.018,-0.016,-0.02
575,-0.018,-0.017,-0.018,-0.016,-0.022
576,-0.015,-0.015,-0.016,-0.014,-0.02
577,-0.015,-0.016,-0.016,-0.013,-0.02
578,-0.017,-0.017,-0.017,-0.015,-0.019
579,-0.018,-0.017,-0.018,-0.015,-0.018
580,-0.015,-0.015,-0.016,-0.013,-0.016
581,-0.014,-0.014,-0.015,-0.014,-0.016
582,-0.015,-0.015,-0.016,-0.014,-0.017
583,-0.017,-0.017,-0.018,-0.016,-0.017
584,-0.016,-0.017,-0.018,-0.015,-0.017
585,-0.012,-0.013,-0.015,-0.012,-0.014
586,-0.011,-0.011,-0.013,-0.011,-0.014
587,-0.01,-0.01,-0.011,-0.01,-0.015
588,-0.012,-0.012,-0.013,-0.011,-0.015
589,-0.012,-0.013,-0.014,-0.012,-0.013
590,-0.011,-0.013,-0.013,-0.011,-0.012
591,-0.011,-0.012,-0.013,-0.011,-0.012
592,-0.012,-0.012,-0.012,-0.011,-0.015
593,-0.014,-0.012,-0.014,-0.013,-0.017
594,-0.013,-0.012,-0.014,-0.012,-0.015
595,-0.009,-0.01,-0.011,-0.009,-0.012
596,-0.007,-0.007,-0.009,-0.007,-0.009
597,-0.007,-0.007,-0.009,-0.007,-0.009
598,-0.007,-0.009,-0.011,-0.008,-0.011
599,-0.009,-0.01,-0.012,-0.009,-0.013
600,-0.013,-0.013,-0.015,-0.013,-0.015
601,-0.014,-0.014,-0.017,-0.015,-0.017
602,-0.013,-0.014,-0.016,-0.014,-0.015
603,-0.01,-0.011,-0.013,-0.01,-0.013
604,-0.006,-0.007,-0.009,-0.005,-0.009
605,-0.003,-0.003,-0.006,-0.002,-0.006
606,-0.003,-0.002,-0.005,-0.002,-0.005
607,-0.002,-0.002,-0.005,-0.002,-0.005
608,-0.001,-0.002,-0.004,-0.002,-0.004
609,0,-0.001,-0.003,-0.001,-0.002
610,-0.001,-0.001,-0.003,-0.002,-0.003
611,-0.004,-0.003,-0.007,-0.004,-0.005
612,-0.002,-0.003,-0.006,-0.003,-0.004
613,-0.004,-0.004,-0.006,-0.004,-0.005
614,-0.004,-0.003,-0.006,-0.004,-0.008
615,-0.004,-0.002,-0.004,-0.003,-0.008
616,0.001,0.003,0.001,0.002,-0.003
617,0.006,0.007,0.004,0.007,0.002
618,0.006,0.006,0.004,0.007,0.003
619,0.004,0.004,0.003,0.005,0.003
620,0.005,0.004,0.003,0.006,0.003
621,0.006,0.005,0.004,0.007,0.003
622,0.007,0.008,0.006,0.008,0.002
623,0.007,0.007,0.005,0.006,0.003
624,0.005,0.005,0.003,0.003,0.004
625,0,0,-0.002,-0.001,-0.001
626,-0.002,-0.002,-0.004,-0.002,-0.005
627,0.001,0.001,-0.001,0.001,-0.004
628,0.004,0.004,0.002,0.004,0
629,0.006,0.005,0.003,0.005,0.003
630,0.004,0.003,0.001,0.003,0.002
631,0.003,0.003,0,0.003,0.002
632,0.004,0.004,0.002,0.004,0.002
633,0.006,0.007,0.004,0.007,0.003
634,0.008,0.008,0.006,0.009,0.005
635,0.01,0.01,0.007,0.008,0.005
636,0.011,0.012,0.008,0.01,0.006
637,0.01,0.011,0.007,0.009,0.004
638,0.01,0.01,0.008,0.01,0.005
639,0.009,0.008,0.007,0.009,0.004
640,0.008,0.007,0.005,0.007,0.004
641,0.006,0.004,0.003,0.004,0.002
642,0.005,0.004,0.003,0.004,0.003
643,0.007,0.006,0.005,0.007,0.007
644,0.01,0.009,0.008,0.01,0.01
645,0.011,0.01,0.009,0.011,0.009
646,0.007,0.008,0.005,0.008,0.005
647,0.003,0.003,0.001,0.004,0
648,0.004,0.003,0.002,0.004,0.001
649,0.007,0.006,0.005,0.007,0.003
650,0.009,0.01,0.007,0.009,0.006
651,0.01,0.012,0.008,0.012,0.009
652,0.011,0.013,0.009,0.012,0.011
653,0.013,0.014,0.011,0.014,0.012
654,0.013,0.013,0.011,0.014,0.011
655,0.011,0.011,0.009,0.012,0.009
656,0.008,0.008,0.006,0.009,0.005
657,0.005,0.005,0.003,0.006,0.001
658,0.006,0.006,0.005,0.008,0
659,0.01,0.01,0.008,0.01,0.002
660,0.011,0.012,0.01,0.012,0.005
661,0.008,0.009,0.006,0.008,0.005
662,0.004,0.004,0.003,0.005,0.003
663,0.004,0.004,0.004,0.005,0.003
664,0.009,0.008,0.009,0.01,0.007
665,0.014,0.012,0.012,0.014,0.009
666,0.015,0.013,0.012,0.014,0.009
667,0.009,0.008,0.008,0.01,0.006
668,0.004,0.004,0.004,0.005,0.003
669,0.002,0.002,0.001,0.001,0.001
670,0,0.001,-0.002,0,-0.001
671,0,0,-0.003,0.001,0
672,0,0.001,-0.002,0.002,0
673,0.002,0.002,0.001,0.003,0.001
674,0.004,0.003,0.001,0.003,0.003
675,0.005,0.003,0.001,0.003,0.004
676,0.007,0.006,0.002,0.005,0.006
677,0.009,0.009,0.006,0.009,0.007
678,0.01,0.01,0.009,0.01,0.009
679,0.009,0.008,0.008,0.009,0.007
680,0.006,0.005,0.004,0.006,0.005
681,0.004,0.004,0.001,0.004,0.004
682,0.003,0.003,0.001,0.003,0.002
683,0.005,0.004,0.002,0.005,0.003
684,0.006,0.006,0.004,0.008,0.006
685,0.008,0.007,0.006,0.011,0.009
686,0.01,0.01,0.009,0.013,0.011
687,0.012,0.012,0.011,0.014,0.01
688,0.014,0.013,0.012,0.012,0.01
689,0.015,0.014,0.013,0.012,0.01
690,0.015,0.013,0.011,0.012,0.01
691,0.013,0.012,0.009,0.011,0.009
692,0.01,0.009,0.007,0.009,0.007
693,0.008,0.008,0.006,0.008,0.006
694,0.005,0.005,0.003,0.005,0.003
695,0.004,0.005,0.001,0.003,0.002
696,0.008,0.009,0.006,0.007,0.007
697,0.011,0.012,0.01,0.012,0.013
698,0.008,0.009,0.007,0.009,0.012
699,0.003,0.004,0.002,0.004,0.005
700,0,0,-0.002,0.001,0
701,0,0,-0.003,0.001,-0.002
702,0.002,0,-0.002,0.002,-0.002
703,0.001,0.001,-0.002,0.002,-0.002
704,0,0,-0.002,0.001,-0.004
705,0,0.001,-0.002,0.002,-0.001
706,0.003,0.003,0.001,0.004,0.004
707,0.006,0.005,0.004,0.007,0.007
708,0.009,0.007,0.006,0.008,0.007
709,0.01,0.009,0.007,0.009,0.006
710,0.011,0.01,0.008,0.011,0.01
711,0.009,0.008,0.008,0.011,0.011
712,0.007,0.006,0.006,0.009,0.009
713,0.004,0.003,0.003,0.005,0.004
714,0.002,0.001,0.001,0.003,0.001
715,0.001,0,0,0.002,-0.002
716,0.003,0.001,0.002,0.002,0
717,0.005,0.004,0.002,0.003,0.002
718,0.005,0.005,0.001,0.003,0.001
719,0.005,0.004,0.001,0.004,0
720,0.004,0.002,0.001,0.003,0
721,0.002,0,-0.001,0.002,0
722,0.003,0.002,0.001,0.003,0
723,0.002,0.001,0,0.002,0
724,0.001,0,-0.001,0.001,-0.001
725,-0.002,-0.001,-0.003,0,-0.002
726,0.001,0.001,-0.002,0.001,-0.003
727,0.004,0.002,0.001,0.003,-0.002
728,0.003,0.002,0.001,0.002,-0.003
729,-0.003,-0.005,-0.005,-0.003,-0.007
730,-0.008,-0.009,-0.009,-0.007,-0.011
731,-0.007,-0.008,-0.008,-0.005,-0.008
732,-0.005,-0.006,-0.007,-0.004,-0.004
733,-0.008,-0.008,-0.01,-0.006,-0.006
734,-0.012,-0.011,-0.014,-0.012,-0.01
735,-0.01,-0.01,-0.013,-0.011,-0.01
736,-0.003,-0.004,-0.006,-0.004,-0.005
737,0.002,0.001,0,0.003,-0.001
738,0.005,0.002,0.001,0.005,-0.002
739,0.002,0.002,0,0.003,-0.006
740,0.001,0.001,0,0,-0.005
741,0,0,-0.001,-0.001,-0.002
742,0.002,0.001,0,0.001,0
743,0.003,0.003,0,0.003,0.001
744,0,0.002,-0.001,0.001,0.001
745,-0.006,-0.006,-0.007,-0.007,-0.005
746,-0.009,-0.009,-0.011,-0.009,-0.01
747,-0.006,-0.005,-0.01,-0.005,-0.01
748,-0.001,-0.001,-0.006,-0.002,-0.007
749,-0.001,-0.001,-0.003,-0.003,-0.004
750,0,0,0,0,0
751,,,,,
752,,,,,
753,,,,,
754,,,,,
755,,,,,
756,,,,,
757,,,,,
758,,,,,
759,,,,,
760,,,,,
761,,,,,
762,,,,,
763,,,,,
764,,,,,
765,,,,,
766,,,,,
767,,,,,
768,,,,,
769,,,,,
770,,,,,
771,,,,,
772,,,,,
773,,,,,
774,,,,,
775,,,,,
776,,,,,
777,,,,,
778,,,,,
779,,,,,
780,,,,,
781,,,,,
782,,,,,
783,,,,,
784,,,,,
785,,,,,
786,,,,,
787,,,,,
788,,,,,
789,,,,,
790,,,,,
791,,,,,
792,,,,,
793,,,,,
794,,,,,
795,,,,,
796,,,,,
797,,,,,
798,,,,,
799,,,,,
800,,,,,
801,,,,,
802,,,,,
803,,,,,
804,,,,,
805,,,,,
806,,,,,
807,,,,,
808,,,,,
809,,,,,
810,,,,,
811,,,,,
812,,,,,
813,,,,,
814,,,,,
815,,,,,
816,,,,,
817,,,,,
818,,,,,
819,,,,,
820,,,,,
821,,,,,
822,,,,,
823,,,,,
824,,,,,
825,,,,,
826,,,,,
827,,,,,
828,,,,,
829,,,,,
830,,,,,
831,,,,,
832,,,,,
833,,,,,
834,,,,,
835,,,,,
836,,,,,
837,,,,,
838,,,,,
839,,,,,
840,,,,,
