,0,1,2,3,4,5,6,7,8,9,10,11
496,-0.006,-0.001,-0.004,-0.004,-0.002,-0.002,-0.008,-0.005,-0.005,-0.005,-0.005,-0.005
497,-0.006,0,-0.003,-0.004,-0.003,-0.003,-0.008,-0.004,-0.005,-0.005,-0.005,-0.006
498,-0.005,0,-0.003,-0.003,-0.004,-0.004,-0.009,-0.005,-0.006,-0.005,-0.005,-0.006
499,-0.006,-0.001,-0.004,-0.004,-0.003,-0.004,-0.01,-0.005,-0.007,-0.007,-0.006,-0.007
500,-0.007,-0.003,-0.006,-0.006,-0.003,-0.005,-0.01,-0.005,-0.009,-0.009,-0.009,-0.01
501,-0.007,-0.003,-0.006,-0.007,-0.002,-0.004,-0.009,-0.003,-0.009,-0.009,-0.009,-0.009
502,-0.008,-0.003,-0.005,-0.006,-0.002,-0.004,-0.008,-0.002,-0.008,-0.008,-0.007,-0.008
503,-0.008,-0.004,-0.006,-0.006,-0.004,-0.004,-0.009,-0.003,-0.007,-0.007,-0.006,-0.007
504,-0.01,-0.006,-0.008,-0.008,-0.005,-0.005,-0.01,-0.005,-0.01,-0.009,-0.008,-0.01
505,-0.011,-0.007,-0.008,-0.01,-0.005,-0.006,-0.011,-0.006,-0.012,-0.011,-0.01,-0.012
506,-0.011,-0.006,-0.008,-0.01,-0.006,-0.008,-0.013,-0.008,-0.012,-0.011,-0.01,-0.012
507,-0.01,-0.006,-0.007,-0.008,-0.006,-0.01,-0.014,-0.009,-0.01,-0.009,-0.008,-0.01
508,-0.009,-0.005,-0.007,-0.008,-0.006,-0.01,-0.013,-0.009,-0.009,-0.008,-0.006,-0.008
509,-0.009,-0.006,-0.008,-0.009,-0.005,-0.008,-0.012,-0.008,-0.011,-0.01,-0.009,-0.01
510,-0.008,-0.006,-0.009,-0.01,-0.003,-0.006,-0.01,-0.006,-0.013,-0.012,-0.011,-0.012
511,-0.009,-0.006,-0.009,-0.009,-0.003,-0.006,-0.01,-0.007,-0.013,-0.013,-0.012,-0.012
512,-0.01,-0.006,-0.009,-0.009,-0.004,-0.005,-0.009,-0.007,-0.012,-0.01,-0.01,-0.011
513,-0.012,-0.008,-0.01,-0.01,-0.006,-0.007,-0.011,-0.008,-0.012,-0.011,-0.01,-0.012
514,-0.014,-0.01,-0.012,-0.012,-0.008,-0.009,-0.013,-0.01,-0.014,-0.014,-0.013,-0.015
515,-0.014,-0.011,-0.013,-0.013,-0.01,-0.011,-0.015,-0.012,-0.016,-0.016,-0.015,-0.016
516,-0.013,-0.01,-0.013,-0.013,-0.011,-0.012,-0.016,-0.013,-0.015,-0.015,-0.014,-0.014
517,-0.012,-0.009,-0.011,-0.011,-0.009,-0.01,-0.014,-0.011,-0.013,-0.012,-0.011,-0.012
518,-0.011,-0.007,-0.009,-0.009,-0.008,-0.009,-0.014,-0.011,-0.011,-0.01,-0.009,-0.01
519,-0.012,-0.007,-0.009,-0.009,-0.008,-0.01,-0.015,-0.011,-0.013,-0.011,-0.01,-0.012
520,-0.013,-0.008,-0.011,-0.011,-0.009,-0.011,-0.016,-0.012,-0.015,-0.013,-0.012,-0.014
521,-0.014,-0.009,-0.012,-0.012,-0.009,-0.011,-0.017,-0.012,-0.016,-0.014,-0.013,-0.015
522,-0.015,-0.009,-0.014,-0.014,-0.008,-0.01,-0.016,-0.012,-0.018,-0.016,-0.016,-0.016
523,-0.015,-0.01,-0.013,-0.014,-0.009,-0.011,-0.017,-0.013,-0.017,-0.017,-0.017,-0.017
524,-0.013,-0.008,-0.011,-0.013,-0.008,-0.011,-0.016,-0.013,-0.016,-0.015,-0.015,-0.015
525,-0.012,-0.006,-0.008,-0.011,-0.007,-0.008,-0.012,-0.01,-0.013,-0.012,-0.012,-0.013
526,-0.012,-0.007,-0.009,-0.01,-0.007,-0.008,-0.012,-0.01,-0.013,-0.012,-0.012,-0.012
527,-0.014,-0.009,-0.012,-0.013,-0.009,-0.011,-0.015,-0.011,-0.015,-0.014,-0.014,-0.014
528,-0.016,-0.012,-0.014,-0.015,-0.011,-0.013,-0.017,-0.015,-0.018,-0.017,-0.017,-0.017
529,-0.018,-0.015,-0.017,-0.018,-0.014,-0.016,-0.021,-0.018,-0.022,-0.02,-0.021,-0.021
530,-0.02,-0.017,-0.02,-0.02,-0.015,-0.017,-0.023,-0.019,-0.023,-0.022,-0.022,-0.022
531,-0.02,-0.017,-0.019,-0.02,-0.015,-0.017,-0.024,-0.018,-0.023,-0.022,-0.021,-0.022
532,-0.016,-0.013,-0.014,-0.016,-0.011,-0.013,-0.018,-0.014,-0.018,-0.017,-0.016,-0.018
533,-0.013,-0.01,-0.011,-0.013,-0.008,-0.011,-0.015,-0.011,-0.016,-0.015,-0.013,-0.015
534,-0.014,-0.01,-0.012,-0.013,-0.009,-0.012,-0.016,-0.012,-0.015,-0.014,-0.012,-0.014
535,-0.016,-0.011,-0.013,-0.014,-0.011,-0.014,-0.019,-0.014,-0.017,-0.016,-0.015,-0.017
536,-0.017,-0.012,-0.014,-0.015,-0.012,-0.014,-0.019,-0.016,-0.02,-0.018,-0.017,-0.019
537,-0.017,-0.013,-0.016,-0.017,-0.011,-0.014,-0.019,-0.016,-0.021,-0.02,-0.02,-0.021
538,-0.016,-0.013,-0.016,-0.018,-0.011,-0.015,-0.02,-0.016,-0.021,-0.02,-0.02,-0.02
539,-0.018,-0.014,-0.018,-0.018,-0.013,-0.016,-0.022,-0.015,-0.019,-0.019,-0.019,-0.018
540,-0.017,-0.012,-0.015,-0.015,-0.012,-0.014,-0.019,-0.014,-0.016,-0.015,-0.015,-0.015
541,-0.017,-0.012,-0.014,-0.014,-0.011,-0.011,-0.015,-0.012,-0.016,-0.014,-0.014,-0.015
542,-0.018,-0.013,-0.015,-0.016,-0.011,-0.012,-0.017,-0.015,-0.019,-0.017,-0.017,-0.019
543,-0.02,-0.015,-0.018,-0.019,-0.014,-0.017,-0.021,-0.019,-0.023,-0.021,-0.021,-0.022
544,-0.02,-0.016,-0.02,-0.021,-0.015,-0.019,-0.025,-0.02,-0.025,-0.023,-0.024,-0.024
545,-0.019,-0.016,-0.019,-0.021,-0.015,-0.019,-0.024,-0.019,-0.025,-0.024,-0.023,-0.024
546,-0.019,-0.016,-0.018,-0.021,-0.013,-0.016,-0.021,-0.017,-0.025,-0.024,-0.023,-0.024
547,-0.02,-0.016,-0.018,-0.02,-0.013,-0.015,-0.021,-0.018,-0.024,-0.023,-0.023,-0.024
548,-0.021,-0.018,-0.019,-0.021,-0.014,-0.017,-0.023,-0.019,-0.024,-0.023,-0.023,-0.024
549,-0.021,-0.018,-0.02,-0.021,-0.014,-0.018,-0.024,-0.019,-0.024,-0.023,-0.022,-0.024
550,-0.021,-0.018,-0.02,-0.022,-0.013,-0.017,-0.023,-0.019,-0.024,-0.023,-0.023,-0.024
551,-0.02,-0.016,-0.019,-0.02,-0.011,-0.015,-0.02,-0.016,-0.023,-0.022,-0.021,-0.022
552,-0.019,-0.014,-0.017,-0.019,-0.011,-0.014,-0.019,-0.015,-0.022,-0.021,-0.02,-0.021
553,-0.02,-0.015,-0.018,-0.02,-0.013,-0.015,-0.021,-0.016,-0.022,-0.02,-0.02,-0.021
554,-0.02,-0.016,-0.017,-0.019,-0.014,-0.016,-0.022,-0.017,-0.021,-0.019,-0.019,-0.02
555,-0.018,-0.015,-0.016,-0.017,-0.015,-0.016,-0.022,-0.019,-0.019,-0.017,-0.017,-0.018
556,-0.017,-0.013,-0.014,-0.015,-0.013,-0.015,-0.02,-0.017,-0.019,-0.017,-0.017,-0.017
557,-0.016,-0.012,-0.014,-0.015,-0.012,-0.014,-0.019,-0.016,-0.02,-0.017,-0.018,-0.017
558,-0.019,-0.013,-0.017,-0.018,-0.014,-0.017,-0.02,-0.016,-0.023,-0.019,-0.02,-0.02
559,-0.021,-0.015,-0.019,-0.02,-0.015,-0.018,-0.023,-0.016,-0.023,-0.02,-0.02,-0.021
560,-0.021,-0.015,-0.018,-0.019,-0.015,-0.017,-0.022,-0.016,-0.022,-0.019,-0.019,-0.02
561,-0.018,-0.015,-0.016,-0.017,-0.015,-0.017,-0.022,-0.017,-0.019,-0.018,-0.017,-0.019
562,-0.016,-0.013,-0.014,-0.015,-0.015,-0.017,-0.021,-0.019,-0.018,-0.017,-0.016,-0.017
563,-0.017,-0.013,-0.015,-0.016,-0.016,-0.017,-0.021,-0.019,-0.017,-0.017,-0.016,-0.017
564,-0.018,-0.014,-0.016,-0.017,-0.014,-0.017,-0.019,-0.017,-0.019,-0.017,-0.016,-0.017
565,-0.019,-0.015,-0.016,-0.018,-0.013,-0.017,-0.019,-0.016,-0.02,-0.018,-0.017,-0.018
566,-0.02,-0.016,-0.018,-0.019,-0.015,-0.019,-0.021,-0.018,-0.021,-0.019,-0.019,-0.02
567,-0.02,-0.016,-0.018,-0.019,-0.015,-0.019,-0.022,-0.02,-0.021,-0.02,-0.02,-0.02
568,-0.021,-0.017,-0.02,-0.021,-0.015,-0.017,-0.022,-0.019,-0.023,-0.023,-0.021,-0.023
569,-0.021,-0.017,-0.02,-0.021,-0.012,-0.014,-0.019,-0.016,-0.024,-0.022,-0.022,-0.024
570,-0.022,-0.016,-0.019,-0.019,-0.011,-0.012,-0.018,-0.016,-0.023,-0.022,-0.022,-0.023
571,-0.019,-0.012,-0.015,-0.015,-0.009,-0.011,-0.016,-0.014,-0.019,-0.019,-0.019,-0.019
572,-0.016,-0.011,-0.013,-0.013,-0.006,-0.009,-0.014,-0.012,-0.017,-0.017,-0.017,-0.017
573,-0.015,-0.012,-0.012,-0.014,-0.009,-0.01,-0.015,-0.014,-0.017,-0.017,-0.016,-0.017
574,-0.016,-0.012,-0.014,-0.016,-0.011,-0.013,-0.017,-0.016,-0.018,-0.017,-0.016,-0.017
575,-0.017,-0.013,-0.016,-0.017,-0.012,-0.013,-0.018,-0.016,-0.019,-0.018,-0.017,-0.018
576,-0.014,-0.011,-0.014,-0.015,-0.01,-0.013,-0.017,-0.013,-0.017,-0.016,-0.015,-0.016
577,-0.014,-0.011,-0.014,-0.015,-0.012,-0.014,-0.019,-0.013,-0.017,-0.015,-0.015,-0.017
578,-0.015,-0.012,-0.015,-0.015,-0.013,-0.016,-0.02,-0.015,-0.018,-0.017,-0.016,-0.018
579,-0.016,-0.014,-0.016,-0.016,-0.013,-0.015,-0.019,-0.015,-0.019,-0.017,-0.017,-0.018
580,-0.014,-0.011,-0.013,-0.014,-0.012,-0.013,-0.017,-0.014,-0.017,-0.015,-0.015,-0.016
581,-0.015,-0.01,-0.013,-0.014,-0.012,-0.013,-0.017,-0.014,-0.017,-0.014,-0.015,-0.015
582,-0.016,-0.011,-0.014,-0.015,-0.013,-0.013,-0.017,-0.014,-0.017,-0.014,-0.015,-0.016
583,-0.018,-0.012,-0.014,-0.016,-0.012,-0.013,-0.017,-0.014,-0.019,-0.016,-0.017,-0.017
584,-0.017,-0.011,-0.013,-0.014,-0.012,-0.014,-0.017,-0.015,-0.018,-0.016,-0.016,-0.017
585,-0.013,-0.007,-0.01,-0.01,-0.01,-0.012,-0.015,-0.013,-0.015,-0.015,-0.014,-0.014
586,-0.01,-0.006,-0.009,-0.008,-0.005,-0.006,-0.011,-0.009,-0.013,-0.013,-0.011,-0.013
587,-0.009,-0.004,-0.008,-0.008,-0.002,-0.002,-0.008,-0.006,-0.011,-0.011,-0.01,-0.011
588,-0.011,-0.006,-0.008,-0.01,-0.002,-0.003,-0.008,-0.008,-0.013,-0.011,-0.01,-0.012
589,-0.013,-0.008,-0.009,-0.012,-0.003,-0.005,-0.008,-0.009,-0.014,-0.012,-0.012,-0.013
590,-0.013,-0.009,-0.01,-0.011,-0.005,-0.005,-0.007,-0.009,-0.013,-0.012,-0.012,-0.013
591,-0.013,-0.009,-0.011,-0.011,-0.004,-0.004,-0.005,-0.006,-0.014,-0.012,-0.012,-0.013
592,-0.013,-0.008,-0.012,-0.011,-0.004,-0.004,-0.006,-0.006,-0.014,-0.013,-0.012,-0.013
593,-0.014,-0.009,-0.011,-0.012,-0.006,-0.006,-0.009,-0.008,-0.014,-0.015,-0.013,-0.014
594,-0.012,-0.008,-0.009,-0.01,-0.009,-0.009,-0.012,-0.011,-0.012,-0.014,-0.012,-0.014
595,-0.008,-0.004,-0.004,-0.006,-0.008,-0.009,-0.012,-0.011,-0.009,-0.01,-0.009,-0.012
596,-0.004,-0.001,-0.001,-0.002,-0.003,-0.004,-0.007,-0.007,-0.007,-0.007,-0.007,-0.009
597,-0.004,0,-0.001,-0.002,0,-0.002,-0.004,-0.005,-0.006,-0.007,-0.006,-0.008
598,-0.007,-0.003,-0.004,-0.004,-0.003,-0.005,-0.007,-0.009,-0.008,-0.009,-0.009,-0.009
599,-0.01,-0.005,-0.006,-0.005,-0.005,-0.006,-0.009,-0.011,-0.01,-0.011,-0.01,-0.009
600,-0.012,-0.007,-0.009,-0.008,-0.005,-0.005,-0.008,-0.011,-0.013,-0.013,-0.013,-0.012
601,-0.011,-0.005,-0.008,-0.009,-0.002,-0.001,-0.003,-0.008,-0.013,-0.013,-0.014,-0.014
602,-0.01,-0.003,-0.007,-0.008,-0.003,-0.002,-0.004,-0.008,-0.012,-0.013,-0.013,-0.014
603,-0.009,-0.003,-0.005,-0.006,-0.002,-0.002,-0.004,-0.005,-0.009,-0.01,-0.009,-0.012
604,-0.006,-0.002,-0.004,-0.003,0,-0.002,-0.003,-0.003,-0.006,-0.007,-0.006,-0.008
605,-0.003,0.001,-0.002,-0.001,0.001,0,-0.001,-0.002,-0.003,-0.004,-0.003,-0.005
606,-0.001,0.003,-0.001,0.001,0.004,0.003,0.001,-0.001,-0.003,-0.003,-0.002,-0.004
607,0.001,0.005,0.002,0.003,0.006,0.004,0.003,0,-0.002,-0.002,-0.002,-0.003
608,0.002,0.006,0.003,0.004,0.004,0.004,0.003,-0.001,-0.002,-0.002,-0.003,-0.002
609,0.001,0.006,0.004,0.003,0.002,0.003,0.001,-0.002,0,-0.001,-0.002,-0.001
610,0,0.006,0.003,0.003,0.003,0.003,-0.001,-0.003,-0.001,-0.001,-0.002,-0.002
611,-0.002,0.004,0.001,0,0.004,0.004,0,-0.003,-0.004,-0.003,-0.004,-0.005
612,0,0.005,0.001,0.001,0.005,0.004,0.002,-0.001,-0.003,-0.003,-0.004,-0.004
613,-0.001,0.002,-0.001,0,0.003,0.004,0.003,0,-0.004,-0.004,-0.004,-0.005
614,-0.002,0.003,0.001,0,0.003,0.005,0.004,0.001,-0.003,-0.003,-0.003,-0.004
615,0,0.006,0.004,0.001,0.006,0.007,0.008,0.003,-0.002,-0.001,0,-0.002
616,0.005,0.011,0.008,0.005,0.01,0.011,0.011,0.007,0.003,0.003,0.004,0.003
617,0.008,0.014,0.01,0.009,0.012,0.012,0.012,0.009,0.006,0.006,0.006,0.006
618,0.007,0.013,0.009,0.009,0.01,0.011,0.01,0.007,0.007,0.006,0.006,0.005
619,0.003,0.009,0.005,0.007,0.007,0.007,0.008,0.005,0.004,0.005,0.003,0.002
620,0.003,0.008,0.005,0.006,0.006,0.007,0.007,0.005,0.004,0.005,0.005,0.003
621,0.003,0.007,0.005,0.006,0.008,0.008,0.01,0.006,0.004,0.006,0.006,0.006
622,0.004,0.009,0.007,0.008,0.01,0.009,0.011,0.007,0.006,0.007,0.007,0.007
623,0.006,0.01,0.008,0.01,0.007,0.006,0.009,0.006,0.006,0.007,0.006,0.006
624,0.005,0.009,0.008,0.01,0.004,0.005,0.007,0.005,0.004,0.005,0.004,0.003
625,0.003,0.007,0.006,0.006,0.006,0.006,0.008,0.006,0,0,0,-0.001
626,0.003,0.006,0.004,0.004,0.009,0.009,0.011,0.007,-0.002,-0.001,-0.002,-0.003
627,0.005,0.009,0.005,0.004,0.012,0.01,0.012,0.009,0.001,0.002,0.002,0
628,0.005,0.009,0.006,0.004,0.01,0.009,0.011,0.009,0.003,0.004,0.004,0.003
629,0.003,0.008,0.006,0.005,0.007,0.007,0.01,0.006,0.004,0.005,0.004,0.004
630,0.001,0.005,0.003,0.003,0.005,0.005,0.008,0.004,0.001,0.002,0.002,0.002
631,0,0.005,0.002,0.002,0.004,0.004,0.006,0.003,0.001,0.002,0.003,0.001
632,0.003,0.006,0.005,0.004,0.006,0.007,0.007,0.007,0.004,0.003,0.005,0.004
633,0.004,0.009,0.008,0.008,0.007,0.009,0.009,0.006,0.006,0.007,0.007,0.005
634,0.007,0.012,0.01,0.01,0.01,0.01,0.012,0.008,0.008,0.008,0.009,0.007
635,0.007,0.014,0.01,0.011,0.011,0.01,0.011,0.006,0.008,0.009,0.01,0.007
636,0.01,0.017,0.013,0.013,0.012,0.011,0.012,0.006,0.011,0.011,0.012,0.01
637,0.01,0.016,0.013,0.013,0.011,0.013,0.012,0.006,0.01,0.01,0.011,0.01
638,0.009,0.015,0.013,0.014,0.008,0.011,0.011,0.005,0.011,0.01,0.01,0.009
639,0.007,0.013,0.009,0.011,0.007,0.009,0.011,0.006,0.009,0.009,0.008,0.008
640,0.005,0.012,0.008,0.009,0.005,0.008,0.009,0.005,0.007,0.007,0.007,0.006
641,0.003,0.01,0.007,0.008,0.007,0.009,0.009,0.006,0.005,0.004,0.005,0.004
642,0.004,0.011,0.009,0.01,0.005,0.009,0.007,0.004,0.006,0.005,0.004,0.003
643,0.006,0.013,0.011,0.011,0.006,0.008,0.007,0.003,0.008,0.007,0.006,0.005
644,0.008,0.014,0.011,0.011,0.007,0.008,0.007,0.004,0.01,0.009,0.009,0.007
645,0.007,0.013,0.01,0.01,0.011,0.01,0.009,0.008,0.01,0.01,0.009,0.008
646,0.005,0.009,0.006,0.007,0.011,0.011,0.011,0.009,0.006,0.007,0.007,0.006
647,0.003,0.006,0.004,0.004,0.009,0.01,0.01,0.008,0.002,0.003,0.002,0.002
648,0.005,0.009,0.006,0.005,0.009,0.011,0.01,0.009,0.004,0.004,0.003,0.003
649,0.008,0.013,0.009,0.009,0.012,0.014,0.013,0.011,0.007,0.007,0.006,0.006
650,0.009,0.015,0.012,0.012,0.014,0.016,0.015,0.012,0.009,0.009,0.009,0.009
651,0.009,0.015,0.013,0.014,0.015,0.016,0.015,0.012,0.01,0.01,0.01,0.011
652,0.008,0.013,0.013,0.013,0.012,0.013,0.012,0.01,0.011,0.011,0.01,0.011
653,0.009,0.014,0.014,0.014,0.011,0.012,0.011,0.011,0.012,0.013,0.013,0.013
654,0.011,0.015,0.015,0.015,0.012,0.013,0.012,0.01,0.012,0.013,0.013,0.011
655,0.012,0.016,0.014,0.015,0.014,0.014,0.016,0.011,0.011,0.012,0.011,0.01
656,0.01,0.014,0.012,0.012,0.013,0.013,0.016,0.01,0.008,0.008,0.008,0.006
657,0.006,0.01,0.008,0.008,0.009,0.009,0.012,0.006,0.006,0.006,0.005,0.004
658,0.006,0.011,0.008,0.009,0.007,0.008,0.01,0.004,0.006,0.007,0.007,0.005
659,0.008,0.012,0.009,0.011,0.009,0.008,0.01,0.006,0.008,0.008,0.01,0.008
660,0.01,0.014,0.012,0.013,0.012,0.011,0.013,0.009,0.009,0.009,0.011,0.01
661,0.006,0.011,0.009,0.009,0.011,0.011,0.012,0.007,0.006,0.006,0.008,0.008
662,0.004,0.009,0.006,0.006,0.009,0.011,0.011,0.006,0.004,0.003,0.005,0.004
663,0.005,0.01,0.007,0.007,0.007,0.008,0.008,0.005,0.004,0.004,0.006,0.004
664,0.008,0.013,0.012,0.012,0.006,0.008,0.01,0.008,0.009,0.009,0.011,0.008
665,0.009,0.016,0.014,0.014,0.007,0.009,0.011,0.009,0.012,0.012,0.014,0.012
666,0.009,0.016,0.013,0.013,0.006,0.008,0.011,0.007,0.013,0.014,0.015,0.012
667,0.005,0.013,0.009,0.009,0.004,0.004,0.008,0.004,0.009,0.008,0.009,0.008
668,0.005,0.012,0.008,0.007,0.004,0.004,0.008,0.004,0.005,0.005,0.005,0.004
669,0.004,0.01,0.007,0.006,0.008,0.008,0.01,0.007,0.003,0.002,0.002,0.001
670,0.001,0.007,0.004,0.003,0.009,0.01,0.011,0.009,0,0.001,0,-0.001
671,0,0.005,0.003,0.003,0.007,0.008,0.009,0.006,0,0,0,0
672,0.003,0.007,0.004,0.005,0.006,0.007,0.007,0.002,0,0,0,0.001
673,0.005,0.009,0.005,0.007,0.009,0.007,0.009,0.003,0.002,0.002,0.002,0.004
674,0.005,0.009,0.005,0.007,0.01,0.009,0.01,0.005,0.003,0.002,0.002,0.002
675,0.005,0.008,0.006,0.007,0.009,0.009,0.011,0.006,0.004,0.003,0.003,0.001
676,0.006,0.011,0.009,0.01,0.009,0.009,0.01,0.005,0.006,0.006,0.006,0.004
677,0.01,0.014,0.012,0.012,0.009,0.008,0.009,0.005,0.009,0.01,0.009,0.009
678,0.011,0.017,0.013,0.013,0.008,0.007,0.008,0.005,0.01,0.01,0.011,0.01
679,0.011,0.015,0.012,0.013,0.006,0.007,0.007,0.004,0.009,0.009,0.009,0.008
680,0.009,0.012,0.01,0.01,0.008,0.006,0.007,0.004,0.007,0.006,0.006,0.005
681,0.006,0.01,0.007,0.007,0.009,0.006,0.008,0.003,0.004,0.004,0.003,0.003
682,0.005,0.008,0.006,0.005,0.008,0.007,0.009,0.004,0.003,0.004,0.002,0.003
683,0.006,0.01,0.007,0.007,0.007,0.008,0.01,0.006,0.005,0.005,0.003,0.004
684,0.006,0.011,0.008,0.008,0.008,0.01,0.012,0.008,0.006,0.006,0.006,0.006
685,0.007,0.013,0.01,0.011,0.009,0.012,0.013,0.009,0.009,0.008,0.009,0.008
686,0.012,0.016,0.013,0.015,0.014,0.016,0.017,0.012,0.011,0.011,0.011,0.01
687,0.014,0.019,0.016,0.018,0.017,0.016,0.018,0.013,0.013,0.013,0.012,0.011
688,0.016,0.02,0.017,0.018,0.017,0.016,0.018,0.014,0.015,0.014,0.013,0.013
689,0.016,0.02,0.018,0.017,0.015,0.014,0.014,0.011,0.015,0.015,0.014,0.014
690,0.014,0.019,0.016,0.016,0.01,0.011,0.011,0.007,0.014,0.013,0.014,0.012
691,0.012,0.016,0.014,0.014,0.011,0.012,0.011,0.007,0.01,0.01,0.012,0.01
692,0.008,0.013,0.011,0.011,0.014,0.014,0.014,0.01,0.008,0.008,0.009,0.009
693,0.006,0.013,0.01,0.01,0.015,0.015,0.015,0.011,0.006,0.007,0.007,0.008
694,0.005,0.013,0.008,0.009,0.013,0.013,0.014,0.009,0.005,0.004,0.006,0.005
695,0.006,0.012,0.008,0.009,0.012,0.012,0.012,0.008,0.005,0.004,0.005,0.003
696,0.008,0.014,0.011,0.013,0.014,0.012,0.013,0.01,0.01,0.008,0.009,0.008
697,0.01,0.014,0.012,0.015,0.013,0.014,0.014,0.01,0.012,0.011,0.012,0.012
698,0.008,0.012,0.009,0.012,0.012,0.012,0.013,0.01,0.008,0.009,0.01,0.009
699,0.005,0.007,0.004,0.005,0.009,0.009,0.011,0.009,0.002,0.003,0.004,0.002
700,0.003,0.006,0.003,0.003,0.006,0.006,0.007,0.005,-0.001,0,0.001,-0.001
701,0.003,0.006,0.004,0.003,0.004,0.004,0.005,0.001,0,0,0,0
702,0.004,0.007,0.005,0.004,0.004,0.005,0.005,0.002,0.001,0.001,0.001,0.002
703,0.004,0.007,0.005,0.004,0.008,0.008,0.009,0.006,0.001,-0.001,0,-0.001
704,0.003,0.005,0.005,0.004,0.01,0.01,0.01,0.008,0,-0.002,-0.001,-0.002
705,0.004,0.006,0.006,0.006,0.009,0.009,0.008,0.007,0.001,0,0,-0.002
706,0.006,0.011,0.008,0.009,0.01,0.011,0.009,0.008,0.002,0.004,0.005,0.002
707,0.009,0.016,0.012,0.012,0.012,0.014,0.012,0.01,0.005,0.007,0.007,0.006
708,0.011,0.016,0.014,0.013,0.013,0.015,0.015,0.009,0.008,0.009,0.009,0.008
709,0.011,0.016,0.014,0.013,0.012,0.012,0.014,0.006,0.01,0.009,0.009,0.008
710,0.01,0.016,0.013,0.013,0.008,0.008,0.011,0.004,0.012,0.01,0.012,0.009
711,0.008,0.015,0.01,0.011,0.008,0.01,0.011,0.006,0.01,0.009,0.01,0.009
712,0.008,0.012,0.009,0.009,0.009,0.011,0.012,0.007,0.007,0.007,0.007,0.007
713,0.006,0.008,0.006,0.007,0.009,0.01,0.011,0.006,0.003,0.004,0.004,0.002
714,0.004,0.006,0.005,0.005,0.006,0.005,0.008,0.002,0.001,0.001,0.002,0
715,0.003,0.006,0.005,0.005,0.005,0.004,0.008,0.002,0.001,0,0.003,0.001
716,0.005,0.01,0.008,0.007,0.006,0.008,0.008,0.005,0.004,0.003,0.003,0.003
717,0.007,0.013,0.01,0.009,0.007,0.009,0.008,0.005,0.006,0.004,0.004,0.004
718,0.005,0.011,0.009,0.008,0.01,0.01,0.009,0.005,0.004,0.003,0.003,0.004
719,0.005,0.01,0.009,0.008,0.013,0.01,0.01,0.004,0.004,0.004,0.004,0.004
720,0.006,0.01,0.007,0.008,0.012,0.009,0.008,0.003,0.002,0.004,0.002,0.004
721,0.008,0.009,0.006,0.007,0.01,0.009,0.008,0.004,0.003,0.002,0.002,0.001
722,0.006,0.01,0.006,0.007,0.008,0.008,0.01,0.006,0.003,0.002,0.002,0
723,0.001,0.008,0.003,0.004,0.008,0.009,0.011,0.007,0.001,0,0.001,-0.001
724,-0.002,0.005,0.002,0.002,0.007,0.008,0.009,0.006,-0.002,-0.002,0,-0.002
725,-0.002,0.003,0.001,0.001,0.005,0.008,0.007,0.006,-0.002,-0.003,-0.001,-0.002
726,0.001,0.006,0.005,0.003,0.003,0.006,0.004,0.004,0.002,0.001,0,0
727,0.003,0.008,0.008,0.005,0.004,0.005,0.003,0.003,0.004,0.003,0.003,0.002
728,0.001,0.006,0.006,0.005,0.007,0.006,0.006,0.004,0,0.002,0.003,0
729,-0.003,0.001,0.001,0,0.008,0.006,0.007,0.004,-0.005,-0.004,-0.003,-0.005
730,-0.006,-0.001,-0.004,-0.005,0.005,0.005,0.005,-0.001,-0.009,-0.009,-0.008,-0.009
731,-0.004,0.001,-0.003,-0.004,0.005,0.005,0.006,-0.001,-0.007,-0.007,-0.007,-0.008
732,-0.004,0.003,-0.003,-0.003,0.008,0.007,0.009,0.003,-0.005,-0.004,-0.004,-0.007
733,-0.005,0.001,-0.004,-0.004,0.007,0.006,0.007,0.003,-0.006,-0.006,-0.006,-0.008
734,-0.008,-0.003,-0.007,-0.007,0.001,-0.001,0,-0.004,-0.01,-0.012,-0.012,-0.012
735,-0.005,-0.002,-0.003,-0.005,-0.002,-0.005,-0.006,-0.008,-0.009,-0.011,-0.011,-0.01
736,0.001,0.002,0.004,0.002,-0.001,-0.003,-0.006,-0.006,-0.003,-0.003,-0.004,-0.004
737,0.006,0.008,0.008,0.007,0.002,0,-0.003,-0.003,0.002,0.002,0.002,0.003
738,0.006,0.01,0.007,0.007,0.004,0.004,0.001,0,0.004,0.003,0.004,0.003
739,0.005,0.01,0.006,0.005,0.005,0.005,0.002,0.001,0.003,0.001,0.002,0.003
740,0.003,0.01,0.005,0.005,0.003,0.004,0.001,0,0.002,0.002,0.002,0.002
741,0.001,0.007,0.005,0.003,0.001,0,-0.001,-0.003,0.001,0.001,0.001,0
742,0.001,0.007,0.006,0.003,0.003,0.002,0.002,-0.001,0,0.001,0.002,0
743,0.003,0.006,0.004,0.003,0.004,0.004,0.003,-0.001,0.001,0.001,0.002,0.002
744,0.001,0.005,0.002,0.003,0.001,0.003,0.002,-0.003,0.001,0.001,0.001,0.001
745,-0.004,0.001,-0.003,0.001,-0.002,0,-0.001,-0.007,-0.004,-0.005,-0.005,-0.007
746,-0.005,0.001,-0.002,0,0,0,-0.001,-0.007,-0.006,-0.007,-0.008,-0.008
747,-0.001,0.006,0.002,0,0,0.001,0.001,-0.004,-0.002,-0.003,-0.005,-0.005
