,0,0,0,1,1,1
691,-0.001,0.015,0.0,0.0,-0.003,0.011
692,0.001,0.018,0.003,0.005,0.001,0.015
693,0.002,0.016,0.003,0.005,0.002,0.011
694,-0.003,0.014,-0.003,-0.003,-0.004,0.002
695,-0.006,0.014,-0.007,-0.006,-0.007,0.001
696,-0.005,0.017,-0.007,-0.004,-0.005,0.005
697,-0.003,0.016,-0.005,0.0,-0.003,0.007
698,-0.001,0.016,-0.003,0.0,0.0,0.01
699,0.001,0.013,-0.002,-0.002,-0.001,0.009
700,0.0,0.012,-0.003,-0.004,-0.003,0.008
701,-0.001,0.013,-0.004,-0.004,-0.005,0.007
702,-0.002,0.015,-0.003,-0.002,-0.003,0.009
703,-0.001,0.013,-0.002,-0.002,-0.002,0.005
704,-0.004,0.011,-0.004,-0.005,-0.004,0.006
705,-0.007,0.012,-0.007,-0.005,-0.007,0.01
706,-0.006,0.014,-0.007,-0.003,-0.008,0.012
707,-0.006,0.011,-0.006,-0.003,-0.006,0.009
708,-0.005,0.01,-0.007,-0.005,-0.006,0.007
709,-0.007,0.011,-0.008,-0.006,-0.009,0.007
710,-0.006,0.017,-0.006,-0.002,-0.01,0.009
711,-0.004,0.015,-0.002,0.001,-0.006,0.004
712,-0.002,0.011,-0.002,0.002,-0.003,0.0
713,-0.001,0.004,-0.002,-0.002,-0.002,-0.006
714,0.0,0.004,-0.004,-0.005,-0.004,-0.008
715,-0.002,0.007,-0.005,-0.008,-0.005,-0.002
716,-0.008,0.01,-0.008,-0.008,-0.008,0.007
717,-0.011,0.01,-0.011,-0.008,-0.01,0.009
718,-0.009,0.009,-0.009,-0.007,-0.01,0.005
719,-0.008,0.009,-0.01,-0.007,-0.01,-0.003
720,-0.009,0.008,-0.008,-0.006,-0.009,-0.003
721,-0.007,0.01,-0.007,-0.005,-0.008,0.0
722,-0.006,0.003,-0.005,-0.002,-0.004,0.002
723,-0.008,-0.003,-0.008,-0.004,-0.007,-0.004
724,-0.006,-0.003,-0.007,-0.004,-0.007,-0.009
725,-0.004,0.006,-0.005,-0.004,-0.005,-0.009
726,-0.003,0.012,-0.002,-0.002,-0.003,-0.004
727,-0.001,0.017,0.0,-0.001,-0.002,0.007
728,0.002,0.021,0.001,0.0,0.0,0.009
729,0.001,0.019,-0.001,0.0,-0.001,0.008
730,-0.006,0.012,-0.005,-0.003,-0.006,0.001
731,-0.006,0.01,-0.006,-0.004,-0.007,0.003
732,-0.005,0.007,-0.006,-0.005,-0.008,0.005
733,-0.006,0.007,-0.007,-0.006,-0.009,0.003
734,-0.007,0.006,-0.008,-0.007,-0.01,0.0
735,-0.007,0.008,-0.008,-0.008,-0.008,-0.001
736,-0.009,0.008,-0.011,-0.01,-0.008,0.004
737,-0.013,0.006,-0.014,-0.013,-0.012,0.005
738,-0.012,0.002,-0.013,-0.012,-0.013,0.0
739,-0.008,0.006,-0.008,-0.01,-0.009,0.0
740,-0.005,0.015,-0.005,-0.007,-0.006,0.004
741,-0.003,0.014,-0.004,-0.006,-0.005,0.005
742,-0.002,0.008,-0.006,-0.005,-0.005,0.0
743,-0.005,0.0,-0.009,-0.006,-0.008,-0.001
744,-0.009,0.002,-0.013,-0.01,-0.012,-0.003
745,-0.009,0.005,-0.011,-0.009,-0.011,-0.007
746,-0.006,0.006,-0.007,-0.006,-0.008,-0.009
747,-0.005,0.001,-0.008,-0.005,-0.007,-0.016
748,-0.004,-0.002,-0.008,-0.005,-0.007,-0.017
749,-0.002,-0.001,-0.004,-0.003,-0.004,-0.01
750,0.0,0.0,0.0,0.0,0.0,0.0
