275,0.01,0.01,0.01,0.01,0.009,0.006,0.01,0.007,0.065,0.007,0.007
276,0.01,0.01,0.009,0.009,0.008,0.006,0.009,0.007,0.062,0.006,0.007
277,0.009,0.01,0.009,0.009,0.008,0.005,0.009,0.006,0.06,0.006,0.007
278,0.009,0.009,0.008,0.009,0.007,0.005,0.009,0.006,0.057,0.005,0.006
279,0.01,0.01,0.008,0.009,0.008,0.005,0.01,0.006,0.056,0.005,0.006
280,0.008,0.008,0.008,0.008,0.007,0.005,0.009,0.006,0.055,0.005,0.005
281,0.007,0.007,0.006,0.007,0.007,0.004,0.008,0.004,0.055,0.004,0.005
282,0.007,0.007,0.007,0.007,0.007,0.004,0.008,0.004,0.057,0.005,0.005
283,0.008,0.006,0.007,0.007,0.007,0.003,0.008,0.004,0.058,0.004,0.005
284,0.008,0.007,0.007,0.007,0.007,0.003,0.007,0.005,0.057,0.004,0.006
285,0.007,0.007,0.007,0.007,0.006,0.003,0.007,0.004,0.055,0.004,0.005
286,0.007,0.007,0.006,0.007,0.006,0.002,0.007,0.004,0.053,0.003,0.006
287,0.007,0.008,0.007,0.007,0.007,0.004,0.007,0.005,0.053,0.004,0.006
288,0.008,0.008,0.008,0.007,0.008,0.004,0.007,0.005,0.052,0.005,0.006
289,0.008,0.008,0.007,0.007,0.007,0.004,0.007,0.005,0.051,0.004,0.005
290,0.008,0.007,0.007,0.007,0.006,0.003,0.007,0.004,0.051,0.004,0.005
291,0.007,0.006,0.006,0.006,0.006,0.002,0.006,0.004,0.052,0.003,0.004
292,0.006,0.006,0.005,0.006,0.005,0.002,0.006,0.003,0.052,0.002,0.004
293,0.004,0.005,0.004,0.005,0.004,0.001,0.005,0.002,0.05,0.001,0.002
294,0.003,0.004,0.003,0.004,0.003,-0.001,0.004,0.001,0.047,0.0,0.001
295,0.003,0.004,0.002,0.003,0.002,-0.001,0.003,0.0,0.044,-0.001,0.001
296,0.004,0.005,0.003,0.003,0.003,-0.001,0.004,0.001,0.045,0.001,0.002
297,0.005,0.005,0.003,0.005,0.004,0.0,0.005,0.002,0.046,0.002,0.002
298,0.004,0.005,0.003,0.004,0.004,0.0,0.004,0.002,0.046,0.001,0.002
299,0.004,0.005,0.004,0.005,0.004,0.001,0.004,0.002,0.046,0.001,0.002
300,0.005,0.005,0.004,0.004,0.004,0.001,0.005,0.002,0.047,0.001,0.003
301,0.005,0.006,0.005,0.005,0.004,0.002,0.006,0.003,0.049,0.002,0.003
302,0.006,0.006,0.005,0.005,0.004,0.003,0.006,0.003,0.048,0.003,0.004
303,0.005,0.005,0.004,0.004,0.003,0.002,0.005,0.003,0.044,0.002,0.003
304,0.005,0.004,0.004,0.003,0.003,0.002,0.005,0.002,0.042,0.002,0.003
305,0.004,0.004,0.003,0.002,0.002,0.001,0.004,0.002,0.041,0.0,0.002
306,0.004,0.004,0.003,0.002,0.002,0.0,0.004,0.001,0.04,0.0,0.001
307,0.004,0.004,0.004,0.003,0.003,0.001,0.004,0.001,0.04,0.0,0.002
308,0.004,0.004,0.004,0.004,0.003,0.001,0.004,0.002,0.039,0.001,0.003
309,0.003,0.003,0.003,0.003,0.003,0.0,0.003,0.001,0.039,0.001,0.002
310,0.003,0.003,0.004,0.002,0.002,-0.001,0.003,0.001,0.039,0.0,0.001
311,0.003,0.003,0.003,0.002,0.002,-0.002,0.003,0.0,0.039,0.0,0.001
312,0.004,0.004,0.004,0.003,0.003,0.0,0.003,0.001,0.041,0.001,0.002
313,0.004,0.004,0.003,0.003,0.003,0.0,0.002,0.001,0.04,0.001,0.002
314,0.004,0.004,0.003,0.003,0.002,0.0,0.002,0.001,0.039,0.001,0.002
315,0.005,0.005,0.003,0.003,0.003,0.0,0.003,0.002,0.038,0.001,0.002
316,0.004,0.004,0.003,0.004,0.002,-0.001,0.003,0.001,0.035,0.001,0.002
317,0.005,0.005,0.004,0.004,0.003,0.0,0.005,0.002,0.035,0.001,0.003
318,0.005,0.005,0.005,0.004,0.003,0.001,0.004,0.002,0.035,0.001,0.003
319,0.004,0.004,0.004,0.004,0.002,0.001,0.004,0.002,0.034,0.001,0.003
320,0.003,0.004,0.003,0.003,0.002,0.001,0.003,0.002,0.034,0.001,0.002
321,0.003,0.003,0.002,0.002,0.001,0.0,0.003,0.001,0.034,0.0,0.002
322,0.002,0.003,0.002,0.002,0.001,-0.001,0.003,0.0,0.034,0.0,0.002
323,0.001,0.002,0.001,0.001,0.0,-0.002,0.001,-0.001,0.034,-0.002,0.0
324,0.001,0.001,0.001,0.001,0.0,-0.002,0.001,-0.001,0.033,-0.002,0.0
325,0.001,0.001,0.001,0.001,-0.001,-0.002,0.001,-0.001,0.032,-0.002,-0.001
326,0.002,0.002,0.001,0.002,-0.001,-0.001,0.001,0.0,0.03,-0.001,0.0
327,0.002,0.002,0.002,0.002,0.0,0.0,0.001,0.0,0.029,-0.001,0.001
328,0.002,0.003,0.002,0.001,0.0,0.0,0.001,0.0,0.029,-0.001,0.002
329,0.003,0.003,0.002,0.001,0.0,0.0,0.001,0.0,0.027,-0.001,0.001
330,0.002,0.001,0.001,0.0,0.0,-0.001,0.0,-0.001,0.026,-0.002,0.0
331,0.002,0.001,0.0,0.001,0.0,-0.001,0.0,-0.001,0.023,-0.002,-0.001
332,0.002,0.002,0.002,0.002,0.0,-0.001,0.001,0.0,0.026,-0.001,0.0
333,0.003,0.004,0.004,0.004,0.002,0.001,0.003,0.002,0.033,0.001,0.002
334,0.004,0.004,0.004,0.004,0.003,0.001,0.004,0.003,0.034,0.002,0.003
335,0.003,0.003,0.002,0.003,0.001,0.0,0.002,0.001,0.031,-0.001,0.001
336,0.002,0.002,0.0,0.001,0.0,0.0,0.001,0.0,0.025,-0.002,0.0
337,0.0,0.001,-0.001,-0.001,-0.002,-0.002,0.0,-0.001,0.023,-0.003,-0.001
338,0.001,0.001,0.0,0.0,-0.002,-0.002,-0.001,-0.002,0.026,-0.003,0.0
339,0.001,0.001,0.0,0.0,-0.002,-0.002,-0.001,-0.002,0.026,-0.002,0.0
340,0.002,0.002,0.001,0.0,-0.001,-0.001,-0.001,-0.002,0.025,-0.002,0.0
341,0.001,0.0,0.0,-0.001,-0.002,-0.002,-0.001,-0.002,0.025,-0.003,-0.001
342,-0.001,-0.001,-0.001,-0.001,-0.002,-0.003,-0.002,-0.003,0.025,-0.004,-0.002
343,-0.001,-0.001,-0.002,-0.001,-0.002,-0.003,-0.001,-0.002,0.027,-0.003,-0.001
344,0.001,0.001,0.0,0.0,-0.001,-0.002,0.0,-0.002,0.027,-0.001,0.0
345,0.003,0.002,0.002,0.002,0.001,0.0,0.002,0.0,0.027,0.0,0.001
346,0.002,0.001,0.001,0.001,-0.001,-0.001,0.001,-0.001,0.024,-0.002,0.0
347,0.001,0.0,0.001,0.001,-0.002,-0.002,-0.001,-0.002,0.023,-0.003,-0.002
348,0.001,0.0,0.001,0.0,-0.002,-0.002,-0.002,-0.002,0.023,-0.003,-0.002
349,0.002,0.001,0.001,0.0,-0.002,-0.002,-0.001,-0.002,0.022,-0.003,-0.002
350,0.003,0.002,0.001,0.001,-0.002,-0.001,0.0,-0.001,0.024,-0.001,0.0
351,0.003,0.002,0.001,0.001,-0.001,-0.001,0.001,-0.001,0.027,0.0,0.001
352,0.003,0.002,0.002,0.002,0.0,-0.001,0.001,0.0,0.029,-0.001,0.001
353,0.001,0.001,0.001,0.002,0.0,-0.001,0.001,-0.001,0.028,-0.002,0.0
354,0.0,0.001,0.0,0.001,-0.001,-0.002,0.0,-0.002,0.025,-0.004,-0.002
355,0.0,0.0,-0.002,-0.001,-0.002,-0.004,-0.001,-0.003,0.022,-0.005,-0.002
356,0.0,-0.001,-0.002,-0.001,-0.003,-0.005,-0.001,-0.003,0.022,-0.005,-0.003
357,0.002,0.001,0.0,0.0,-0.001,-0.002,0.001,-0.001,0.026,-0.003,-0.001
358,0.002,0.002,0.001,0.002,0.0,-0.001,0.002,0.001,0.029,-0.002,-0.001
359,0.003,0.003,0.002,0.003,0.001,0.001,0.003,0.002,0.03,-0.001,0.001
360,0.002,0.002,0.001,0.001,0.0,-0.001,0.002,0.0,0.028,-0.002,-0.001
361,0.0,0.0,-0.001,0.0,-0.002,-0.004,0.0,-0.002,0.028,-0.004,-0.003
362,-0.001,-0.001,-0.002,-0.001,-0.003,-0.005,-0.001,-0.003,0.027,-0.005,-0.003
363,-0.001,-0.001,-0.002,-0.002,-0.003,-0.005,-0.001,-0.003,0.025,-0.005,-0.003
364,-0.001,-0.001,-0.002,-0.001,-0.002,-0.004,0.0,-0.002,0.025,-0.004,-0.002
365,0.001,0.001,0.0,0.001,-0.001,-0.002,0.001,0.0,0.026,-0.002,-0.001
366,0.003,0.003,0.003,0.003,0.001,0.0,0.002,0.002,0.028,-0.001,0.001
367,0.005,0.005,0.005,0.004,0.003,0.002,0.003,0.003,0.029,0.001,0.003
368,0.005,0.006,0.005,0.004,0.004,0.002,0.004,0.003,0.031,0.001,0.004
369,0.004,0.005,0.005,0.003,0.003,0.002,0.004,0.002,0.031,0.001,0.003
370,0.004,0.004,0.004,0.003,0.003,0.002,0.004,0.003,0.033,0.001,0.003
371,0.003,0.004,0.003,0.003,0.003,0.002,0.003,0.002,0.033,0.001,0.003
372,0.004,0.004,0.004,0.003,0.004,0.002,0.003,0.003,0.032,0.002,0.003
373,0.005,0.005,0.005,0.004,0.005,0.002,0.004,0.003,0.032,0.002,0.004
374,0.005,0.005,0.005,0.004,0.004,0.002,0.004,0.003,0.03,0.002,0.004
375,0.004,0.005,0.005,0.003,0.003,0.001,0.004,0.003,0.029,0.001,0.003
376,0.004,0.004,0.004,0.004,0.003,0.001,0.004,0.003,0.029,0.001,0.003
377,0.004,0.004,0.003,0.004,0.002,0.0,0.004,0.002,0.029,0.0,0.002
378,0.003,0.004,0.002,0.004,0.002,0.0,0.003,0.001,0.029,-0.001,0.002
379,0.003,0.004,0.002,0.004,0.003,0.001,0.003,0.001,0.031,0.001,0.002
380,0.005,0.005,0.004,0.005,0.005,0.003,0.004,0.002,0.032,0.002,0.003
381,0.007,0.006,0.006,0.006,0.006,0.003,0.005,0.004,0.033,0.004,0.004
382,0.007,0.006,0.006,0.006,0.006,0.003,0.005,0.004,0.034,0.003,0.004
383,0.005,0.005,0.005,0.004,0.005,0.002,0.004,0.002,0.033,0.002,0.004
384,0.004,0.004,0.005,0.004,0.005,0.002,0.004,0.002,0.034,0.001,0.003
385,0.004,0.004,0.005,0.003,0.005,0.001,0.004,0.002,0.032,0.001,0.002
386,0.005,0.005,0.005,0.004,0.004,0.001,0.004,0.003,0.031,0.001,0.002
387,0.004,0.004,0.004,0.004,0.003,0.001,0.004,0.002,0.031,0.001,0.002
388,0.004,0.004,0.003,0.004,0.003,0.001,0.004,0.002,0.032,0.001,0.003
389,0.004,0.005,0.004,0.005,0.003,0.001,0.005,0.003,0.033,0.001,0.003
390,0.006,0.006,0.005,0.005,0.005,0.002,0.005,0.003,0.035,0.003,0.004
391,0.005,0.006,0.005,0.005,0.004,0.001,0.005,0.002,0.037,0.002,0.004
392,0.004,0.005,0.004,0.005,0.003,0.001,0.004,0.001,0.037,0.002,0.003
393,0.004,0.004,0.003,0.004,0.002,0.0,0.003,0.001,0.034,0.0,0.002
394,0.003,0.002,0.002,0.001,0.0,-0.001,0.002,0.0,0.028,-0.001,0.001
395,0.002,0.002,0.002,0.0,0.0,-0.001,0.001,0.0,0.024,-0.001,0.001
396,0.003,0.003,0.003,0.002,0.002,0.0,0.003,0.001,0.027,0.0,0.002
397,0.005,0.005,0.005,0.005,0.005,0.003,0.005,0.003,0.033,0.002,0.004
398,0.006,0.007,0.007,0.007,0.006,0.004,0.006,0.004,0.038,0.003,0.005
399,0.006,0.006,0.007,0.006,0.005,0.003,0.005,0.004,0.038,0.002,0.004
400,0.005,0.006,0.006,0.004,0.004,0.001,0.004,0.002,0.036,0.001,0.002
401,0.005,0.005,0.005,0.004,0.003,0.001,0.003,0.002,0.035,0.001,0.001
402,0.004,0.004,0.003,0.004,0.003,0.001,0.003,0.002,0.035,0.0,0.001
403,0.003,0.003,0.002,0.002,0.002,0.0,0.002,0.001,0.035,0.0,0.001
404,0.002,0.002,0.003,0.002,0.002,-0.001,0.002,0.001,0.036,0.0,0.002
405,0.004,0.004,0.004,0.004,0.003,0.001,0.004,0.003,0.035,0.001,0.004
406,0.005,0.006,0.006,0.007,0.005,0.003,0.006,0.004,0.033,0.003,0.005
407,0.007,0.006,0.006,0.007,0.005,0.004,0.006,0.005,0.031,0.004,0.006
408,0.007,0.006,0.006,0.006,0.005,0.004,0.006,0.005,0.034,0.003,0.005
409,0.006,0.006,0.006,0.005,0.005,0.004,0.005,0.005,0.037,0.003,0.005
410,0.006,0.006,0.006,0.006,0.006,0.003,0.005,0.004,0.039,0.003,0.005
411,0.006,0.007,0.006,0.006,0.006,0.003,0.005,0.005,0.037,0.003,0.005
412,0.005,0.007,0.006,0.007,0.005,0.004,0.005,0.005,0.033,0.003,0.006
413,0.005,0.006,0.005,0.006,0.003,0.003,0.004,0.003,0.031,0.003,0.005
414,0.005,0.005,0.005,0.006,0.003,0.002,0.005,0.004,0.034,0.003,0.005
415,0.007,0.006,0.006,0.006,0.005,0.003,0.006,0.005,0.038,0.004,0.006
416,0.006,0.006,0.005,0.005,0.005,0.003,0.005,0.005,0.036,0.003,0.004
417,0.006,0.006,0.005,0.005,0.004,0.003,0.005,0.004,0.032,0.003,0.004
418,0.005,0.005,0.005,0.005,0.004,0.002,0.004,0.004,0.031,0.003,0.004
419,0.005,0.004,0.005,0.006,0.004,0.002,0.004,0.003,0.032,0.004,0.005
420,0.006,0.005,0.005,0.007,0.005,0.003,0.005,0.004,0.035,0.004,0.006
421,0.004,0.004,0.004,0.004,0.003,0.002,0.003,0.002,0.036,0.002,0.003
422,0.004,0.004,0.004,0.004,0.003,0.002,0.002,0.001,0.038,0.001,0.002
423,0.004,0.004,0.004,0.004,0.003,0.002,0.003,0.002,0.039,0.002,0.003
424,0.003,0.003,0.004,0.004,0.003,0.001,0.002,0.001,0.038,0.002,0.003
425,0.003,0.003,0.004,0.005,0.003,0.0,0.003,0.002,0.037,0.002,0.003
426,0.003,0.003,0.003,0.004,0.002,-0.001,0.002,0.001,0.037,0.001,0.002
427,0.003,0.003,0.003,0.004,0.001,-0.001,0.002,0.001,0.035,0.001,0.002
428,0.004,0.004,0.004,0.004,0.002,0.0,0.003,0.002,0.033,0.001,0.002
429,0.004,0.003,0.003,0.003,0.001,0.0,0.003,0.002,0.03,0.001,0.003
430,0.004,0.003,0.004,0.003,0.002,0.001,0.004,0.002,0.028,0.001,0.003
431,0.004,0.003,0.004,0.003,0.002,0.001,0.003,0.002,0.028,0.001,0.003
432,0.005,0.004,0.005,0.004,0.003,0.003,0.004,0.003,0.032,0.002,0.004
433,0.007,0.006,0.006,0.005,0.005,0.004,0.005,0.005,0.036,0.004,0.005
434,0.005,0.006,0.005,0.004,0.005,0.003,0.005,0.005,0.037,0.003,0.005
435,0.003,0.004,0.004,0.004,0.004,0.001,0.004,0.004,0.033,0.002,0.003
436,0.003,0.004,0.004,0.005,0.003,0.0,0.003,0.002,0.032,0.001,0.002
437,0.005,0.007,0.005,0.006,0.004,0.002,0.004,0.003,0.032,0.002,0.004
438,0.007,0.008,0.007,0.007,0.006,0.004,0.006,0.005,0.032,0.003,0.006
439,0.007,0.007,0.006,0.006,0.005,0.004,0.005,0.004,0.031,0.002,0.004
440,0.006,0.005,0.005,0.005,0.003,0.002,0.003,0.003,0.031,0.0,0.003
441,0.004,0.004,0.004,0.004,0.002,0.0,0.002,0.001,0.03,-0.001,0.002
442,0.003,0.003,0.002,0.003,0.001,0.0,0.001,0.0,0.028,-0.001,0.002
443,0.003,0.004,0.003,0.002,0.002,0.001,0.002,0.001,0.025,0.001,0.002
444,0.003,0.004,0.004,0.003,0.001,0.001,0.002,0.002,0.025,0.001,0.002
445,0.005,0.006,0.006,0.005,0.004,0.003,0.004,0.005,0.029,0.004,0.005
446,0.005,0.006,0.006,0.007,0.005,0.004,0.005,0.006,0.032,0.005,0.006
447,0.005,0.005,0.005,0.007,0.005,0.005,0.005,0.006,0.033,0.004,0.006
448,0.004,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.028,0.002,0.004
449,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.025,0.001,0.004
450,0.003,0.004,0.004,0.004,0.002,0.003,0.002,0.001,0.024,0.001,0.003
451,0.003,0.004,0.004,0.004,0.002,0.002,0.002,0.001,0.026,0.001,0.002
452,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.001,0.027,0.001,0.002
453,0.003,0.003,0.004,0.004,0.002,0.002,0.003,0.001,0.027,0.002,0.003
454,0.005,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.024,0.002,0.004
455,0.005,0.003,0.003,0.002,0.001,0.002,0.003,0.002,0.023,0.002,0.003
456,0.004,0.002,0.002,0.002,0.0,0.0,0.001,0.0,0.024,0.0,0.002
457,0.002,0.001,0.001,0.001,-0.001,-0.001,0.0,-0.001,0.025,-0.001,0.001
458,0.002,0.001,0.001,0.002,0.001,0.0,0.001,-0.001,0.029,0.0,0.002
459,0.002,0.001,0.001,0.003,0.001,-0.001,0.001,0.0,0.031,0.001,0.002
460,0.002,0.002,0.003,0.004,0.001,0.0,0.001,0.0,0.031,0.001,0.003
461,0.002,0.003,0.002,0.003,0.001,-0.001,0.001,0.0,0.026,0.0,0.002
462,0.002,0.003,0.002,0.001,0.0,-0.001,0.001,0.0,0.02,-0.001,0.001
463,0.003,0.003,0.003,0.002,0.001,0.0,0.002,0.0,0.019,0.001,0.002
464,0.005,0.004,0.005,0.005,0.002,0.001,0.003,0.002,0.021,0.003,0.004
465,0.006,0.005,0.005,0.006,0.002,0.001,0.004,0.002,0.024,0.004,0.005
466,0.005,0.005,0.004,0.004,0.002,0.001,0.004,0.002,0.026,0.002,0.003
467,0.003,0.003,0.003,0.002,0.001,0.001,0.002,0.002,0.028,0.0,0.002
468,0.001,0.002,0.002,0.001,0.0,-0.001,0.001,0.001,0.025,-0.001,0.002
469,0.001,0.001,0.002,0.002,0.0,-0.001,0.0,0.001,0.021,-0.001,0.002
470,0.003,0.002,0.002,0.003,0.001,0.0,0.001,0.002,0.019,0.001,0.003
471,0.004,0.005,0.004,0.005,0.003,0.002,0.003,0.003,0.02,0.003,0.005
472,0.006,0.006,0.006,0.007,0.004,0.003,0.004,0.005,0.022,0.004,0.006
473,0.007,0.006,0.007,0.007,0.004,0.003,0.005,0.005,0.024,0.004,0.006
474,0.005,0.004,0.005,0.004,0.002,0.0,0.004,0.003,0.022,0.001,0.003
475,0.004,0.003,0.004,0.003,0.001,-0.001,0.002,0.002,0.02,-0.001,0.001
476,0.003,0.002,0.002,0.002,0.0,-0.002,0.001,0.001,0.019,-0.001,0.0
477,0.002,0.001,0.001,0.002,-0.001,-0.002,0.001,-0.001,0.019,-0.001,0.001
478,0.001,0.0,-0.001,0.0,-0.002,-0.002,0.0,-0.002,0.018,-0.002,0.0
479,0.002,0.001,0.0,0.001,-0.002,-0.002,0.0,-0.001,0.017,-0.002,0.0
480,0.002,0.002,0.002,0.002,-0.001,-0.001,0.001,0.0,0.019,-0.001,0.0
481,0.003,0.003,0.004,0.003,0.0,0.0,0.002,0.001,0.023,0.0,0.002
482,0.003,0.003,0.004,0.003,0.001,0.002,0.002,0.002,0.031,0.001,0.003
483,0.002,0.002,0.003,0.002,0.0,0.001,0.002,0.001,0.036,0.001,0.003
484,0.0,-0.001,-0.001,0.0,-0.003,-0.002,-0.001,-0.002,0.025,-0.003,-0.001
485,-0.004,-0.004,-0.005,-0.003,-0.007,-0.006,-0.005,-0.006,0.009,-0.006,-0.004
486,-0.002,-0.003,-0.003,-0.001,-0.006,-0.004,-0.002,-0.004,0.007,-0.003,-0.002
